generatoreic,time,power,*
48W00000GNFSW-2F,8,17.32,*
48W00000GNFSW-2F,9,16.56,*
48W00000GNFSW-2F,10,16.88,*
48W00000GNFSW-2F,11,18.9,*
48W00000GNFSW-2F,12,22.54,*
48W00000GNFSW-2F,13,25.26,*
48W00000GNFSW-2F,14,19.72,*
48W00000GNFSW-2F,15,19.2,*
48W00000GNFSW-2F,16,13.68,*
48W00000GNFSW-2F,17,11.7,*
48W00000GNFSW-2F,18,11.5,*
48W00000GNFSW-2F,19,11.32,*
48W00000GNFSW-2F,20,10.96,*
48W00000GNFSW-2F,21,15.62,*
48W00000GNFSW-2F,22,10.56,*
48W00000GNFSW-2F,23,9.3,*
48W00000GNFSW-2F,24,11.42,*
48W00000GNFSW-2F,25,26.7,*
48W00000GNFSW-2F,26,40.1,*
48W00000GNFSW-2F,27,35.38,*
48W00000GNFSW-2F,28,30.48,*
48W00000GNFSW-2F,29,22.58,*
48W00000GNFSW-2F,30,15.06,*
48W00000GNFSW-2F,31,14.56,*
48W00000GNFSW-2F,32,15.76,*
48W00000GNFSW-2F,33,12.32,*
48W00000GNFSW-2F,34,9.2,*
48W00000GNFSW-2F,35,11.6,*
48W00000GNFSW-2F,36,15.32,*
48W00000GNFSW-2F,37,9.52,*
48W00000GNFSW-2F,38,6.12,*
48W00000GNFSW-2F,39,5.64,*
48W00000GNFSW-2F,40,5.02,*
48W00000GNFSW-2F,41,6.78,*
48W00000GNFSW-2F,42,8.98,*
48W00000GNFSW-2F,43,5.0,*
48W00000GNFSW-2F,44,2.68,*
48W00000GNFSW-2F,45,2.14,*
48W00000GNFSW-2F,46,3.22,*
48W00000GNFSW-2F,47,5.14,*
48W00000GNFSW-2F,48,4.9,*
48W00000MILWW-1M,1,11.12,*
48W00000MILWW-1M,2,15.28,*
48W00000MILWW-1M,3,9.14,*
48W00000MILWW-1M,4,9.92,*
48W00000MILWW-1M,5,9.26,*
48W00000MILWW-1M,6,9.48,*
48W00000MILWW-1M,7,14.38,*
48W00000MILWW-1M,8,14.8,*
48W00000MILWW-1M,9,10.98,*
48W00000MILWW-1M,10,9.72,*
48W00000MILWW-1M,11,9.14,*
48W00000MILWW-1M,12,8.44,*
48W00000MILWW-1M,13,6.28,*
48W00000MILWW-1M,14,10.02,*
48W00000MILWW-1M,15,11.9,*
48W00000MILWW-1M,16,11.58,*
48W00000MILWW-1M,17,17.56,*
48W00000MILWW-1M,18,16.38,*
48W00000MILWW-1M,19,11.84,*
48W00000MILWW-1M,20,8.78,*
48W00000MILWW-1M,21,10.78,*
48W00000MILWW-1M,22,16.78,*
48W00000MILWW-1M,23,12.06,*
48W00000MILWW-1M,24,13.92,*
48W00000MILWW-1M,25,24.58,*
48W00000MILWW-1M,26,28.02,*
48W00000MILWW-1M,27,13.76,*
48W00000MILWW-1M,28,18.1,*
48W00000MILWW-1M,29,26.2,*
48W00000MILWW-1M,30,20.3,*
48W00000MILWW-1M,31,49.44,*
48W00000MILWW-1M,32,35.0,*
48W00000MILWW-1M,33,35.92,*
48W00000MILWW-1M,34,50.2,*
48W00000MILWW-1M,35,49.9,*
48W00000MILWW-1M,36,41.12,*
48W00000MILWW-1M,37,36.32,*
48W00000MILWW-1M,38,34.76,*
48W00000MILWW-1M,39,20.48,*
48W00000MILWW-1M,40,10.96,*
48W00000MILWW-1M,41,21.56,*
48W00000MILWW-1M,42,23.58,*
48W00000MILWW-1M,43,26.0,*
48W00000MILWW-1M,44,25.54,*
48W00000MILWW-1M,45,23.52,*
48W00000MILWW-1M,46,20.22,*
48W00000MILWW-1M,47,40.88,*
48W00000MILWW-1M,48,28.52,*
48W00000MKHLW-1D,1,6.12,*
48W00000MKHLW-1D,2,7.7,*
48W00000MKHLW-1D,3,5.8,*
48W00000MKHLW-1D,4,6.36,*
48W00000MKHLW-1D,5,11.16,*
48W00000MKHLW-1D,6,10.18,*
48W00000MKHLW-1D,7,5.54,*
48W00000MKHLW-1D,8,5.54,*
48W00000MKHLW-1D,9,8.32,*
48W00000MKHLW-1D,10,11.42,*
48W00000MKHLW-1D,11,14.38,*
48W00000MKHLW-1D,12,13.26,*
48W00000MKHLW-1D,13,12.52,*
48W00000MKHLW-1D,14,11.72,*
48W00000MKHLW-1D,15,14.5,*
48W00000MKHLW-1D,16,15.7,*
48W00000MKHLW-1D,17,13.78,*
48W00000MKHLW-1D,18,19.62,*
48W00000MKHLW-1D,19,18.44,*
48W00000MKHLW-1D,20,17.56,*
48W00000MKHLW-1D,21,14.66,*
48W00000MKHLW-1D,22,15.96,*
48W00000MKHLW-1D,23,18.88,*
48W00000MKHLW-1D,24,15.44,*
48W00000MKHLW-1D,25,18.1,*
48W00000MKHLW-1D,26,18.94,*
48W00000MKHLW-1D,27,20.66,*
48W00000MKHLW-1D,28,18.4,*
48W00000MKHLW-1D,29,26.08,*
48W00000MKHLW-1D,30,22.86,*
48W00000MKHLW-1D,31,19.14,*
48W00000MKHLW-1D,32,19.1,*
48W00000MKHLW-1D,33,21.34,*
48W00000MKHLW-1D,34,20.86,*
48W00000MKHLW-1D,35,23.74,*
48W00000MKHLW-1D,36,31.14,*
48W00000MKHLW-1D,37,22.78,*
48W00000MKHLW-1D,38,21.3,*
48W00000MKHLW-1D,39,20.86,*
48W00000MKHLW-1D,40,28.22,*
48W00000MKHLW-1D,41,22.44,*
48W00000MKHLW-1D,42,15.38,*
48W00000MKHLW-1D,43,13.1,*
48W00000MKHLW-1D,44,18.94,*
48W00000MKHLW-1D,45,20.76,*
48W00000MKHLW-1D,46,15.68,*
48W00000MKHLW-1D,47,10.66,*
48W00000MKHLW-1D,48,14.38,*
48W00000GLWSW-13,1,4.744,*
48W00000GLWSW-13,2,6.572,*
48W00000GLWSW-13,3,6.476,*
48W00000GLWSW-13,4,6.524,*
48W00000GLWSW-13,5,5.582,*
48W00000GLWSW-13,6,6.61,*
48W00000GLWSW-13,7,7.332,*
48W00000GLWSW-13,8,7.912,*
48W00000GLWSW-13,9,7.322,*
48W00000GLWSW-13,10,6.666,*
48W00000GLWSW-13,11,6.852,*
48W00000GLWSW-13,12,8.068,*
48W00000GLWSW-13,13,11.558,*
48W00000GLWSW-13,14,11.096,*
48W00000GLWSW-13,15,9.008,*
48W00000GLWSW-13,16,10.308,*
48W00000GLWSW-13,17,9.19,*
48W00000GLWSW-13,18,6.646,*
48W00000GLWSW-13,19,10.772,*
48W00000GLWSW-13,20,14.592,*
48W00000GLWSW-13,21,15.044,*
48W00000GLWSW-13,22,18.936,*
48W00000GLWSW-13,23,11.706,*
48W00000GLWSW-13,24,8.368,*
48W00000GLWSW-13,25,10.124,*
48W00000GLWSW-13,26,11.772,*
48W00000GLWSW-13,27,18.036,*
48W00000GLWSW-13,28,15.962,*
48W00000GLWSW-13,29,13.764,*
48W00000GLWSW-13,30,9.556,*
48W00000GLWSW-13,31,12.378,*
48W00000GLWSW-13,32,8.23,*
48W00000GLWSW-13,33,11.416,*
48W00000GLWSW-13,34,14.646,*
48W00000GLWSW-13,35,12.294,*
48W00000GLWSW-13,36,19.568,*
48W00000GLWSW-13,37,20.142,*
48W00000GLWSW-13,38,13.724,*
48W00000GLWSW-13,39,19.766,*
48W00000GLWSW-13,40,34.846,*
48W00000GLWSW-13,41,50.7,*
48W00000GLWSW-13,42,43.32,*
48W00000GLWSW-13,43,32.694,*
48W00000GLWSW-13,44,21.826,*
48W00000GLWSW-13,45,23.66,*
48W00000GLWSW-13,46,10.296,*
48W00000GLWSW-13,47,10.122,*
48W00000GLWSW-13,48,14.394,*
48W000000MARK-1D,1,53.67,*
48W000000MARK-1D,2,53.59,*
48W000000MARK-1D,3,53.77,*
48W000000MARK-1D,4,53.69,*
48W000000MARK-1D,5,53.67,*
48W000000MARK-1D,6,53.552,*
48W000000MARK-1D,7,53.61,*
48W000000MARK-1D,8,53.69,*
48W000000MARK-1D,9,53.73,*
48W000000MARK-1D,10,53.532,*
48W000000MARK-1D,11,53.79,*
48W000000MARK-1D,12,53.59,*
48W000000MARK-1D,13,53.69,*
48W000000MARK-1D,14,53.61,*
48W000000MARK-1D,15,53.192,*
48W000000MARK-1D,16,53.472,*
48W000000MARK-1D,17,53.252,*
48W000000MARK-1D,18,53.77,*
48W000000MARK-1D,19,53.412,*
48W000000MARK-1D,20,53.63,*
48W000000MARK-1D,21,53.65,*
48W000000MARK-1D,22,53.57,*
48W000000MARK-1D,23,53.73,*
48W000000MARK-1D,24,53.552,*
48W000000MARK-1D,25,53.57,*
48W000000MARK-1D,26,53.75,*
48W000000MARK-1D,27,53.65,*
48W000000MARK-1D,28,53.988,*
48W000000MARK-1D,29,53.77,*
48W000000MARK-1D,30,53.552,*
48W000000MARK-1D,31,53.79,*
48W000000MARK-1D,32,53.63,*
48W000000MARK-1D,33,53.532,*
48W000000MARK-1D,34,53.81,*
48W000000MARK-1D,35,53.69,*
48W000000MARK-1D,36,53.69,*
48W000000MARK-1D,37,53.61,*
48W000000MARK-1D,38,52.854,*
48W000000MARK-1D,39,52.476,*
48W000000MARK-1D,40,52.238,*
48W000000MARK-1D,41,52.456,*
48W000000MARK-1D,42,52.436,*
48W000000MARK-1D,43,48.318,*
48W000000MARK-1D,44,45.95,*
48W000000MARK-1D,45,46.228,*
48W000000MARK-1D,46,45.97,*
48W000000MARK-1D,47,45.99,*
48W000000MARK-1D,48,46.028,*
48W00000BLKWW-1L,1,0.638,*
48W00000BLKWW-1L,2,0.674,*
48W00000BLKWW-1L,3,0.588,*
48W00000BLKWW-1L,4,1.626,*
48W00000BLKWW-1L,5,2.038,*
48W00000BLKWW-1L,6,2.81,*
48W00000BLKWW-1L,7,4.552,*
48W00000BLKWW-1L,8,5.554,*
48W00000BLKWW-1L,9,4.79,*
48W00000BLKWW-1L,10,3.718,*
48W00000BLKWW-1L,11,3.22,*
48W00000BLKWW-1L,12,2.36,*
48W00000BLKWW-1L,13,2.096,*
48W00000BLKWW-1L,14,2.376,*
48W00000BLKWW-1L,15,1.678,*
48W00000BLKWW-1L,16,1.572,*
48W00000BLKWW-1L,17,1.76,*
48W00000BLKWW-1L,18,1.418,*
48W00000BLKWW-1L,19,0.984,*
48W00000BLKWW-1L,20,2.61,*
48W00000BLKWW-1L,21,3.506,*
48W00000BLKWW-1L,22,3.694,*
48W00000BLKWW-1L,23,2.99,*
48W00000BLKWW-1L,24,1.812,*
48W00000BLKWW-1L,25,2.118,*
48W00000BLKWW-1L,26,3.502,*
48W00000BLKWW-1L,27,6.402,*
48W00000BLKWW-1L,28,5.962,*
48W00000BLKWW-1L,29,6.382,*
48W00000BLKWW-1L,30,6.54,*
48W00000BLKWW-1L,31,6.432,*
48W00000BLKWW-1L,32,4.342,*
48W00000BLKWW-1L,33,4.36,*
48W00000BLKWW-1L,34,7.478,*
48W00000BLKWW-1L,35,9.108,*
48W00000BLKWW-1L,36,9.24,*
48W00000BLKWW-1L,37,11.96,*
48W00000BLKWW-1L,38,12.018,*
48W00000BLKWW-1L,39,18.618,*
48W00000BLKWW-1L,40,26.644,*
48W00000BLKWW-1L,41,29.124,*
48W00000BLKWW-1L,42,24.98,*
48W00000BLKWW-1L,43,25.806,*
48W00000BLKWW-1L,44,27.216,*
48W00000BLKWW-1L,45,25.348,*
48W00000BLKWW-1L,46,28.298,*
48W00000BLKWW-1L,47,25.49,*
48W00000BLKWW-1L,48,14.97,*
48W00000BABAW-13,1,32.24,*
48W00000BABAW-13,2,32.6,*
48W00000BABAW-13,3,39.06,*
48W00000BABAW-13,4,35.06,*
48W00000BABAW-13,5,41.76,*
48W00000BABAW-13,6,42.02,*
48W00000BABAW-13,7,41.38,*
48W00000BABAW-13,8,38.46,*
48W00000BABAW-13,9,30.28,*
48W00000BABAW-13,10,31.68,*
48W00000BABAW-13,11,26.34,*
48W00000BABAW-13,12,24.46,*
48W00000BABAW-13,13,18.46,*
48W00000BABAW-13,14,30.26,*
48W00000BABAW-13,15,35.06,*
48W00000BABAW-13,16,26.92,*
48W00000BABAW-13,17,30.78,*
48W00000BABAW-13,18,27.76,*
48W00000BABAW-13,19,29.9,*
48W00000BABAW-13,20,33.0,*
48W00000BABAW-13,21,27.62,*
48W00000BABAW-13,22,19.6,*
48W00000BABAW-13,23,30.42,*
48W00000BABAW-13,24,33.06,*
48W00000BABAW-13,25,20.8,*
48W00000BABAW-13,26,31.02,*
48W00000BABAW-13,27,28.88,*
48W00000BABAW-13,28,14.38,*
48W00000BABAW-13,29,11.54,*
48W00000BABAW-13,30,3.67,*
48W00000BABAW-13,31,0.0,*
48W00000BABAW-13,32,3.884,*
48W00000BABAW-13,33,3.82,*
48W00000BABAW-13,34,4.5,*
48W00000BABAW-13,35,4.2,*
48W00000BABAW-13,36,1.98,*
48W00000BABAW-13,37,1.34,*
48W00000BABAW-13,38,0.43,*
48W00000BABAW-13,39,0.47,*
48W00000BABAW-13,40,0.8,*
48W00000BABAW-13,41,0.66,*
48W00000BABAW-13,42,0.86,*
48W00000BABAW-13,43,0.206,*
48W00000BABAW-13,44,0.19,*
48W00000BABAW-13,45,0.42,*
48W00000BABAW-13,46,5.3,*
48W00000BABAW-13,47,1.94,*
48W00000BABAW-13,48,1.172,*
48W00000CRMLW-1E,1,0.0,*
48W00000CRMLW-1E,2,0.0,*
48W00000CRMLW-1E,3,0.0,*
48W00000CRMLW-1E,4,0.02,*
48W00000CRMLW-1E,5,0.022,*
48W00000CRMLW-1E,6,0.0,*
48W00000CRMLW-1E,7,0.0,*
48W00000CRMLW-1E,8,0.0,*
48W00000CRMLW-1E,9,0.0,*
48W00000CRMLW-1E,10,0.0,*
48W00000CRMLW-1E,11,0.52,*
48W00000CRMLW-1E,12,0.286,*
48W00000CRMLW-1E,13,0.008,*
48W00000CRMLW-1E,14,0.22,*
48W00000CRMLW-1E,15,0.584,*
48W00000CRMLW-1E,16,1.734,*
48W00000CRMLW-1E,17,4.5,*
48W00000CRMLW-1E,18,6.7,*
48W00000CRMLW-1E,19,8.574,*
48W00000CRMLW-1E,20,11.174,*
48W00000CRMLW-1E,21,9.458,*
48W00000CRMLW-1E,22,4.11,*
48W00000CRMLW-1E,23,2.448,*
48W00000CRMLW-1E,24,2.974,*
48W00000CRMLW-1E,25,1.646,*
48W00000CRMLW-1E,26,4.35,*
48W00000CRMLW-1E,27,4.022,*
48W00000CRMLW-1E,28,2.506,*
48W00000CRMLW-1E,29,0.646,*
48W00000CRMLW-1E,30,0.0,*
48W00000CRMLW-1E,31,0.052,*
48W00000CRMLW-1E,32,0.392,*
48W00000CRMLW-1E,33,0.0,*
48W00000CRMLW-1E,34,0.078,*
48W00000CRMLW-1E,35,0.258,*
48W00000CRMLW-1E,36,0.416,*
48W00000CRMLW-1E,37,0.618,*
48W00000CRMLW-1E,38,0.526,*
48W00000CRMLW-1E,39,0.002,*
48W00000CRMLW-1E,40,0.0,*
48W00000CRMLW-1E,41,0.0,*
48W00000CRMLW-1E,42,0.034,*
48W00000CRMLW-1E,43,3.888,*
48W00000CRMLW-1E,44,5.018,*
48W00000CRMLW-1E,45,2.156,*
48W00000CRMLW-1E,46,1.688,*
48W00000CRMLW-1E,47,2.902,*
48W00000CRMLW-1E,48,3.968,*
48W000000CLAC-1N,1,0.0,*
48W000000CLAC-1N,2,0.0,*
48W000000CLAC-1N,3,0.0,*
48W000000CLAC-1N,4,0.0,*
48W000000CLAC-1N,5,0.0,*
48W000000CLAC-1N,6,0.0,*
48W000000CLAC-1N,7,0.0,*
48W000000CLAC-1N,8,0.0,*
48W000000CLAC-1N,9,0.0,*
48W000000CLAC-1N,10,0.0,*
48W000000CLAC-1N,11,0.0,*
48W000000CLAC-1N,12,0.0,*
48W000000CLAC-1N,13,0.0,*
48W000000CLAC-1N,14,0.0,*
48W000000CLAC-1N,15,0.0,*
48W000000CLAC-1N,16,0.0,*
48W000000CLAC-1N,17,0.0,*
48W000000CLAC-1N,18,0.0,*
48W000000CLAC-1N,19,0.0,*
48W000000CLAC-1N,20,0.0,*
48W000000CLAC-1N,21,0.0,*
48W000000CLAC-1N,22,0.0,*
48W000000CLAC-1N,23,0.0,*
48W000000CLAC-1N,24,0.216,*
48W000000CLAC-1N,25,41.054,*
48W000000CLAC-1N,26,41.332,*
48W000000CLAC-1N,27,41.296,*
48W000000CLAC-1N,28,41.298,*
48W000000CLAC-1N,29,41.324,*
48W000000CLAC-1N,30,41.298,*
48W000000CLAC-1N,31,41.312,*
48W000000CLAC-1N,32,41.298,*
48W000000CLAC-1N,33,41.31,*
48W000000CLAC-1N,34,41.316,*
48W000000CLAC-1N,35,41.294,*
48W000000CLAC-1N,36,41.306,*
48W000000CLAC-1N,37,41.302,*
48W000000CLAC-1N,38,41.318,*
48W000000CLAC-1N,39,41.294,*
48W000000CLAC-1N,40,41.31,*
48W000000CLAC-1N,41,41.298,*
48W000000CLAC-1N,42,41.296,*
48W000000CLAC-1N,43,40.768,*
48W000000CLAC-1N,44,0.064,*
48W000000CLAC-1N,45,0.0,*
48W000000CLAC-1N,46,0.0,*
48W000000CLAC-1N,47,0.0,*
48W000000CLAC-1N,48,0.0,*
48W00000ACHRW-1O,1,4.692,*
48W00000ACHRW-1O,2,3.706,*
48W00000ACHRW-1O,3,5.878,*
48W00000ACHRW-1O,4,6.262,*
48W00000ACHRW-1O,5,6.102,*
48W00000ACHRW-1O,6,5.2,*
48W00000ACHRW-1O,7,4.098,*
48W00000ACHRW-1O,8,4.408,*
48W00000ACHRW-1O,9,8.016,*
48W00000ACHRW-1O,10,6.342,*
48W00000ACHRW-1O,11,5.674,*
48W00000ACHRW-1O,12,4.732,*
48W00000ACHRW-1O,13,5.41,*
48W00000ACHRW-1O,14,3.644,*
48W00000ACHRW-1O,15,3.908,*
48W00000ACHRW-1O,16,3.488,*
48W00000ACHRW-1O,17,3.068,*
48W00000ACHRW-1O,18,4.414,*
48W00000ACHRW-1O,19,4.15,*
48W00000ACHRW-1O,20,4.768,*
48W00000ACHRW-1O,21,9.188,*
48W00000ACHRW-1O,22,8.15,*
48W00000ACHRW-1O,23,9.424,*
48W00000ACHRW-1O,24,9.828,*
48W00000ACHRW-1O,25,12.368,*
48W00000ACHRW-1O,26,10.52,*
48W00000ACHRW-1O,27,7.654,*
48W00000ACHRW-1O,28,0.0,*
48W00000ACHRW-1O,29,0.0,*
48W00000ACHRW-1O,30,0.0,*
48W00000ACHRW-1O,31,0.0,*
48W00000ACHRW-1O,32,0.0,*
48W00000ACHRW-1O,33,0.0,*
48W00000ACHRW-1O,34,0.0,*
48W00000ACHRW-1O,35,0.0,*
48W00000ACHRW-1O,36,0.0,*
48W00000ACHRW-1O,37,0.0,*
48W00000ACHRW-1O,38,2.548,*
48W00000ACHRW-1O,39,7.918,*
48W00000ACHRW-1O,40,7.616,*
48W00000ACHRW-1O,41,5.778,*
48W00000ACHRW-1O,42,5.806,*
48W00000ACHRW-1O,43,9.224,*
48W00000ACHRW-1O,44,12.188,*
48W00000ACHRW-1O,45,19.95,*
48W00000ACHRW-1O,46,19.816,*
48W00000ACHRW-1O,47,14.2,*
48W00000ACHRW-1O,48,20.692,*
48W00000BTUIW-2A,1,6.508,*
48W00000BTUIW-2A,2,7.412,*
48W00000BTUIW-2A,3,9.446,*
48W00000BTUIW-2A,4,9.042,*
48W00000BTUIW-2A,5,9.434,*
48W00000BTUIW-2A,6,10.736,*
48W00000BTUIW-2A,7,10.804,*
48W00000BTUIW-2A,8,12.806,*
48W00000BTUIW-2A,9,13.998,*
48W00000BTUIW-2A,10,15.916,*
48W00000BTUIW-2A,11,16.492,*
48W00000BTUIW-2A,12,17.42,*
48W00000BTUIW-2A,13,10.084,*
48W00000BTUIW-2A,14,9.218,*
48W00000BTUIW-2A,15,10.806,*
48W00000BTUIW-2A,16,8.718,*
48W00000BTUIW-2A,17,12.608,*
48W00000BTUIW-2A,18,8.824,*
48W00000BTUIW-2A,19,7.552,*
48W00000BTUIW-2A,20,9.768,*
48W00000BTUIW-2A,21,14.568,*
48W00000BTUIW-2A,22,18.984,*
48W00000BTUIW-2A,23,16.324,*
48W00000BTUIW-2A,24,12.886,*
48W00000BTUIW-2A,25,16.588,*
48W00000BTUIW-2A,26,12.322,*
48W00000BTUIW-2A,27,13.164,*
48W00000BTUIW-2A,28,12.714,*
48W00000BTUIW-2A,29,9.094,*
48W00000BTUIW-2A,30,8.018,*
48W00000BTUIW-2A,31,8.242,*
48W00000BTUIW-2A,32,7.312,*
48W00000BTUIW-2A,33,6.114,*
48W00000BTUIW-2A,34,6.64,*
48W00000BTUIW-2A,35,7.678,*
48W00000BTUIW-2A,36,9.362,*
48W00000BTUIW-2A,37,5.668,*
48W00000BTUIW-2A,38,6.23,*
48W00000BTUIW-2A,39,5.48,*
48W00000BTUIW-2A,40,5.476,*
48W00000BTUIW-2A,41,6.912,*
48W00000BTUIW-2A,42,7.97,*
48W00000BTUIW-2A,43,5.156,*
48W00000BTUIW-2A,44,6.87,*
48W00000BTUIW-2A,45,10.812,*
48W00000BTUIW-2A,46,7.54,*
48W00000BTUIW-2A,47,9.954,*
48W00000BTUIW-2A,48,13.074,*
48W10000EDINW-1N,1,13.28,*
48W10000EDINW-1N,2,22.54,*
48W10000EDINW-1N,3,15.48,*
48W10000EDINW-1N,4,15.6,*
48W10000EDINW-1N,5,23.18,*
48W10000EDINW-1N,6,25.02,*
48W10000EDINW-1N,7,24.26,*
48W10000EDINW-1N,8,20.3,*
48W10000EDINW-1N,9,18.92,*
48W10000EDINW-1N,10,21.02,*
48W10000EDINW-1N,11,25.48,*
48W10000EDINW-1N,12,23.94,*
48W10000EDINW-1N,13,23.64,*
48W10000EDINW-1N,14,22.94,*
48W10000EDINW-1N,15,22.94,*
48W10000EDINW-1N,16,22.94,*
48W10000EDINW-1N,17,22.96,*
48W10000EDINW-1N,18,24.36,*
48W10000EDINW-1N,19,27.76,*
48W10000EDINW-1N,20,27.88,*
48W10000EDINW-1N,21,27.92,*
48W10000EDINW-1N,22,27.9,*
48W10000EDINW-1N,23,27.92,*
48W10000EDINW-1N,24,27.92,*
48W10000EDINW-1N,25,29.2,*
48W10000EDINW-1N,26,26.42,*
48W10000EDINW-1N,27,25.92,*
48W10000EDINW-1N,28,25.8,*
48W10000EDINW-1N,29,24.6,*
48W10000EDINW-1N,30,24.22,*
48W10000EDINW-1N,31,24.44,*
48W10000EDINW-1N,32,11.7,*
48W10000EDINW-1N,33,6.86,*
48W10000EDINW-1N,34,8.68,*
48W10000EDINW-1N,35,8.52,*
48W10000EDINW-1N,36,5.1,*
48W10000EDINW-1N,37,2.2,*
48W10000EDINW-1N,38,2.4,*
48W10000EDINW-1N,39,4.16,*
48W10000EDINW-1N,40,3.68,*
48W10000EDINW-1N,41,4.5,*
48W10000EDINW-1N,42,5.34,*
48W10000EDINW-1N,43,5.32,*
48W10000EDINW-1N,44,7.04,*
48W10000EDINW-1N,45,9.74,*
48W10000EDINW-1N,46,8.8,*
48W10000EDINW-1N,47,10.2,*
48W10000EDINW-1N,48,9.26,*
48W00000EWHLW-1U,1,0.086,*
48W00000EWHLW-1U,2,0.474,*
48W00000EWHLW-1U,3,0.31,*
48W00000EWHLW-1U,4,0.346,*
48W00000EWHLW-1U,5,0.556,*
48W00000EWHLW-1U,6,0.622,*
48W00000EWHLW-1U,7,0.17,*
48W00000EWHLW-1U,8,0.204,*
48W00000EWHLW-1U,9,0.0,*
48W00000EWHLW-1U,10,0.462,*
48W00000EWHLW-1U,11,1.414,*
48W00000EWHLW-1U,12,2.404,*
48W00000EWHLW-1U,13,4.158,*
48W00000EWHLW-1U,14,5.05,*
48W00000EWHLW-1U,15,5.158,*
48W00000EWHLW-1U,16,3.042,*
48W00000EWHLW-1U,17,2.568,*
48W00000EWHLW-1U,18,1.79,*
48W00000EWHLW-1U,19,4.58,*
48W00000EWHLW-1U,20,4.498,*
48W00000EWHLW-1U,21,3.804,*
48W00000EWHLW-1U,22,4.692,*
48W00000EWHLW-1U,23,3.582,*
48W00000EWHLW-1U,24,1.748,*
48W00000EWHLW-1U,25,0.668,*
48W00000EWHLW-1U,26,0.0,*
48W00000EWHLW-1U,27,0.0,*
48W00000EWHLW-1U,28,0.0,*
48W00000EWHLW-1U,29,0.098,*
48W00000EWHLW-1U,30,0.0,*
48W00000EWHLW-1U,31,0.0,*
48W00000EWHLW-1U,32,0.0,*
48W00000EWHLW-1U,33,0.348,*
48W00000EWHLW-1U,34,0.0,*
48W00000EWHLW-1U,35,0.0,*
48W00000EWHLW-1U,36,0.28,*
48W00000EWHLW-1U,37,0.608,*
48W00000EWHLW-1U,38,1.0,*
48W00000EWHLW-1U,39,1.214,*
48W00000EWHLW-1U,40,0.738,*
48W00000EWHLW-1U,41,0.614,*
48W00000EWHLW-1U,42,0.438,*
48W00000EWHLW-1U,43,0.976,*
48W00000EWHLW-1U,44,2.436,*
48W00000EWHLW-1U,45,2.362,*
48W00000EWHLW-1U,46,3.43,*
48W00000EWHLW-1U,47,4.406,*
48W00000EWHLW-1U,48,4.118,*
48W00000MINSW-1U,1,0.04,*
48W00000MINSW-1U,2,0.06,*
48W00000MINSW-1U,3,0.0,*
48W00000MINSW-1U,4,0.01,*
48W00000MINSW-1U,5,0.0,*
48W00000MINSW-1U,6,0.0,*
48W00000MINSW-1U,7,0.01,*
48W00000MINSW-1U,8,0.208,*
48W00000MINSW-1U,9,0.08,*
48W00000MINSW-1U,10,0.516,*
48W00000MINSW-1U,11,0.774,*
48W00000MINSW-1U,12,1.31,*
48W00000MINSW-1U,13,2.162,*
48W00000MINSW-1U,14,3.324,*
48W00000MINSW-1U,15,3.988,*
48W00000MINSW-1U,16,2.586,*
48W00000MINSW-1U,17,2.042,*
48W00000MINSW-1U,18,1.724,*
48W00000MINSW-1U,19,2.528,*
48W00000MINSW-1U,20,2.954,*
48W00000MINSW-1U,21,2.082,*
48W00000MINSW-1U,22,2.746,*
48W00000MINSW-1U,23,0.872,*
48W00000MINSW-1U,24,0.158,*
48W00000MINSW-1U,25,0.0,*
48W00000MINSW-1U,26,0.0,*
48W00000MINSW-1U,27,0.0,*
48W00000MINSW-1U,28,0.0,*
48W00000MINSW-1U,29,0.0,*
48W00000MINSW-1U,30,0.0,*
48W00000MINSW-1U,31,0.0,*
48W00000MINSW-1U,32,0.0,*
48W00000MINSW-1U,33,0.0,*
48W00000MINSW-1U,34,0.0,*
48W00000MINSW-1U,35,0.0,*
48W00000MINSW-1U,36,0.0,*
48W00000MINSW-1U,37,0.0,*
48W00000MINSW-1U,38,0.0,*
48W00000MINSW-1U,39,0.0,*
48W00000MINSW-1U,40,0.0,*
48W00000MINSW-1U,41,0.0,*
48W00000MINSW-1U,42,0.0,*
48W00000MINSW-1U,43,0.0,*
48W00000MINSW-1U,44,0.356,*
48W00000MINSW-1U,45,0.198,*
48W00000MINSW-1U,46,0.972,*
48W00000MINSW-1U,47,0.902,*
48W00000MINSW-1U,48,1.14,*
48W00000CLDRW-16,1,11.496,*
48W00000CLDRW-16,2,11.478,*
48W00000CLDRW-16,3,10.098,*
48W00000CLDRW-16,4,10.868,*
48W00000CLDRW-16,5,12.86,*
48W00000CLDRW-16,6,14.874,*
48W00000CLDRW-16,7,16.692,*
48W00000CLDRW-16,8,12.452,*
48W00000CLDRW-16,9,12.002,*
48W00000CLDRW-16,10,13.506,*
48W00000CLDRW-16,11,11.862,*
48W00000CLDRW-16,12,8.838,*
48W00000CLDRW-16,13,9.356,*
48W00000CLDRW-16,14,9.906,*
48W00000CLDRW-16,15,6.418,*
48W00000CLDRW-16,16,7.78,*
48W00000CLDRW-16,17,13.52,*
48W00000CLDRW-16,18,15.55,*
48W00000CLDRW-16,19,12.264,*
48W00000CLDRW-16,20,8.684,*
48W00000CLDRW-16,21,8.122,*
48W00000CLDRW-16,22,9.108,*
