generatoreic,time,power,*
48W00000CRYRW-2L,32,22.114,*
48W00000CRYRW-2L,33,26.994,*
48W00000CRYRW-2L,34,24.402,*
48W00000CRYRW-2L,35,20.928,*
48W00000CRYRW-2L,36,17.008,*
48W00000CRYRW-2L,37,24.608,*
48W00000CRYRW-2L,38,33.724,*
48W00000CRYRW-2L,39,44.16,*
48W00000CRYRW-2L,40,43.882,*
48W00000CRYRW-2L,41,37.484,*
48W00000CRYRW-2L,42,37.424,*
48W00000CRYRW-2L,43,39.97,*
48W00000CRYRW-2L,44,38.866,*
48W00000CRYRW-2L,45,29.556,*
48W00000CRYRW-2L,46,11.752,*
48W00000CRYRW-2L,47,15.02,*
48W00000CRYRW-2L,48,35.19,*
48W00000CLDNW-1Q,1,24.72,*
48W00000CLDNW-1Q,2,23.58,*
48W00000CLDNW-1Q,3,30.6,*
48W00000CLDNW-1Q,4,35.7,*
48W00000CLDNW-1Q,5,38.88,*
48W00000CLDNW-1Q,6,30.98,*
48W00000CLDNW-1Q,7,37.18,*
48W00000CLDNW-1Q,8,41.52,*
48W00000CLDNW-1Q,9,41.68,*
48W00000CLDNW-1Q,10,38.7,*
48W00000CLDNW-1Q,11,36.12,*
48W00000CLDNW-1Q,12,41.88,*
48W00000CLDNW-1Q,13,38.22,*
48W00000CLDNW-1Q,14,54.06,*
48W00000CLDNW-1Q,15,68.84,*
48W00000CLDNW-1Q,16,69.64,*
48W00000CLDNW-1Q,17,69.78,*
48W00000CLDNW-1Q,18,63.3,*
48W00000CLDNW-1Q,19,51.58,*
48W00000CLDNW-1Q,20,60.3,*
48W00000CLDNW-1Q,21,63.14,*
48W00000CLDNW-1Q,22,65.04,*
48W00000CLDNW-1Q,23,71.38,*
48W00000CLDNW-1Q,24,57.14,*
48W00000CLDNW-1Q,25,50.2,*
48W00000CLDNW-1Q,26,43.38,*
48W00000CLDNW-1Q,27,45.96,*
48W00000CLDNW-1Q,28,50.12,*
48W00000CLDNW-1Q,29,54.92,*
48W00000CLDNW-1Q,30,65.56,*
48W00000CLDNW-1Q,31,60.84,*
48W00000CLDNW-1Q,32,57.3,*
48W00000CLDNW-1Q,33,57.8,*
48W00000CLDNW-1Q,34,65.84,*
48W00000CLDNW-1Q,35,65.76,*
48W00000CLDNW-1Q,36,68.28,*
48W00000CLDNW-1Q,37,76.3,*
48W00000CLDNW-1Q,38,89.18,*
48W00000CLDNW-1Q,39,117.72,*
48W00000CLDNW-1Q,40,126.28,*
48W00000CLDNW-1Q,41,123.72,*
48W00000CLDNW-1Q,42,125.82,*
48W00000CLDNW-1Q,43,126.4,*
48W00000CLDNW-1Q,44,109.8,*
48W00000CLDNW-1Q,45,121.52,*
48W00000CLDNW-1Q,46,125.96,*
48W00000CLDNW-1Q,47,118.64,*
48W00000CLDNW-1Q,48,120.2,*
48W00000CLDCW-17,1,19.04,*
48W00000CLDCW-17,2,18.44,*
48W00000CLDCW-17,3,27.5,*
48W00000CLDCW-17,4,30.56,*
48W00000CLDCW-17,5,37.02,*
48W00000CLDCW-17,6,25.84,*
48W00000CLDCW-17,7,30.7,*
48W00000CLDCW-17,8,33.02,*
48W00000CLDCW-17,9,35.04,*
48W00000CLDCW-17,10,36.1,*
48W00000CLDCW-17,11,30.74,*
48W00000CLDCW-17,12,37.74,*
48W00000CLDCW-17,13,33.24,*
48W00000CLDCW-17,14,49.92,*
48W00000CLDCW-17,15,65.9,*
48W00000CLDCW-17,16,42.68,*
48W00000CLDCW-17,17,24.02,*
48W00000CLDCW-17,18,65.48,*
48W00000CLDCW-17,19,52.34,*
48W00000CLDCW-17,20,51.74,*
48W00000CLDCW-17,21,54.14,*
48W00000CLDCW-17,22,55.62,*
48W00000CLDCW-17,23,56.24,*
48W00000CLDCW-17,24,52.26,*
48W00000CLDCW-17,25,50.14,*
48W00000CLDCW-17,26,38.5,*
48W00000CLDCW-17,27,35.52,*
48W00000CLDCW-17,28,38.5,*
48W00000CLDCW-17,29,53.32,*
48W00000CLDCW-17,30,63.96,*
48W00000CLDCW-17,31,59.0,*
48W00000CLDCW-17,32,57.68,*
48W00000CLDCW-17,33,57.76,*
48W00000CLDCW-17,34,61.84,*
48W00000CLDCW-17,35,64.16,*
48W00000CLDCW-17,36,65.86,*
48W00000CLDCW-17,37,68.76,*
48W00000CLDCW-17,38,79.9,*
48W00000CLDCW-17,39,89.56,*
48W00000CLDCW-17,40,94.52,*
48W00000CLDCW-17,41,86.26,*
48W00000CLDCW-17,42,101.78,*
48W00000CLDCW-17,43,121.16,*
48W00000CLDCW-17,44,108.38,*
48W00000CLDCW-17,45,97.18,*
48W00000CLDCW-17,46,99.18,*
48W00000CLDCW-17,47,111.96,*
48W00000CLDCW-17,48,95.46,*
48W00000WLNYW-1A,1,0.0,*
48W00000WLNYW-1A,2,0.0,*
48W00000WLNYW-1A,3,0.666,*
48W00000WLNYW-1A,4,0.466,*
48W00000WLNYW-1A,5,1.8,*
48W00000WLNYW-1A,6,3.8,*
48W00000WLNYW-1A,7,8.04,*
48W00000WLNYW-1A,8,9.24,*
48W00000WLNYW-1A,9,6.42,*
48W00000WLNYW-1A,10,4.54,*
48W00000WLNYW-1A,11,9.96,*
48W00000WLNYW-1A,12,12.2,*
48W00000WLNYW-1A,13,14.82,*
48W00000WLNYW-1A,14,14.62,*
48W00000WLNYW-1A,15,16.78,*
48W00000WLNYW-1A,16,10.28,*
48W00000WLNYW-1A,17,9.14,*
48W00000WLNYW-1A,18,8.24,*
48W00000WLNYW-1A,19,3.82,*
48W00000WLNYW-1A,20,2.74,*
48W00000WLNYW-1A,21,8.82,*
48W00000WLNYW-1A,22,5.92,*
48W00000WLNYW-1A,23,4.46,*
48W00000WLNYW-1A,24,2.12,*
48W00000WLNYW-1A,25,3.3,*
48W00000WLNYW-1A,26,4.4,*
48W00000WLNYW-1A,27,4.12,*
48W00000WLNYW-1A,28,1.736,*
48W00000WLNYW-1A,29,0.0,*
48W00000WLNYW-1A,30,0.586,*
48W00000WLNYW-1A,31,1.708,*
48W00000WLNYW-1A,32,1.078,*
48W00000WLNYW-1A,33,4.48,*
48W00000WLNYW-1A,34,14.14,*
48W00000WLNYW-1A,35,25.28,*
48W00000WLNYW-1A,36,20.16,*
48W00000WLNYW-1A,37,24.7,*
48W00000WLNYW-1A,38,24.96,*
48W00000WLNYW-1A,39,24.56,*
48W00000WLNYW-1A,40,29.36,*
48W00000WLNYW-1A,41,28.46,*
48W00000WLNYW-1A,42,26.36,*
48W00000WLNYW-1A,43,20.02,*
48W00000WLNYW-1A,44,25.58,*
48W00000WLNYW-1A,45,22.16,*
48W00000WLNYW-1A,46,18.2,*
48W00000WLNYW-1A,47,18.42,*
48W00000WLNYW-1A,48,18.38,*
48W00000BEATO-3P,1,111.788,*
48W00000BEATO-3P,2,134.29,*
48W00000BEATO-3P,3,76.664,*
48W00000BEATO-3P,4,160.128,*
48W00000BEATO-3P,5,162.776,*
48W00000BEATO-3P,6,164.246,*
48W00000BEATO-3P,7,165.108,*
48W00000BEATO-3P,8,165.138,*
48W00000BEATO-3P,9,165.138,*
48W00000BEATO-3P,10,165.192,*
48W00000BEATO-3P,11,163.874,*
48W00000BEATO-3P,12,162.446,*
48W00000BEATO-3P,13,164.588,*
48W00000BEATO-3P,14,163.82,*
48W00000BEATO-3P,15,158.86,*
48W00000BEATO-3P,16,154.874,*
48W00000BEATO-3P,17,153.592,*
48W00000BEATO-3P,18,139.74,*
48W00000BEATO-3P,19,120.156,*
48W00000BEATO-3P,20,101.64,*
48W00000BEATO-3P,21,118.474,*
48W00000BEATO-3P,22,129.096,*
48W00000BEATO-3P,23,116.462,*
48W00000BEATO-3P,24,49.668,*
48W00000BEATO-3P,25,49.658,*
48W00000BEATO-3P,26,49.668,*
48W00000BEATO-3P,27,49.682,*
48W00000BEATO-3P,28,49.666,*
48W00000BEATO-3P,29,49.67,*
48W00000BEATO-3P,30,59.09,*
48W00000BEATO-3P,31,142.732,*
48W00000BEATO-3P,32,147.314,*
48W00000BEATO-3P,33,147.428,*
48W00000BEATO-3P,34,123.314,*
48W00000BEATO-3P,35,97.58,*
48W00000BEATO-3P,36,96.532,*
48W00000BEATO-3P,37,89.146,*
48W00000BEATO-3P,38,81.14,*
48W00000BEATO-3P,39,90.876,*
48W00000BEATO-3P,40,87.606,*
48W00000BEATO-3P,41,85.448,*
48W00000BEATO-3P,42,65.154,*
48W00000BEATO-3P,43,71.538,*
48W00000BEATO-3P,44,74.282,*
48W00000BEATO-3P,45,84.4,*
48W00000BEATO-3P,46,105.648,*
48W00000BEATO-3P,47,88.69,*
48W00000BEATO-3P,48,75.52,*
48W00000BEATO-4N,1,106.888,*
48W00000BEATO-4N,2,138.662,*
48W00000BEATO-4N,3,160.884,*
48W00000BEATO-4N,4,156.72,*
48W00000BEATO-4N,5,160.056,*
48W00000BEATO-4N,6,163.284,*
48W00000BEATO-4N,7,164.978,*
48W00000BEATO-4N,8,165.158,*
48W00000BEATO-4N,9,165.104,*
48W00000BEATO-4N,10,164.926,*
48W00000BEATO-4N,11,161.29,*
48W00000BEATO-4N,12,158.646,*
48W00000BEATO-4N,13,158.956,*
48W00000BEATO-4N,14,152.304,*
48W00000BEATO-4N,15,135.072,*
48W00000BEATO-4N,16,142.586,*
48W00000BEATO-4N,17,134.952,*
48W00000BEATO-4N,18,118.802,*
48W00000BEATO-4N,19,87.644,*
48W00000BEATO-4N,20,82.462,*
48W00000BEATO-4N,21,90.994,*
48W00000BEATO-4N,22,110.232,*
48W00000BEATO-4N,23,131.394,*
48W00000BEATO-4N,24,151.398,*
48W00000BEATO-4N,25,164.73,*
48W00000BEATO-4N,26,163.04,*
48W00000BEATO-4N,27,138.806,*
48W00000BEATO-4N,28,146.054,*
48W00000BEATO-4N,29,132.138,*
48W00000BEATO-4N,30,137.47,*
48W00000BEATO-4N,31,127.758,*
48W00000BEATO-4N,32,128.27,*
48W00000BEATO-4N,33,138.194,*
48W00000BEATO-4N,34,107.95,*
48W00000BEATO-4N,35,78.642,*
48W00000BEATO-4N,36,71.998,*
48W00000BEATO-4N,37,64.66,*
48W00000BEATO-4N,38,67.438,*
48W00000BEATO-4N,39,79.296,*
48W00000BEATO-4N,40,77.238,*
48W00000BEATO-4N,41,69.252,*
48W00000BEATO-4N,42,51.036,*
48W00000BEATO-4N,43,50.362,*
48W00000BEATO-4N,44,53.844,*
48W00000BEATO-4N,45,63.974,*
48W00000BEATO-4N,46,73.448,*
48W00000BEATO-4N,47,70.78,*
48W00000BEATO-4N,48,73.56,*
48W00000GRGBW-2T,1,55.606,*
48W00000GRGBW-2T,2,54.616,*
48W00000GRGBW-2T,3,60.196,*
48W00000GRGBW-2T,4,53.9,*
48W00000GRGBW-2T,5,54.136,*
48W00000GRGBW-2T,6,59.79,*
48W00000GRGBW-2T,7,53.906,*
48W00000GRGBW-2T,8,61.386,*
48W00000GRGBW-2T,9,77.222,*
48W00000GRGBW-2T,10,83.972,*
48W00000GRGBW-2T,11,34.652,*
48W00000GRGBW-2T,12,23.214,*
48W00000GRGBW-2T,13,11.516,*
48W00000GRGBW-2T,14,6.842,*
48W00000GRGBW-2T,15,9.99,*
48W00000GRGBW-2T,16,11.4,*
48W00000GRGBW-2T,17,14.994,*
48W00000GRGBW-2T,18,12.02,*
48W00000GRGBW-2T,19,4.59,*
48W00000GRGBW-2T,20,13.336,*
48W00000GRGBW-2T,21,21.372,*
48W00000GRGBW-2T,22,15.8,*
48W00000GRGBW-2T,23,20.82,*
48W00000GRGBW-2T,24,59.146,*
48W00000GRGBW-2T,25,74.896,*
48W00000GRGBW-2T,26,56.762,*
48W00000GRGBW-2T,27,50.942,*
48W00000GRGBW-2T,28,51.084,*
48W00000GRGBW-2T,29,43.632,*
48W00000GRGBW-2T,30,33.162,*
48W00000GRGBW-2T,31,30.988,*
48W00000GRGBW-2T,32,39.302,*
48W00000GRGBW-2T,33,36.778,*
48W00000GRGBW-2T,34,27.772,*
48W00000GRGBW-2T,35,29.2,*
48W00000GRGBW-2T,36,32.97,*
48W00000GRGBW-2T,37,31.24,*
48W00000GRGBW-2T,38,28.8,*
48W00000GRGBW-2T,39,34.412,*
48W00000GRGBW-2T,40,30.492,*
48W00000GRGBW-2T,41,19.798,*
48W00000GRGBW-2T,42,25.92,*
48W00000GRGBW-2T,43,29.016,*
48W00000GRGBW-2T,44,23.278,*
48W00000GRGBW-2T,45,19.44,*
48W00000GRGBW-2T,46,14.416,*
48W00000GRGBW-2T,47,11.66,*
48W00000GRGBW-2T,48,15.022,*
48W00000GRGBW-3R,1,42.324,*
48W00000GRGBW-3R,2,53.576,*
48W00000GRGBW-3R,3,53.142,*
48W00000GRGBW-3R,4,52.31,*
48W00000GRGBW-3R,5,58.94,*
48W00000GRGBW-3R,6,52.124,*
48W00000GRGBW-3R,7,52.302,*
48W00000GRGBW-3R,8,74.192,*
48W00000GRGBW-3R,9,91.92,*
48W00000GRGBW-3R,10,77.382,*
48W00000GRGBW-3R,11,22.106,*
48W00000GRGBW-3R,12,18.006,*
48W00000GRGBW-3R,13,10.208,*
48W00000GRGBW-3R,14,5.372,*
48W00000GRGBW-3R,15,6.162,*
48W00000GRGBW-3R,16,9.206,*
48W00000GRGBW-3R,17,23.014,*
48W00000GRGBW-3R,18,24.006,*
48W00000GRGBW-3R,19,17.816,*
48W00000GRGBW-3R,20,22.576,*
48W00000GRGBW-3R,21,21.354,*
48W00000GRGBW-3R,22,36.966,*
48W00000GRGBW-3R,23,66.876,*
48W00000GRGBW-3R,24,95.734,*
48W00000GRGBW-3R,25,52.302,*
48W00000GRGBW-3R,26,37.914,*
48W00000GRGBW-3R,27,32.618,*
48W00000GRGBW-3R,28,35.668,*
48W00000GRGBW-3R,29,34.24,*
48W00000GRGBW-3R,30,27.156,*
48W00000GRGBW-3R,31,29.682,*
48W00000GRGBW-3R,32,39.432,*
48W00000GRGBW-3R,33,41.568,*
48W00000GRGBW-3R,34,37.35,*
48W00000GRGBW-3R,35,38.38,*
48W00000GRGBW-3R,36,37.772,*
48W00000GRGBW-3R,37,28.846,*
48W00000GRGBW-3R,38,26.81,*
48W00000GRGBW-3R,39,25.316,*
48W00000GRGBW-3R,40,25.366,*
48W00000GRGBW-3R,41,23.304,*
48W00000GRGBW-3R,42,26.674,*
48W00000GRGBW-3R,43,25.09,*
48W00000GRGBW-3R,44,15.592,*
48W00000GRGBW-3R,45,18.394,*
48W00000GRGBW-3R,46,6.502,*
48W00000GRGBW-3R,47,10.054,*
48W00000GRGBW-3R,48,16.084,*
48W00000FALGW-1T,1,0.0,*
48W00000FALGW-1T,2,0.0,*
48W00000FALGW-1T,3,0.0,*
48W00000FALGW-1T,4,1.06,*
48W00000FALGW-1T,5,4.2,*
48W00000FALGW-1T,6,6.82,*
48W00000FALGW-1T,7,8.04,*
48W00000FALGW-1T,8,8.52,*
48W00000FALGW-1T,9,12.26,*
48W00000FALGW-1T,10,10.1,*
48W00000FALGW-1T,11,12.46,*
48W00000FALGW-1T,12,12.12,*
48W00000FALGW-1T,13,17.04,*
48W00000FALGW-1T,14,19.4,*
48W00000FALGW-1T,15,16.86,*
48W00000FALGW-1T,16,17.14,*
48W00000FALGW-1T,17,20.3,*
48W00000FALGW-1T,18,20.4,*
48W00000FALGW-1T,19,23.1,*
48W00000FALGW-1T,20,18.56,*
48W00000FALGW-1T,21,22.32,*
48W00000FALGW-1T,22,34.42,*
48W00000FALGW-1T,23,31.78,*
48W00000FALGW-1T,24,29.54,*
48W00000FALGW-1T,25,35.78,*
48W00000FALGW-1T,26,44.2,*
48W00000FALGW-1T,27,44.72,*
48W00000FALGW-1T,28,31.96,*
48W00000FALGW-1T,29,27.58,*
48W00000FALGW-1T,30,27.46,*
48W00000FALGW-1T,31,33.48,*
48W00000FALGW-1T,32,36.82,*
48W00000FALGW-1T,33,35.0,*
48W00000FALGW-1T,34,34.32,*
48W00000FALGW-1T,35,33.3,*
48W00000FALGW-1T,36,33.46,*
48W00000FALGW-1T,37,39.42,*
48W00000FALGW-1T,38,40.62,*
48W00000FALGW-1T,39,47.64,*
48W00000FALGW-1T,40,45.56,*
48W00000FALGW-1T,41,49.5,*
48W00000FALGW-1T,42,50.82,*
48W00000FALGW-1T,43,50.62,*
48W00000FALGW-1T,44,36.82,*
48W00000FALGW-1T,45,36.08,*
48W00000FALGW-1T,46,37.82,*
48W00000FALGW-1T,47,26.66,*
48W00000FALGW-1T,48,25.94,*
48W00000LNMTH-1R,1,126.054,*
48W00000LNMTH-1R,2,124.48,*
48W00000LNMTH-1R,3,125.416,*
48W00000LNMTH-1R,4,124.44,*
48W00000LNMTH-1R,5,125.376,*
48W00000LNMTH-1R,6,124.44,*
48W00000LNMTH-1R,7,124.938,*
48W00000LNMTH-1R,8,124.998,*
48W00000LNMTH-1R,9,124.838,*
48W00000LNMTH-1R,10,125.276,*
48W00000LNMTH-1R,11,125.894,*
48W00000LNMTH-1R,12,124.918,*
48W00000LNMTH-1R,13,125.238,*
48W00000LNMTH-1R,14,124.002,*
48W00000LNMTH-1R,15,124.042,*
48W00000LNMTH-1R,16,124.5,*
48W00000LNMTH-1R,17,125.258,*
48W00000LNMTH-1R,18,125.038,*
48W00000LNMTH-1R,19,125.158,*
48W00000LNMTH-1R,20,125.734,*
48W00000LNMTH-1R,21,125.038,*
48W00000LNMTH-1R,22,126.134,*
48W00000LNMTH-1R,23,125.416,*
48W00000LNMTH-1R,24,125.296,*
48W00000LNMTH-1R,25,125.794,*
48W00000LNMTH-1R,26,125.774,*
48W00000LNMTH-1R,27,125.934,*
48W00000LNMTH-1R,28,124.858,*
48W00000LNMTH-1R,29,125.994,*
48W00000LNMTH-1R,30,124.24,*
48W00000LNMTH-1R,31,124.6,*
48W00000LNMTH-1R,32,123.544,*
48W00000LNMTH-1R,33,125.716,*
48W00000LNMTH-1R,34,124.58,*
48W00000LNMTH-1R,35,125.716,*
48W00000LNMTH-1R,36,124.52,*
48W00000LNMTH-1R,37,126.134,*
48W00000LNMTH-1R,38,125.118,*
48W00000LNMTH-1R,39,126.312,*
48W00000LNMTH-1R,40,125.218,*
48W00000LNMTH-1R,41,125.238,*
48W00000LNMTH-1R,42,125.496,*
48W00000LNMTH-1R,43,125.376,*
48W00000LNMTH-1R,44,125.774,*
48W00000LNMTH-1R,45,125.894,*
48W00000LNMTH-1R,46,125.336,*
48W00000LNMTH-1R,47,124.38,*
48W00000LNMTH-1R,48,125.356,*
48W00000LNMTH-2P,1,121.712,*
48W00000LNMTH-2P,2,121.452,*
48W00000LNMTH-2P,3,122.07,*
48W00000LNMTH-2P,4,121.274,*
48W00000LNMTH-2P,5,120.854,*
48W00000LNMTH-2P,6,121.492,*
48W00000LNMTH-2P,7,120.316,*
48W00000LNMTH-2P,8,121.154,*
48W00000LNMTH-2P,9,120.874,*
48W00000LNMTH-2P,10,121.254,*
48W00000LNMTH-2P,11,119.7,*
48W00000LNMTH-2P,12,120.336,*
48W00000LNMTH-2P,13,120.078,*
48W00000LNMTH-2P,14,119.66,*
48W00000LNMTH-2P,15,119.5,*
48W00000LNMTH-2P,16,120.994,*
48W00000LNMTH-2P,17,119.978,*
48W00000LNMTH-2P,18,120.416,*
48W00000LNMTH-2P,19,119.32,*
48W00000LNMTH-2P,20,120.436,*
48W00000LNMTH-2P,21,120.436,*
48W00000LNMTH-2P,22,120.336,*
48W00000LNMTH-2P,23,119.798,*
48W00000LNMTH-2P,24,119.78,*
48W00000LNMTH-2P,25,120.416,*
48W00000LNMTH-2P,26,119.858,*
48W00000LNMTH-2P,27,119.54,*
48W00000LNMTH-2P,28,119.102,*
48W00000LNMTH-2P,29,119.46,*
48W00000LNMTH-2P,30,120.456,*
48W00000LNMTH-2P,31,120.576,*
48W00000LNMTH-2P,32,119.878,*
48W00000LNMTH-2P,33,120.238,*
48W00000LNMTH-2P,34,119.76,*
48W00000LNMTH-2P,35,120.138,*
48W00000LNMTH-2P,36,120.078,*
48W00000LNMTH-2P,37,119.72,*
48W00000LNMTH-2P,38,119.998,*
48W00000LNMTH-2P,39,119.918,*
48W00000LNMTH-2P,40,120.476,*
48W00000LNMTH-2P,41,119.262,*
48W00000LNMTH-2P,42,120.018,*
48W00000LNMTH-2P,43,119.76,*
48W00000LNMTH-2P,44,117.946,*
48W00000LNMTH-2P,45,117.748,*
48W00000LNMTH-2P,46,117.846,*
48W00000LNMTH-2P,47,118.246,*
48W00000LNMTH-2P,48,120.814,*
48W00000LNMTH-3N,1,124.76,*
48W00000LNMTH-3N,2,124.58,*
48W00000LNMTH-3N,3,123.822,*
48W00000LNMTH-3N,4,123.862,*
48W00000LNMTH-3N,5,124.022,*
48W00000LNMTH-3N,6,124.082,*
48W00000LNMTH-3N,7,123.624,*
48W00000LNMTH-3N,8,124.142,*
48W00000LNMTH-3N,9,123.544,*
48W00000LNMTH-3N,10,123.324,*
48W00000LNMTH-3N,11,122.348,*
48W00000LNMTH-3N,12,123.664,*
48W00000LNMTH-3N,13,123.226,*
48W00000LNMTH-3N,14,123.066,*
48W00000LNMTH-3N,15,122.806,*
48W00000LNMTH-3N,16,122.588,*
48W00000LNMTH-3N,17,122.946,*
48W00000LNMTH-3N,18,122.468,*
48W00000LNMTH-3N,19,122.846,*
48W00000LNMTH-3N,20,121.79,*
48W00000LNMTH-3N,21,120.696,*
48W00000LNMTH-3N,22,121.234,*
48W00000LNMTH-3N,23,121.114,*
48W00000LNMTH-3N,24,122.508,*
48W00000LNMTH-3N,25,122.07,*
48W00000LNMTH-3N,26,122.926,*
48W00000LNMTH-3N,27,123.922,*
48W00000LNMTH-3N,28,125.058,*
48W00000LNMTH-3N,29,123.782,*
48W00000LNMTH-3N,30,124.262,*
48W00000LNMTH-3N,31,124.64,*
48W00000LNMTH-3N,32,123.664,*
48W00000LNMTH-3N,33,124.64,*
48W00000LNMTH-3N,34,124.222,*
48W00000LNMTH-3N,35,124.32,*
48W00000LNMTH-3N,36,123.664,*
48W00000LNMTH-3N,37,124.56,*
48W00000LNMTH-3N,38,123.006,*
48W00000LNMTH-3N,39,116.452,*
48W00000LNMTH-3N,40,112.886,*
48W00000LNMTH-3N,41,117.07,*
48W00000LNMTH-3N,42,115.456,*
48W00000LNMTH-3N,43,116.154,*
48W00000LNMTH-3N,44,116.81,*
48W00000LNMTH-3N,45,117.568,*
48W00000LNMTH-3N,46,117.328,*
48W00000LNMTH-3N,47,118.364,*
48W00000LNMTH-3N,48,117.19,*
48W00000HADHW-1J,1,10.72,*
48W00000HADHW-1J,2,12.94,*
48W00000HADHW-1J,3,8.98,*
48W00000HADHW-1J,4,9.62,*
48W00000HADHW-1J,5,12.78,*
48W00000HADHW-1J,6,11.26,*
48W00000HADHW-1J,7,11.22,*
48W00000HADHW-1J,8,10.62,*
48W00000HADHW-1J,9,16.62,*
48W00000HADHW-1J,10,14.08,*
48W00000HADHW-1J,11,17.04,*
48W00000HADHW-1J,12,20.72,*
48W00000HADHW-1J,13,25.9,*
48W00000HADHW-1J,14,25.8,*
48W00000HADHW-1J,15,34.26,*
48W00000HADHW-1J,16,43.34,*
48W00000HADHW-1J,17,36.6,*
48W00000HADHW-1J,18,44.54,*
48W00000HADHW-1J,19,43.44,*
48W00000HADHW-1J,20,45.38,*
48W00000HADHW-1J,21,50.72,*
48W00000HADHW-1J,22,53.02,*
48W00000HADHW-1J,23,60.68,*
48W00000HADHW-1J,24,71.32,*
48W00000HADHW-1J,25,60.8,*
48W00000HADHW-1J,26,53.62,*
48W00000HADHW-1J,27,52.06,*
48W00000HADHW-1J,28,46.34,*
48W00000HADHW-1J,29,48.78,*
48W00000HADHW-1J,30,53.38,*
48W00000HADHW-1J,31,60.54,*
48W00000HADHW-1J,32,56.68,*
48W00000HADHW-1J,33,62.26,*
48W00000HADHW-1J,34,61.06,*
48W00000HADHW-1J,35,72.0,*
48W00000HADHW-1J,36,62.92,*
48W00000HADHW-1J,37,48.42,*
48W00000HADHW-1J,38,56.56,*
48W00000HADHW-1J,39,64.04,*
48W00000HADHW-1J,40,64.76,*
48W00000HADHW-1J,41,52.46,*
48W00000HADHW-1J,42,59.3,*
48W00000HADHW-1J,43,59.8,*
48W00000HADHW-1J,44,49.02,*
48W00000HADHW-1J,45,43.02,*
48W00000HADHW-1J,46,39.82,*
48W00000HADHW-1J,47,49.38,*
48W00000HADHW-1J,48,58.68,*
48W00000CLDSW-11,1,9.18,*
48W00000CLDSW-11,2,10.24,*
48W00000CLDSW-11,3,14.6,*
48W00000CLDSW-11,4,15.34,*
48W00000CLDSW-11,5,16.12,*
48W00000CLDSW-11,6,10.98,*
48W00000CLDSW-11,7,10.98,*
48W00000CLDSW-11,8,10.72,*
48W00000CLDSW-11,9,12.4,*
48W00000CLDSW-11,10,14.72,*
48W00000CLDSW-11,11,15.28,*
48W00000CLDSW-11,12,17.0,*
48W00000CLDSW-11,13,13.58,*
48W00000CLDSW-11,14,17.5,*
48W00000CLDSW-11,15,20.06,*
48W00000CLDSW-11,16,21.02,*
48W00000CLDSW-11,17,17.88,*
48W00000CLDSW-11,18,19.6,*
48W00000CLDSW-11,19,16.18,*
48W00000CLDSW-11,20,14.96,*
48W00000CLDSW-11,21,9.28,*
48W00000CLDSW-11,22,10.5,*
48W00000CLDSW-11,23,8.6,*
48W00000CLDSW-11,24,7.14,*
48W00000CLDSW-11,25,7.38,*
48W00000CLDSW-11,26,10.02,*
48W00000CLDSW-11,27,14.46,*
48W00000CLDSW-11,28,19.5,*
48W00000CLDSW-11,29,27.6,*
48W00000CLDSW-11,30,24.0,*
48W00000CLDSW-11,31,20.42,*
48W00000CLDSW-11,32,17.32,*
48W00000CLDSW-11,33,21.14,*
48W00000CLDSW-11,34,24.58,*
48W00000CLDSW-11,35,27.26,*
48W00000CLDSW-11,36,25.1,*
48W00000CLDSW-11,37,23.32,*
48W00000CLDSW-11,38,31.56,*
48W00000CLDSW-11,39,48.1,*
48W00000CLDSW-11,40,54.48,*
48W00000CLDSW-11,41,46.42,*
48W00000CLDSW-11,42,55.8,*
48W00000CLDSW-11,43,67.32,*
48W00000CLDSW-11,44,86.82,*
48W00000CLDSW-11,45,87.7,*
48W00000CLDSW-11,46,85.84,*
48W00000CLDSW-11,47,90.18,*
48W00000CLDSW-11,48,57.1,*
48W00000HRSTW-19,1,0.272,*
48W00000HRSTW-19,2,0.792,*
48W00000HRSTW-19,3,1.702,*
48W00000HRSTW-19,4,1.754,*
48W00000HRSTW-19,5,1.594,*
48W00000HRSTW-19,6,0.77,*
48W00000HRSTW-19,7,0.776,*
48W00000HRSTW-19,8,0.608,*
48W00000HRSTW-19,9,0.668,*
48W00000HRSTW-19,10,0.88,*
48W00000HRSTW-19,11,1.046,*
48W00000HRSTW-19,12,0.948,*
48W00000HRSTW-19,13,0.0,*
48W00000HRSTW-19,14,1.95,*
48W00000HRSTW-19,15,1.37,*
48W00000HRSTW-19,16,1.886,*
48W00000HRSTW-19,17,1.522,*
48W00000HRSTW-19,18,2.082,*
48W00000HRSTW-19,19,1.476,*
48W00000HRSTW-19,20,1.062,*
48W00000HRSTW-19,21,0.374,*
48W00000HRSTW-19,22,0.0,*
48W00000HRSTW-19,23,0.0,*
48W00000HRSTW-19,24,0.0,*
48W00000HRSTW-19,25,0.0,*
48W00000HRSTW-19,26,0.32,*
48W00000HRSTW-19,27,0.328,*
48W00000HRSTW-19,28,0.026,*
48W00000HRSTW-19,29,0.668,*
48W00000HRSTW-19,30,0.85,*
48W00000HRSTW-19,31,2.17,*
48W00000HRSTW-19,32,2.932,*
48W00000HRSTW-19,33,3.786,*
48W00000HRSTW-19,34,4.498,*
48W00000HRSTW-19,35,3.48,*
48W00000HRSTW-19,36,3.036,*
48W00000HRSTW-19,37,3.038,*
48W00000HRSTW-19,38,1.68,*
