ExxonMobil Chemical_LoadMW_93,ExxonMobil Refinery_LoadMW_94,Petrofac_LoadMW_95,ExxonMobil Chemical_LoadMVR_93,ExxonMobil Refinery_LoadMVR_94,Petrofac_LoadMVR_95
87.16,132.38,3.67,43,65,1.8
