13STo   13STm   20VEo   20VEm   61WBo   61WBm   64KSo   64KSm   21BIo   21BIm   24FLo   24FLm   54BLo   54BLm   72FIo   72FIm   27TAo   27TAm   51BFo   51BFm   52NGo   52NGm   74BTo   74BTm   73FWo   73FWm
   8.200   28.605   18.200   78.590    5.700   30.422   10.800   93.195    2.000   42.754    2.000   26.548    4.300    6.255   13.000   37.740    2.000    8.445    2.000    3.257    6.800   45.144    6.500   27.858   13.300   16.609
   6.200   27.665   17.800   72.572    2.000   29.419    9.800   92.966    5.000   44.058    2.000   23.034    2.000    6.532   10.000   37.822    2.000    6.504    2.000    2.944    7.100   36.564    6.100   25.753   10.200   16.253
   2.000   24.036   13.900   74.432    7.000   23.996    8.800   76.752    2.000   40.924    2.000   14.433    2.000    4.187   10.000   25.391    2.000    9.486    2.000    2.956    5.500   34.068    2.000   20.116   11.000   14.241
   5.900   21.068   14.000   80.568    6.400   22.900    8.700   66.348    2.000   32.356    2.000    8.371    8.500    1.870    8.600   14.559    2.000    9.743    2.000    2.040    5.100   27.838    2.000   16.404    8.700   10.767
  12.600   16.453   11.800   84.336    7.800   18.776    9.500   61.221    2.000   26.479    2.000    6.638    8.000    1.326   10.100   10.236    2.000    7.302    2.000    1.445    7.400   23.668    4.200   13.522   10.700    6.661
   7.800   13.643   13.300   90.372    8.000   15.087    9.000   61.449    2.000   22.211    2.000    6.376    2.000    1.228    9.100    7.705    2.000    5.299    2.000    1.295    8.900   15.953    2.000   11.446    8.900    4.714
   4.400   13.177   14.300   90.485    8.600   13.938   12.900   63.084    2.000   20.472    2.000    6.100    2.000    1.283    6.500    6.933    2.000    4.837    2.000    1.222   11.200   11.071    4.700   10.992    5.700    4.377
   4.200   12.274   22.600   79.610    8.800   12.916   15.900   58.463    2.000   17.590    2.000    5.972    2.000    1.269    5.800    6.629    4.100    4.662    2.000    1.247    2.000    8.661    5.100   10.138    2.000    4.512
   4.800   14.214   20.100   76.861    7.300   13.094   16.900   62.430    2.000   15.989    2.000    7.925    2.000    1.661    7.200    7.528    2.000    5.143    2.000    1.441    5.100   10.946    5.600   11.948   12.300    5.305
   5.900   19.057   25.400   85.856    7.500   17.743   17.900   76.209    2.000   19.702    8.600   11.038    2.000    2.527    8.300   13.058    2.000    6.220    2.000    1.804    5.000   14.240    7.200   14.312   10.100    6.400
   7.800   21.024   31.600   86.757   13.700   19.068   17.400   77.300    5.400   22.159   10.800   13.341    2.000    3.106   22.500   17.756    6.700    6.127    2.000    1.937    5.700   17.331    9.600   16.840    7.000    8.761
  11.400   24.272   24.900   74.880   17.700   21.476   20.500   70.826   10.200   26.555   17.000   16.601    8.600    4.053   23.300   20.875    7.700    8.938    6.300    3.505    9.500   23.265   17.800   18.133   12.600   14.096
  15.400   38.615   41.900   74.704   19.300   32.815   37.500   68.123   14.800   35.168   37.000   23.625    9.900    5.376   17.200   30.301    8.700   15.336   12.300    6.789   16.600   40.189   18.000   28.879   17.300   24.188
  30.000   38.582   56.000   70.866   21.200   32.233   61.500   62.273   24.300   38.875   34.800   25.641    8.100    7.398   23.700   33.864    9.800   11.688   14.700    5.371   16.900   51.310   34.500   25.524   24.900   24.611
  38.600   34.014   77.000   55.627   30.800   28.621   56.300   66.793   36.600   41.601   30.100   29.208    8.500   11.028   34.500   40.639   17.000   10.891   16.800    5.355   12.900   55.411   34.600   23.871   31.800   23.913
  37.900   39.340   66.400   46.896   44.200   26.899   48.400   63.820   39.800   43.554   27.100   27.240    6.700   13.671   33.400   52.852   43.300   11.118   16.400    5.255   15.300   22.967   32.300   22.977   24.400   27.940
  38.900   35.540   65.900   45.668   41.800   18.887   52.500   57.003   39.600   38.846   26.100   17.883    6.200    8.491   18.400   55.491   56.800   10.284   14.400    4.304   11.900   24.566   20.900   18.100   15.400   52.332
  35.000   18.207   52.200   24.791   45.700    7.447   44.900   25.641   30.300   33.259  -99.000    6.822    7.100    8.030   12.600   55.205   50.900    7.358   12.900    2.995   10.400   13.740   27.400    7.916   13.900   54.559
  38.500    9.516   56.900   14.102   39.200    1.915   43.400   14.096   38.100   32.554   31.500    3.776    9.400   34.007   18.300   53.100   38.300    5.862   11.300    2.442   14.300    2.952   26.800    4.716   16.600   52.707
  41.700    8.022   62.600   11.501   42.000    1.653   51.200   13.293   47.800   37.395   45.600    3.531   10.300   34.488   24.200   52.414   26.300    6.128   10.200    1.849   11.400    0.681   33.500    4.176   21.600   52.128
  43.700    7.597   55.300   11.945   41.400    1.820   57.500   12.160   47.600   42.645   50.600    4.054  -99.000   32.897   23.800   54.823   26.600    6.590   13.600    1.784   12.100    0.772   32.200    4.114   26.400   53.542
  39.900   10.840   51.400   15.869   49.500    2.991   54.900   16.536   39.300   40.818   44.100    4.925   13.300   33.133   32.800   53.162   39.400    7.774   13.000    3.038   16.500    1.431   28.500    5.956   25.200   52.813
  36.100   16.191   49.500   28.825   52.700    7.340   51.900   28.717   34.400   34.566   38.500    7.298   19.200   15.980   26.800   46.331   46.600   11.545   12.300    4.393   20.000    4.693   28.200   10.635   19.800   40.787
  28.500   33.157   52.100   56.808   51.700   23.313   47.400   46.986   37.500   46.901   27.500   16.685   11.800   26.398   23.300   58.849   51.400   17.259    9.100   10.231   15.900   13.554   38.500   29.833   17.700   51.277
  22.000   40.987   39.400   79.918   34.900   34.061   40.200   80.109   29.300   52.983   19.000   22.161    5.700   25.761   16.200   69.508   26.900   18.475    7.400   10.422   13.600   21.896   33.100   45.543   12.900   56.247
  14.200   29.497   41.100   68.763   28.400   32.168   36.500   84.250   18.800   64.270   11.800   20.379    4.200    7.359    8.300   64.020   19.100   11.380    8.700    6.128    6.600   28.230   34.100   31.083    5.600   47.128
  11.600   24.569   32.700   60.381   31.100   26.131   40.500   68.082   13.200   38.757   10.600   12.527    5.100    4.036    8.600   24.085   13.900    8.711    2.000    3.969    4.300   35.255   25.300   17.951    5.100   11.348
  13.300   15.711   38.700   53.321   24.900   20.687   35.100   56.037   12.800   26.877    9.700    7.580    2.000    2.164    7.400   15.814    8.000    4.608    2.000    1.438    2.000   32.195   25.200   11.165    2.000    9.310
   8.700   10.293   33.500   51.853   15.200   13.334   30.700   50.014   10.100   20.655   10.000    5.867    2.000    0.802    9.700    9.072    6.400    2.997    2.000    1.130    2.000   24.543   20.400    8.560    2.000    5.440
   9.300    9.968   26.200   63.103    8.600   11.494   27.500   51.349   12.900   19.313   11.300    4.978    4.100    0.842    9.400    6.816    5.100    3.152    2.000    1.060    2.000   15.080   14.900    8.634    2.000    4.495
   9.300   10.014   24.200   73.622    6.700   10.732   37.300   50.666   13.300   16.292    8.800    5.213    6.100    0.862    9.600    6.282    6.300    3.708    2.000    1.079    2.000    7.185   14.600    9.459    2.000    4.432
  11.000    9.999   33.600   76.842   11.700    9.638   35.700   48.952   10.600   14.336   14.200    5.658    2.000    1.105    8.100    6.390    7.100    4.228    2.000    1.215    5.700    4.299   23.000   10.618    4.700    5.444
  10.900   10.978   22.200   78.019   16.800    9.900   36.100   52.952   11.700   15.372   16.000    6.466    2.000    1.472   10.000    7.311    7.000    5.172    2.000    1.517    2.000    3.079   24.400   13.033    2.000    6.355
  12.300   14.652   24.300   84.660   20.900   11.660   30.800   64.439   10.900   19.316   17.600    9.953    2.000    2.011    7.200    8.722    6.200    7.059    2.000    2.106    2.000    3.018   21.400   16.634    2.000    7.016
  17.200   16.283   25.900   82.448   19.000   12.211   25.000   65.354    9.900   21.689   19.400   13.321    5.700    2.021    7.000   10.270    9.300    7.775    4.900    2.837    4.400    3.077   22.700   18.460    6.300    8.258
  21.600   14.917   39.600   64.512   27.400   15.519   28.100   54.878   18.500   24.687   26.000   16.483  -99.000    4.342   13.800   15.682   16.600   11.431    6.700    4.224    5.400    4.500   22.100   19.524   13.000   16.137
  28.700   20.724   39.100   57.278   46.000   18.851   34.000   55.984   21.000   32.814   25.400   19.106    8.500    2.130   12.000   19.732   21.400   14.836   10.400    6.887    8.400    8.153   23.600   25.789   12.500   18.759
  25.100   21.624   41.700   55.601   60.200   18.845   35.100   50.407   26.200   31.537   25.700   15.265    8.200    2.267   13.000   21.257   24.700   14.809   13.800    5.870    2.000   10.904   22.200   27.592   10.300   23.649
  19.600   20.520   27.200   64.613   58.000   19.257   28.500   52.200   15.100   33.820   18.000   15.220    7.600    2.413   16.600   23.483   25.100   14.148   13.700    5.424    5.900   11.910   20.000   27.253   15.300   25.733
  17.100   21.021   31.900   67.019   40.400   19.126   27.800   53.055   13.100   39.612   17.700   15.600    7.000    2.597    9.500   21.749   28.100   14.259   14.500    4.935    8.200   13.040   19.900   27.287   13.700   23.649
  22.800   15.212   40.500   52.270   49.300   17.135   19.800   41.246   20.700   35.419   16.900   11.667    6.300    2.857    8.000   28.546   35.400   11.740   12.300    3.525    9.500   14.591   20.100   20.932   10.900   29.985
  21.700    3.774   46.200   10.222   44.700   14.063   18.900   10.020   18.400   29.071   20.100    3.539    6.300    2.021    9.600   26.548   37.600    6.229   11.200    1.610   11.400   15.657   17.600    5.803   15.400   31.131
  19.800    3.184   39.500    8.468   41.300   14.150   34.600    8.674   23.400   31.046  -99.000    3.296    6.300    2.199   13.100   28.042   37.400    5.940   11.100    1.621   10.800   16.945   23.300    5.311   17.200   32.962
  22.500    5.211   42.800   14.438   41.200   16.149   40.400   14.128   33.700   33.584   29.300    4.708    7.200    2.754   16.500   29.078   30.400    8.098   13.500    2.129   17.100   19.303   29.000    7.887   23.600   33.699
  31.000   11.421   44.800   31.616   44.500   18.868   45.300   29.257   33.500   41.035   28.700    9.048    7.200    3.734   20.700   30.321   31.700   11.875   14.800    3.091   19.700   19.782   41.200   15.722   21.600   33.604
  45.600   43.420   45.100   74.266   48.800   30.511   53.300   73.141   37.500   59.866   31.900   29.468   11.800    6.910   23.700   36.934   40.100   23.137   17.900    6.844   15.100   16.233   42.100   55.193   19.500   32.657
  55.400   57.011   48.200   81.900   54.900   53.964   60.500   84.466   48.000   56.990   25.500   44.116   12.600    8.570   24.900   41.683   50.700   46.886   22.600   16.516    8.600   27.264   58.800   51.378   16.300   35.835
  57.600   45.308   59.000   87.734   55.200   50.224   56.100   89.373   55.100   54.243   22.500   24.513   14.000    5.948   22.400   30.464   59.800   43.037   21.000    9.820   10.600   22.782   64.000   49.546   16.600   22.566
  30.700   25.541   56.600   84.066   44.100   34.062   40.400   75.869   61.600   39.158  -99.000   12.495   12.500    3.356   14.100   17.970   60.500   26.043   17.800    4.437    8.800   16.879   74.500   30.081   12.900   13.149
  23.000   15.251   45.100   66.572   29.000   18.508   39.000   58.278   39.700   26.250   16.400    7.926   21.800    2.063    8.400   11.416   18.800   12.309   15.000    2.281    9.300    7.192   54.200   18.405    8.500    7.636
  18.800   11.733   35.700   57.074   20.900   12.378   35.600   51.776   32.700   21.120   12.100    6.423   12.500    1.657    9.300    8.119   14.500    8.981   13.600    1.719    8.300    4.275   42.900   14.568    7.300    6.009
  15.000   11.424   33.600   59.522   21.200   10.985   32.400   52.211   29.300   19.392    9.900    6.239   11.000    1.562    9.200    7.132   17.300    7.306    7.700    1.561    6.800    3.566   42.200   13.589    6.300    5.253
  11.900   11.569   31.400   66.123   24.800   10.664   36.600   52.541   23.300   17.427    7.200    6.127    8.400    1.591   10.300    6.852   21.800    6.453    4.900    1.385    4.100    2.968   36.700   13.168    7.500    4.796
  12.100   11.044   25.000   66.845   19.200    9.996   35.000   49.268   15.300   15.736    9.300    5.653    2.000    1.445    9.700    6.375   16.100    5.013    2.000    1.280    2.000    3.015   34.900   12.081    4.800    4.077
  11.000   11.972   26.400   76.191   17.800   10.590   43.400   53.814   16.800   16.563    6.100    6.185    2.000    1.649   10.500    7.057   12.900    5.159    2.000    1.354    2.000    3.816   22.800   12.765    2.000    4.247
  12.200   15.644   29.100   94.087   22.800   13.691   50.400   66.390   12.700   19.401   11.600    7.968    4.900    2.193   10.500    8.526   11.400    6.802    2.000    1.628    2.000    5.122   29.300   16.192    6.100    4.636
  13.900   16.948   24.500   97.779   24.200   14.786   33.300   68.246   13.500   20.095   12.600    8.511    2.000    2.445    7.400    9.676   10.700    7.196    2.000    1.730    2.000    6.102   21.900   17.071    2.000    5.187
  16.000   13.209   23.300   81.417   19.800   12.383   33.200   54.406   12.900   17.639   15.400    7.580    6.000    1.820   11.900    9.241   13.500    5.163    4.200    1.540    2.000    5.593   23.200   13.329    5.800    5.314
  13.700   11.376   27.900   67.635   21.700   12.546   28.100   43.477   14.800   17.051   17.100    7.063   12.000    1.563   13.700    9.779   17.600    4.317    5.800    1.576   13.800    6.390   22.000   11.670   16.200    6.417
 -99.000   10.310   29.800   59.192   33.700   21.215   28.000   37.070   17.700   20.234   16.800    5.701   11.200    2.408   11.100   12.634   24.200    5.462    8.300    1.870    6.200    9.265   26.400   12.292   11.600   12.137
  14.300   18.349   24.000   60.994   22.600   24.254   23.100   44.824   12.400   26.587   15.300    8.657  -99.000    1.710    6.400   16.158   22.200    7.343    4.700    4.352    6.300   12.274   16.400   19.637    7.000   14.606
  10.800   23.043   34.500   69.459   26.200   27.262   14.600   54.102   12.500   29.424   11.600   11.207    4.000    2.412    9.100   19.930   16.100    9.689    5.400    4.829    6.900   16.412   16.600   25.012    8.400   17.512
  11.600   20.580   23.200   70.279   24.600   30.097   11.500   51.768   10.200   27.147    6.800   10.158    2.000    2.104    7.700   19.545   12.600    8.919    2.000    4.362    5.300   24.579   12.600   20.963    7.000   18.136
   9.200   10.706   19.100   37.417   22.500   27.970   13.900   24.638   12.000   22.176    6.500    5.193    2.000    1.553    2.000   23.303   12.500    5.103    2.000    2.783    4.600   33.224   10.600   10.208    2.000   23.487
   8.600    5.006   26.300   15.156   24.700   21.317   13.300   14.108   11.800   20.738    4.800    2.835    4.000    0.809    5.300   25.304   15.400    3.245    2.000    1.543    5.600   34.971   10.900    5.294    5.900   26.705
   9.300    3.469   24.800   10.926   18.700   19.486   17.100   10.871   12.500   22.290    6.100    2.425   10.300    0.603   14.300   26.183   18.200    2.820    5.500    1.411    5.200   36.975   11.100    4.010   13.100   27.831
  27.000    2.999   33.700    8.338   43.900   17.497   31.800    9.922   15.200   21.821    7.900    2.428    5.600    0.471    6.500   26.423   22.600    2.705    6.200    1.349    4.600   43.177   13.800    3.595    5.900   28.916
  16.400    5.146   25.200   14.011   28.600   18.521   26.400   15.267   20.500   27.005  -99.000    3.308    2.000    0.785    5.600   28.609   16.300    3.953    5.500    1.459    5.100   42.470   18.600    5.507    4.600   30.308
  11.700   12.698   22.800   35.496   31.100   24.979   24.100   33.682   24.600   30.319   12.400    5.994    2.000    1.865   17.100   32.211   13.500    7.580    8.400    2.241   14.000   44.414   27.000   11.573    8.700   32.356
  13.000   48.992   23.500   75.047   21.700   46.726   25.100   70.750   20.100   44.028   17.400   19.144    2.000    5.545    7.400   44.980   12.300   19.314    6.400    4.823    2.000   44.537   20.300   42.497    2.000   37.563
  17.200   60.756   26.400   91.764   24.200   58.862   27.000   82.303   21.300   52.535   18.300   35.255    2.000    8.086    5.200   41.681   15.400   54.849    6.200   12.750    2.000   45.863   20.800   56.157    2.000   37.765
  13.700   55.820   23.600  104.026   19.100   63.399   22.600   94.225   16.200   56.459   19.700   29.672    2.000    6.963    5.100   44.270   10.100   49.818    2.000    9.655    2.000   53.226   18.200   49.405    2.000   36.235
   8.300   38.512   20.200  110.854   15.500   52.506   20.600   88.141   15.900   43.521   36.700   16.758    2.000    4.050    4.700   35.267    7.600   28.910    2.000    5.515    2.000   53.424   18.200   32.314    2.000   26.622
   7.600   23.347   14.800  102.593   14.000   32.107   22.600   75.735   15.700   30.318   31.900   10.802    2.000    2.494    2.000   19.401    5.400   12.084    2.000    2.987    2.000   28.701   15.600   22.992    2.000   12.133
 -99.000   16.076   14.900   85.465   11.700   18.382   20.700   65.808   16.200   24.831   28.100    7.848    2.000    1.995    2.000   11.192    5.200    9.916    2.000    2.106    2.000   12.070   18.800   18.176    2.000    7.636
 -99.000   14.239   12.500   68.284   15.100   13.621   20.000   66.050   14.800   24.193   22.500    8.908    2.000    2.067    4.800    9.438    6.800    9.799    2.000    1.984    2.000    5.176   21.900   17.240    2.000    7.126
   6.900   13.950   12.500   64.318   17.600   12.759   19.400   65.315   15.100   23.405   11.200   10.419    2.000    1.743    5.000    8.859    6.200   10.179    2.000    1.886    2.000    3.689   18.900   17.077    2.000    6.799
   5.300   13.436   15.900   53.362   16.800   12.963   26.300   62.800   17.000   20.963    4.900   10.038    2.000    1.599    4.900    8.262    6.700   10.089    2.000    1.966    2.000    3.151   18.500   16.101    2.000    6.465
   5.100   14.733   15.000   45.592   16.800   15.692   24.700   64.906   17.200   22.337    6.700   11.495    2.000    1.664    5.900    9.652    8.900   11.591    2.000    2.393    2.000    2.956   20.500   17.547    2.000    6.689
   5.600   18.748   16.700   40.590   14.000   24.355   30.700   73.160   15.800   26.556    7.400   14.219    2.000    2.021    5.900   11.023   10.100   12.862    2.000    3.344    2.000    2.870   22.700   22.875    2.000    7.393
   5.600   18.478   10.300   36.362   16.400   24.080   26.900   68.152   13.900   25.776    6.900   14.374    2.000    2.009    5.700   11.424    9.800   10.499    2.000    3.625    2.000    2.608   22.000   23.254    2.000    7.623
   6.900   14.638   11.900   29.419   13.100   21.908   20.700   55.129   10.800   20.956    9.000   11.899    2.000    1.743    6.800   11.023    8.200    7.283    4.700    3.268    2.000    2.602   16.200   18.767    8.400    8.487
   9.200   11.804   15.400   25.050   22.200   21.862   27.700   43.248   14.100   18.946   13.500   10.051    7.700    1.395   11.500   11.429   13.500    5.522    7.800    2.897    2.000    2.691   20.100   15.371   11.900    9.607
  14.300    9.347   26.300   22.898   27.000   34.283   24.700   33.044   14.300   19.203   13.900   10.367    5.600    2.181   12.400   16.487   18.300    6.239    6.700    2.780  -99.000    3.199   17.100   13.444   10.900   14.269
  12.300   11.556   29.400   25.106   28.100   33.494   20.900   32.794   13.700   23.448   18.600   15.766    5.100    0.915   11.200   17.990   12.300    6.081    6.400    5.125    2.000    3.591   15.600   17.924    6.900   13.299
  14.500   15.092   18.200   32.744   20.700   42.142   22.700   38.531   17.100   28.132   26.100   19.145  -99.000    1.432   12.500   25.852   13.800   11.054    9.300    6.494    4.200    3.695   19.000   26.120   12.500   15.432
  16.400   14.304   16.700   33.883   31.900   45.918   17.600   34.628   22.300   27.898   17.000   15.722    4.600    1.479   11.000   23.796   24.400   14.135    9.900    6.138    7.300    3.520   18.700   23.951    8.200   14.046
  11.300    7.094   12.000   38.904   15.300   43.288   16.600   16.652   15.300   21.002   10.100    7.003    5.500    1.153   15.800   30.856   28.200   16.994    7.700    3.562   10.100    3.314   13.500   11.929    5.300   16.760
  13.100    3.612   18.000   10.892   10.600   42.245   16.100    8.796   10.400   17.153   10.500    3.359    5.500    1.217   21.200   21.817   15.000    7.815    6.900    1.805    7.700    3.131    9.800    5.955   13.300   10.661
  14.200    2.893   21.800    8.852   18.600   41.614   23.000    6.317   11.200   15.718   14.200    2.328    5.200    1.284   13.200   18.135   14.200    6.941    6.600    1.514   10.300    2.943   13.300    4.196   12.000    8.124
  16.000    2.653   19.100    7.617   27.900   44.113   27.600    4.946   26.900   14.853   17.800    1.856    5.100    1.426    7.800   15.372   21.300    6.490   10.900    1.288   12.600    2.665   21.000    3.552    7.100    6.458
  19.900    3.089   26.700    7.447   36.800   45.602   33.500    7.471   22.800   15.703   26.100    2.551    6.100    1.585   11.800   15.441   27.200    6.699   15.100    1.569   14.000    2.506   28.900    5.745    8.400    6.505
  28.100    6.273   31.100   10.856   42.500   51.170   44.200   15.838   31.700   18.661  -99.000    4.870    5.900    1.400   18.800   16.245   36.600    8.714   18.800    1.796   12.800    2.143   42.400   11.773   12.600    6.824
  31.500   14.121   33.400   21.330   44.600   51.658   41.500   46.876   29.200   28.444   25.300   12.451    6.200    1.612   12.400   17.373   41.400   10.195   17.300    4.246   11.700    1.119   41.500   25.912    8.800    6.648
  26.200   24.665   33.900   30.626   41.300   37.102   41.000   88.638   25.800   44.715   18.100   29.160    5.600    2.226    9.600   19.557   41.000   15.479   15.700    5.861    9.100    1.501   33.400   39.066    5.100    5.204
  21.100   26.586   32.200   31.990   37.000   30.815   34.700   67.389   21.400   35.602   15.100   21.485    5.000    1.861    7.500   15.839   31.100   15.996   11.000    6.949    5.800    1.744   27.800   38.865    5.100    4.103
  14.800   13.518   24.000   17.648   24.300   22.037   30.200   45.508   17.500   24.651   11.100   12.499    2.000    1.964    6.600   10.905   18.000    9.007    7.000    3.834   12.200    0.930   26.400   21.214    2.000    2.831
   9.900   10.810   19.800   14.177   13.100   20.062   28.000   37.231   13.400   20.301   10.400    9.991    5.200    1.464    2.000    9.199   11.000    6.953    2.000    2.998    6.000    0.975   19.300   16.613    2.000    2.161
   7.200    8.686   21.800   12.486    7.700   20.631   23.400   30.776   12.900   16.740    7.800    6.860    2.000    1.076    6.300    7.668    8.800    5.269    2.000    2.604    2.000    0.634   14.600   14.506    2.000    1.550
   7.100   10.486   24.500   14.722   13.800   20.967   29.700   33.929   12.200   19.909    8.300   12.205    2.000    1.044    5.600    8.333    7.800    5.918    2.000    3.164    2.000    0.682   15.600   17.309    2.000    1.795
   9.100    8.442   23.800   12.828   19.900   16.863   33.700   31.415   17.600   16.057    7.900    9.122    2.000    0.857    5.300    7.621   10.200    5.243    2.000    2.499    2.000    0.568   14.500   13.841    2.000    1.617
   8.300    7.595   22.000   12.423   12.700   16.381   30.400   28.239   19.200   13.707    8.300    6.151    2.000    0.721    9.000    6.728    8.500    4.604    2.000    2.007    2.000    0.386   25.700   12.059    4.800    1.300
   7.300    9.284   18.300   16.235  -99.000   15.892   27.000   34.128   20.700   16.352    8.200   10.495    2.000    0.744    8.000    8.020   11.500    4.362    5.100    2.761    2.000    0.419   26.500   14.090    6.700    1.863
   6.600   11.868   16.100   20.145  -99.000   15.757   23.100   43.009   18.300   19.698    8.500   13.423    2.000    0.945    7.700    9.392    9.600    5.137    4.600    3.649    2.000    0.459   24.200   18.304    5.900    2.105
   9.200   12.954   11.600   21.024  -99.000   17.368   24.400   44.986   15.800   20.659    7.600   16.400    2.000    1.149    2.000   10.152   12.000    6.366    4.900    3.443    6.700    0.554   21.700   19.306    2.000    2.663
   9.200   10.211   10.900   16.670  -99.000   15.940   19.000   37.178   15.300   18.636   14.200   11.066    2.000    1.211    4.300    8.192   12.100    5.539    2.000    2.563    4.500    0.678   23.000   15.600    2.000    2.795
   9.000    9.276    9.400   13.335  -99.000   13.357   23.300   31.567   12.900   18.237   12.000    7.966    2.000    1.311    4.600    7.338   13.500    5.608    5.500    2.195    2.000    1.173   22.900   13.253    4.200    3.388
   9.100    7.072   12.900   10.332  -99.000   10.838   18.900   25.671   10.800   15.261  -99.000    6.777    2.000    1.284    2.000    6.849   12.700    5.077    5.400    2.657    2.000    1.691   18.800   10.068    2.000    3.733
  12.100    7.005   11.600   10.308  -99.000   12.080   18.500   28.168   11.800   14.940   10.100   10.061    2.000    0.926    2.000    9.007   11.500    5.843    5.700    2.551    2.000    2.810   15.800   11.745    2.000    5.445
   9.500   10.306    7.800   13.719  -99.000   20.786   14.100   33.779    7.700   20.760   10.900   14.896    2.000    1.247    2.000   17.201    8.400    6.195    2.000    4.049    2.000    4.039   12.200   18.543    2.000   13.195
   5.300    8.109    2.000   12.212  -99.000   25.463   10.000   28.596    6.100   18.444    2.000   11.834  -99.000    1.359    2.000   17.847    9.500    5.351    2.000    3.660    2.000    3.785    7.900   15.889    2.000   14.226
   5.400    4.035    4.100    6.832  -99.000   22.395   10.100   13.681    5.800   13.534    2.000    5.574    2.000    1.097    2.000   16.894    6.000    3.337    2.000    1.992    2.000    4.095    2.000    7.637    2.000   12.879
   2.000    1.862    4.800    6.807  -99.000   28.703   10.400    7.372    5.400   11.321    2.000    2.828    2.000    0.563    2.000   15.855    2.000    2.327    2.000    0.958    2.000    4.400    2.000    3.924    2.000   12.913
   2.000    1.363    4.100    6.135  -99.000   27.755   12.400    5.799    6.400   10.964    6.500    2.231    2.000    0.505    2.000   15.914    2.000    2.664    2.000    0.784    2.000    4.592    2.000    2.895    2.000   13.119
   2.000    1.226    5.900    6.147  -99.000   29.035   15.600    4.755    6.300   11.442    9.300    2.054    2.000    0.651    4.100   15.863    2.000    2.665    2.000    0.746    2.000    4.570    5.200    2.671    2.000   13.896
   6.000    2.003   10.800    7.493  -99.000   31.805   28.900    7.054   14.200   12.845   11.300    3.316    2.000    0.729    6.500   17.009    5.400    2.970    2.000    1.054    2.000    3.971   14.500    4.209    2.000   14.058
  11.900    4.480   28.200   10.574  -99.000   33.731   33.900   15.424   23.900   16.450   20.900    6.784    2.000    0.781   11.700   17.886   15.800    4.343    4.600    1.683    2.000    3.767   38.300    8.899    4.600   13.438
  17.400   16.134   34.100   23.831  -99.000   37.655   41.200   56.190   31.700   32.422   21.100   22.119    2.000    1.659   12.100   23.079   18.900    8.674    6.500    4.358    2.000    4.425   29.400   29.946    7.200   12.991
  16.000   34.755   22.800   42.266  -99.000   51.026   37.700   66.847   26.400   51.832   14.600   25.662    2.000    3.822   10.400   21.876   24.800   26.396    5.300   11.889    5.500    6.535   33.600   54.420    7.900    9.688
  11.800   22.548   19.700   33.464  -99.000   30.337   35.400   74.816   20.800   37.322    8.900   16.267    2.000    1.891    9.400   16.130   18.400   23.250    5.200    4.643    6.600    5.153   30.600   30.164    6.600    6.395
  10.000   12.563   26.900   22.723  -99.000   15.476   27.000   52.467   20.000   23.812    9.400    9.844    6.700    1.108    9.000   10.020   22.000   11.759    6.300    2.252    2.000    2.852   27.800   17.240    6.900    3.776
  12.700    8.992   24.600   17.460  -99.000   11.753   28.500   41.072   30.200   19.281   10.000    7.366    2.000    0.636    5.600    7.818   16.400    8.575    8.700    1.580    2.000    1.985   35.600   12.915    2.000    3.027
  10.500    7.678   22.200   17.961  -99.000   10.240   30.900   36.094   21.400   16.480    9.100    6.705    2.000    0.513    5.100    7.030   15.200    6.591    7.000    1.644    2.000    1.506   36.500   11.226    2.000    2.894
   8.900    7.706   21.600   26.502  -99.000    9.466   37.400   38.231   23.500   15.519   11.100    6.356    2.000    0.521    6.200    6.487   15.500    6.132    5.200    1.343    2.000    1.338   38.200   10.029    2.000    3.000
   9.300    9.413   22.500   29.300  -99.000   10.103   30.500   44.435   21.200   16.298    8.000    7.574    2.000    0.643    6.500    6.738   14.500    5.876    4.800    1.287    2.000    1.374   34.400   11.002    2.000    3.346
   8.200    8.129   26.800   21.149   11.400    7.518   30.300   40.208   23.900   14.932    9.600    8.343    2.000    0.611    7.400    5.411   11.200    5.758    4.100    1.660    2.000    1.138   34.300   10.320    2.000    2.697
   7.900    8.652   25.500   32.391   15.300    7.671   33.100   42.895   19.800   15.806    7.900    7.212    2.000    0.697    9.800    5.977   12.000    5.744    2.000    1.303    2.000    1.183   27.000   11.405    7.400    3.145
   8.700   13.319   20.800   42.075   13.200   12.187   31.600   57.250   14.700   21.901   13.000   11.414    2.000    1.017    7.600   10.128   13.900    7.451    2.000    1.905    5.800    1.579   28.000   17.596    4.900    4.621
  10.100   15.345   17.400   37.824   12.200   15.987   35.600   60.617   13.300   25.800   14.200   12.249    2.000    1.013    7.500    9.881   14.600    9.444    2.000    2.359    5.500    1.491   28.400   20.647    2.000    4.457
  11.100   12.852   22.400   29.075   13.100   16.855   25.600   50.904   13.200   23.342   12.400    9.756    6.400    0.726    7.600    9.078    8.600    8.568    4.700    2.130    7.000    1.727   22.400   16.720    7.100    4.930
  14.400    9.674   34.300   21.489   13.700   14.816   23.100   39.252   13.800   20.019   13.000    7.824    2.000    0.673    9.300    8.581   10.100    6.730    5.200    1.955    6.100    1.778   24.000   13.417    5.400    5.692
