13STo   13STm   20VEo   20VEm   61WBo   61WBm   64KSo   64KSm   21BIo   21BIm   24FLo   24FLm   54BLo   54BLm   72FIo   72FIm   27TAo   27TAm   51BFo   51BFm   52NGo   52NGm   74BTo   74BTm   73FWo   73FWm
  31.700   58.296   40.700   80.236   42.200   51.442   49.500   85.339   31.400   60.238   23.800   57.235    7.600   15.772   20.900   44.925   38.500   51.169   14.500   33.171   11.900   27.209   31.000   61.767   11.100   39.691
  19.400   52.321   34.200   78.083   30.000   52.056   40.800   91.951   24.600   59.476   16.100   39.731    6.100    7.381   17.800   40.648   38.100   46.083   12.100   17.408    7.600   28.218   31.900   53.404   11.700   31.327
  20.000   33.223   30.300   60.160   35.200   38.968   33.300   85.981   21.200   47.849   11.800   22.462    2.000    3.292   10.300   24.584   34.100   39.176    7.800    6.982    2.000   15.232   26.200   37.999    6.900   15.938
  19.500   21.245  -99.000   41.632   21.700   28.856   25.600   71.851   18.300   34.922    8.200   14.650    2.000    2.117    7.600   17.714   25.000   21.042    2.000    3.995  -99.000    8.318   25.800   26.383    5.200   10.785
  11.400   17.263  -99.000   31.158   13.400   30.883   20.700   61.343   17.200   30.332    9.600   12.216    2.000    1.766    6.700   13.697   11.400   13.543    2.000    3.339  -99.000    5.475   19.500   23.222    4.100    8.841
  12.400   15.488   17.500   28.081   11.000   29.022   28.800   58.443   16.600   27.202    7.800   11.265    4.100    1.523    2.000   11.861    8.500    9.802    2.000    3.040    2.000    3.740   20.500   21.304    2.000    7.373
  15.400   15.018   22.600   27.036   12.400   26.278   36.800   60.465   13.500   24.305   11.700   11.339    2.000    1.500    7.800   10.790    9.000    8.629    2.000    2.769    2.000    3.087   19.500   20.072    2.000    7.413
  13.100   13.569   18.800   26.853   10.700   20.849   30.300   57.501   13.600   20.976   13.100   10.132    4.000    1.507    8.900    9.503    9.100    7.949    2.000    2.452    2.000    2.593   22.100   17.347    2.000    6.798
  12.500   14.123   21.400   31.433   11.000   17.977   40.900   60.670   15.300   20.628   13.200   10.609    2.000    1.653    7.800    8.863    7.300    8.778    2.000    2.508    2.000    2.260   23.900   17.564    2.000    6.545
  13.500   16.728   18.100   42.412    9.200   15.644   36.900   67.632   13.400   22.871   11.200   12.828    2.000    2.054    6.300    8.865    7.500    9.746    2.000    2.887    2.000    2.073   28.800   19.859    2.000    6.197
  11.600   17.030   26.700   53.920   13.600   13.785   33.500   68.343   10.900   23.150   13.300   12.914    2.000    2.125    5.100    8.725    7.600    9.955    2.000    2.742    2.000    2.024   21.900   20.071    2.000    5.770
  12.300   13.632   18.000   50.971   13.300   10.593   30.300   56.258    9.900   20.029   14.600   10.213    2.000    1.816    5.200    8.066    5.400    8.839    2.000    2.225    2.000    2.225   18.100   15.991    2.000    6.021
  15.300   11.997   21.100   46.340   12.900    9.335   25.000   47.037   11.300   18.512   21.000    9.001    7.400    1.604   11.800    8.847    7.500    7.162    2.000    2.257    4.900    2.375   19.600   13.190    9.200    7.393
  13.700   10.854   22.900   39.755   20.000   12.366   25.900   40.124    8.700   21.936   20.300    9.064  -99.000    2.977   11.200   15.093   16.300    8.874    4.300    2.992    5.000    3.513   19.000   13.937    7.900   12.508
  17.900   17.269   23.200   42.738   17.600   16.702   25.700   47.990   15.100   29.819   22.700   16.476    5.400    1.875    8.100   17.994   14.900   11.384    7.500    5.915    5.500    6.759   19.700   21.926   14.100   14.337
  17.900   25.233   22.500   53.924   30.800   21.607   32.000   56.330   17.700   37.637   12.200   18.606    5.500    2.923    8.800   23.895   17.600   16.967    9.200    7.102    4.800   12.449   22.500   32.857    8.800   22.040
  13.000   21.054   15.100   53.461   45.900   22.348   23.900   54.450   17.200   38.797   12.300   16.041    8.500    2.758   12.200   25.935   18.500   15.556    8.500    6.306    2.000   14.075   19.700   29.280   13.500   23.800
  16.600    9.619   19.400   23.856   50.500   17.373   22.900   24.906   19.100   29.834   13.600    7.939    8.000    1.827   15.800   22.422   20.100    9.965    7.800    3.478    2.000   13.638   16.100   14.269    8.800   22.631
  12.400    4.773   17.900   10.674   50.600   15.969   25.500   11.621   17.200   26.698   10.400    4.446    8.800    1.780    8.000   17.284   27.300    7.735    6.800    1.619    2.000   12.816   18.100    7.815    6.000   17.892
  12.500    3.647   44.700   10.673   50.100   19.537   21.600    8.316   14.600   27.203    9.400    3.789    9.800    2.597    4.800   25.955   35.300    6.826    5.700    1.453    4.500   13.195   15.500    6.123    5.600   30.600
   9.100    3.267   12.800   10.411   12.900   32.764   18.900    7.360   11.400   30.171  -99.000    3.817    2.000    3.482    2.000   30.150   19.300    7.299    2.000    1.579    2.000   17.214    9.400    5.447    2.000   35.493
  17.000    5.474   17.600   16.189   34.800   43.978   24.900   11.875   21.700   37.685    7.100    5.831    4.800    5.250    8.800   34.320   12.600    8.252    4.000    1.928    6.300   20.978   22.500    8.871    8.000   37.580
  22.700   13.013   26.900   25.291   43.800   45.762   31.500   29.390   29.000   31.607   18.800    9.586    9.400    7.532   18.500   39.270   23.300   11.323    7.600    2.153    5.500   22.338   33.600   14.815   11.100   38.804
  19.500   32.972  -99.000   63.434   30.300   38.749   27.800   64.551   24.400   52.219   17.200   24.940    2.000    6.891   12.200   36.199   19.800   18.069    8.000    9.007    5.100   18.075   26.400   35.575    7.800   29.098
  14.600   58.858  -99.000   79.446   20.200   59.290   21.900   91.899   19.300   64.086   13.700   36.837    2.000    9.974    8.000   37.688   13.600   49.039    5.000   13.875    5.900   19.318   21.500   60.732    4.300   23.225
  12.900   50.603  -99.000   73.311   16.300   53.441   18.000   96.443   17.500   61.251   13.800   36.566    2.000    6.796    5.300   30.812    9.900   46.482    2.000   13.487    2.000   18.991   17.600   54.946    2.000   18.784
  12.500   35.164   20.200   45.736   14.400   41.419   20.500   74.329   16.100   47.685   14.600   22.359    2.000    4.308    6.100   24.237   10.400   29.724    2.000    9.708    2.000   12.631   19.000   39.064    2.000   14.202
   9.200   19.654  -99.000   32.671   16.400   32.899   19.700   59.529   18.100   33.200   10.800   13.823    2.000    3.093    5.100   16.770    6.300   17.785    2.000    4.906    2.000    7.079   20.200   26.991    2.000   10.127
   8.600   13.564   35.300   24.418   17.000   23.750   15.300   49.628   15.800   24.328    9.600    9.933    2.000    2.020    2.000   11.138    7.600    9.401    2.000    3.086    2.000    3.499   21.300   19.188    2.000    7.066
   7.400   12.461   20.800   22.005   15.100   21.311   16.200   47.898   16.900   22.474    8.400    9.620    2.000    1.552    2.000    9.740    7.400    6.833    2.000    2.600    2.000    2.353   26.500   18.042    2.000    5.908
   6.800   12.272   21.500   20.575   13.300   20.447   17.400   49.239   17.200   20.766    6.600    9.618    2.000    1.437    2.000    9.209    9.000    5.748    2.000    2.626    2.000    1.860   25.800   17.758    2.000    5.675
   7.400   11.631   19.300   19.795   11.700   18.285   16.200   47.164   13.800   18.392    8.100    9.269    2.000    1.295    6.800    8.459    9.000    4.775    2.000    2.542    2.000    1.707   21.800   16.290    2.000    5.569
   7.400   11.797   29.200   21.854   15.700   16.383   16.600   48.810   18.000   18.741    7.300    9.523    2.000    1.292    5.400    8.384    9.700    4.615    2.000    2.465    2.000    1.453   21.900   16.414    7.100    5.277
   7.800   15.345   20.100   27.807   18.900   17.252   14.900   58.561   14.200   21.823    8.200   12.100    2.000    1.729    2.000    9.757    6.000    5.681    2.000    3.179    2.000    1.600   19.900   20.478    2.000    5.651
   9.700   16.658   12.400   30.402   18.400   17.744   19.300   61.705   13.000   22.423    9.900   13.057    2.000    1.976    4.400   10.591    8.300    6.056    2.000    3.609    4.000    1.778   20.900   21.574    2.000    6.172
  10.700   12.977    9.400   25.247   23.100   15.373   13.100   48.467   12.700   19.001   12.700   10.649    2.000    1.696    2.000    9.403    8.000    5.131    2.000    2.887    2.000    1.752   17.900   16.618    2.000    6.417
  11.800   11.207   14.600   21.366   12.200   14.970   12.900   38.510    8.900   17.769   12.600    9.078    2.000    1.588    5.100    9.277    7.600    5.116    2.000    2.772    2.000    1.955   15.700   13.667    2.000    7.268
 -99.000    9.117   12.700   20.105   10.900   19.561   15.800   32.145    9.200   19.712   12.400    9.413    2.000    2.422    2.000   13.621    5.400    6.372    2.000    2.612    2.000    2.942   16.700   13.144    2.000   11.087
   9.600   11.961   10.800   21.390    9.100   23.663   11.000   35.752    8.500   24.532    7.700   15.382  -99.000    1.314    2.000   15.812    4.400    6.435    2.000    4.652    2.000    4.790   12.100   17.897    2.000   11.540
  10.800   16.248    9.400   27.512    8.000   33.076   12.600   42.592    6.100   30.884   10.500   19.659    2.000    1.617    7.100   22.961    5.000   10.038    2.000    6.355    2.000    6.107   11.000   28.000    2.000   15.336
   7.100   13.974    9.600   22.546    5.200   41.970   11.200   35.722    2.000   30.524    6.400   16.773    2.000    1.621    5.200   22.853    5.600    9.770    2.000    5.457    2.000    5.322   10.600   24.767    2.000   14.825
   2.000    6.527    6.900   12.354    4.300   44.024    7.100   16.210    4.500   23.887    5.300    8.034    2.000    1.247    4.000   16.174    6.300    6.757    2.000    3.076    2.000    4.645    5.900   11.945    2.000   11.046
   4.400    3.466   10.200   16.445    6.100   47.888   11.600    9.252    6.700   19.754   10.100    4.377    2.000    1.150    2.000   33.080    6.000    5.564    2.000    1.544    2.000    3.966    6.600    6.450    2.000   20.692
   7.400    2.421   11.400   19.099   12.500   45.871   18.700    6.986    6.000   19.444   12.500    3.282    2.000    1.234    2.000   32.139    5.000    5.340    5.400    1.339    2.000    3.741    9.500    4.989    2.000   17.982
  20.400    2.605   13.300   24.420   21.900   46.547   20.300    6.422   15.400   20.724   18.400    2.598    2.000    1.372    2.000   28.348    6.000    9.444    6.600    1.343    2.000    3.657   11.500    4.270    2.000   12.939
  20.000    4.099   18.000   30.908   18.700   48.194   29.400    9.483    9.900   21.606  -99.000    3.367    2.000    2.336   12.700   24.790    8.500   13.327    9.200    1.772    2.000    3.557   13.100    6.994   10.600    9.859
  16.000    8.018   20.100   38.399   17.200   50.550   21.600   19.590    9.500   26.576   25.400    6.527    2.000    2.909   11.000   24.762   11.000   16.921   11.100    2.335    9.300    3.258   14.300   15.511   20.500    8.636
  14.700   26.426   20.300   53.619   14.500   55.986   13.300   64.378   10.400   45.838   18.300   16.823    2.000    3.221    6.800   31.579   17.400   30.682    7.300    5.333    8.200    2.834   11.700   40.336   19.800    7.266
  12.700   42.611   20.900   58.503   17.100   51.853   13.800   66.733    8.500   59.829   14.400   30.022    4.600    6.456   10.500   43.848   16.600   52.069    5.400   18.803    8.700    3.156    8.900   58.361   15.800   10.610
  14.600   32.246   20.600   41.872   19.800   51.039   12.400   70.232    7.200   48.705    7.800   24.277    2.000    3.889   12.500   25.716   12.400   29.935    4.800   10.094   15.000    2.054    8.800   50.037   15.400    5.939
  10.500   17.197   17.800   27.125   14.100   32.279   12.400   48.887    6.000   28.759    5.700   11.750    2.000    3.061    8.100   17.832    7.900   13.751    2.000    4.579   20.800    1.167    8.300   25.578    7.700    6.107
   7.200   11.520   19.000   19.955    9.100   23.178   10.100   39.959    5.000   21.077    5.200    8.428    2.000    1.971    5.400   13.360    2.000    7.050    2.000    2.842   10.200    0.822    7.600   17.365    4.200    5.141
   6.900    9.504   20.500   16.926    7.600   19.791   10.800   35.904    2.000   17.975    2.000    7.133    2.000    1.390    4.900   11.232    2.000    5.339    2.000    2.202    6.500    0.775    7.100   13.892    2.000    4.811
   7.400    9.308   19.400   15.724    6.200   16.887    9.300   36.183    2.000   17.010    4.400    6.933    2.000    1.037    2.000    9.702    2.000    4.118    2.000    1.951    4.400    0.833    5.600   13.021    2.000    4.627
   7.900    8.780   21.400   15.696    5.000   14.338   10.100   36.433    2.000   16.377    2.000    7.044    2.000    0.928    2.000    8.836    2.000    3.185    2.000    1.804    2.000    0.922    6.700   12.238    2.000    4.589
   6.300    8.558   21.200   16.158    5.500   12.711    8.400   36.019    2.000   15.220    4.000    6.840    2.000    0.898    2.000    8.097    2.000    3.100    2.000    1.674    2.000    1.074    7.000   11.762    2.000    4.648
   6.600    9.135   18.800   18.511    4.800   11.522    7.000   39.253    2.000   15.870    4.500    7.323    2.000    0.945    4.500    8.128    2.000    3.510    2.000    1.658    2.000    1.142    8.000   12.308    2.000    4.794
   6.200   11.890   19.900   27.636    6.900   12.089    7.500   48.976    2.000   18.529    2.000    9.339    2.000    1.297    6.000    8.856    2.000    5.211    2.000    2.027    4.600    1.321    7.100   15.449    2.000    5.147
   9.400   12.856   20.200   33.924    4.500   11.700   10.800   51.607    2.000   19.377    4.200   10.157    2.000    1.476    8.400    8.446    2.000    6.129    2.000    2.180    6.800    1.425    7.300   16.351    4.100    5.580
   9.200   10.722   23.000   32.223    6.000    9.767   16.500   43.663    2.000   17.286    7.200    8.253    2.000    1.209    7.400    7.546    2.000    5.496    2.000    1.866    6.600    1.443   12.600   13.394    4.100    6.300
  10.900    9.785   22.600   32.265    6.000    9.096   16.600   37.463    5.100   16.727    9.600    7.237    2.000    1.226    8.000    7.581    4.300    5.441    2.000    2.026   12.300    1.683   13.300   11.426    6.200    7.569
  20.500    8.652   33.600   31.274   13.100   12.390   20.300   33.202   10.300   19.327   16.000    7.658    7.500    1.755   15.000   10.471    7.100    5.306    7.000    1.915  -99.000    2.519   21.200   11.729   11.600   13.284
  20.600   15.681   32.700   36.292   14.700   15.732   36.600   42.431   17.300   24.273   25.600   12.930   15.500    1.672   25.500   14.524    9.900    8.963   11.900    3.968   29.000    4.935   27.300   20.781   23.500   15.874
  24.500   20.560   36.400   47.139   24.900   18.949   65.900   53.952   18.600   31.255   26.500   15.784  -99.000    2.829   29.200   19.561    9.800   10.875   17.100    4.976   31.000    9.401   32.500   27.872   23.600   21.846
  24.500   17.919   37.000   43.341   17.700   17.870   78.700   48.860   14.000   31.383   35.900   13.188   14.600    2.530   28.100   16.172   12.000   11.582   20.000    4.498   32.900    9.485   34.200   23.879   40.500   19.257
  30.200    8.525   38.100   22.364   27.200   15.906   76.600   22.742   26.000   24.107   35.300    6.378   30.600    1.804   30.000   22.388   11.700    6.852   20.900    2.543   22.400    9.450   37.300   12.059   41.700   33.781
  45.800    3.817   49.300   10.067   39.300   16.469   75.200   12.457   19.000   20.609   35.600    3.377   68.800    1.080   41.000   25.779   10.800    4.061   20.300    1.322   17.600   10.586   32.200    5.957   41.300   24.091
  43.200    5.851   41.900   19.399   37.100   16.338   75.400   20.057   26.300   19.212   34.600    3.842   57.900    1.071   34.100   27.796   11.600    4.367   21.900    1.662   18.500   10.509   31.500    8.993   37.100   25.035
  45.300    2.876   44.700    7.777   31.700   13.433   74.300   11.282   26.000   17.996   37.600    2.077   67.600    0.513   41.000   29.198   13.700    2.793   17.600    1.301   16.200   12.176   25.400    4.928   52.200   26.582
  51.600    1.878   41.100    5.130   31.800   13.420   70.900    8.547   25.700   19.689   31.000    1.721   72.900    0.367   41.200   30.117   13.200    2.376   17.500    1.221   12.800   13.448   34.200    3.832   33.800   27.234
  47.900    1.582   25.700    4.194   33.000   13.201   67.100    7.620   25.000   19.689  -99.000    1.644   52.300    0.337   33.700   30.325   17.700    2.245   14.500    1.191   11.100   13.959   33.800    3.116   23.800   27.552
  32.500    3.050   19.300    6.639   20.300   12.944   48.000   11.289   17.100   20.601   28.600    2.127   20.600    0.386   26.600   30.474   25.000    2.423   12.600    1.284   11.500   12.609   27.400    4.853    9.400   26.700
  29.100    4.813   15.600   17.394   13.100   21.882   59.500   24.172   13.200   29.379   26.200    4.338   13.200    0.979    5.500   31.243   16.600    6.090   14.600    2.313    6.300   17.761   18.400    8.242    5.200   28.758
  16.900   18.776   11.700   53.420   12.200   24.476   29.700   49.596    6.700   29.011   12.300    8.873    6.200    1.475    2.000   24.529    7.600   11.151    7.200    3.562    2.000   28.757   11.300   19.118    2.000   22.050
   9.000   23.583    5.200   90.153    2.000   23.516   20.300   70.005    2.000   25.245   10.500   11.916    2.000    1.799    2.000   22.657    2.000   11.906    2.000    3.180    2.000   31.165    8.500   23.894    2.000   15.546
   7.200   16.828    2.000   90.004    2.000   15.506   18.900   61.856    2.000   19.313    7.000    9.078    2.000    1.422    2.000   18.103    2.000    7.204    2.000    1.856    2.000   21.076    8.800   17.502    2.000   10.264
   6.900   10.694    5.500   69.420    2.000    9.774   18.000   46.454    2.000   13.488    7.500    5.877    5.400    0.945    2.000   12.716    2.000    4.222    2.000    1.154    2.000   14.890    7.700   10.422    2.000    7.019
   7.700    8.026    2.000   57.008    2.000    6.942   44.800   37.985    2.000   11.422    4.300    4.558    2.000    0.742    2.000   10.097    2.000    3.076    2.000    0.848    2.000   12.219    7.900    7.788    2.000    5.807
   9.600    7.065    2.000   50.399    2.000    6.268   27.200   34.241    2.000   10.270    6.500    4.117    2.000    0.713    2.000    9.168    2.000    2.720    2.000    0.693    2.000   12.708    8.900    6.413    2.000    4.836
   8.200    7.251    8.200   47.755    2.000    5.800    8.900   35.655    2.000    9.899    9.500    4.631    8.200    0.836   21.400    9.337    2.000    2.548    2.000    0.664    2.000   11.397    8.300    6.226    8.300    4.885
   7.400    7.704    9.400   48.490    2.000    5.984   10.200   36.966    2.000   10.455    2.000    4.966   15.900    0.916   17.200    9.518    2.000    2.565    2.000    0.675    5.000   10.931    9.400    6.575   15.000    4.817
   7.300    8.158   10.500   49.669    2.000    6.303   15.000   38.310    2.000   11.167    2.000    5.366   23.000    1.023   13.300   10.004    2.000    2.740    2.000    0.706    5.800   11.154   12.100    6.820   14.500    5.336
  10.300    9.345    7.400   55.034    2.000    7.276   17.600   41.578    2.000   12.278    4.500    6.226   14.200    1.200   10.700   11.072    4.500    3.131    2.000    0.815    7.800   11.576   13.400    8.053    8.700    5.835
  11.500   13.435    2.000   69.029    2.000   10.591   15.100   53.457    2.000   15.338    9.100    8.696   18.600    1.847   19.800   14.058   16.100    4.554    2.000    1.148   12.800   13.009   11.600   11.360   14.800    7.390
  15.100   17.224   32.000   76.385   23.100   12.893   27.800   57.914    5.400   18.796   16.600   11.691    5.400    2.123   15.700   16.416    6.100    6.059    2.000    1.970   14.900   15.468   13.200   14.884    9.200    9.591
  23.100   20.191   61.500   75.655   34.500   19.775   48.800   57.510   26.300   26.726  -99.000   12.965    9.000    3.692   21.200   21.321   12.200    8.972    4.700    4.315   15.400   29.181   34.300   19.712   23.200   16.739
  27.900   30.957   48.200   71.266   52.000   27.332   85.000   55.693   41.100   30.972   26.000   16.309   12.700    3.524   33.800   28.286   13.500   15.848   15.000    5.553   21.400   34.434   39.900   29.257   30.900   22.725
  28.700   29.046   40.400   66.401   45.600   23.848   72.600   55.821   18.600   30.086   25.200   16.021   21.400    3.172   45.600   31.990   19.100   13.352   14.800    5.050   24.400   42.578   21.800   24.380   51.000   29.503
  25.700   29.520   32.600   64.796   43.400   23.787   74.400   57.080   17.400   36.038   21.500   17.843  -99.000    3.292   51.200   40.155   18.500   12.337   13.000    5.630   30.100   46.034   40.000   24.525   61.000   35.902
  22.000   32.516   25.400   66.030   43.800   25.793   46.100   56.645   18.900   38.417   24.100   19.398   27.400    4.346   50.100   43.538   22.600   11.973   10.600    5.272   31.000   47.386   28.300   25.106   71.300   36.001
  28.400   26.499   30.400   61.643   41.900   29.501   53.200   53.129   20.900   39.739   21.200   17.173   62.800    4.499   48.500   35.379   24.000    9.648    9.700    3.459   26.100   49.425   19.900   18.535   75.400   32.275
  19.500   11.691   39.900   25.709   46.300   21.347   52.400   22.407   26.800   36.475   20.200    8.958   46.600    3.529   52.700   37.556   40.700    5.467   10.700    2.297   36.700   50.327   27.200    8.098   64.600   36.841
  21.500    6.605   60.400   16.773   40.400   15.889   46.400   12.582   27.200   38.550   28.200    5.994   45.100    2.838   53.600   36.846   45.600    5.187   12.100    2.202   45.700   47.476   28.400    5.148   51.700   36.245
  40.400    4.638   69.900   14.016   55.600   15.556   82.100    9.134   46.200   41.565   38.400    5.850   67.900    3.014   47.200   37.266   34.300    4.902   16.600    2.587   37.800   26.501   31.300    4.403   66.300   37.223
  63.800    4.331   68.800   15.606   63.300   16.021   92.000    7.955   62.700   46.927   42.800    6.056   79.700    3.086   40.800   36.792   23.600    5.078   19.100    2.555   41.200   17.038   50.300    4.180   64.700   37.306
  77.900    7.156   79.300   23.157   42.600   19.677   82.400   13.744   59.000   55.714   40.600    8.443   74.000    2.868   58.300   37.890   31.300    6.379   25.900    2.822   46.200   11.708   61.000    6.242   74.200   37.549
  71.600   13.389   78.300   40.640   27.100   25.146   82.300   25.958   43.800   43.639   38.200   10.540   73.200    3.722   63.800   30.890   12.000   10.460   20.900    2.635   38.700   12.071   70.100    7.950   73.400   28.550
  80.500   31.837   76.000   52.931   17.000   36.082   80.000   49.217  -99.000   46.101   23.900   22.024   69.900    4.148   65.000   42.318    9.100   15.809   12.100    7.006   45.000   21.737   64.100   28.068   73.500   37.358
 -99.000   35.098   58.300   65.874  -99.000   35.418   68.700   62.962  -99.000   46.595   20.200   21.393   70.800    8.752   63.600   55.933    6.800   18.840   11.600    9.347   38.000   24.429   42.900   36.979   64.500   44.887
  34.100   35.768   49.700   85.197   11.700   26.261   57.100   88.341   12.000   55.360   18.900   19.234   54.100   21.051   35.200   71.395  -99.000    9.130    5.600    9.207   21.200   20.220   27.900   58.975   34.500   58.137
  18.000   29.119   42.900   42.794    8.000   19.898   36.000   81.377    8.600   65.881   10.600   25.745   27.800   14.990   25.900   67.976    2.000    5.166    2.000    7.529    7.000   20.648   24.400   50.587   20.900   49.224
  16.300   25.968   35.000   37.410    6.400   21.868   43.000   65.149   12.500   63.277   10.800   17.065   15.500    2.840   22.400   47.568    2.000    4.823    2.000    7.843    9.400   21.798   19.900   38.643   17.400   35.703
  21.100   22.438   36.600   51.462    8.300   22.112   33.500   52.299   10.000   41.199    5.900   11.227   15.200    1.704   20.200   19.851    2.000    5.950    2.000    6.020   10.200   21.897   23.700   16.315   14.700   14.451
  16.600   21.110   38.100   59.681    8.000   23.774   45.800   54.647   11.600   27.588    5.900    6.810   15.800    1.625   24.000   10.880    2.000    4.812    4.500    2.650   15.900   25.189   31.300   17.089   14.200    7.026
  16.800   17.764   23.500   68.732    8.800   25.436   39.900   52.498    8.600   24.567    8.100    8.056   11.000    3.128   22.200   14.145    2.000    3.150    2.000    1.648   11.900   38.338   28.500   13.824   12.300    6.974
  14.000   13.471   33.800   59.986    9.200   21.880   40.400   47.602    7.600   19.912   12.300    7.831    7.000    3.914   12.900   24.015    2.000    2.122    2.000    1.040   15.300   25.277   26.900   10.648    7.700   10.132
  12.700   12.669   34.000   37.973   12.800   19.016   32.800   49.606    7.200   19.682    9.400   10.140    6.400    4.162   13.800   23.961    8.000    2.431    2.000    0.994    9.600   24.714   19.200   11.296    9.900   11.138
  10.200   15.230   50.200   46.843   14.600   21.707   27.300   58.123   13.900   21.447   11.000   13.755    5.700    4.318   15.600   23.479    6.600    3.522    4.800    1.375    6.800   22.680   18.000   14.695   10.300   11.439
  13.000   20.537   33.800   56.329   18.800   25.296   25.100   64.400   15.800   25.226   13.300   16.295    8.300    5.327   15.300   28.013    9.300    4.794    6.000    1.995   12.200   26.580   16.000   17.352   15.900   16.773
  12.300   27.115   32.900   66.424   12.500   29.608   21.600   66.900   20.100   36.738   19.100   23.278   12.500    5.652   17.200   36.905    9.400    8.011    8.400    8.062   17.700   45.211   23.400   22.298   13.900   31.686
  14.300   42.230   40.000   78.991   20.200   42.972   34.100   61.451   22.200   43.561  -99.000   21.907   17.400    6.108   29.300   37.527   10.000   21.003   10.600    9.401   18.800   51.875   25.500   36.849   36.600   36.414
  17.600   35.296   39.300   78.017   20.300   44.880   30.700   61.835   17.800   39.524   32.500   19.262   15.200    5.531   44.400   43.179   11.900   17.092   12.800    8.306   15.700   54.183   29.400   26.542   52.900   42.880
  19.400   31.059   45.800   73.546   25.600   30.752   62.200   58.130   33.500   33.492   25.500   21.402   17.000    6.590   61.200   46.163   20.700    9.483   15.400    5.830   22.400   61.508   34.500   19.247   68.700   46.235
  22.600   28.844   34.500   61.699   30.300   26.450   59.900   57.412   30.100   35.438   23.200   24.276  -99.000    7.786   37.000   46.553   33.500    9.095   18.000    4.251   28.300   60.062   30.100   18.605   57.500   38.941
  23.400   25.805   46.400   42.635   33.400   28.231   53.300   47.933   28.900   37.936   22.000   18.416   18.900    7.732   39.900   51.424   40.000    8.149   16.200    2.882   22.200   32.463   28.300   13.937   39.300   50.046
  22.900   11.068   39.400   20.065   40.500   19.013   36.300   14.290   28.100   37.531   20.500    6.185   24.100    4.559   38.500   51.848   47.200    5.159   15.100    1.967   21.200   25.907   32.200    4.243   38.100   51.477
  17.700    8.848   46.100   18.012   32.100   16.200   44.300   11.384   30.400   40.618   20.600    4.826   18.500    7.170   31.100   59.698   32.000    5.922   13.800    2.263   29.400   10.348   28.300    3.953   44.800   59.239
  24.100   11.522   53.500   19.562   48.500   17.612   55.600   18.179   26.200   45.117   33.000    5.968   22.700   21.457   45.300   61.253   23.500    7.749   17.100    2.596   35.000    4.908   51.900    6.126   66.100   60.130
  40.000   23.412   73.400   31.804   64.400   26.304   66.100   39.809   48.600   47.928   37.000   10.481   54.800   30.224   62.400   64.711   30.500   12.286   23.400    3.412   32.900    5.924   60.400   12.791   63.300   62.577
  47.400   68.053   72.100   73.298   61.500   67.101   52.300   74.480   40.900   62.253   34.000   31.012   56.100   31.983   74.900   70.300   31.600   33.953   19.500    7.545   53.700   16.490   61.700   45.161   78.700   65.679
  50.200   83.640   67.900  105.952   39.200   71.175   59.700  110.198   35.000   79.478   25.600   64.263   54.900   35.253   80.400   84.693   30.100   35.735   11.600   10.348   46.100   22.901   53.600   76.024   82.300   70.494
  32.100   68.851   58.000  103.282   33.200   74.635   45.500   93.842   24.200   60.999   17.900   46.591   43.700   22.024   75.600   76.205   13.900   51.489    7.700   19.389   31.100   44.140   52.800   62.163   72.800   68.193
  17.100   53.689   41.600   82.643   25.900   70.112   34.000   83.066   15.800   56.557   15.300   31.360   36.000   24.086   59.800   83.566   12.400   33.132    2.000   13.823   21.300   50.108   38.600   44.174   55.600   75.624
  13.300   38.171   42.100   71.269   18.500   50.505   25.800   75.522    9.000   40.727    6.200   19.904   27.700   27.326  -99.000   83.013    8.800   18.950    2.000    6.745   16.500   42.199   23.700   27.918   43.500   79.584
   7.400   23.268   34.400   67.390   11.700   29.097   20.000   67.409    5.800   25.535    7.200   13.032   13.600   21.802   29.400   76.199    7.700    9.957    2.000    3.460   11.700   26.588   18.300   18.155  -99.000   72.038
   8.800   20.125   22.800   63.567    8.900   22.620   23.000   65.669    5.800   20.750    2.000   12.129   11.700   15.958   20.500   55.975    2.000    7.425    2.000    2.347    8.800   18.731   14.300   15.198   24.100   54.474
  10.400   14.422   44.400   65.850    8.800   15.526   17.500   56.718    7.100   20.117    4.500    9.970   10.700   10.697   18.900   40.974    2.000    4.527    2.000    1.600  -99.000   10.394   12.200   13.468   19.700   36.672
  12.300   13.232   52.400   63.709    9.400   12.425   22.300   70.567    8.100   18.449    9.700    8.911   10.000    9.676   24.700   39.288    2.000    3.580    2.000    1.298    8.900    7.740   17.200   12.444   20.600   35.634
   9.200   13.805   51.600   68.982   10.700   13.339   21.300   74.342   10.300   19.746    7.100   10.286    8.900   10.103   21.900   42.974    2.000    3.590    2.000    1.287    9.700    7.134   15.000   13.492   21.600   37.647
   8.100   16.365   56.500   78.323   12.500   17.972   26.600   65.712   10.000   24.433    8.600   14.974    6.100    7.851   15.900   50.989    2.000    3.652    2.000    1.393    8.100    7.125   14.300   16.437   14.200   39.373
  12.400   18.098   49.200   49.794   13.600   21.613   25.700   69.949    9.300   24.253    8.200   16.949    6.400    7.379   15.400   48.523    5.800    3.800    4.700    1.353   12.100    5.796   18.500   16.867   15.300   32.906
