Case_name,massF_BiodieselOutput_001,energyF_Electricity_001,moleF_FuelGas_001,massF_HighPressureSteam_001,massF_LowPressureSteam_001,massF_MediumPressureSteam_001,massF_CoolingWater_001,massF_ProcessWater_001
CaseGroup1_Case1,0.99999920490740468,0.99999887952743627,0.99999899502590184,1,1,0.99999789114486037,0.99999847859750068,1
