year,coal_power_capacity_GW,coal_power1_capacity_GW,coal_power2_capacity_GW,coal_power_annual_emission_Gt,coal_power_annual_emission1_Gt,coal_power_annual_emission2_Gt,coal_power_lock_emission_Gt,coal_power_lock_emission1_Gt,coal_power_lock_emission2_Gt,gas_power_capacity_GW,gas_power1_capacity_GW,gas_power2_capacity_GW,gas_power_annual_emission_Gt,gas_power_annual_emission1_Gt,gas_power_annual_emission2_Gt,gas_power_lock_emission_Gt,gas_power_lock_emission1_Gt,gas_power_lock_emission2_Gt,oil_power_capacity_GW,oil_power1_capacity_GW,oil_power2_capacity_GW,oil_power_annual_emission_Gt,oil_power_annual_emission1_Gt,oil_power_annual_emission2_Gt,oil_power_lock_emission_Gt,oil_power_lock_emission1_Gt,oil_power_lock_emission2_Gt
2015,2041.000000551155,2041.000000551155,0.0,10.772314378086262,10.772314378086262,0.0,204.39195806973544,204.39195806973544,0.0,1615.1000010744735,1615.1000010744735,0.0,3.9102187047422676,3.9102187047422676,0.0,66.15519900684775,66.15519900684775,0.0,388.4000001575943,388.4000001575943,0.0,0.939577210231582,0.939577210231582,0.0,11.897061387341166,11.897061387341166,0.0
2016,2037.135779132868,2028.8856418544995,8.250137278368536,10.745395471248626,10.708339603631618,0.03705586761700834,195.77887928114535,195.5935999430603,0.1852793380850417,1615.1000010744735,1598.4200901029913,16.67991097148235,3.9033920815446774,3.870376493536508,0.033015588008169415,63.5353272133949,63.370249273354055,0.16507794004084708,388.4000001575944,378.281258598691,10.118741558903347,0.9359994519598771,0.9157759327971039,0.020223519162773207,11.51801316553993,11.416895569726064,0.10111759581386605
2017,2035.1570105495255,1991.7778230886788,43.379187460846666,10.708326640704769,10.51031760666535,0.1980090340394196,188.01183151235563,186.8592165908398,1.1526149215158306,1613.0373232971613,1567.818652085885,45.21867121127605,3.8867415099315257,3.796385701331143,0.09035580860038296,61.12034331208534,60.60978372326475,0.5105595888205892,387.7025619499877,372.4131021289597,15.289459821027979,0.9322786808125549,0.9015947956151342,0.030683885197420685,11.125293084963833,10.960531029545448,0.16476205541838487
2018,2036.504835737379,1982.249841306995,54.254994430383995,10.706950649568258,10.459923292931489,0.24702735663676859,179.80794952529484,178.32285523558556,1.4850942897092796,1615.100001074474,1554.202829489654,60.897171584819894,3.885046537429368,3.7637708518800848,0.12127568554928342,58.64474573127829,57.923308965380535,0.7214367658977533,388.4000001575944,366.7679564194157,21.632043738178623,0.9313340943324251,0.8879792074365569,0.04335488689586815,10.769524765973452,10.518347626546795,0.2511771394266569
2019,2036.5048357373792,1958.8582900532247,77.64654568415439,10.690209748980205,10.332794117517343,0.3574156314628619,172.20508868238326,169.83688819406524,2.3682004883180268,1615.1000010744738,1533.7135874990086,81.3864135754651,3.8777612924743874,3.715590356844192,0.16217093563019544,56.318047823492726,55.26944905694768,1.0485987665450496,388.4000001575943,362.23340429560506,26.166595861989265,0.9296162182921582,0.8772766778396281,0.05233954045253011,10.41283417960668,10.089779811726727,0.3230543678799526
2020,2033.8791782997314,1908.8455920718873,125.03358622784415,10.636996794801112,10.064443669371816,0.572553125429297,165.5115541961503,161.20711626213438,4.30443793401594,1615.100001074474,1521.8657791147043,93.23422195976971,3.871132532259377,3.6852263178726097,0.18590621438676705,53.78945264986793,52.52723637451374,1.2622162753541941,388.4000001575943,359.48145151489246,28.91854864270188,0.92784704771965,0.8700100174836702,0.05783703023597974,10.032252824498745,9.659721048567745,0.37253177593099934
2021,2031.8783266759044,1879.5680999983315,152.31022667757293,10.603091282033418,9.909460732468746,0.6936305495646724,158.2496985911081,152.73448641573842,5.515212175369693,1615.1000010744738,1491.6475282415372,123.45247283293665,3.8581623968922396,3.612173020737914,0.24598937615432576,51.69152200543155,49.82847411240177,1.863047893029781,388.40000015759426,356.4856736363749,31.9143265212194,0.9262223834930134,0.862552013320104,0.06367037017290948,9.787722481980461,9.356857306680165,0.4308651753002967
2022,2023.0296163398214,1832.0570803049445,190.97253603487692,10.522706123493673,9.648047141506593,0.8746589819870807,151.96753369669963,144.38935100230722,7.578182694392421,1610.3552204335579,1475.0746842661554,135.28053616740254,3.8397575090963407,3.570201057903059,0.2695564511932813,49.37371728069803,47.222871952852415,2.1508453278456128,387.08991057799176,349.73736803310396,37.3525425448878,0.9208442660013028,0.8464323823000297,0.07441188370127301,9.471797956011006,8.913643779090677,0.5581541769203298
2023,1975.0407391253887,1753.0737693334604,221.96696979192834,10.237353094979945,9.218035970960653,1.019317124019291,146.0274072835445,136.26824577814997,9.759161505394516,1580.3758227290277,1423.5289695249758,156.84685320405185,3.757721217750525,3.445005030580843,0.3127161871696819,47.4771285731098,44.64303446154922,2.8340941115605816,380.26717296519126,343.531721946289,36.735451018902275,0.9034828654410269,0.830336012684018,0.07314685275700883,9.092121874403698,8.49807814302537,0.5940437313783281
2024,1969.9494979196475,1733.3954549889393,236.5540429307083,10.191847831044084,9.106572977284072,1.0852748537600123,139.21100839441354,128.58983678610718,10.621171608306346,1574.2064521678503,1390.8157758874088,183.39067628044143,3.727314441199283,3.3597186686042053,0.3675957725950779,45.67957337895911,42.130437000363735,3.5491363785953762,377.79741522553434,330.2492010695269,47.54821415600742,0.8934384794795955,0.7988764481132707,0.09456203136632477,8.934882456663628,8.061975427647093,0.8729070290165354
