CaseGroup1_Case1_Bus18_sub%20load1_PWBUSANGLE
-0.02315768
-0.023090469999999998
-0.02117488
-0.01936044
-0.02451857
-0.016924140000000001
-0.016957750000000001
-0.02267046
-0.02125057
-0.02118335
-0.02209057
-0.020276140000000002
-0.023115610000000002
-0.01552131
-0.02025919
-0.025972120000000001
-0.026329109999999999
-0.018734529999999999
-0.01964173
-0.025354620000000001
-0.01875133
-0.018684099999999999
-0.023422169999999999
-0.021607689999999999
-0.026791229999999999
-0.019196600000000001
-0.017281109999999999
-0.022993840000000001
-0.021599219999999999
-0.021531999999999999
-0.021565620000000001
-0.019751149999999999
-0.024748650000000001
-0.01715421
-0.019002209999999999
-0.024715049999999999
-0.01999358
-0.019926349999999999
-0.023723620000000001
-0.021909129999999999
-0.026605279999999999
-0.01901067
-0.016154410000000001
-0.021867060000000001
-0.022354280000000001
-0.022287040000000001
-0.023261520000000001
-0.021447040000000001
-0.022854139999999998
-0.022786919999999999
-0.01993052
-0.018116110000000001
-0.025156040000000001
-0.01756154
-0.018535969999999999
-0.024248780000000001
-0.019552590000000002
-0.019485389999999998
-0.02133343
-0.019519000000000002
-0.024240299999999999
-0.016645900000000002
-0.020443019999999999
-0.026155959999999999
-0.02151206
-0.02144486
-0.022352090000000002
-0.020537630000000001
-0.023343510000000001
-0.015749180000000002
-0.020487080000000001
-0.026200029999999999
-0.02148686
-0.021419649999999998
-0.0195041
-0.017689710000000001
-0.025704230000000002
-0.018109690000000001
-0.018143309999999999
-0.02385609
-0.02609498
-0.018500409999999998
-0.016584939999999999
-0.022297609999999999
-0.02181025
-0.02174301
-0.02177664
-0.01996218
-0.02467511
-0.017080669999999999
-0.017987860000000001
-0.023700639999999999
-0.020894610000000001
-0.020827390000000001
-0.025565569999999999
-0.023751040000000001
-0.022266629999999999
-0.022199429999999999
-0.024047519999999999
-0.022233039999999999
-0.023627510000000001
-0.016033169999999999
-0.019830259999999999
-0.025543159999999999
-0.02294707
-0.02287985
-0.02002344
-0.018209030000000001
-0.02481214
-0.017217690000000001
-0.018192099999999999
-0.02390488
-0.02766443
-0.020069730000000001
-0.01721342
-0.022926140000000001
-0.02008654
-0.0200193
-0.020993749999999999
-0.01917932
-0.02553888
-0.017944350000000001
-0.01979237
-0.02550527
-0.020346940000000001
-0.020279729999999999
-0.024077009999999999
-0.022262509999999999
-0.025906430000000001
-0.018311879999999999
-0.019219079999999999
-0.02493194
-0.018799090000000001
-0.018731859999999999
-0.023469940000000002
-0.02165545
-0.02658696
-0.018992350000000002
-0.017076859999999999
-0.02278958
-0.021865389999999998
-0.02179816
-0.021831779999999999
-0.020017320000000002
-0.023667509999999999
-0.023600289999999999
-0.02168469
-0.019870249999999999
-0.02455796
-0.016963530000000001
-0.016997140000000001
-0.02270985
-0.021541970000000001
-0.021474770000000001
-0.022381990000000001
