CaseGroup1_Case1_Bus7_sub%20microgrid%202_PWBUSANGLE
-0.02617005
-0.026014300000000001
-0.024366269999999999
-0.022328580000000001
-0.02769839
-0.020015479999999999
-0.020093360000000001
-0.025582750000000001
-0.02438566
-0.02422991
-0.02524875
-0.023211059999999999
-0.026228560000000001
-0.01854577
-0.023483790000000001
-0.0289734
-0.029472350000000001
-0.021789280000000001
-0.022808120000000001
-0.028297679999999999
-0.021828219999999999
-0.021672449999999999
-0.026610669999999999
-0.024572920000000002
-0.029845440000000001
-0.022162330000000001
-0.020514399999999999
-0.026003809999999999
-0.024709289999999998
-0.024553519999999999
-0.024631409999999999
-0.02259369
-0.0277944
-0.020111469999999999
-0.022227
-0.027716520000000001
-0.023128860000000001
-0.022973090000000002
-0.026814600000000001
-0.02477685
-0.02977372
-0.02209063
-0.01934601
-0.024835349999999999
-0.02542266
-0.025266879999999999
-0.026441539999999999
-0.02440378
-0.02596126
-0.02580549
-0.023060750000000001
-0.02102308
-0.02827468
-0.020591700000000001
-0.021766299999999999
-0.027255789999999998
-0.022570710000000001
-0.022414960000000001
-0.024530529999999998
-0.02249284
-0.027392159999999999
-0.019709270000000001
-0.023550629999999999
-0.029040239999999998
-0.02464276
-0.024487020000000002
-0.025505880000000002
-0.023468159999999998
-0.02640779
-0.018724979999999999
-0.02366302
-0.02915264
-0.02458436
-0.02442861
-0.022780620000000001
-0.020742960000000001
-0.028857520000000001
-0.021174490000000001
-0.021252380000000001
-0.026741839999999999
-0.02912267
-0.021439610000000001
-0.019791699999999999
-0.025281060000000001
-0.025005429999999999
-0.024849639999999999
-0.02492755
-0.022889820000000002
-0.027769700000000001
-0.020086779999999999
-0.02110559
-0.026595049999999999
-0.02396709
-0.023811329999999999
-0.028749650000000002
-0.02671186
-0.025293929999999999
-0.02513818
-0.02725381
-0.02521607
-0.026822260000000001
-0.019139420000000001
-0.022980759999999999
-0.028470329999999999
-0.026058089999999999
-0.025902330000000001
-0.023157580000000001
-0.02111992
-0.027901019999999999
-0.020218079999999999
-0.021392649999999999
-0.026882119999999999
-0.030792010000000002
-0.023108839999999999
-0.020364179999999999
-0.025853589999999999
-0.02314778
-0.02299199
-0.02416662
-0.02212892
-0.02861644
-0.020933429999999999
-0.02304898
-0.028538549999999999
-0.023480359999999999
-0.023324600000000001
-0.02716613
-0.025128359999999999
-0.029022840000000001
-0.021339810000000001
-0.022358639999999999
-0.02784818
-0.021927100000000001
-0.02177134
-0.026709549999999999
-0.024671809999999999
-0.029631190000000002
-0.02194809
-0.020300160000000001
-0.02578956
-0.02504342
-0.024887659999999999
-0.02496555
-0.02292783
-0.026719940000000001
-0.026564170000000002
-0.02491614
-0.02287844
-0.027699890000000001
-0.020016969999999999
-0.020094850000000001
-0.025584249999999999
-0.024700280000000002
-0.02454454
-0.025563389999999998
-0.02352568
-0.02599481
-0.01831203
-0.023250059999999999
-0.02873964
-0.026501179999999999
-0.02634543
-0.023600670000000001
-0.021562979999999999
