Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
OntoAutoMatPassport,TBox,http://www.theworldavatar.com/kg/ontomatpassport/ontoautomatpassport/,https://www.w3.org/2007/05/powder-s#hasIRI,,,,,,
OntoAutoMatPassport,TBox,1,http://www.w3.org/2002/07/owl#versionInfo,,,,,,
OntoAutoMatPassport,TBox,An ontology designed to represent data contained in material passports for automotive products and components.,http://www.w3.org/2000/01/rdf-schema#comment,,,,,,
OntoAutoMatPassport,TBox,https://raw.githubusercontent.com/cambridge-cares/TheWorldAvatar/dev-composite-materials-ontology/JPS_Ontology/ontology/ontomatpassport/OntoMatPassport.owl,http://www.w3.org/2002/07/owl#imports,,,,,,
GlassTransitionTemperatureMeasure,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,IS-A,,,,,http://www.theworldavatar.com/kg/ontomatpassport/ontoautomatpassport,Glass transition temperature measure
MeltingTemperatureMeasure,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Measure,IS-A,,,,,http://www.theworldavatar.com/kg/ontomatpassport/ontoautomatpassport,Melting temperature measure
GlassTransitionTemperature,Class,http://www.theworldavatar.com/kg/ontomatpassport/ThermalProperty,IS-A,,,,A thermal property referring to a range of temperatures over which a polymer converts from a rigid state to a soft state.,http://www.theworldavatar.com/kg/ontomatpassport/ontoautomatpassport,Glass transition temperature
http://www.ontology-of-units-of-measure.org/resource/om-2/HeatCapacity,Class,http://www.theworldavatar.com/kg/ontomatpassport/ThermalProperty,IS-A,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2,Heat capacity
MeltingPoint,Class,http://www.theworldavatar.com/kg/ontomatpassport/ThermalProperty,IS-A,,,,A thermal property indicating the temperature that causes a solid substance to convert into liquid form.,http://www.theworldavatar.com/kg/ontomatpassport/ontoautomatpassport,Melting point
http://www.ontology-of-units-of-measure.org/resource/om-2/SpecificHeatCapacity,Class,http://www.theworldavatar.com/kg/ontomatpassport/ThermalProperty,IS-A,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2,Specific heat capacity
http://www.ontology-of-units-of-measure.org/resource/om-2/hasUnit,Object Property,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2,Unit
http://www.ontology-of-units-of-measure.org/resource/om-2/hasValue,Object Property,,,,,,,http://www.ontology-of-units-of-measure.org/resource/om-2,Value
