Source,Type,Target,Relation,Value
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Elton,,-1.40115491
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Elton,,54.55289053
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Elton,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Elton,,E03
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Elton,,3.0
Guyzance,Instance,LocalDistribution,,
Guyzance,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Guyzance,,-1.700285235
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Guyzance,,55.32629698
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Guyzance,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Guyzance,,E02
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Guyzance,,2.0
Humbleton,Instance,LocalDistribution,,
Humbleton,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Humbleton,,-0.145387926
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Humbleton,,53.79857018
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Humbleton,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Humbleton,,E02
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Humbleton,,1.0
Keld,Instance,LocalDistribution,,
Keld,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Keld,,-2.666836645
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Keld,,54.5184604
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Keld,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Keld,,E01
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Keld,,1.0
Little Burdon,Instance,LocalDistribution,,
Little Burdon,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Little Burdon,,-1.494083118
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Little Burdon,,54.55110941
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Little Burdon,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Little Burdon,,E03
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Little Burdon,,3.0
Melkinthorpe,Instance,LocalDistribution,,
Melkinthorpe,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Melkinthorpe,,-2.674451533
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Melkinthorpe,,54.59454406
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Melkinthorpe,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Melkinthorpe,,E01
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Melkinthorpe,,1.0
Thrintoft,Instance,LocalDistribution,,
Thrintoft,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Thrintoft,,-1.484032384
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Thrintoft,,54.33844536
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Thrintoft,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Thrintoft,,E03
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Thrintoft,,3.0
Towlaw,Instance,LocalDistribution,,
Towlaw,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Towlaw,,-1.890999936
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Towlaw,,54.78308083
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Towlaw,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Towlaw,,E01
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Towlaw,,1.0
Wetheral,Instance,LocalDistribution,,
Wetheral,Instance,NO,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Wetheral,,-2.845568273
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Wetheral,,54.89495154
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Wetheral,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Wetheral,,E01
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Wetheral,,1.0
Horndon,Instance,LocalDistribution,,
Horndon,Instance,NT,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Horndon,,0.393326624
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Horndon,,51.52933566
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Horndon,,East
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Horndon,,E09
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Horndon,,9.0
Luxborough Lane,Instance,LocalDistribution,,
Luxborough Lane,Instance,NT,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Luxborough Lane,,0.062717127
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Luxborough Lane,,51.61571227
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Luxborough Lane,,East
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Luxborough Lane,,E10
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Luxborough Lane,,9.0
Peters Green,Instance,LocalDistribution,,
Peters Green,Instance,NT,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Peters Green,,-0.36079031
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Peters Green,,51.85675075
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Peters Green,,East
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Peters Green,,E08
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Peters Green,,8.0
Peters Green South Mimms,Instance,LocalDistribution,,
Peters Green South Mimms,Instance,NT,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Peters Green South Mimms,,-0.295193227
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Peters Green South Mimms,,51.88303519
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Peters Green South Mimms,,East
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Peters Green South Mimms,,E08
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Peters Green South Mimms,,8.0
Winkfield,Instance,LocalDistribution,,
Winkfield,Instance,NT,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Winkfield,,-0.688756004
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Winkfield,,51.44921969
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Winkfield,,East
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Winkfield,,E16
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Winkfield,,7.0
Audley,Instance,LocalDistribution,,
Audley,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Audley,,-2.35529551
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Audley,,53.05785883
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Audley,,Central
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Audley,,E12
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Audley,,4.0
Blackrod,Instance,LocalDistribution,,
Blackrod,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Blackrod,,-2.597963933
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Blackrod,,53.60202952
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Blackrod,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Blackrod,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Blackrod,,4.0
Ecclestone,Instance,LocalDistribution,,
Ecclestone,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Ecclestone,,-2.750757647
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Ecclestone,,53.61961025
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Ecclestone,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Ecclestone,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Ecclestone,,4.0
Holmes Chapel,Instance,LocalDistribution,,
Holmes Chapel,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Holmes Chapel,,-2.385779315
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Holmes Chapel,,53.20128945
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Holmes Chapel,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Holmes Chapel,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Holmes Chapel,,4.0
Lupton,Instance,LocalDistribution,,
Lupton,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Lupton,,-2.652054605
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Lupton,,54.2175077
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Lupton,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Lupton,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Lupton,,4.0
Malpas,Instance,LocalDistribution,,
Malpas,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Malpas,,-2.833150384
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Malpas,,53.02654411
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Malpas,,Central
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Malpas,,E12
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Malpas,,4.0
Mickle Trafford,Instance,LocalDistribution,,
Mickle Trafford,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Mickle Trafford,,-2.821248625
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Mickle Trafford,,53.22347232
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Mickle Trafford,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Mickle Trafford,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Mickle Trafford,,4.0
Partington,Instance,LocalDistribution,,
Partington,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Partington,,-2.411283982
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Partington,,53.42211487
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Partington,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Partington,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Partington,,4.0
Samlesbury,Instance,LocalDistribution,,
Samlesbury,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Samlesbury,,-2.636491408
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Samlesbury,,53.75175861
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Samlesbury,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Samlesbury,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Samlesbury,,4.0
Warburton,Instance,LocalDistribution,,
Warburton,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Warburton,,-2.482456208
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Warburton,,53.4090024
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Warburton,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Warburton,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Warburton,,4.0
Weston Point,Instance,LocalDistribution,,
Weston Point,Instance,NW,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Weston Point,,-2.717170246
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Weston Point,,53.31462443
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Weston Point,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Weston Point,,E04
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Weston Point,,4.0
Aberdeen,Instance,LocalDistribution,,
Aberdeen,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Aberdeen,,-2.383099662
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Aberdeen,,57.13682874
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Aberdeen,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Aberdeen,,E00
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Aberdeen,,0.0
Armadale,Instance,LocalDistribution,,
Armadale,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Armadale,,-3.744028434
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Armadale,,55.91836067
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Armadale,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Armadale,,E02
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Armadale,,1.0
Balgray,Instance,LocalDistribution,,
Balgray,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Balgray,,-2.95175581
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Balgray,,56.54967363
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Balgray,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Balgray,,E00
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Balgray,,0.0
Bathgate,Instance,LocalDistribution,,
Bathgate,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Bathgate,,-3.744387102
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Bathgate,,55.91785855
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Bathgate,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Bathgate,,E01
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Bathgate,,1.0
Broxburn,Instance,LocalDistribution,,
Broxburn,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Broxburn,,-3.455414104
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Broxburn,,55.92172244
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Broxburn,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Broxburn,,E02
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Broxburn,,1.0
Burnhervie,Instance,LocalDistribution,,
Burnhervie,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Burnhervie,,-2.466060143
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Burnhervie,,57.28353928
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Burnhervie,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Burnhervie,,E00
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Burnhervie,,2.0
Careston,Instance,LocalDistribution,,
Careston,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Careston,,-2.726519436
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Careston,,56.73503023
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Careston,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Careston,,E00
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Careston,,0.0
Drum,Instance,LocalDistribution,,
Drum,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Drum,,-2.383427147
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Drum,,57.13592317
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Drum,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Drum,,E00
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Drum,,0.0
Glenmavis,Instance,LocalDistribution,,
Glenmavis,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Glenmavis,,-4.00945623
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Glenmavis,,55.89109364
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Glenmavis,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Glenmavis,,E01
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Glenmavis,,0.0
Hume,Instance,LocalDistribution,,
Hume,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Hume,,-2.419757729
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Hume,,55.66964615
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Hume,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Hume,,E02
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Hume,,1.0
Kinknockie,Instance,LocalDistribution,,
Kinknockie,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Kinknockie,,-1.896472391
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Kinknockie,,57.47372062
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Kinknockie,,North
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitZone,Data Property,Kinknockie,,E00
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLinepackZone,Data Property,Kinknockie,,0.0
Langholm,Instance,LocalDistribution,,
Langholm,Instance,SC,http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasLocalDistributionZone,
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLongitude,Data Property,Langholm,,-2.933008983
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_system.owl#hasLatitude,Data Property,Langholm,,55.04513307
http://www.theworldavatar.com/ontology/ontogasgrid/gas_network_components.owl#hasNTSExitArea,Data Property,Langholm,,North
