country,capacity_MW,primary_fuel,generation_technology,year,age,output_MWh,fuel_used
Chile,165,bituminous,subcritical,2005,12,22800000,coal
Chile,182,coal,subcritical,1998,19,877487,coal
Chile,243,natural_gas,OCGT,1998,19,323059,gas
Chile,250,natural_gas,CCGT,2000,17,287087,gas
Chile,257,natural_gas,OCGT,2000,17,759984,gas
Chile,270,natural_gas,OCGT,2000,17,972114,gas
Chile,277,bituminous,subcritical,2000,17,1550877,coal
Chile,320,bituminous,subcritical,2000,17,1529953,coal
Chile,323,bituminous,subcritical,1964,53,2025825,coal
Chile,342,coal,subcritical,1964,53,2172687,coal
Chile,379,natural_gas,CCGT,1964,53,1160428,gas
Chile,400,natural_gas,CCGT,1964,53,1093263,gas
Chile,497,bituminous,subcritical,1964,53,219,coal
Chile,498,bituminous,subcritical,1970,47,749218,coal
Chile,515,bituminous,subcritical,1970,47,2353464,coal
Chile,545,coal,subcritical,1970,47,2214551,coal
Chile,591,coal,subcritical,1995,22,2962695,coal
Chile,608,coal,subcritical,1995,22,4047700,coal
Chile,778,natural_gas,CCGT,1995,22,0,gas
Chile,780,natural_gas,CCGT,1995,22,1790644,gas
Chile,868,natural_gas,OCGT,1995,22,0,gas
Chile,874,natural_gas,OCGT,1999,18,2922185,gas
Chile,875,subbituminous,subcritical,1999,18,1303533,coal
Chile,990,subbituminous,subcritical,1915,102,4375926,coal
China,37,subbituminous,subcritical,2002,15,266943,coal
China,48,subbituminous,subcritical,2000,17,349286,coal
China,50,subbituminous,subcritical,2001,16,362614,coal
China,50,subbituminous,subcritical,2002,15,359370,coal
China,62,subbituminous,subcritical,1973,44,57461,oil
China,64,subbituminous,subcritical,2007,10,0,gas
China,100,subbituminous,subcritical,2000,17,848890,coal
China,100,subbituminous,subcritical,1996,21,733102,coal
China,132,subbituminous,subcritical,1994,23,81200,gas
China,200,subbituminous,subcritical,1967,50,937871,coal
China,209,subbituminous,subcritical,2005,12,1594134,coal
China,250,subbituminous,subcritical,1998,19,1151590,coal
China,250,subbituminous,subcritical,1997,20,176216,oil
China,260,coal,subcritical,1997,20,1625424,coal
China,278,oil,OCGT,1997,20,1554022,oil
China,300,oil,OCGT,1938,79,1843377,coal
China,300,oil,OCGT,2012,5,0,coal
China,300,oil,OCGT,2008,9,0,coal
China,300,oil,OCGT,2004,13,810609,gas
China,305,oil,OCGT,2007,10,552122,coal
China,320,oil,OCGT,2005,12,1288146,coal
China,360,natural_gas,CCGT,1987,30,1157700,coal
China,360,natural_gas,CCGT,2006,11,0,gas
China,400,natural_gas,CCGT,1999,18,3005152,coal
China,400,natural_gas,CCGT,1982,35,1942295,coal
China,400,natural_gas,CCGT,2008,9,1954900,coal
China,460,natural_gas,CCGT,1956,61,2069346,coal
China,460,natural_gas,CCGT,1956,61,1490472,gas
China,470,natural_gas,CCGT,2006,11,4333410,coal
China,500,natural_gas,CCGT,2005,12,1725166,coal
China,510,natural_gas,CCGT,2003,14,3641594,coal
China,510,natural_gas,CCGT,2006,11,3641594,coal
China,600,bituminous,supercritical,2003,14,10100000,coal
China,600,bituminous,subcritical,2003,14,10100000,coal
China,600,coal,subcritical,2003,14,10100000,coal
China,600,anthracite,subcritical,2003,14,10100000,coal
China,600,bituminous,supercritical,1987,30,6220532,coal
China,600,bituminous,subcritical,1987,30,6220532,coal
China,600,coal,subcritical,1987,30,6220532,coal
China,600,anthracite,subcritical,1987,30,6220532,coal
China,600,bituminous,supercritical,1978,39,4574326,coal
China,600,bituminous,subcritical,1978,39,4574326,coal
China,600,coal,subcritical,1978,39,4574326,coal
China,600,anthracite,subcritical,1978,39,4574326,coal
China,600,bituminous,supercritical,1959,58,4352705,coal
China,600,bituminous,subcritical,1959,58,4352705,coal
China,600,coal,subcritical,1959,58,4352705,coal
China,600,anthracite,subcritical,1959,58,4352705,coal
China,600,bituminous,supercritical,2003,14,4058904,coal
China,600,bituminous,subcritical,2003,14,4058904,coal
China,600,coal,subcritical,2003,14,4058904,coal
China,600,anthracite,subcritical,2003,14,4058904,coal
China,600,bituminous,supercritical,1992,25,3385591,coal
China,600,bituminous,subcritical,1992,25,3385591,coal
China,600,coal,subcritical,1992,25,3385591,coal
China,600,anthracite,subcritical,1992,25,3385591,coal
China,600,bituminous,supercritical,1989,28,3509996,coal
China,600,bituminous,subcritical,1989,28,3509996,coal
China,600,coal,subcritical,1989,28,3509996,coal
China,600,anthracite,subcritical,1989,28,3509996,coal
China,600,bituminous,supercritical,1995,22,2916924,coal
China,600,bituminous,subcritical,1995,22,2916924,coal
China,600,coal,subcritical,1995,22,2916924,coal
China,600,anthracite,subcritical,1995,22,2916924,coal
China,600,bituminous,supercritical,2004,13,2769693,coal
China,600,bituminous,subcritical,2004,13,2769693,coal
China,600,coal,subcritical,2004,13,2769693,coal
China,600,anthracite,subcritical,2004,13,2769693,coal
China,600,bituminous,supercritical,2005,12,2769693,coal
China,600,bituminous,subcritical,2005,12,2769693,coal
China,600,coal,subcritical,2005,12,2769693,coal
China,600,anthracite,subcritical,2005,12,2769693,coal
China,600,bituminous,supercritical,2005,12,2508092,coal
China,600,bituminous,subcritical,2005,12,2508092,coal
China,600,coal,subcritical,2005,12,2508092,coal
China,600,anthracite,subcritical,2005,12,2508092,coal
China,600,bituminous,supercritical,1961,56,1983110,coal
China,600,bituminous,subcritical,1961,56,1983110,coal
China,600,coal,subcritical,1961,56,1983110,coal
China,600,anthracite,subcritical,1961,56,1983110,coal
China,600,bituminous,supercritical,2007,10,1921824,coal
China,600,bituminous,subcritical,2007,10,1921824,coal
China,600,coal,subcritical,2007,10,1921824,coal
China,600,anthracite,subcritical,2007,10,1921824,coal
China,600,bituminous,supercritical,1926,91,178046,coal
China,600,bituminous,subcritical,1926,91,178046,coal
China,600,coal,subcritical,1926,91,178046,coal
China,600,anthracite,subcritical,1926,91,178046,coal
China,600,bituminous,supercritical,2007,10,0,coal
China,600,bituminous,subcritical,2007,10,0,coal
China,600,coal,subcritical,2007,10,0,coal
China,600,anthracite,subcritical,2007,10,0,coal
China,600,bituminous,supercritical,2004,13,2901500,coal
China,600,bituminous,subcritical,2004,13,2901500,coal
China,600,coal,subcritical,2004,13,2901500,coal
China,600,anthracite,subcritical,2004,13,2901500,coal
China,600,bituminous,supercritical,1969,48,2611700,coal
China,600,bituminous,subcritical,1969,48,2611700,coal
China,600,coal,subcritical,1969,48,2611700,coal
China,600,anthracite,subcritical,1969,48,2611700,coal
China,600,bituminous,supercritical,2010,7,0,coal
China,600,bituminous,subcritical,2010,7,0,coal
China,600,coal,subcritical,2010,7,0,coal
China,600,anthracite,subcritical,2010,7,0,coal
China,600,bituminous,supercritical,2009,8,2901500,coal
China,600,bituminous,subcritical,2009,8,2901500,coal
China,600,coal,subcritical,2009,8,2901500,coal
China,600,anthracite,subcritical,2009,8,2901500,coal
China,600,bituminous,supercritical,2011,6,0,coal
China,600,bituminous,subcritical,2011,6,0,coal
China,600,coal,subcritical,2011,6,0,coal
China,600,anthracite,subcritical,2011,6,0,coal
China,600,natural_gas,CCGT,2011,6,2152820,gas
China,640,bituminous,subcritical,2011,6,2508092,coal
China,650,bituminous,subcritical,2005,12,2508092,coal
China,660,coal,subcritical,2007,10,2769693,coal
China,660,coal,subcritical,2004,13,2319216,coal
China,660,coal,subcritical,1992,25,1412055,coal
China,660,coal,subcritical,2010,7,0,coal
China,660,coal,subcritical,2007,10,0,coal
China,700,bituminous,subcritical,1987,30,3515515,coal
China,700,coal,subcritical,1987,30,3515515,coal
China,700,bituminous,subcritical,1999,18,3401184,coal
China,700,coal,subcritical,1999,18,3401184,coal
China,700,bituminous,subcritical,2001,16,3367272,coal
China,700,coal,subcritical,2001,16,3367272,coal
China,700,bituminous,subcritical,2009,8,3273300,coal
China,700,coal,subcritical,2009,8,3273300,coal
China,700,bituminous,subcritical,2009,8,0,coal
China,700,coal,subcritical,2009,8,0,coal
China,700,natural_gas,CCGT,2007,10,0,gas
China,724,natural_gas,CCGT,2001,16,3493254,coal
China,750,natural_gas,CCGT,2001,16,0,gas
China,754,natural_gas,CCGT,2007,10,0,gas
China,764,natural_gas,CCGT,2007,10,0,gas
China,780,natural_gas,CCGT,2007,10,0,gas
China,790,natural_gas,CCGT,2007,10,1827505,gas
China,795,natural_gas,CCGT,1986,31,2376889,coal
China,796,natural_gas,CCGT,2007,10,0,gas
China,800,bituminous,subcritical,1984,33,6658459,coal
China,800,coal,subcritical,1984,33,6658459,coal
China,800,bituminous,subcritical,2000,17,3879330,coal
China,800,coal,subcritical,2000,17,3879330,coal
China,800,bituminous,subcritical,2005,12,0,coal
China,800,coal,subcritical,2005,12,0,coal
China,800,bituminous,subcritical,2005,12,3162000,coal
China,800,coal,subcritical,2005,12,3162000,coal
China,800,natural_gas,CCGT,2005,12,3751761,gas
China,835,coal,supercritical,2005,12,525600,coal
China,845,coal,subcritical,1999,18,6576326,coal
China,850,coal,subcritical,1988,29,114582,coal
China,860,coal,subcritical,1988,29,4446510,coal
China,860,coal,subcritical,2001,16,1468640,coal
China,900,coal,subcritical,1991,26,1489420,coal
China,915,coal,subcritical,1997,20,7086880,coal
China,1000,lignite,subcritical,2004,13,6433591,coal
China,1000,lignite,subcritical,1988,29,5064816,coal
China,1000,lignite,subcritical,1992,25,542749,coal
China,1000,lignite,subcritical,1973,44,4660640,coal
China,1005,lignite,subcritical,1956,61,6219567,coal
China,1080,lignite,subcritical,1984,33,5172150,coal
China,1080,natural_gas,CCGT,1984,33,897278,gas
China,1083,natural_gas,CCGT,1984,33,897278,gas
China,1115,natural_gas,CCGT,1957,60,4993449,coal
China,1116,natural_gas,CCGT,1957,60,2151392,gas
China,1120,natural_gas,CCGT,1989,28,2500916,coal
China,1170,natural_gas,CCGT,1991,26,9524867,coal
China,1170,natural_gas,CCGT,1991,26,1641546,gas
China,1180,natural_gas,CCGT,2000,17,1244321,coal
China,1200,bituminous,supercritical,1995,22,9638495,coal
China,1200,coal,supercritical,1995,22,9638495,coal
China,1200,bituminous,subcritical,1995,22,9638495,coal
China,1200,anthracite,supercritical,1995,22,9638495,coal
China,1200,bituminous,supercritical,1996,21,0,coal
China,1200,coal,supercritical,1996,21,0,coal
China,1200,bituminous,subcritical,1996,21,0,coal
China,1200,anthracite,supercritical,1996,21,0,coal
China,1200,bituminous,supercritical,1993,24,6283780,coal
China,1200,coal,supercritical,1993,24,6283780,coal
China,1200,bituminous,subcritical,1993,24,6283780,coal
China,1200,anthracite,supercritical,1993,24,6283780,coal
China,1200,bituminous,supercritical,1998,19,6181089,coal
China,1200,coal,supercritical,1998,19,6181089,coal
China,1200,bituminous,subcritical,1998,19,6181089,coal
China,1200,anthracite,supercritical,1998,19,6181089,coal
China,1200,bituminous,supercritical,1996,21,6144295,coal
China,1200,coal,supercritical,1996,21,6144295,coal
China,1200,bituminous,subcritical,1996,21,6144295,coal
China,1200,anthracite,supercritical,1996,21,6144295,coal
China,1200,bituminous,supercritical,1999,18,6136179,coal
China,1200,coal,supercritical,1999,18,6136179,coal
China,1200,bituminous,subcritical,1999,18,6136179,coal
China,1200,anthracite,supercritical,1999,18,6136179,coal
China,1200,bituminous,supercritical,2000,17,6109963,coal
China,1200,coal,supercritical,2000,17,6109963,coal
China,1200,bituminous,subcritical,2000,17,6109963,coal
China,1200,anthracite,supercritical,2000,17,6109963,coal
China,1200,bituminous,supercritical,2007,10,6848842,coal
China,1200,coal,supercritical,2007,10,6848842,coal
China,1200,bituminous,subcritical,2007,10,6848842,coal
China,1200,anthracite,supercritical,2007,10,6848842,coal
China,1200,bituminous,supercritical,2005,12,5940181,coal
China,1200,coal,supercritical,2005,12,5940181,coal
China,1200,bituminous,subcritical,2005,12,5940181,coal
China,1200,anthracite,supercritical,2005,12,5940181,coal
China,1200,bituminous,supercritical,2004,13,6292797,coal
China,1200,coal,supercritical,2004,13,6292797,coal
China,1200,bituminous,subcritical,2004,13,6292797,coal
China,1200,anthracite,supercritical,2004,13,6292797,coal
China,1200,bituminous,supercritical,2006,11,6146662,coal
China,1200,coal,supercritical,2006,11,6146662,coal
China,1200,bituminous,subcritical,2006,11,6146662,coal
China,1200,anthracite,supercritical,2006,11,6146662,coal
China,1200,bituminous,supercritical,2007,10,6146662,coal
China,1200,coal,supercritical,2007,10,6146662,coal
China,1200,bituminous,subcritical,2007,10,6146662,coal
China,1200,anthracite,supercritical,2007,10,6146662,coal
China,1200,bituminous,supercritical,2007,10,13538,coal
China,1200,coal,supercritical,2007,10,13538,coal
China,1200,bituminous,subcritical,2007,10,13538,coal
China,1200,anthracite,supercritical,2007,10,13538,coal
China,1200,bituminous,supercritical,2005,12,5353323,coal
China,1200,coal,supercritical,2005,12,5353323,coal
China,1200,bituminous,subcritical,2005,12,5353323,coal
China,1200,anthracite,supercritical,2005,12,5353323,coal
China,1200,bituminous,supercritical,2007,10,5182357,coal
China,1200,coal,supercritical,2007,10,5182357,coal
China,1200,bituminous,subcritical,2007,10,5182357,coal
China,1200,anthracite,supercritical,2007,10,5182357,coal
China,1200,bituminous,supercritical,2006,11,2959098,coal
China,1200,coal,supercritical,2006,11,2959098,coal
China,1200,bituminous,subcritical,2006,11,2959098,coal
China,1200,anthracite,supercritical,2006,11,2959098,coal
China,1200,bituminous,supercritical,1996,21,2912202,coal
China,1200,coal,supercritical,1996,21,2912202,coal
China,1200,bituminous,subcritical,1996,21,2912202,coal
China,1200,anthracite,supercritical,1996,21,2912202,coal
China,1200,bituminous,supercritical,1998,19,2093900,coal
China,1200,coal,supercritical,1998,19,2093900,coal
China,1200,bituminous,subcritical,1998,19,2093900,coal
China,1200,anthracite,supercritical,1998,19,2093900,coal
China,1200,bituminous,supercritical,2007,10,0,coal
China,1200,coal,supercritical,2007,10,0,coal
China,1200,bituminous,subcritical,2007,10,0,coal
China,1200,anthracite,supercritical,2007,10,0,coal
China,1200,bituminous,supercritical,2010,7,0,coal
China,1200,coal,supercritical,2010,7,0,coal
China,1200,bituminous,subcritical,2010,7,0,coal
China,1200,anthracite,supercritical,2010,7,0,coal
China,1200,bituminous,supercritical,2008,9,0,coal
China,1200,coal,supercritical,2008,9,0,coal
China,1200,bituminous,subcritical,2008,9,0,coal
China,1200,anthracite,supercritical,2008,9,0,coal
China,1200,bituminous,supercritical,2012,5,0,coal
China,1200,coal,supercritical,2012,5,0,coal
China,1200,bituminous,subcritical,2012,5,0,coal
China,1200,anthracite,supercritical,2012,5,0,coal
China,1200,bituminous,supercritical,2013,4,0,coal
China,1200,coal,supercritical,2013,4,0,coal
China,1200,bituminous,subcritical,2013,4,0,coal
China,1200,anthracite,supercritical,2013,4,0,coal
China,1200,bituminous,supercritical,2011,6,0,coal
China,1200,coal,supercritical,2011,6,0,coal
China,1200,bituminous,subcritical,2011,6,0,coal
China,1200,anthracite,supercritical,2011,6,0,coal
China,1200,natural_gas,CCGT,2006,11,3897402,gas
China,1230,natural_gas,CCGT,1981,36,5368604,coal
China,1230,natural_gas,CCGT,1992,25,2950197,coal
China,1240,natural_gas,CCGT,1996,21,6358929,coal
China,1260,bituminous,supercritical,1986,31,10200000,coal
China,1260,coal,subcritical,1986,31,10200000,coal
China,1260,bituminous,supercritical,1990,27,6594887,coal
China,1260,coal,subcritical,1990,27,6594887,coal
China,1260,bituminous,supercritical,1990,27,6542240,coal
China,1260,coal,subcritical,1990,27,6542240,coal
China,1260,bituminous,supercritical,2007,10,6146662,coal
China,1260,coal,subcritical,2007,10,6146662,coal
China,1280,bituminous,supercritical,2006,11,6768891,coal
China,1300,coal,subcritical,1988,29,6500515,coal
China,1300,bituminous,cogeneration,1988,29,6500515,coal
China,1300,coal,subcritical,2007,10,6146662,coal
China,1300,bituminous,cogeneration,2007,10,6146662,coal
China,1300,coal,subcritical,2000,17,3675612,coal
China,1300,bituminous,cogeneration,2000,17,3675612,coal
China,1300,coal,subcritical,1999,18,3393471,coal
China,1300,bituminous,cogeneration,1999,18,3393471,coal
China,1314,coal,cogeneration,1999,18,0,coal
China,1320,bituminous,supercritical,2007,10,11800000,coal
China,1320,coal,subcritical,2007,10,11800000,coal
China,1320,bituminous,supercritical,2000,17,6845816,coal
China,1320,coal,subcritical,2000,17,6845816,coal
China,1320,bituminous,supercritical,2002,15,6669443,coal
China,1320,coal,subcritical,2002,15,6669443,coal
China,1320,bituminous,supercritical,2006,11,2465351,coal
China,1320,coal,subcritical,2006,11,2465351,coal
China,1320,bituminous,supercritical,2008,9,1175723,coal
China,1320,coal,subcritical,2008,9,1175723,coal
China,1320,bituminous,supercritical,2008,9,1169496,coal
China,1320,coal,subcritical,2008,9,1169496,coal
China,1320,bituminous,supercritical,2010,7,0,coal
China,1320,coal,subcritical,2010,7,0,coal
China,1320,bituminous,supercritical,2008,9,6229800,coal
China,1320,coal,subcritical,2008,9,6229800,coal
China,1320,bituminous,supercritical,2007,10,0,coal
China,1320,coal,subcritical,2007,10,0,coal
China,1320,bituminous,supercritical,2011,6,0,coal
China,1320,coal,subcritical,2011,6,0,coal
China,1350,coal,subcritical,1983,34,7189263,coal
China,1400,coal,subcritical,1958,59,12600000,coal
China,1400,coal,subcritical,1988,29,7525137,coal
China,1400,coal,subcritical,1989,28,7510805,coal
China,1400,coal,subcritical,1991,26,2253288,coal
China,1400,coal,subcritical,2009,8,0,coal
China,1420,coal,subcritical,2005,12,5405597,gas
China,1430,coal,subcritical,1987,30,6351414,coal
China,1500,coal,subcritical,1987,30,7618720,coal
China,1510,coal,subcritical,1990,27,7618720,coal
China,1516,natural_gas,CCGT,1990,27,0,gas
China,1528,natural_gas,CCGT,2008,9,0,gas
China,1560,natural_gas,CCGT,2008,9,2554022,gas
China,1600,natural_gas,CCGT,1986,31,13700000,coal
China,1630,natural_gas,CCGT,1992,25,5117416,coal
China,1770,natural_gas,CCGT,1978,39,12400000,coal
China,1800,natural_gas,CCGT,2001,16,10600000,coal
China,1800,natural_gas,CCGT,2005,12,8638171,coal
China,1800,natural_gas,CCGT,2004,13,2785137,coal
China,1800,natural_gas,CCGT,2004,13,1332980,coal
China,1800,natural_gas,CCGT,2011,6,11290000,coal
China,1840,bituminous,supercritical,2011,6,12900000,coal
China,1900,coal,subcritical,1997,20,5342404,coal
China,1900,coal,subcritical,1998,19,3455355,coal
China,1920,bituminous,subcritical,2001,16,2857842,coal
China,1950,bituminous,supercritical,2005,12,10200000,coal
China,1960,bituminous,supercritical,1998,19,4249129,coal
China,1960,bituminous,supercritical,2004,13,12073,coal
China,1980,bituminous,supercritical,1995,22,11300000,coal
China,2000,bituminous,subcritical,1993,24,12300000,coal
China,2000,bituminous,ultrasupercritical,1993,24,12300000,coal
China,2000,coal,ultrasupercritical,1993,24,12300000,coal
China,2000,bituminous,subcritical,2010,7,0,coal
China,2000,bituminous,ultrasupercritical,2010,7,0,coal
China,2000,coal,ultrasupercritical,2010,7,0,coal
China,2000,bituminous,subcritical,2012,5,0,coal
China,2000,bituminous,ultrasupercritical,2012,5,0,coal
China,2000,coal,ultrasupercritical,2012,5,0,coal
China,2030,coal,ultrasupercritical,1988,29,4153135,coal
China,2060,coal,ultrasupercritical,2000,17,3385291,coal
China,2060,coal,subcritical,2000,17,3385291,coal
China,2072,coal,ultrasupercritical,2009,8,0,coal
China,2100,coal,ultrasupercritical,1974,43,17300000,coal
China,2100,coal,ultrasupercritical,1993,24,6578689,coal
China,2200,coal,subcritical,1996,21,6119035,coal
China,2400,coal,subcritical,1991,26,14300000,coal
China,2400,bituminous,subcritical,1991,26,14300000,coal
China,2400,coal,supercritical,1991,26,14300000,coal
China,2400,coal,subcritical,1995,22,6235413,coal
China,2400,bituminous,subcritical,1995,22,6235413,coal
China,2400,coal,supercritical,1995,22,6235413,coal
China,2400,coal,subcritical,2006,11,6292797,coal
China,2400,bituminous,subcritical,2006,11,6292797,coal
China,2400,coal,supercritical,2006,11,6292797,coal
China,2400,coal,subcritical,2997,-980,6146662,coal
China,2400,bituminous,subcritical,2997,-980,6146662,coal
China,2400,coal,supercritical,2997,-980,6146662,coal
China,2400,coal,subcritical,2006,11,5267840,coal
China,2400,bituminous,subcritical,2006,11,5267840,coal
China,2400,coal,supercritical,2006,11,5267840,coal
China,2470,coal,subcritical,1985,32,15500000,coal
China,2475,coal,subcritical,1985,32,15100000,coal
China,2500,coal,subcritical,1996,21,10900000,gas
China,2510,bituminous,supercritical,1989,28,15900000,coal
China,2520,bituminous,subcritical,1992,25,7385434,coal
China,2520,coal,subcritical,1992,25,7385434,coal
China,2520,bituminous,subcritical,2006,11,6292797,coal
China,2520,coal,subcritical,2006,11,6292797,coal
China,2520,bituminous,subcritical,2004,13,5413975,coal
China,2520,coal,subcritical,2004,13,5413975,coal
China,2520,bituminous,subcritical,2008,9,2874436,coal
China,2520,coal,subcritical,2008,9,2874436,coal
China,2520,bituminous,subcritical,2008,9,12073,coal
China,2520,coal,subcritical,2008,9,12073,coal
China,2520,bituminous,subcritical,2005,12,0,coal
China,2520,coal,subcritical,2005,12,0,coal
China,2525,coal,subcritical,2006,11,6972110,coal
China,2560,coal,subcritical,1991,26,15500000,coal
China,2600,coal,subcritical,2000,17,16300000,coal
China,2600,coal,subcritical,1988,29,7525137,coal
China,2600,coal,subcritical,2006,11,2488873,coal
China,2620,coal,subcritical,1990,27,6913434,coal
China,2640,coal,subcritical,1991,26,15900000,coal
China,2640,coal,subcritical,2009,8,0,coal
China,2780,coal,subcritical,2006,11,0,coal
China,3180,coal,subcritical,1999,18,10700000,coal
China,3200,coal,supercritical,2005,12,12400000,coal
China,3200,coal,supercritical,2007,10,6146662,coal
China,3200,coal,supercritical,1995,22,3922143,coal
China,3320,coal,supercritical,2007,10,5182357,coal
China,3400,coal,supercritical,1999,18,9419337,coal
China,3600,bituminous,supercritical,1999,18,20100000,coal
China,3720,bituminous,supercritical,2003,14,8531764,coal
China,4068,bituminous,supercritical,1982,35,14200000,coal
China,4200,coal,ultrasupercritical,1982,35,15600000,coal
China,4400,coal,supercritical,2004,13,15600000,coal
China,4400,bituminous,supercritical,2004,13,15600000,coal
China,4540,bituminous,subcritical,1985,32,34500000,coal
China,5000,bituminous,subcritical,1995,22,20200000,coal
China,5000,coal,subcritical,1995,22,20200000,coal
China,5400,coal,subcritical,1995,22,23300000,coal
China,6600,coal,supercritical,1995,22,23300000,coal
Colombia,50,natural_gas,OCGT,1995,22,128060,gas
Colombia,127,natural_gas,subcritical,1980,37,105487,gas
Colombia,163,bituminous,subcritical,1980,37,470734,coal
Colombia,169,natural_gas,OCGT,1980,37,564137,gas
Colombia,208,oil,subcritical,1980,37,416230,oil
Colombia,210,natural_gas,CCGT,1980,37,342142,gas
Colombia,223,coal,subcritical,1980,37,1059924,coal
Colombia,240,coal,subcritical,1999,18,447247,gas
Colombia,242,natural_gas,CCGT,1999,18,323059,gas
Colombia,300,natural_gas,CCGT,1999,18,810609,gas
Colombia,314,natural_gas,OCGT,1999,18,0,gas
Colombia,330,bituminous,subcritical,1999,18,797103,coal
Colombia,332,natural_gas,OCGT,1999,18,1553993,gas
Colombia,346,bituminous,subcritical,1999,18,2132745,coal
Colombia,610,natural_gas,CCGT,1999,18,1850903,gas
Colombia,750,natural_gas,CCGT,1996,21,1764947,gas
Congo,26,oil,engine,1996,21,33927,oil
Congo,100,natural_gas,OCGT,1996,21,426830,gas
Congo,294,natural_gas,OCGT,1996,21,1366479,gas
Costa_Rica,32,oil,engine,1996,21,28378,oil
Costa_Rica,200,oil,engine,1996,21,416230,oil
Costa_Rica,234,oil,OCGT,1996,21,530052,oil
Cote_DIvoire,87,natural_gas,CCGT,1996,21,334871,gas
Cote_DIvoire,210,natural_gas,OCGT,1996,21,342142,gas
Cote_DIvoire,288,natural_gas,OCGT,2009,8,1002289,gas
Cote_DIvoire,328,natural_gas,CCGT,2009,8,1021104,gas
Croatia,78,natural_gas,CCGT,2009,8,261534,gas
Croatia,89,natural_gas,OCGT,2009,8,59335,gas
Croatia,320,oil,subcritical,2009,8,2426218,oil
Croatia,330,coal,subcritical,2009,8,797103,coal
Croatia,370,natural_gas,CCGT,2009,8,0,gas
Croatia,420,oil,subcritical,2009,8,2202695,oil
Croatia,868,natural_gas,CCGT,2009,8,0,gas
Cyprus,81,natural_gas,CCGT,2009,8,238236,gas
Cyprus,140,oil,OCGT,2009,8,792971,oil
Cyprus,460,oil,subcritical,2009,8,2202695,oil
Czech_Republic,69,coal,subcritical,2009,8,12236,coal
Czech_Republic,95,lignite,cogeneration,2009,8,554103,coal
Czech_Republic,105,lignite,cogeneration,1955,62,873708,coal
Czech_Republic,165,lignite,subcritical,1957,60,1029548,coal
Czech_Republic,185,natural_gas,CCGT,1957,60,297322,gas
Czech_Republic,237,lignite,subcritical,1957,60,1914940,coal
Czech_Republic,296,lignite,subcritical,1958,59,1633800,coal
Czech_Republic,330,lignite,subcritical,1966,51,2176713,coal
Czech_Republic,352,lignite,cogeneration,1966,51,1157700,coal
Czech_Republic,363,lignite,subcritical,1966,51,2199279,coal
Czech_Republic,500,lignite,subcritical,1971,46,3654316,coal
Czech_Republic,516,coal,subcritical,1971,46,2353464,coal
Czech_Republic,720,lignite,subcritical,1971,46,3493254,coal
Czech_Republic,800,coal,cogeneration,1979,38,5429616,coal
Czech_Republic,800,lignite,subcritical,1979,38,5429616,coal
Czech_Republic,800,lignite,cogeneration,1979,38,5429616,coal
Czech_Republic,800,coal,cogeneration,1972,45,3606368,coal
Czech_Republic,800,lignite,subcritical,1972,45,3606368,coal
Czech_Republic,800,lignite,cogeneration,1972,45,3606368,coal
Czech_Republic,800,coal,cogeneration,1974,43,3515612,coal
Czech_Republic,800,lignite,subcritical,1974,43,3515612,coal
Czech_Republic,800,lignite,cogeneration,1974,43,3515612,coal
Czech_Republic,1000,lignite,subcritical,1972,45,4504684,coal
Czech_Republic,1490,lignite,subcritical,1967,50,10700000,coal
Denmark,52,coal,subcritical,1967,50,360102,coal
Denmark,290,natural_gas,CCGT,1967,50,1259644,gas
Denmark,378,coal,supercritical,2003,14,1503345,coal
Denmark,392,natural_gas,supercritical,2003,14,1688199,gas
Denmark,397,coal,subcritical,2003,14,1498502,coal
Denmark,409,coal,subcritical,2003,14,1429297,coal
Denmark,410,coal,subcritical,1971,46,1429297,coal
Denmark,438,coal,subcritical,1971,46,2721132,coal
Denmark,626,coal,subcritical,1971,46,3907924,coal
Denmark,646,oil,subcritical,1971,46,3328857,oil
Denmark,675,oil,subcritical,1974,43,1112220,coal
Denmark,716,coal,subcritical,1974,43,4859672,coal
Denmark,750,coal,subcritical,1974,43,3232147,coal
Denmark,750,natural_gas,CCGT,1974,43,1764947,gas
Denmark,790,coal,subcritical,1974,43,2376889,coal
Denmark,825,coal,subcritical,1974,43,525600,coal
Egypt,23,natural_gas,OCGT,1974,43,12145,gas
Egypt,48,natural_gas,OCGT,1974,43,277773,gas
Egypt,60,natural_gas,subcritical,1974,43,36949,gas
Egypt,66,oil,subcritical,1974,43,44123,oil
Egypt,90,oil,subcritical,1974,43,0,oil
Egypt,100,natural_gas,OCGT,1974,43,426830,gas
Egypt,140,natural_gas,CCGT,1974,43,980315,gas
Egypt,143,natural_gas,OCGT,1974,43,114057,gas
Egypt,154,oil,OCGT,1974,43,56786,oil
Egypt,156,natural_gas,CCGT,1974,43,186171,gas
Egypt,165,natural_gas,CCGT,1974,43,949797,gas
Egypt,190,natural_gas,CCGT,1974,43,192948,gas
Egypt,195,oil,subcritical,1974,43,416230,oil
Egypt,200,natural_gas,OCGT,1974,43,685516,gas
Egypt,200,oil,subcritical,1974,43,416230,oil
Egypt,300,oil,subcritical,1974,43,2145390,oil
Egypt,318,natural_gas,CCGT,1974,43,1085118,gas
Egypt,350,oil,subcritical,1974,43,2426218,oil
Egypt,420,oil,subcritical,1974,43,2202695,oil
Egypt,440,oil,subcritical,1974,43,2202695,oil
