Year      Month     Day      Hour      X(m)      Y(m)      Z(m)      O3        NO        NO2       H2O2      N2O5      HNO3      HONO      SO2       Sulphate  CO        C2H6      HCHO      CH3CHO    C2H4      PAN       nC4H10    CH3COC2H5 C3H6      oXylene   isoprene  PM2.5     PM10      
2020  5  6 12  370628.312  143794.703      70.000   0.2754629E+00   0.4336824E+02   0.2009462E+01   0.7710426E-05   0.1255805E-07   0.1419615E-02   0.2964346E-01   0.2054961E+01   0.1314034E-03   0.3341166E+01   0.3562895E+00   0.2828027E+00   0.3123359E+00   0.6211163E+00   0.4676171E-05   0.4488245E+01   0.1931626E-01   0.9861241E+00   0.2362332E+01   0.0000000E+00   0.2182391E-02   0.2206617E-02
2020  5  6 12  370628.312  145794.703      70.000   0.2125607E+00   0.1266345E+02   0.4528652E+00   0.2110256E-05   0.1677328E-08   0.3939894E-03   0.7471807E-02   0.5961796E+00   0.4418802E-04   0.9694958E+00   0.1033450E+00   0.8173183E-01   0.9063525E-01   0.1801469E+00   0.1180646E-05   0.1302074E+01   0.5615718E-02   0.2860068E+00   0.6853569E+00   0.0000000E+00   0.6274346E-03   0.6383965E-03
2020  5  6 12  370628.312  147794.703      70.000   0.4522239E-01   0.1123626E+01   0.1675365E-01   0.1159516E-06   0.8253733E-11   0.2468079E-04   0.6199004E-03   0.5205412E-01   0.4306675E-05   0.8486365E-01   0.9042745E-02   0.7141667E-02   0.7922054E-02   0.1576609E-01   0.6498719E-07   0.1137129E+00   0.4907814E-03   0.2499589E-01   0.5977819E-01   0.0000000E+00   0.5030482E-04   0.5172890E-04
2020  5  6 12  370628.312  149794.703      70.000   0.5235414E-04   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.5587715E-15   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
2020  5  6 12  372628.312  131794.703      70.000   0.5709287E-02   0.2151685E+00   0.1156271E-02   0.5113624E-08   0.9270137E-14   0.1871924E-05   0.1128194E-03   0.9892321E-02   0.4522462E-06   0.1614175E-01   0.1721279E-02   0.1370008E-02   0.1504651E-02   0.3002075E-02   0.6153663E-08   0.2161438E-01   0.9261649E-04   0.4756968E-02   0.1135459E-01   0.0000000E+00   0.9449006E-05   0.9593782E-05
2020  5  6 12  372628.312  133794.703      70.000   0.1665937E-02   0.5621874E-02   0.3041080E-04   0.1306514E-07   0.3746607E-12   0.1779915E-05   0.2861823E-05   0.2575025E-03   0.3052138E-06   0.4208099E-03   0.4486805E-04   0.3571958E-04   0.3918741E-04   0.7826549E-04   0.1178764E-10   0.5627165E-03   0.2410059E-05   0.1239110E-03   0.2953757E-03   0.0000000E+00   0.2397301E-06   0.2433063E-06
2020  5  6 12  372628.312  135794.703      70.000   0.1537038E+00   0.7519131E+01   0.2645264E+00   0.5380900E-06   0.7743787E-09   0.1097682E-03   0.3530779E-02   0.3524462E+00   0.1197972E-04   0.5749854E+00   0.6134739E-01   0.4909029E-01   0.5358553E-01   0.1070112E+00   0.4143253E-06   0.7701281E+00   0.3286893E-02   0.1695767E+00   0.4045552E+00   0.0000000E+00   0.3247825E-03   0.3324005E-03
2020  5  6 12  372628.312  137794.703      70.000   0.2693316E+00   0.4049652E+02   0.1835707E+01   0.4440737E-05   0.1098540E-07   0.6121665E-03   0.1597902E-01   0.1911953E+01   0.6030052E-04   0.3116599E+01   0.3324682E+00   0.2652568E+00   0.2904992E+00   0.5798781E+00   0.2350785E-05   0.4177358E+01   0.1781829E-01   0.9194566E+00   0.2195636E+01   0.0000000E+00   0.1820682E-02   0.1866353E-02
2020  5  6 12  372628.312  139794.703      70.000   0.2956024E+00   0.1183709E+03   0.5909264E+01   0.1884245E-04   0.4299784E-07   0.3067811E-02   0.6284704E-01   0.5598469E+01   0.2691428E-03   0.9141425E+01   0.9746940E+00   0.7756074E+00   0.8518008E+00   0.1700100E+01   0.1063526E-04   0.1223327E+02   0.5238424E-01   0.2693056E+01   0.6424713E+01   0.0000000E+00   0.5149872E-02   0.5256592E-02
2020  5  6 12  372628.312  141794.703      70.000   0.3016778E+00   0.1498116E+03   0.7567066E+01   0.2279353E-04   0.5627369E-07   0.4047287E-02   0.9010237E-01   0.7102375E+01   0.3520093E-03   0.1157002E+02   0.1234043E+01   0.9832302E+00   0.1079849E+01   0.2151973E+01   0.1381846E-04   0.1551610E+02   0.6652013E-01   0.3412935E+01   0.8157861E+01   0.0000000E+00   0.7006409E-02   0.7115757E-02
2020  5  6 12  372628.312  143794.703      70.000   0.2847986E+00   0.5873427E+02   0.2803232E+01   0.1017507E-04   0.1864567E-07   0.1875766E-02   0.3807469E-01   0.2784566E+01   0.1718409E-03   0.4528846E+01   0.4829645E+00   0.3836697E+00   0.4232603E+00   0.8419923E+00   0.6094864E-05   0.6082030E+01   0.2615985E-01   0.1336555E+01   0.3200608E+01   0.0000000E+00   0.2907302E-02   0.2945526E-02
2020  5  6 12  372628.312  145794.703      70.000   0.1435650E+00   0.5519304E+01   0.1558455E+00   0.8826868E-06   0.3379089E-09   0.1742931E-03   0.3425495E-02   0.2587548E+00   0.2197368E-04   0.4205592E+00   0.4482169E-01   0.3537016E-01   0.3934419E-01   0.7812042E-01   0.4959922E-06   0.5650782E+00   0.2443972E-02   0.1240612E+00   0.2975271E+00   0.0000000E+00   0.2781584E-03   0.2829868E-03
2020  5  6 12  372628.312  147794.703      70.000   0.1934126E-02   0.9598526E-01   0.3185785E-03   0.4388433E-08   0.0000000E+00   0.1256460E-05   0.6075492E-04   0.4374194E-02   0.4137753E-06   0.7134701E-02   0.7600320E-03   0.5981497E-03   0.6653814E-03   0.1325018E-02   0.2372849E-08   0.9555494E-02   0.4120914E-04   0.2099929E-02   0.5021914E-02   0.0000000E+00   0.4168228E-05   0.4286387E-05
2020  5  6 12  372628.312  149794.703      70.000   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
2020  5  6 12  374628.312  131794.703      70.000   0.1825639E-01   0.5291033E+00   0.3795935E-02   0.2458286E-07   0.2467444E-12   0.7313587E-05   0.3115107E-03   0.2438564E-01   0.1481418E-05   0.3979088E-01   0.4242034E-02   0.3369381E-02   0.3711120E-02   0.7397841E-02   0.2057730E-07   0.5327965E-01   0.2290549E-03   0.1172219E-01   0.2799081E-01   0.0000000E+00   0.2345965E-04   0.2380940E-04
2020  5  6 12  374628.312  133794.703      70.000   0.6496913E-02   0.8713854E-02   0.6144437E-04   0.1438366E-07   0.9978134E-13   0.2519024E-05   0.7295827E-05   0.4064622E-03   0.6038042E-06   0.6586824E-03   0.7020735E-04   0.5531264E-04   0.6174831E-04   0.1223236E-03   0.2704998E-08   0.8873741E-03   0.3846967E-05   0.1945835E-03   0.4679399E-03   0.0000000E+00   0.4630020E-06   0.4643296E-06
2020  5  6 12  374628.312  135794.703      70.000   0.1086203E+00   0.3551112E+01   0.8066436E-01   0.1603289E-06   0.9754091E-10   0.4815102E-04   0.1980249E-02   0.1651544E+00   0.6775806E-05   0.2691414E+00   0.2871583E-01   0.2296732E-01   0.2511309E-01   0.5008137E-01   0.1827120E-06   0.3608316E+00   0.1545355E-02   0.7940213E-01   0.1896457E+00   0.0000000E+00   0.1573809E-03   0.1605149E-03
2020  5  6 12  374628.312  137794.703      70.000   0.2148328E+00   0.1271790E+02   0.4723849E+00   0.2107272E-05   0.1880996E-08   0.3455591E-03   0.6708013E-02   0.5982325E+00   0.3837103E-04   0.9742678E+00   0.1038505E+00   0.8217060E-01   0.9094227E-01   0.1810681E+00   0.1113649E-05   0.1306778E+01   0.5615202E-02   0.2872671E+00   0.6873370E+00   0.0000000E+00   0.6055507E-03   0.6199951E-03
2020  5  6 12  374628.312  139794.703      70.000   0.2879477E+00   0.9125904E+02   0.4489854E+01   0.1388918E-04   0.3158243E-07   0.2260111E-02   0.4509444E-01   0.4312854E+01   0.2018444E-03   0.7044576E+01   0.7511184E+00   0.5978693E+00   0.6562568E+00   0.1310188E+01   0.7662742E-05   0.9424411E+01   0.4034214E-01   0.2075033E+01   0.4948671E+01   0.0000000E+00   0.3902907E-02   0.3991823E-02
2020  5  6 12  374628.312  141794.703      70.000   0.3031258E+00   0.2231142E+03   0.1142147E+02   0.2484399E-04   0.8718650E-07   0.3965233E-02   0.9480372E-01   0.1058500E+02   0.3449444E-03   0.1722818E+02   0.1838451E+01   0.1470173E+01   0.1607788E+01   0.3206128E+01   0.1421911E-04   0.2312384E+02   0.9873246E-01   0.5087228E+01   0.1216196E+02   0.0000000E+00   0.1039909E-01   0.1063543E-01
2020  5  6 12  374628.312  143794.703      70.000   0.2845232E+00   0.6895319E+02   0.3320053E+01   0.1006113E-04   0.2244381E-07   0.1730849E-02   0.3724154E-01   0.3271890E+01   0.1597526E-03   0.5316098E+01   0.5671240E+00   0.4515388E+00   0.4968929E+00   0.9887103E+00   0.5790335E-05   0.7146038E+01   0.3064666E-01   0.1570341E+01   0.3762235E+01   0.0000000E+00   0.3451406E-02   0.3508106E-02
2020  5  6 12  374628.312  145794.703      70.000   0.6733277E-01   0.9774951E+00   0.1508711E-01   0.2510178E-06   0.3340056E-11   0.5622496E-04   0.1290558E-02   0.4539686E-01   0.8124062E-05   0.7352818E-01   0.7833169E-02   0.6148757E-02   0.6908639E-02   0.1364298E-01   0.1477967E-06   0.9909136E-01   0.4347956E-03   0.2169804E-01   0.5226635E-01   0.0000000E+00   0.5634846E-04   0.5652975E-04
2020  5  6 12  374628.312  147794.703      70.000   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1112450E-09   0.1358721E-12   0.1097628E-07   0.4749423E-06   0.0000000E+00   0.1535379E-07   0.6315121E-11   0.0000000E+00   0.0000000E+00   0.3946951E-12   0.0000000E+00   0.0000000E+00   0.6315121E-11   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
2020  5  6 12  374628.312  149794.703      70.000   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.1903022E-18   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.6235822E-14   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
2020  5  6 12  376628.312  131794.703      70.000   0.1779785E-01   0.4452124E+00   0.2416615E-02   0.2411137E-07   0.9787194E-13   0.6889729E-05   0.2763197E-03   0.2050906E-01   0.1573872E-05   0.3344663E-01   0.3564625E-02   0.2821611E-02   0.3121445E-02   0.6215450E-02   0.1701343E-07   0.4480503E-01   0.1931868E-03   0.9851828E-02   0.2354751E-01   0.0000000E+00   0.2013291E-04   0.2045922E-04
2020  5  6 12  376628.312  133794.703      70.000   0.2831787E-01   0.4178360E+00   0.3855971E-02   0.4514339E-09   0.7561765E-12   0.3091651E-06   0.1662134E-03   0.1912668E-01   0.9957483E-06   0.3135612E-01   0.3343822E-02   0.2674782E-02   0.2913742E-02   0.5835397E-02   0.2274963E-08   0.4181293E-01   0.1784489E-03   0.9222072E-02   0.2190949E-01   0.0000000E+00   0.1580186E-04   0.1627540E-04
2020  5  6 12  376628.312  135794.703      70.000   0.1192724E+00   0.4621183E+01   0.1084580E+00   0.5007562E-06   0.1557074E-09   0.1203160E-03   0.3424349E-02   0.2153707E+00   0.1636935E-04   0.3511167E+00   0.3742633E-01   0.2968894E-01   0.3279741E-01   0.6525574E-01   0.3661136E-06   0.4704984E+00   0.2033407E-02   0.1034390E+00   0.2472916E+00   0.0000000E+00   0.2138510E-03   0.2158083E-03
2020  5  6 12  376628.312  137794.703      70.000   0.2182422E+00   0.1247714E+02   0.4795705E+00   0.1145753E-05   0.2010841E-08   0.1859120E-03   0.3730595E-02   0.5865143E+00   0.2343936E-04   0.9553823E+00   0.1019234E+00   0.8133634E-01   0.8911128E-01   0.1777545E+00   0.5514483E-06   0.1281359E+01   0.5473679E-02   0.2819420E+00   0.6737079E+00   0.0000000E+00   0.5605624E-03   0.5806478E-03
2020  5  6 12  376628.312  139794.703      70.000   0.2947251E+00   0.1334298E+03   0.6693514E+01   0.1623733E-04   0.4906460E-07   0.2481587E-02   0.5806861E-01   0.6311680E+01   0.2193145E-03   0.1030130E+02   0.1098823E+01   0.8774405E+00   0.9597425E+00   0.1916743E+01   0.9265336E-05   0.1379185E+02   0.5887501E-01   0.3036906E+01   0.7244151E+01   0.0000000E+00   0.5739823E-02   0.5883835E-02
2020  5  6 12  376628.312  141794.703      70.000   0.2997435E+00   0.2017043E+03   0.1030262E+02   0.2397225E-04   0.7836080E-07   0.3595316E-02   0.8181253E-01   0.9567062E+01   0.3122230E-03   0.1557522E+02   0.1661899E+01   0.1327824E+01   0.1453185E+01   0.2898280E+01   0.1324702E-04   0.2090039E+02   0.8921903E-01   0.4598323E+01   0.1099163E+02   0.0000000E+00   0.9315020E-02   0.9541842E-02
2020  5  6 12  376628.312  143794.703      70.000   0.2726355E+00   0.5734245E+02   0.2725258E+01   0.7940192E-05   0.1771332E-07   0.1369466E-02   0.3282163E-01   0.2722171E+01   0.1269043E-03   0.4418136E+01   0.4714131E+00   0.3755959E+00   0.4132082E+00   0.8217777E+00   0.4746049E-05   0.5944851E+01   0.2548850E-01   0.1305960E+01   0.3131473E+01   0.0000000E+00   0.2953386E-02   0.2994987E-02
2020  5  6 12  376628.312  145794.703      70.000   0.3092663E-01   0.3884259E-01   0.1565279E-03   0.8939251E-07   0.0000000E+00   0.2529778E-04   0.4923436E-03   0.1820618E-02   0.3308198E-05   0.2885706E-02   0.3076804E-03   0.2402846E-03   0.2765845E-03   0.5341501E-03   0.5538348E-07   0.3964369E-02   0.1853859E-04   0.8579219E-03   0.2112466E-02   0.0000000E+00   0.6235433E-05   0.5650344E-05
2020  5  6 12  376628.312  147794.703      70.000   0.1979661E-02   0.6239326E-01   0.5624616E-03   0.2219012E-08   0.4033855E-13   0.7368541E-06   0.3010264E-04   0.2878825E-02   0.1750498E-06   0.4696923E-02   0.5009405E-03   0.3985374E-03   0.4371681E-03   0.8737262E-03   0.1802914E-08   0.6290302E-02   0.2676202E-04   0.1384621E-02   0.3304353E-02   0.0000000E+00   0.2905721E-05   0.2930614E-05
2020  5  6 12  376628.312  149794.703      70.000   0.6875325E-03   0.1768941E-01   0.4499542E-04   0.6299233E-10   0.0000000E+00   0.5500387E-07   0.4162621E-05   0.8253682E-03   0.1435029E-07   0.1330429E-02   0.1421113E-03   0.1135005E-03   0.1247582E-03   0.2476052E-03   0.1999643E-09   0.1801422E-02   0.7676223E-05   0.3950168E-03   0.9521216E-03   0.0000000E+00   0.1050422E-05   0.1076386E-05
2020  5  6 12  378628.312  131794.703      70.000   0.9404543E-02   0.1743594E+00   0.1776260E-03   0.7693693E-08   0.9438631E-15   0.2360303E-05   0.1122240E-03   0.7990634E-02   0.8445402E-06   0.1302177E-01   0.1386996E-02   0.1090397E-02   0.1216106E-02   0.2417756E-02   0.4201908E-08   0.1745375E-01   0.7557114E-04   0.3833971E-02   0.9177930E-02   0.0000000E+00   0.8066646E-05   0.8234452E-05
2020  5  6 12  378628.312  133794.703      70.000   0.5871829E-01   0.1297339E+01   0.1946416E-01   0.4121150E-07   0.8817948E-11   0.1390299E-04   0.6612181E-03   0.5985511E-01   0.3083445E-05   0.9788887E-01   0.1043898E-01   0.8334139E-02   0.9112664E-02   0.1821191E-01   0.4806950E-07   0.1308147E+00   0.5597761E-03   0.2882041E-01   0.6863522E-01   0.0000000E+00   0.5242484E-04   0.5380311E-04
2020  5  6 12  378628.312  135794.703      70.000   0.1470312E+00   0.7295282E+01   0.1894693E+00   0.9288409E-06   0.3547771E-09   0.2091882E-03   0.5199373E-02   0.3408255E+00   0.2796155E-04   0.5559659E+00   0.5924487E-01   0.4688346E-01   0.5191624E-01   0.1032988E+00   0.6130134E-06   0.7445867E+00   0.3220394E-02   0.1637015E+00   0.3912732E+00   0.0000000E+00   0.3361977E-03   0.3394454E-03
2020  5  6 12  378628.312  137794.703      70.000   0.2202002E+00   0.1207101E+02   0.4716220E+00   0.9129594E-06   0.2038287E-08   0.1529760E-03   0.3013805E-02   0.5669998E+00   0.1864033E-04   0.9242226E+00   0.9861835E-01   0.7888264E-01   0.8613529E-01   0.1720174E+00   0.4825327E-06   0.1238856E+01   0.5277046E-02   0.2727420E+00   0.6510969E+00   0.0000000E+00   0.5233706E-03   0.5436678E-03
2020  5  6 12  378628.312  139794.703      70.000   0.3030563E+00   0.2011398E+03   0.1024534E+02   0.2498663E-04   0.7770532E-07   0.3912714E-02   0.9564466E-01   0.9522150E+01   0.3391552E-03   0.1553571E+02   0.1657236E+01   0.1323564E+01   0.1447842E+01   0.2890704E+01   0.1521120E-04   0.2080645E+02   0.8885492E-01   0.4580843E+01   0.1093035E+02   0.0000000E+00   0.8780528E-02   0.8982514E-02
2020  5  6 12  378628.312  141794.703      70.000   0.3003896E+00   0.1801168E+03   0.9166947E+01   0.2406290E-04   0.6929252E-07   0.3723085E-02   0.8410779E-01   0.8538531E+01   0.3221906E-03   0.1391014E+02   0.1483922E+01   0.1184046E+01   0.1297518E+01   0.2587955E+01   0.1375403E-04   0.1865428E+02   0.7971725E-01   0.4104504E+01   0.9807455E+01   0.0000000E+00   0.8230098E-02   0.8414187E-02
2020  5  6 12  378628.312  143794.703      70.000   0.2609931E+00   0.3965801E+02   0.1808185E+01   0.5549601E-05   0.1071509E-07   0.9993168E-03   0.2385472E-01   0.1879872E+01   0.9326396E-04   0.3052159E+01   0.3256386E+00   0.2593734E+00   0.2854311E+00   0.5676697E+00   0.3476789E-05   0.4105494E+01   0.1761474E-01   0.9019458E+00   0.2162201E+01   0.0000000E+00   0.2030023E-02   0.2056848E-02
2020  5  6 12  378628.312  145794.703      70.000   0.2223485E-01   0.7887904E-01   0.2041834E-02   0.3671052E-07   0.1226230E-13   0.1399271E-04   0.2082542E-03   0.3722945E-02   0.1791055E-05   0.6010351E-02   0.6412827E-03   0.5089533E-03   0.5650196E-03   0.1116816E-02   0.2476874E-07   0.8125730E-02   0.3530147E-04   0.1779225E-02   0.4289790E-02   0.0000000E+00   0.5356791E-05   0.5224313E-05
2020  5  6 12  378628.312  147794.703      70.000   0.5574475E-02   0.1261565E+00   0.9803511E-03   0.1532720E-09   0.1591319E-12   0.6431404E-06   0.4675157E-04   0.5805215E-02   0.2753128E-06   0.9493049E-02   0.1013154E-02   0.8132556E-03   0.8816079E-03   0.1768064E-02   0.1509636E-08   0.1268826E-01   0.5363469E-04   0.2798130E-02   0.6657736E-02   0.0000000E+00   0.4991082E-05   0.5145118E-05
2020  5  6 12  378628.312  149794.703      70.000   0.5776429E-04   0.1767623E-02   0.2526928E-05   0.3016971E-10   0.0000000E+00   0.4240038E-08   0.3483183E-06   0.8433093E-04   0.1235233E-08   0.1331638E-03   0.1423703E-04   0.1124798E-04   0.1266317E-04   0.2474631E-04   0.1559701E-10   0.1836846E-03   0.7923971E-06   0.3994499E-04   0.9808477E-04   0.0000000E+00   0.1666155E-06   0.1700146E-06
2020  5  6 12  380628.312  131794.703      70.000   0.2958312E-02   0.3534287E-01   0.0000000E+00   0.2339791E-09   0.0000000E+00   0.1022690E-06   0.1784553E-04   0.1589923E-02   0.2022861E-06   0.2585581E-02   0.2752324E-03   0.2138266E-03   0.2412480E-03   0.4795885E-03   0.9059084E-11   0.3471758E-02   0.1496656E-04   0.7615881E-03   0.1828090E-02   0.0000000E+00   0.1677215E-05   0.1745212E-05
2020  5  6 12  380628.312  133794.703      70.000   0.4946018E-01   0.8579333E+00   0.1211717E-02   0.1571352E-08   0.1956753E-12   0.2351799E-05   0.4677108E-03   0.3930712E-01   0.2850162E-05   0.6430211E-01   0.6854253E-02   0.5455168E-02   0.5991804E-02   0.1195598E-01   0.2559678E-08   0.8590246E-01   0.3701955E-03   0.1891490E-01   0.4506498E-01   0.0000000E+00   0.3455277E-04   0.3536215E-04
2020  5  6 12  380628.312  135794.703      70.000   0.1334222E+00   0.5634633E+01   0.1292873E+00   0.8976495E-06   0.1958828E-09   0.2084769E-03   0.5240866E-02   0.2624635E+00   0.3114009E-04   0.4284327E+00   0.4561755E-01   0.3586584E-01   0.4004114E-01   0.7952272E-01   0.5694842E-06   0.5733645E+00   0.2501121E-02   0.1259713E+00   0.3012413E+00   0.0000000E+00   0.2651267E-03   0.2650207E-03
2020  5  6 12  380628.312  137794.703      70.000   0.2528891E+00   0.2698167E+02   0.1214909E+01   0.1550023E-05   0.6990830E-08   0.1881758E-03   0.5331513E-02   0.1272098E+01   0.1939869E-04   0.2074141E+01   0.2213992E+00   0.1777238E+00   0.1931749E+00   0.3862405E+00   0.7955486E-06   0.2779685E+01   0.1179459E-01   0.6122996E+00   0.1460544E+01   0.0000000E+00   0.1147001E-02   0.1190232E-02
2020  5  6 12  380628.312  139794.703      70.000   0.3066848E+00   0.2547247E+03   0.1305814E+02   0.3686799E-04   0.1004496E-06   0.6224691E-02   0.1416573E+00   0.1206414E+02   0.5334148E-03   0.1968316E+02   0.2099262E+01   0.1673957E+01   0.1835012E+01   0.3661477E+01   0.2342285E-04   0.2636008E+02   0.1128256E+00   0.5802163E+01   0.1384834E+02   0.0000000E+00   0.1128137E-01   0.1149927E-01
2020  5  6 12  380628.312  141794.703      70.000   0.2989339E+00   0.1632629E+03   0.8271580E+01   0.2412266E-04   0.6193724E-07   0.3987579E-02   0.8919544E-01   0.7736667E+01   0.3447892E-03   0.1260983E+02   0.1344955E+01   0.1071927E+01   0.1176229E+01   0.2345585E+01   0.1441370E-04   0.1690284E+02   0.7235485E-01   0.3719078E+01   0.8884721E+01   0.0000000E+00   0.7446467E-02   0.7587963E-02
2020  5  6 12  380628.312  143794.703      70.000   0.1800620E+00   0.1127090E+02   0.4025173E+00   0.2468261E-05   0.1377162E-08   0.5430601E-03   0.1246249E-01   0.5328754E+00   0.5478603E-04   0.8627781E+00   0.9197564E-01   0.7258424E-01   0.8099254E-01   0.1602263E+00   0.1731631E-05   0.1163247E+01   0.5062016E-02   0.2549350E+00   0.6136139E+00   0.0000000E+00   0.6505156E-03   0.6464247E-03
2020  5  6 12  380628.312  145794.703      70.000   0.7885955E-02   0.6585614E-02   0.1054839E-03   0.9526231E-08   0.0000000E+00   0.4252181E-05   0.2501308E-04   0.3086752E-03   0.5269519E-06   0.4983714E-03   0.5307448E-04   0.4139649E-04   0.4696737E-04   0.9237283E-04   0.5570505E-08   0.6735522E-03   0.2962084E-05   0.1471620E-03   0.3556915E-03   0.0000000E+00   0.3977707E-06   0.3936657E-06
2020  5  6 12  380628.312  147794.703      70.000   0.1042192E-01   0.2603964E+00   0.2269244E-02   0.6545454E-08   0.2269128E-12   0.2013583E-05   0.1321930E-03   0.1206823E-01   0.5714141E-06   0.1960291E-01   0.2091851E-02   0.1668384E-02   0.1831097E-02   0.3646977E-02   0.7325726E-08   0.2635767E-01   0.1126811E-03   0.5792711E-02   0.1387743E-01   0.0000000E+00   0.1278471E-04   0.1302782E-04
2020  5  6 12  380628.312  149794.703      70.000   0.6267458E-03   0.1005913E-01   0.6484208E-04   0.0000000E+00   0.0000000E+00   0.6739210E-07   0.3151930E-05   0.4675566E-03   0.4765353E-08   0.7477507E-03   0.7999821E-04   0.6439927E-04   0.7041053E-04   0.1393044E-03   0.1956662E-09   0.1019802E-02   0.4329473E-05   0.2231454E-03   0.5410028E-03   0.0000000E+00   0.7194680E-06   0.7278330E-06
2020  5  6 12  382628.312  131794.703      70.000   0.6644437E-02   0.5793958E-01   0.4075587E-04   0.1026897E-08   0.0000000E+00   0.3921587E-06   0.3694491E-04   0.2606717E-02   0.3519197E-06   0.4258356E-02   0.4533504E-03   0.3550584E-03   0.3968467E-03   0.7903339E-03   0.6296552E-09   0.5694821E-02   0.2464366E-04   0.1251418E-02   0.2990762E-02   0.0000000E+00   0.2406502E-05   0.2502013E-05
2020  5  6 12  382628.312  133794.703      70.000   0.1053096E+00   0.3424644E+01   0.7633467E-01   0.3410564E-06   0.9325114E-10   0.8530920E-04   0.2406813E-02   0.1592844E+00   0.1307223E-04   0.2600866E+00   0.2771678E-01   0.2196670E-01   0.2427058E-01   0.4833305E-01   0.2473712E-06   0.3480213E+00   0.1503913E-02   0.7655086E-01   0.1827795E+00   0.0000000E+00   0.1525515E-03   0.1545055E-03
2020  5  6 12  382628.312  135794.703      70.000   0.1459721E+00   0.6319524E+01   0.1703962E+00   0.8306668E-06   0.3444308E-09   0.2039704E-03   0.5084489E-02   0.2947945E+00   0.3018505E-04   0.4812803E+00   0.5126863E-01   0.4050304E-01   0.4496209E-01   0.8938709E-01   0.5591067E-06   0.6440457E+00   0.2799617E-02   0.1415742E+00   0.3382966E+00   0.0000000E+00   0.2898180E-03   0.2912616E-03
2020  5  6 12  382628.312  137794.703      70.000   0.2803283E+00   0.5130250E+02   0.2440750E+01   0.5329809E-05   0.1602647E-07   0.7481237E-03   0.1785758E-01   0.2423422E+01   0.6865711E-04   0.3953048E+01   0.4217492E+00   0.3371395E+00   0.3682769E+00   0.7356862E+00   0.2795907E-05   0.5295337E+01   0.2255793E-01   0.1166026E+01   0.2782105E+01   0.0000000E+00   0.2228790E-02   0.2293715E-02
2020  5  6 12  382628.312  139794.703      70.000   0.3065482E+00   0.2406488E+03   0.1231855E+02   0.4164689E-04   0.9451118E-07   0.7426263E-02   0.1529138E+00   0.1139896E+02   0.6357690E-03   0.1860098E+02   0.1983265E+01   0.1577584E+01   0.1734688E+01   0.3458889E+01   0.2608164E-04   0.2490604E+02   0.1069074E+00   0.5480612E+01   0.1308421E+02   0.0000000E+00   0.1081436E-01   0.1098340E-01
2020  5  6 12  382628.312  141794.703      70.000   0.3003495E+00   0.1596576E+03   0.8072654E+01   0.2329377E-04   0.6022551E-07   0.3977006E-02   0.8906021E-01   0.7562958E+01   0.3445417E-03   0.1233102E+02   0.1315191E+01   0.1048472E+01   0.1150078E+01   0.2293748E+01   0.1403864E-04   0.1652390E+02   0.7075277E-01   0.3636119E+01   0.8683850E+01   0.0000000E+00   0.7261720E-02   0.7392615E-02
2020  5  6 12  382628.312  143794.703      70.000   0.2055226E+00   0.2370576E+02   0.1048982E+01   0.1687597E-05   0.5438079E-08   0.3435543E-03   0.1018517E-01   0.1118890E+01   0.3550710E-04   0.1821741E+01   0.1944416E+00   0.1559254E+00   0.1700079E+00   0.3391169E+00   0.1177697E-05   0.2444461E+01   0.1043830E-01   0.5379234E+00   0.1285276E+01   0.0000000E+00   0.1095523E-02   0.1117839E-02
2020  5  6 12  382628.312  145794.703      70.000   0.2133561E-01   0.7016477E+00   0.2147758E-01   0.1080518E-07   0.1963247E-10   0.3767676E-05   0.1286492E-03   0.3288705E-01   0.5645970E-06   0.5341695E-01   0.5705259E-02   0.4590938E-02   0.4987415E-02   0.9949438E-02   0.1228424E-07   0.7183729E-01   0.3051540E-03   0.1580356E-01   0.3781320E-01   0.0000000E+00   0.3306212E-04   0.3422568E-04
