30	143.10531131368188	63.71479730928525	400	-400	1	100	1	245	143	0	0	0	0	0	0	0	0	0	0	0
92	141.37128869521203	14.09833290606645	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
92	141.37128869521203	14.09833290606645	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
24	392.9989442883181	341.61414425016085	400	-400	1	100	1	400	0	0	0	0	0	0	0	0	0	0	0	0
92	119.99998476606959	14.09833290606645	400	-400	1	100	1	120	80	0	0	0	0	0	0	0	0	0	0	0
189	143.154401094758	76.84494335782307	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
92	141.37128869521203	14.09833290606645	400	-400	1	0	1	250	120	0	0	0	0	0	0	0	0	0	0	0
189	143.15438763925837	76.84494335782307	400	-400	1	100	1	170	25	0	0	0	0	0	0	0	0	0	0	0
92	89.99999362981966	14.09833290606645	400	-400	1	100	1	90	70	0	0	0	0	0	0	0	0	0	0	0
92	114.99998763406487	14.09833290606645	400	-400	1	100	1	115	80	0	0	0	0	0	0	0	0	0	0	0
92	141.37129109831844	14.09833290606645	400	-400	1	100	1	292	122	0	0	0	0	0	0	0	0	0	0	0
92	141.37129109831844	14.09833290606645	400	-400	1	100	1	292	122	0	0	0	0	0	0	0	0	0	0	0
92	141.37128916694462	14.09833290606645	400	-400	1	100	1	270	120	0	0	0	0	0	0	0	0	0	0	0
163	139.9998867494065	43.09942144535257	400	-400	1	100	1	140	120	0	0	0	0	0	0	0	0	0	0	0
92	114.99998763406487	14.09833290606645	400	-400	1	100	1	115	80	0	0	0	0	0	0	0	0	0	0	0
92	141.37128869521203	14.09833290606645	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
92	141.37128916694462	14.09833290606645	400	-400	1	100	1	270	120	0	0	0	0	0	0	0	0	0	0	0
189	143.15440109475782	76.84494335782307	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
163	142.13123395220367	43.09942144535257	400	-400	1	100	1	260	120	0	0	0	0	0	0	0	0	0	0	0
92	141.37128869521203	14.09833290606645	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
30	143.10531131368188	63.71479730928525	400	-400	1	100	1	245	143	0	0	0	0	0	0	0	0	0	0	0
189	143.15438763925837	76.84494335782307	400	-400	1	100	1	170	25	0	0	0	0	0	0	0	0	0	0	0
30	142.792837609134	63.71479730928525	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
92	89.99999362981966	14.09833290606645	400	-400	1	100	1	90	70	0	0	0	0	0	0	0	0	0	0	0
189	143.15438763925837	76.84494335782307	400	-400	1	100	1	170	25	0	0	0	0	0	0	0	0	0	0	0
163	139.9998867494065	43.09942144535257	400	-400	1	100	1	140	120	0	0	0	0	0	0	0	0	0	0	0
30	143.11073669616653	63.71479730928525	400	-400	1	100	1	300	143	0	0	0	0	0	0	0	0	0	0	0
92	141.37129025255223	14.09833290606645	400	-400	1	100	1	250	122	0	0	0	0	0	0	0	0	0	0	0
163	142.13123395220367	43.09942144535257	400	-400	1	100	1	260	120	0	0	0	0	0	0	0	0	0	0	0
