30	143.1434251818723	63.7359421464717	400	-400	1	100	1	245	143	0	0	0	0	0	0	0	0	0	0	0
92	141.47551328472724	14.100552125505066	400	-400	1	400	1	250	120	0	0	0	0	0	0	0	0	0	0	0
92	141.47551328472733	14.100552125505066	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
24	392.9989278136111	341.61422473464535	400	-400	1	100	1	400	0	0	0	0	0	0	0	0	0	0	0	0
92	119.99998483372988	14.100552125505066	400	-400	1	100	1	120	80	0	0	0	0	0	0	0	0	0	0	0
189	143.2624875037826	76.8878654923056	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
92	141.47551328472733	14.100552125505066	400	-400	1	0	1	250	120	0	0	0	0	0	0	0	0	0	0	0
189	143.262473993659	76.8878654923056	400	-400	1	100	1	170	25	0	0	0	0	0	0	0	0	0	0	0
92	89.99999363931065	14.100552125505066	400	-400	1	100	1	90	70	0	0	0	0	0	0	0	0	0	0	0
92	114.99998767720867	14.100552125505066	400	-400	1	100	1	115	80	0	0	0	0	0	0	0	0	0	0	0
92	141.47551567425472	14.100552125505066	400	-400	1	100	1	292	122	0	0	0	0	0	0	0	0	0	0	0
92	141.47551567425472	14.100552125505066	400	-400	1	100	1	292	122	0	0	0	0	0	0	0	0	0	0	0
92	141.4755137576517	14.100552125505066	400	-400	1	100	1	270	120	0	0	0	0	0	0	0	0	0	0	0
163	139.99988498565568	43.10708187070855	400	-400	1	100	1	140	120	0	0	0	0	0	0	0	0	0	0	0
92	114.99998767720867	14.100552125505066	400	-400	1	100	1	115	80	0	0	0	0	0	0	0	0	0	0	0
92	141.47551328472724	14.100552125505066	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
92	141.4755137576517	14.100552125505066	400	-400	1	100	1	270	120	0	0	0	0	0	0	0	0	0	0	0
189	143.2624875037826	76.8878654923056	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
163	142.2360343934169	43.10708187070855	400	-400	1	100	1	260	120	0	0	0	0	0	0	0	0	0	0	0
92	141.47551328472733	14.100552125505066	400	-400	1	100	1	250	120	0	0	0	0	0	0	0	0	0	0	0
30	143.1434251818723	63.7359421464717	400	-400	1	100	1	245	143	0	0	0	0	0	0	0	0	0	0	0
189	143.262473993659	76.8878654923056	400	-400	1	100	1	170	25	0	0	0	0	0	0	0	0	0	0	0
30	142.8999488225178	63.7359421464717	400	-400	1	100	1	400	80	0	0	0	0	0	0	0	0	0	0	0
92	89.99999363931065	14.100552125505134	400	-400	1	100	1	90	70	0	0	0	0	0	0	0	0	0	0	0
189	143.262473993659	76.8878654923056	400	-400	1	100	1	170	25	0	0	0	0	0	0	0	0	0	0	0
163	139.99988498565568	43.10708187070855	400	-400	1	100	1	140	120	0	0	0	0	0	0	0	0	0	0	0
30	143.14926128577383	63.7359421464717	400	-400	1	100	1	300	143	0	0	0	0	0	0	0	0	0	0	0
92	141.47551482645832	14.100552125505066	400	-400	1	100	1	250	122	0	0	0	0	0	0	0	0	0	0	0
163	142.2360343934169	43.10708187070855	400	-400	1	100	1	260	120	0	0	0	0	0	0	0	0	0	0	0
