22	191	0.00949	0.0101	4.54e-05	40.39142483	0	0	1	0	1	-360	360
203	91	0.0215	0.0228	2.57e-05	20.19571242	0	0	1	0	1	-360	360
32	50	0.000185	0.00304	3.16e-06	148.6099593	0	0	1	0	1	-360	360
139	102	0.0368	0.039	0.000176	40.39142483	0	0	1	0	0	-360	360
171	92	4.7e-05	0.000803	6.3e-06	2246.816308	0	0	1	0	1	-360	360
107	164	0.0264	0.028	3.16e-05	20.19571242	0	0	1	0	1	-360	360
49	115	0.000413	0.00678	6.36e-05	445.8298779	0	0	1	0	1	-360	360
115	200	0.000305	0.005	5.21e-06	148.6099593	0	0	1	0	1	-360	360
143	16	0.00632	0.0067	7.56e-06	20.19571242	0	0	1	0	1	-360	360
184	106	0.00014	0.000576	2.4e-06	148.6099593	0	0	1	0	1	-360	360
116	3	0.000331	0.00542	2.26e-05	297.2199186	0	0	1	0	1	-360	360
51	181	0.00761	0.00807	3.64e-05	40.39142483	0	0	1	0	1	-360	360
177	195	0.000799	0.0131	5.47e-05	297.2199186	0	0	1	0	1	-360	360
132	4	0.00809	0.00859	9.68e-06	20.19571242	0	0	1	0	1	-360	360
18	138	0.00654	0.00694	7.83e-06	20.19571242	0	0	1	0	1	-360	360
81	88	0.00368	0.0039	1.76e-05	40.39142483	0	0	1	0	1	-360	360
137	5	0.00934	0.0099	1.12e-05	20.19571242	0	0	1	0	1	-360	360
69	129	0.0192	0.0204	2.3e-05	20.19571242	0	0	1	0	1	-360	360
102	165	0.0368	0.039	0.000176	40.39142483	0	0	1	0	0	-360	360
149	194	0.000496	0.00813	8.48e-06	148.6099593	0	0	1	0	1	-360	360
76	144	0.0018	0.00191	8.61e-06	40.39142483	0	0	1	0	1	-360	360
109	197	0.0368	0.039	0.000176	40.39142483	0	0	1	0	0	-360	360
121	95	0.0282	0.03	3.38e-05	20.19571242	0	0	1	0	1	-360	360
27	118	7.94e-05	0.0013	1.36e-06	148.6099593	0	0	1	0	1	-360	360
124	206	8.51e-05	0.0014	1.31e-05	1685.112231	0	0	1	0	1	-360	360
133	28	0.00109	0.00115	2.08e-05	80.78284967	0	0	1	0	1	-360	360
101	176	0.00595	0.00631	7.12e-06	20.19571242	0	0	1	0	1	-360	360
157	173	0.00511	0.00542	9.78e-05	80.78284967	0	0	1	0	1	-360	360
47	94	0.0181	0.0192	2.16e-05	20.19571242	0	0	1	0	1	-360	360
16	89	0.0349	0.037	4.17e-05	20.19571242	0	0	1	0	1	-360	360
24	41	3.4e-05	0.000582	2.56e-06	1685.112231	0	0	1	0	1	-360	360
61	120	7.51e-05	0.00123	1.28e-06	148.6099593	0	0	1	0	1	-360	360
130	43	0.0147	0.0156	1.76e-05	20.19571242	0	0	1	0	1	-360	360
113	139	0.0368	0.039	0.000176	40.39142483	0	0	1	0	0	-360	360
20	128	0.000661	0.0108	1.13e-05	148.6099593	0	0	1	0	1	-360	360
98	110	0.0109	0.0115	1.3e-05	20.19571242	0	0	1	0	1	-360	360
195	178	0.000857	0.0141	1.46e-05	148.6099593	0	0	1	0	1	-360	360
116	27	0.000331	0.00542	5.65e-06	148.6099593	0	0	1	0	1	-360	360
205	119	0.000734	0.000778	8.78e-07	20.19571242	0	0	1	0	1	-360	360
118	19	5.72e-06	9.38e-05	9.78e-08	148.6099593	0	0	1	0	1	-360	360
190	85	0.0211	0.0224	2.52e-05	20.19571242	0	0	1	0	1	-360	360
193	29	0.00603	0.0064	2.88e-05	40.39142483	0	0	1	0	1	-360	360
159	76	0.0195	0.0207	9.33e-05	40.39142483	0	0	1	0	1	-360	360
64	135	0.0123	0.013	0.000132	60.58713725	0	0	1	0	1	-360	360
188	166	8.26e-09	1.36e-07	1.41e-10	148.6099593	0	0	1	0	1	-360	360
12	174	0.00124	0.0204	2.12e-05	148.6099593	0	0	1	0	1	-360	360
90	32	3.63e-05	0.000298	6.21e-07	148.6099593	0	0	1	0	1	-360	360
10	204	0.0101	0.0108	1.21e-05	20.19571242	0	0	1	0	1	-360	360
129	111	0.0168	0.0178	2.01e-05	20.19571242	0	0	1	0	1	-360	360
109	35	0.00993	0.0105	1.19e-05	20.19571242	0	0	1	0	1	-360	360
91	72	0.0368	0.039	4.4e-05	20.19571242	0	0	1	0	1	-360	360
70	100	0.015	0.0159	7.18e-05	40.39142483	0	0	1	0	1	-360	360
124	66	6.11e-05	0.00733	0.0	1500	0	0	1	0	1	-360	360
139	67	0.0441	0.0468	5.28e-05	20.19571242	0	0	1	0	1	-360	360
183	147	0.0103	0.0109	1.23e-05	20.19571242	0	0	1	0	1	-360	360
67	207	0.0144	0.0153	1.72e-05	20.19571242	0	0	1	0	1	-360	360
79	145	0.00971	0.0103	0.000186	80.78284967	0	0	1	0	1	-360	360
122	131	0.0248	0.0263	2.96e-05	20.19571242	0	0	1	0	1	-360	360
28	103	0.045	0.045	5.07e-05	20.19571242	0	0	1	0	1	-360	360
52	104	0.00489	0.00518	2.34e-05	40.39142483	0	0	1	0	1	-360	360
96	114	0.0285	0.0302	0.000136	40.39142483	0	0	1	0	1	-360	360
186	74	0.0369	0.0392	4.41e-05	20.19571242	0	0	1	0	1	-360	360
194	130	0.000333	0.0267	0.0	300	0	0	1	0	1	-360	360
