massF_MethanolOutput_001,energyF_Electricity_001,moleF_FuelGas_001,massF_HighPressureSteam_001,massF_LowPressureSteam_001,massF_MediumPressureSteam_001,massF_CoolingWater_001,massF_ProcessWater_001
15.775377145577623,25471.107977147825,155357.02786502463,69.99289973544937,0,11001.128031928782,557233.5599315978,8.96948141190126
