year,coal_power_capacity_GW,coal_power1_capacity_GW,coal_power2_capacity_GW,coal_power_annual_emission_Gt,coal_power_annual_emission1_Gt,coal_power_annual_emission2_Gt,coal_power_lock_emission_Gt,coal_power_lock_emission1_Gt,coal_power_lock_emission2_Gt,gas_power_capacity_GW,gas_power1_capacity_GW,gas_power2_capacity_GW,gas_power_annual_emission_Gt,gas_power_annual_emission1_Gt,gas_power_annual_emission2_Gt,gas_power_lock_emission_Gt,gas_power_lock_emission1_Gt,gas_power_lock_emission2_Gt,oil_power_capacity_GW,oil_power1_capacity_GW,oil_power2_capacity_GW,oil_power_annual_emission_Gt,oil_power_annual_emission1_Gt,oil_power_annual_emission2_Gt,oil_power_lock_emission_Gt,oil_power_lock_emission1_Gt,oil_power_lock_emission2_Gt
2029,1595.292502,1555.45346,39.83904261,8.191166261,8.167614457,0.023551805,92.13234289,91.81577583,0.316567056,1262.777736,1262.777736,0,3.045323239,3.045323239,0,32.05827289,32.05827289,0,301.8747987,301.8747987,0,0.728993938,0.728993938,0,6.821337251,6.821337251,0
2030,1552.485325,1510.59142,41.89390495,7.953814504,7.929150489,0.024664014,84.93463835,84.59693931,0.337699044,1207.752344,1207.752344,0,2.912735944,2.912735944,0,29.72347186,29.72347186,0,277.37781,277.37781,0,0.670819189,0.670819189,0,6.225663718,6.225663718,0
2031,1484.819715,1422.008932,62.81078328,7.504608274,7.467981978,0.036626296,78.22658806,77.64964339,0.576944676,1178.09056,1178.09056,0,2.839595161,2.839595161,0,27.45318593,27.45318593,0,270.6146371,270.6146371,0,0.6545411,0.6545411,0,5.8338591,5.8338591,0
2032,1448.938185,1376.798278,72.13990741,7.274834546,7.233003314,0.041831232,71.60607608,70.91982774,0.686248337,1149.691039,1149.691039,0,2.770394076,2.770394076,0,25.24707483,25.24707483,0,258.0234495,258.0234495,0,0.624798703,0.624798703,0,5.409117737,5.409117737,0
2033,1352.01595,1248.623477,103.3924733,6.627864068,6.566834022,0.061030046,65.56715468,64.45853244,1.108622239,1070.88973,1070.88973,0,2.580179275,2.580179275,0,23.04202515,23.04202515,0,228.6856407,228.6856407,0,0.555522849,0.555522849,0,4.95412115,4.95412115,0
2034,1290.915097,1187.522624,103.3924733,6.310232558,6.249202512,0.061030046,59.65272009,58.54409785,1.108622239,983.1934076,983.1934076,0,2.370773277,2.370773277,0,20.89841203,20.89841203,0,208.36044,208.36044,0,0.506974733,0.506974733,0,4.576516462,4.576516462,0
2035,1239.056215,1125.843611,113.2126039,6.002517491,5.935860561,0.06665693,54.33008671,53.08641925,1.243667453,930.4685472,930.4685472,0,2.245129308,2.245129308,0,18.88824967,18.88824967,0,189.3985784,189.3985784,0,0.460991537,0.460991537,0,4.131544366,4.131544366,0
2036,1190.083223,1062.189524,127.8936993,5.681369457,5.605791837,0.075577621,49.24008546,47.77340074,1.466684726,851.0995012,851.0995012,0,2.053240024,2.053240024,0,16.91964045,16.91964045,0,180.0023917,180.0023917,0,0.438786455,0.438786455,0,3.796938007,3.796938007,0
2037,1143.615592,1007.129279,136.4863136,5.395122648,5.314348485,0.080774163,44.42553694,42.82374211,1.60179483,809.9745045,809.9745045,0,1.953389565,1.953389565,0,15.1231566,15.1231566,0,161.956361,161.956361,0,0.396115383,0.396115383,0,3.365419028,3.365419028,0
2038,1104.716827,965.7018299,139.0149973,5.177346095,5.095203394,0.082142701,39.82945912,38.19071378,1.638745342,769.9159514,769.9159514,0,1.856257768,1.856257768,0,13.48802253,13.48802253,0,150.8905671,150.8905671,0,0.370042253,0.370042253,0,3.054621843,3.054621843,0
2039,1078.521629,934.4738143,144.0478142,5.013817442,4.928630713,0.085186729,35.42756156,33.70358343,1.72397813,710.062683,710.062683,0,1.712972068,1.712972068,0,11.83649147,11.83649147,0,135.3600977,135.3600977,0,0.332030541,0.332030541,0,2.757271119,2.757271119,0
2040,1031.362906,877.8632161,153.49969,4.717491825,4.626869574,0.090622251,31.08033069,29.19872241,1.88160828,658.4845664,648.3596914,10.12487501,1.56377366,1.562437706,0.001335954,10.33260864,10.29386596,0.038742673,128.0052029,128.0052029,0,0.312663057,0.312663057,0,2.531096735,2.531096735,0
2041,998.6876488,840.621598,158.0660508,4.525618087,4.43223429,0.093383797,27.01990379,25.05544913,1.964454658,620.9885774,599.1426839,21.84589353,1.445813702,1.442926282,0.00288742,8.944662334,8.859375685,0.085286648,124.8904859,124.8904859,0,0.305128287,0.305128287,0,2.306434017,2.306434017,0
2042,935.5663039,758.9426612,176.6236427,4.099354858,3.99419851,0.105156348,23.35675392,21.0273502,2.329403722,578.526652,556.6807585,21.84589353,1.342553316,1.339665896,0.00288742,7.691794645,7.606507996,0.085286648,115.4705114,108.9288624,6.541648965,0.267322726,0.266459547,0.000863179,2.016008346,1.989249798,0.026758548
2043,878.8231338,692.6837845,186.1393493,3.759109104,3.647678396,0.111430708,19.84668011,17.31649685,2.530183261,523.5998742,501.7539807,21.84589353,1.208704641,1.205817221,0.00288742,6.538609366,6.453322718,0.085286648,112.4881142,100.0500607,12.43805346,0.245874291,0.244233291,0.001641,1.778440686,1.726791865,0.051648821
2044,806.4598185,611.2675362,195.1922823,3.335862888,3.218419022,0.117443867,16.55248421,13.82386673,2.72861748,478.1781099,421.0198305,57.15827938,1.020694017,1.013148753,0.007545264,5.574706768,5.335711275,0.238995493,106.4906115,94.052558,12.43805346,0.230687498,0.229046498,0.001641,1.571262191,1.51961337,0.051648821
2045,701.8361463,495.6784606,206.1576857,2.745525682,2.620968744,0.124556938,13.72563933,10.75517743,2.9704619,433.4691864,371.2393124,62.22987393,0.900774844,0.89256035,0.008214494,4.670895574,4.409146249,0.261749325,101.3464966,81.83900204,19.50749456,0.200673208,0.198105405,0.002567803,1.370207281,1.287047158,0.083160124
2046,648.0390155,439.1390583,208.8999572,2.445526248,2.31886548,0.126660768,11.37705422,8.332958251,3.044095969,378.136681,286.4112585,91.72542258,0.700667171,0.688556093,0.012111078,3.880465097,3.482335332,0.398129765,94.60116447,63.79445806,30.80670641,0.159308756,0.155250102,0.004058654,1.175451646,1.040111726,0.13533992
2047,588.898506,361.0125537,227.8859523,2.043107904,1.904662053,0.138445851,9.592015007,6.12365605,3.468358957,342.0410156,238.1099554,103.9310601,0.584807959,0.571086409,0.01372155,3.284642508,2.828535742,0.456106766,85.76399141,54.957285,30.80670641,0.137078618,0.133019964,0.004058654,1.039654668,0.904314749,0.13533992
2048,491.7344506,251.8188383,239.9156124,1.475588507,1.3301806,0.145407907,7.680521428,3.954566392,3.725955036,288.3286029,161.2513488,127.0772542,0.402984928,0.386213407,0.016771521,2.789810266,2.220854597,0.568955669,68.70812848,37.90142206,30.80670641,0.095904693,0.091846039,0.004058654,0.923927748,0.788587828,0.13533992
2049,440.1578968,195.3076688,244.850228,1.180268681,1.031441981,0.148826701,6.262613666,2.406744487,3.85586918,263.4848335,123.7680387,139.7167948,0.314894091,0.296454669,0.018439422,2.363836578,1.731500656,0.632335921,65.12211545,34.31540904,30.80670641,0.086727694,0.08266904,0.004058654,0.825161359,0.68982144,0.13533992
2050,355.2358619,91.77157614,263.4642857,0.641878734,0.481796356,0.160082378,5.527722975,1.232882376,4.2948406,225.3295372,65.89269222,159.436845,0.1781987,0.157156739,0.021041962,1.941100376,1.207265414,0.733834963,59.51265146,19.78551464,39.72713682,0.05244526,0.047209395,0.005235865,0.707311605,0.52606047,0.181251135
