year,coal_power_capacity_GW,coal_power1_capacity_GW,coal_power2_capacity_GW,coal_power_annual_emission_Gt,coal_power_annual_emission1_Gt,coal_power_annual_emission2_Gt,coal_power_lock_emission_Gt,coal_power_lock_emission1_Gt,coal_power_lock_emission2_Gt,gas_power_capacity_GW,gas_power1_capacity_GW,gas_power2_capacity_GW,gas_power_annual_emission_Gt,gas_power_annual_emission1_Gt,gas_power_annual_emission2_Gt,gas_power_lock_emission_Gt,gas_power_lock_emission1_Gt,gas_power_lock_emission2_Gt,oil_power_capacity_GW,oil_power1_capacity_GW,oil_power2_capacity_GW,oil_power_annual_emission_Gt,oil_power_annual_emission1_Gt,oil_power_annual_emission2_Gt,oil_power_lock_emission_Gt,oil_power_lock_emission1_Gt,oil_power_lock_emission2_Gt
2015,2041.000000551155,2041.000000551155,0.0,10.772314378086262,10.772314378086262,0.0,204.39195806973544,204.39195806973544,0.0,1615.1000010744735,1615.1000010744735,0.0,3.9102187047422676,3.9102187047422676,0.0,66.15519900684775,66.15519900684775,0.0,388.4000001575943,388.4000001575943,0.0,0.939577210231582,0.939577210231582,0.0,11.897061387341166,11.897061387341166,0.0
2016,2028.8856418544997,2028.8856418544997,0.0,10.708339603631616,10.708339603631616,0.0,195.5935999430603,195.5935999430603,0.0,1598.4200901029913,1598.4200901029913,0.0,3.870376493536508,3.870376493536508,0.0,63.370249273354055,63.370249273354055,0.0,378.28125859869095,378.28125859869095,0.0,0.9157759327971039,0.9157759327971039,0.0,11.416895569726064,11.416895569726064,0.0
2017,1993.9713947768867,1991.7778230886788,2.193571688207792,10.511504579905179,10.51031760666535,0.0011869732398284549,186.86633843027874,186.8592165908398,0.007121839438970729,1567.8186520858849,1567.8186520858849,0.0,3.796385701331143,3.796385701331143,0.0,60.60978372326475,60.60978372326475,0.0,372.4131021289596,372.4131021289596,0.0,0.9015947956151342,0.9015947956151342,0.0,10.960531029545448,10.960531029545448,0.0
2018,1984.443412995203,1982.2498413069952,2.193571688207792,10.461110266171318,10.459923292931489,0.0011869732398284549,178.32997707502452,178.32285523558554,0.007121839438970729,1554.2028294896538,1554.2028294896538,0.0,3.7637708518800848,3.7637708518800848,0.0,57.923308965380535,57.923308965380535,0.0,366.7679564194157,366.7679564194157,0.0,0.8879792074365569,0.8879792074365569,0.0,10.518347626546793,10.518347626546793,0.0
2019,1961.0518617414325,1958.8582900532247,2.193571688207792,10.333981090757172,10.332794117517343,0.001186973239828455,169.84401003350422,169.83688819406524,0.00712183943897073,1533.7135874990086,1533.7135874990086,0.0,3.715590356844192,3.715590356844192,0.0,55.269449056947686,55.269449056947686,0.0,362.23340429560506,362.23340429560506,0.0,0.8772766778396281,0.8772766778396281,0.0,10.089779811726727,10.089779811726727,0.0
2020,1918.659585159308,1908.8455920718873,9.813993087420984,10.070159000093113,10.064443669371814,0.0057153307212988716,161.2549933189066,161.20711626213438,0.04787705677220448,1521.865779114704,1521.865779114704,0.0,3.6852263178726097,3.6852263178726097,0.0,52.52723637451374,52.52723637451374,0.0,359.4814515148924,359.4814515148924,0.0,0.8700100174836704,0.8700100174836704,0.0,9.659721048567745,9.659721048567745,0.0
2021,1889.3820930857523,1879.5680999983315,9.813993087420984,9.915176063190044,9.909460732468744,0.0057153307212988716,152.78236347251064,152.73448641573844,0.04787705677220449,1491.6475282415372,1491.6475282415372,0.0,3.612173020737914,3.612173020737914,0.0,49.82847411240177,49.82847411240177,0.0,356.4856736363749,356.4856736363749,0.0,0.862552013320104,0.862552013320104,0.0,9.356857306680165,9.356857306680165,0.0
2022,1844.3224235106368,1832.0570803049445,12.265343205692368,9.655490702340181,9.648047141506593,0.007443560833587733,144.45623859031457,144.3893510023072,0.06688758800738195,1475.0746842661554,1475.0746842661554,0.0,3.570201057903059,3.570201057903059,0.0,47.222871952852415,47.222871952852415,0.0,349.7373680331039,349.7373680331039,0.0,0.8464323823000297,0.8464323823000297,0.0,8.913643779090677,8.913643779090677,0.0
2023,1770.4517180687471,1753.0737693334604,17.377948735286914,9.228662089210388,9.218035970960655,0.010626118249734395,136.37332405515107,136.26824577814992,0.10507827700114188,1423.5289695249758,1423.5289695249758,0.0,3.4450050305808424,3.4450050305808424,0.0,44.64303446154922,44.64303446154922,0.0,343.53172194628894,343.53172194628894,0.0,0.830336012684018,0.830336012684018,0.0,8.49807814302537,8.49807814302537,0.0
2024,1751.7554167911353,1733.3954549889393,18.35996180219583,9.117730565608804,9.106572977284072,0.011157588324731751,128.70182417408327,128.58983678610716,0.11198738797610752,1390.8157758874088,1390.8157758874088,0.0,3.3597186686042058,3.3597186686042058,0.0,42.130437000363735,42.130437000363735,0.0,330.2492010695269,330.2492010695269,0.0,0.7988764481132707,0.7988764481132707,0.0,8.061975427647091,8.061975427647091,0.0
2025,1733.062798062524,1712.0023003263289,21.06049773619535,9.009778787698634,8.997159959327156,0.012618828371478472,121.12836335097049,120.99591860233991,0.13244474863056158,1363.596809681327,1363.596809681327,0.0,3.2939969749104963,3.2939969749104963,0.0,39.64176646853843,39.64176646853843,0.0,323.59902020073844,323.59902020073844,0.0,0.7826817150565187,0.7826817150565187,0.0,7.654847091068974,7.654847091068974,0.0
2026,1696.4091603401484,1669.1030594984127,27.306100841736058,8.786385784636748,8.770386988991076,0.015998795645672064,113.5376434201372,113.35449916239374,0.18314425774346546,1342.315835430042,1342.315835430042,0.0,3.2416605381967982,3.2416605381967982,0.0,37.24224106500256,37.24224106500256,0.0,323.3016725204885,323.3016725204885,0.0,0.7808057953740821,0.7808057953740821,0.0,7.288942497321023,7.288942497321023,0.0
2027,1673.801992023572,1643.4148251844092,30.38716683916278,8.65158035246919,8.63365139633095,0.017928956138240294,106.14130940772347,105.92728258209891,0.21402682562455713,1323.0198269354141,1323.0198269354141,0.0,3.1938796672055774,3.1938796672055774,0.0,34.88328067067569,34.88328067067569,0.0,314.9685037814857,314.9685037814857,0.0,0.760975366849317,0.760975366849317,0.0,6.8478649081943095,6.8478649081943095,0.0
2028,1642.9164535529528,1607.6192213792453,35.297232173707364,8.46534656886617,8.4446041707622,0.020742398103970414,98.92657108484607,98.6647157458041,0.2618553390419692,1291.4519684008724,1291.4519684008724,0.0,3.115988653141193,3.115988653141193,0.0,32.53364214788157,32.53364214788157,0.0,309.05277168291434,309.05277168291434,0.0,0.7469033592558303,0.7469033592558303,0.0,6.428814694225667,6.428814694225667,0.0
2029,1598.7295480910525,1555.45345974871,43.27608834234231,8.193182780560205,8.167614456615022,0.025568323945184077,92.16449783711681,91.815775832933,0.34872200418381516,1262.777736313579,1262.777736313579,0.0,3.0453232387389417,3.0453232387389417,0.0,32.05827288509463,32.05827288509463,0.0,301.8747986816823,301.8747986816823,0.0,0.7289939377352607,0.7289939377352607,0.0,6.821337250655097,6.821337250655097,0.0
2030,1555.9223709881592,1510.5914203033099,45.33095068484923,7.955831023077013,7.929150489244251,0.026680533832761616,84.96679329834105,84.59693930629325,0.3698539920477883,1211.9786729925756,1207.7523441991257,4.22632879344992,2.913293466289964,2.912735944139877,0.0005575221500870702,29.73406478262809,29.723471861776435,0.010592920851654333,294.5228772875041,277.37781004429615,17.14506724320796,0.6730810967276676,0.6708191889064445,0.0022619078212230076,6.268639966240331,6.225663717637094,0.042976248603237156
2031,1494.1046484262426,1422.008931602791,72.09571682345174,7.510793165288732,7.467981977963628,0.04281118732510432,78.3421104483022,77.64964338640755,0.6924670618946421,1190.8540729066483,1178.0905599504297,12.76351295621876,2.841279349946347,2.8395951606551835,0.00168418929116384,27.48631219521501,27.45318593154182,0.03312626367318973,291.684693679519,270.61463705701266,21.07005662250635,0.6573154486257275,0.6545410997664124,0.002774348859315201,5.887084169503726,5.833859100138645,0.05322506936508101
