CaseGroup1_Case1_Bus2_Phase%201%20%28Option1%29_PWBUSANGLE
-0.02342965
-0.023429800000000001
-0.022376529999999999
-0.021323350000000001
-0.024219569999999999
-0.020006989999999999
-0.020006909999999999
-0.02316644
-0.022376440000000001
-0.022376589999999998
-0.022903159999999999
-0.021850000000000001
-0.023429680000000001
-0.01921716
-0.02184989
-0.025009509999999999
-0.025206920000000001
-0.020994260000000001
-0.021520839999999999
-0.02468045
-0.020994220000000001
-0.02099436
-0.023627189999999999
-0.022573989999999999
-0.02547029
-0.02125761
-0.020204380000000001
-0.023363910000000002
-0.022573929999999999
-0.022574070000000002
-0.022574009999999999
-0.0215208
-0.024318289999999999
-0.020105689999999999
-0.021158779999999999
-0.024318369999999999
-0.021685329999999999
-0.021685469999999998
-0.023791779999999998
-0.022738580000000001
-0.025371500000000002
-0.02115883
-0.01957911
-0.022738609999999999
-0.023001830000000001
-0.023001959999999998
-0.023528429999999999
-0.022475220000000001
-0.023265060000000001
-0.023265210000000001
-0.021685429999999999
-0.020632259999999999
-0.024581660000000002
-0.020369040000000001
-0.020895480000000001
-0.024055050000000001
-0.021422030000000002
-0.021422190000000001
-0.022475289999999998
-0.021422119999999999
-0.024055
-0.019842430000000001
-0.02194867
-0.0251083
-0.022508029999999998
-0.022508199999999999
-0.023034789999999999
-0.021981609999999999
-0.023561370000000002
-0.019348830000000001
-0.021981569999999999
-0.025141199999999999
-0.0225081
-0.02250825
-0.021454999999999998
-0.020401840000000001
-0.024877839999999998
-0.020665200000000002
-0.02066513
-0.023824689999999999
-0.025075320000000002
-0.02086267
-0.019809449999999999
-0.02296896
-0.022705590000000001
-0.02270571
-0.022705659999999999
-0.021652459999999998
-0.024285379999999999
-0.02007279
-0.020599360000000001
-0.023758910000000001
-0.022179000000000001
-0.022179150000000002
-0.024812020000000001
-0.0237588
-0.022927719999999999
-0.02292787
-0.023980999999999999
-0.022927800000000002
-0.02371763
-0.019505089999999999
-0.02161132
-0.02477093
-0.023322679999999998
-0.023322820000000001
-0.02174303
-0.020689869999999999
-0.024375930000000001
-0.020163339999999998
-0.020689760000000001
-0.02384932
-0.025955720000000002
-0.02174301
-0.02016327
-0.023322800000000001
-0.021742979999999999
-0.021743100000000001
-0.022269560000000001
-0.02121638
-0.02477087
-0.020558239999999998
-0.02161132
-0.02477093
-0.021874540000000001
-0.021874689999999999
-0.023981019999999999
-0.02292781
-0.024968299999999999
-0.020755659999999999
-0.021282240000000001
-0.024441830000000001
-0.021018869999999999
-0.021019019999999999
-0.02365184
-0.02259864
-0.025363340000000002
-0.02115067
-0.020097440000000001
-0.023256969999999998
-0.022730259999999999
-0.02273039
-0.02273033
-0.021677140000000001
-0.02371763
-0.023717780000000001
-0.022664500000000001
-0.02161132
-0.02424428
-0.020031690000000001
-0.02003162
-0.023191150000000001
-0.022532739999999999
-0.02253289
-0.02305948
-0.022006299999999999
-0.02332273
-0.019110200000000001
-0.021742939999999999
-0.024902549999999999
-0.023536540000000002
-0.023536700000000001
-0.02195691
-0.020903729999999999
-0.024589880000000001
-0.020377269999999999
-0.020903700000000001
-0.024063279999999999
-0.02182518
-0.021825339999999999
-0.022878430000000002
-0.021825259999999999
-0.02419489
