http://www.theworldavatar.com/kb/ships/Ship-563046220.owl#Ship-563046220,"(1.2703, 103.86405)",1
http://www.theworldavatar.com/kb/ships/Ship-563770096.owl#Ship-563770096,"(24.77643, 118.77729)",1
http://www.theworldavatar.com/kb/ships/Ship-563043580.owl#Ship-563043580,"(1.25419, 103.78497)",1
http://www.theworldavatar.com/kb/ships/Ship-563037130.owl#Ship-563037130,"(1.2436, 103.84038)",1
http://www.theworldavatar.com/kb/ships/Ship-563028610.owl#Ship-563028610,"(1.27802, 103.95869)",1
http://www.theworldavatar.com/kb/ships/Ship-563041720.owl#Ship-563041720,"(1.29348, 103.76238)",1
http://www.theworldavatar.com/kb/ships/Ship-563037980.owl#Ship-563037980,"(1.25923, 103.77461)",1
http://www.theworldavatar.com/kb/ships/Ship-563029070.owl#Ship-563029070,"(1.24654, 103.84029)",1
http://www.theworldavatar.com/kb/ships/Ship-563040817.owl#Ship-563040817,"(1.2176, 103.76166)",1
http://www.theworldavatar.com/kb/ships/Ship-563029850.owl#Ship-563029850,"(43.8191, 7.78884)",1
http://www.theworldavatar.com/kb/ships/Ship-563017410.owl#Ship-563017410,"(1.2515, 103.84525)",1
http://www.theworldavatar.com/kb/ships/Ship-563046470.owl#Ship-563046470,"(1.30043, 103.72855)",1
http://www.theworldavatar.com/kb/ships/Ship-563062110.owl#Ship-563062110,"(1.39621, 103.95869)",1
http://www.theworldavatar.com/kb/ships/Ship-563041341.owl#Ship-563041341,"(1.29645, 103.91052)",1
http://www.theworldavatar.com/kb/ships/Ship-563044550.owl#Ship-563044550,"(1.40134, 104.00868)",1
http://www.theworldavatar.com/kb/ships/Ship-563040476.owl#Ship-563040476,"(1.39481, 103.99144)",1
http://www.theworldavatar.com/kb/ships/Ship-563041241.owl#Ship-563041241,"(1.24966, 103.79026)",1
http://www.theworldavatar.com/kb/ships/Ship-563027160.owl#Ship-563027160,"(1.24392, 103.8478)",1
http://www.theworldavatar.com/kb/ships/Ship-563038580.owl#Ship-563038580,"(1.24556, 103.84055)",1
http://www.theworldavatar.com/kb/ships/Ship-563041639.owl#Ship-563041639,"(1.30973, 103.64423)",1
http://www.theworldavatar.com/kb/ships/Ship-563040473.owl#Ship-563040473,"(1.39549, 103.98151)",1
http://www.theworldavatar.com/kb/ships/Ship-563042080.owl#Ship-563042080,"(1.30253, 103.70034)",1
http://www.theworldavatar.com/kb/ships/Ship-563040836.owl#Ship-563040836,"(1.2441, 103.84611)",1
http://www.theworldavatar.com/kb/ships/Ship-563040411.owl#Ship-563040411,"(1.235, 103.7996)",1
