BMRS,Business Type,Registered Resource EIC code,BM Unit ID,NGC BM Unit ID,Registered Resource Name,PSR Type,Effective From (Date),Capacity MW,*,Type (powerplant(station) or generator(unit)),Connected (if generator(unit)),Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10,Output11,Output12,Output13,Output14,Output15,Output16,Output17,Output18,Output19,Output20,Output21,Output22,Output23,Output24,Output25,Output26,Output27,Output28,Output29,Output30,Output31,Output32,Output33,Output34,Output35,Output36,Output37,Output38,Output39,Output40,Output41,Output42,Output43,Output44,Output45,Output46,Output47,Output48,**,outputBMRSUnitToDUKESStation,tMatchType,***,EICStation,ESO W Type Codes - Stations,Display Name - Stations,Used by X BMUs - Stations,Automatic ID - Stations,15 characters,Energy Identification Code - Stations,Function - Stations,EIC Name - Asset Name - Stations,****,EICUnit,ESO W Type Codes - BMUs,Display Name - Units,STATION,Automatic ID - Units,Energy Identification Code - Units,Function - Units,EIC Name - Asset Name - Units,*****,DUKES,Company Name,Station Name,Fuel,Type,Installed Capacity (MW),Year of commission or year generation began,"Location:
Scotland, Wales, Northern Ireland or English region",*****.1,outputDUKESToBMRSEIC,outputDUKESToBMRSID,******,CapacityDiff,MatchType,MatchYear,MatchGenType,ConfidenceScore,ConfidenceResult,Year,Month,Day,Period,Output
BMRS,Production unit,48W00000FAARW-21,T_FARR-2,FAARW-2,FAARW-2,Wind Onshore,1/01/2013 0:00,70.0,*,generator,48WSTN0000FAARW2,11.74,11.394,14.452,16.442,18.662,19.072,14.04,17.938,13.396,12.948,14.336,11.264,8.776,17.636,16.9,19.266,21.954,25.134,29.704,23.602,30.462,17.006,28.19,29.634,28.426,17.744,21.55,19.59,17.256,24.824,21.05,11.168,15.654,19.044,14.874,14.546,15.63,14.92,11.532,12.586,17.924,17.068,8.158,11.98,19.406,20.484,18.53,14.694,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,CALNE,,48WSTN0000CALNE,,48WSTN0000CALNEO,Production Unit,Calne CALN-1,****,EICUnit,ESO W Type Codes - BMUs,DDGNO-4,DDGNO,48W00000DDGNO-4,48W00000DDGNO-48,Generation Unit,Dudgeon Offshore Wind Farm DDGNO-4,*****,DUKES,Lightsource BP,Ffos Las,Solar,Solar,4.9968,2012,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000LCLTW-1D,T_LCLTW-1,LCLTW-1,LCLTW-1,Generation,30/10/2013 0:00,69.0,*,generator,48WSTN0000LCLTWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656,1.78,3.28,3.38,1.2,0.116,0.836,0.046,0.476,0.216,0.0,0.0,0.036,3.6,6.98,1.86,4.2,4.5,4.42,3.82,2.42,0.92,0.54,1.38,2.16,14.96,14.24,8.0,11.44,10.0,6.86,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,CHATT,,48WSTN0000CHATT,,48WSTN0000CHATTM,Production Unit,Chatterley,****,EICUnit,ESO W Type Codes - BMUs,GAOFO-1,GAOFO,48W00000GAOFO-1,48W00000GAOFO-13,Generation Unit,Galloper Offshore Wind Farm GAOFO-1,*****,DUKES,Venitent Energy Services,Ffynnon Oer,Wind (onshore),Wind (onshore),32.0,2006,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000LCLTWH,,,LCLTW,Generation,30/10/2013 0:00,69.0,*,powerplant,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.656,1.78,3.28,3.38,1.2,0.116,0.836,0.046,0.476,0.216,0.0,0.0,0.036,3.6,6.98,1.86,4.2,4.5,4.42,3.82,2.42,0.92,0.54,1.38,2.16,14.96,14.24,8.0,11.44,10.0,6.86,**,Lochluichart,999.0,***,EICStation,ESO W Type Codes - Stations,MATCH,,48WSTN0000MATCH,,48WSTN0000MATCHX,Production Unit,Matching MTCH-1,****,EICUnit,ESO W Type Codes - BMUs,GAOFO-2,GAOFO,48W00000GAOFO-2,48W00000GAOFO-21,Generation Unit,Galloper Offshore Wind Farm GAOFO-2,*****,DUKES,SSE,Fiddler’s Ferry,Coal,Conventional Steam,1961.0,1971,North West,*****,48WSTN00000FIDLP,FIDL,******,0,-8,1,-5,-12,1,2021,11,14,48,0
BMRS,Production unit,48W00000DRSLW-17,T_DRSLW-1,DRSLW-1,DRSLW-1,Wind Onshore,23/01/2019 0:00,69.0,*,generator,48WSTN0000DRSLWN,1.072,6.498,10.798,7.298,13.114,17.408,14.16,8.214,6.918,12.606,18.928,22.092,20.51,14.88,11.57,13.984,13.762,18.828,21.36,20.23,18.44,18.906,22.554,19.042,21.118,30.04,22.704,20.754,29.028,36.898,34.026,37.778,43.53,44.04,48.488,52.62,37.616,21.74,29.456,52.286,52.582,37.91,21.672,18.61,11.29,17.37,26.892,31.988,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,FLINT,,48WSTN0000FLINT,,48WSTN0000FLINT7,Production Unit,Flint FLNT-1,****,EICUnit,ESO W Type Codes - BMUs,GAOFO-3,GAOFO,48W00000GAOFO-3,48W10000GAOFO-3N,Generation Unit,Galloper Offshore Wind Farm GAOFO-3,*****,DUKES,SSE,Fiddler’s Ferry GT,Diesel/gas oil,OCGT,35.0,1971,North West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000DRSLWN,,DRSLW,DRSLW,Wind Onshore,23/01/2019 0:00,69.0,*,powerplant,None,1.072,6.498,10.798,7.298,13.114,17.408,14.16,8.214,6.918,12.606,18.928,22.092,20.51,14.88,11.57,13.984,13.762,18.828,21.36,20.23,18.44,18.906,22.554,19.042,21.118,30.04,22.704,20.754,29.028,36.898,34.026,37.778,43.53,44.04,48.488,52.62,37.616,21.74,29.456,52.286,52.582,37.91,21.672,18.61,11.29,17.37,26.892,31.988,**,Dersalloch,999.0,***,EICStation,ESO W Type Codes - Stations,AGZP4,,48WSTN0000AGZP4,,48WSTN0000AGZP41,Production Unit,Quinbrook ,****,EICUnit,ESO W Type Codes - BMUs,GAOFO-4,GAOFO,48W00000GAOFO-4,48W00000GAOFO-4Y,Generation Unit,Galloper Offshore Wind Farm GAOFO-4,*****,DUKES,Lightsource BP,Fields Farm (Agden) ,Solar,Solar,4.997475,2017,North West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000BLLA-2I,T_BLLA-2,BLLA-2,BLLA-2,Wind Onshore,23/01/2019 0:00,69.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,MOWEO,,48WSTN0000MOWEO,,48WSTN0000MOWEO5,Production Unit,MOWEO-1/MOWEO-2/MOWEO-3,****,EICUnit,ESO W Type Codes - BMUs,WLNYW-1,WLNY12,48W00000WLNYW-1,48W00000WLNYW-1A,Generation Unit,Walney Ext 1 ,*****,DUKES,SSE,Finlarig,Hydro,Hydro,16.5,1955,Scotland,*****,48WSTN00000FINLW,FINL,******,3,-10,1,-2,-8,1,2021,11,14,48,0
BMRS,Production unit,48WSTN00000BLLXM,,BLLX,BLLX,Wind Onshore,23/01/2019 0:00,69.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,GLNKW,,48WSTN0000GLNKW,,48WSTN0000GLNKWL,Production Unit,GLNKW-1,****,EICUnit,ESO W Type Codes - BMUs,WLNYO-2,WLNY12,48W00000WLNYO-2,48W00000WLNYO-23,Generation Unit,Walney Ext 2 ,*****,DUKES,Lightsource BP,Finvoy,Solar,Solar,5.9609,2017,Northern Ireland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000CGTHW-1W,T_CGTHW-1,CGTHW-1,CGTHW-1,Wind Onshore,23/01/2019 0:00,69.0,*,generator,48WSTN0000CGTHWI,33.378,35.48,36.236,38.044,34.922,35.942,35.114,37.14,33.396,34.036,39.71,29.562,37.232,39.84,48.41,47.104,38.466,25.814,25.86,24.632,23.868,42.314,23.838,23.844,23.866,23.848,31.804,56.084,35.082,37.786,37.808,46.594,46.98,39.3,38.498,44.466,42.266,45.378,35.326,37.664,54.534,57.038,60.156,60.124,54.772,42.248,32.592,30.956,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,SANDY,,48WSTN0000SANDY,,48WSTN0000SANDYL,Production Unit,Sandycroft - SNDY-1,****,EICUnit,ESO W Type Codes - BMUs,WLNYO-3,WLNYW3,48W00000WLNYO-3,48W00000WLNYO-31,Generation Unit,Walney Ext 3,*****,DUKES,SSE,Five Oaks,Diesel/gas oil,OCGT,9.0,1995,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000CGTHWI,,CGTHW,CGTHW,Wind Onshore,23/01/2019 0:00,69.0,*,powerplant,None,33.378,35.48,36.236,38.044,34.922,35.942,35.114,37.14,33.396,34.036,39.71,29.562,37.232,39.84,48.41,47.104,38.466,25.814,25.86,24.632,23.868,42.314,23.838,23.844,23.866,23.848,31.804,56.084,35.082,37.786,37.808,46.594,46.98,39.3,38.498,44.466,42.266,45.378,35.326,37.664,54.534,57.038,60.156,60.124,54.772,42.248,32.592,30.956,**,Corriegarth,999.0,***,EICStation,ESO W Type Codes - Stations,VPITRAD,,48WSTN00VPITRAD,,48WSTN00VPITRAD5,Production Unit,VPI-TRAD,****,EICUnit,ESO W Type Codes - BMUs,WLNYO-4,WLNYW4,48W00000WLNYO-4,48W00000WLNYO-4-,Generation Unit,Walney Ext 4,*****,DUKES,Toucan Energy Services,Five Oaks,Solar,Solar,5.0,2016,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000STRNW-1H,T_STRNW-1,STRNW-1,STRNW-1,Wind Onshore,23/01/2019 0:00,68.0,*,generator,48WSTN0000STRNWW,42.228,25.778,34.726,29.47,38.85,24.304,28.62,30.84,18.428,17.96,24.998,24.73,21.162,27.424,23.11,21.576,17.16,21.67,25.086,22.988,12.572,21.632,43.512,57.128,54.204,42.272,35.384,25.824,32.13,12.97,12.98,15.51,19.902,11.978,5.392,3.562,4.772,4.186,3.466,2.336,2.21,1.554,0.054,1.008,7.442,4.962,1.098,4.344,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,AASTK1,,48WSTN000AASTK1,,48WSTN000AASTK1R,Production Unit,AG-ASTK01,****,EICUnit,ESO W Type Codes - BMUs,BLLA-2,BLLX,48W000000BLLA-2,48W000000BLLA-2I,Generation Unit,Blacklaw Wind Farm,*****,DUKES,Engie Power,Flimby,Wind (onshore),Wind (onshore),7.5,2013,North West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000STRNWW,,STRNW,STRNW,Wind Onshore,23/01/2019 0:00,68.0,*,powerplant,None,42.228,25.778,34.726,29.47,38.85,24.304,28.62,30.84,18.428,17.96,24.998,24.73,21.162,27.424,23.11,21.576,17.16,21.67,25.086,22.988,12.572,21.632,43.512,57.128,54.204,42.272,35.384,25.824,32.13,12.97,12.98,15.51,19.902,11.978,5.392,3.562,4.772,4.186,3.466,2.336,2.21,1.554,0.054,1.008,7.442,4.962,1.098,4.344,**,Strathy North,999.0,***,EICStation,ESO W Type Codes - Stations,AASTK2,,48WSTN000AASTK2,,48WSTN000AASTK2P,Production Unit,AG-ASTK02,****,EICUnit,ESO W Type Codes - BMUs,HRHLW-1,HRHLW,48W00000HRHLW-1,48W00000HRHLW-14,Generation Unit,Hare Hill wind Farm,*****,DUKES,WPO,FMC Dunfermline,Wind (onshore),Wind (onshore),1.5,2012,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000KILBW-1W,T_KILBW-1,KILBW-1,KILBW-1,Generation,9/11/2007 0:00,67.0,*,generator,48WSTN0000KILBWA,28.128,27.276,31.072,36.286,38.682,39.74,38.692,44.408,41.448,41.374,42.06,40.256,37.146,33.772,33.768,29.578,38.18,44.286,42.078,42.626,44.082,53.224,55.972,53.972,57.694,52.534,49.01,42.064,35.788,37.03,46.742,35.554,34.752,24.818,25.028,17.174,13.166,16.028,13.084,14.782,10.974,5.404,1.256,0.012,5.072,3.782,2.456,1.576,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,AFSTK1,,48WSTN000AFSTK1,,48WSTN000AFSTK1Y,Production Unit,AG-FSTK01,****,EICUnit,ESO W Type Codes - BMUs,DRSLW-1,DRSLW,48W00000DRSLW-1,48W00000DRSLW-17,Generation Unit,Dersalloch Wind Farm,*****,DUKES,Toucan Energy Services,Ford,Solar,Solar,11.56992,2016,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000KILBWA,,,KILBW,Generation,9/11/2007 0:00,67.0,*,powerplant,None,28.128,27.276,31.072,36.286,38.682,39.74,38.692,44.408,41.448,41.374,42.06,40.256,37.146,33.772,33.768,29.578,38.18,44.286,42.078,42.626,44.082,53.224,55.972,53.972,57.694,52.534,49.01,42.064,35.788,37.03,46.742,35.554,34.752,24.818,25.028,17.174,13.166,16.028,13.084,14.782,10.974,5.404,1.256,0.012,5.072,3.782,2.456,1.576,**,Kilbraur,999.0,***,EICStation,ESO W Type Codes - Stations,AFSTK2,,48WSTN000AFSTK2,,48WSTN000AFSTK2W,Production Unit,AG-FSTK02,****,EICUnit,ESO W Type Codes - BMUs,BETHW-1,BETHW,48W00000BETHW-1,48W00000BETHW-1H,Generation Unit,Beinn Tharsuinn Wind Farm,*****,DUKES,RES Group,Forss,Wind (onshore),Wind (onshore),2.0,2003,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000BRYBW4,,,BRYBW,Generation,15/08/2013 0:00,66.0,*,powerplant,None,33.878,40.638,38.704,38.844,33.758,31.546,34.396,32.362,42.91,36.85,45.942,46.3,41.554,43.768,40.08,39.88,35.074,33.52,26.24,23.928,23.41,27.756,20.438,14.976,12.542,32.582,35.254,42.552,48.834,27.318,0.838,15.692,34.676,43.41,48.076,46.162,49.71,40.398,44.426,34.078,30.328,30.15,40.916,41.036,35.992,28.454,22.014,18.304,**,Berry Burn,999.0,***,EICStation,ESO W Type Codes - Stations,AGSTK3,,48WSTN000AGSTK3,,48WSTN000AGSTK3O,Production Unit,AG-GSTK03,****,EICUnit,ESO W Type Codes - BMUs,BTUIW-2,BTUIW,48W00000BTUIW-2,48W00000BTUIW-2A,Generation Unit,Beinn an Tuirc Wind Farm,*****,DUKES,RES Group,Forss Extension,Wind (onshore),Wind (onshore),5.2,2007,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000BRYBW-10,E_BRYBW-1,BRYBW-1,BRYBW-1,Generation,15/08/2013 0:00,66.0,*,generator,48WSTN0000BRYBW4,33.878,40.638,38.704,38.844,33.758,31.546,34.396,32.362,42.91,36.85,45.942,46.3,41.554,43.768,40.08,39.88,35.074,33.52,26.24,23.928,23.41,27.756,20.438,14.976,12.542,32.582,35.254,42.552,48.834,27.318,0.838,15.692,34.676,43.41,48.076,46.162,49.71,40.398,44.426,34.078,30.328,30.15,40.916,41.036,35.992,28.454,22.014,18.304,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,AJSTK1,,48WSTN000AJSTK1,,48WSTN000AJSTK1A,Production Unit,AG-JSTK01,****,EICUnit,ESO W Type Codes - BMUs,CLFLW-1,CLFLW,48W00000CLFLW-1,48W00000CLFLW-1O,Generation Unit,Clachan Flats Wind Farm,*****,DUKES,RES Group,Four Burrows,Wind (onshore),Wind (onshore),4.5,1995,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000GNFSW-2F,T_GNFSW-2,GNFSW-2,GNFSW-2,Generation,1/07/2009 0:00,65.0,*,generator,48WSTN0000GNFSWJ,9.44,7.9,7.76,12.42,15.24,11.46,10.8,17.32,16.56,16.88,18.9,22.54,25.26,19.72,19.2,13.68,11.7,11.5,11.32,10.96,15.62,10.56,9.3,11.42,26.7,40.1,35.38,30.48,22.58,15.06,14.56,15.76,12.32,9.2,11.6,15.32,9.52,6.12,5.64,5.02,6.78,8.98,5.0,2.68,2.14,3.22,5.14,4.9,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,AJSTK2,,48WSTN000AJSTK2,,48WSTN000AJSTK28,Production Unit,AG-JSTK02,****,EICUnit,ESO W Type Codes - BMUs,DNLWW-1,DNLWW,48W00000DNLWW-1,48W00000DNLWW-1M,Generation Unit,Dun Law Wind Farm,*****,DUKES,RES Group,Four Burrows (Kenwyn),Solar,Solar,7.197,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000MILWW-1M,T_MILWW-1,MILWW-1,MILWW-1,Generation,27/11/2007 0:00,65.0,*,generator,48WSTN0000MILWW9,11.12,15.28,9.14,9.92,9.26,9.48,14.38,14.8,10.98,9.72,9.14,8.44,6.28,10.02,11.9,11.58,17.56,16.38,11.84,8.78,10.78,16.78,12.06,13.92,24.58,28.02,13.76,18.1,26.2,20.3,49.44,35.0,35.92,50.2,49.9,41.12,36.32,34.76,20.48,10.96,21.56,23.58,26.0,25.54,23.52,20.22,40.88,28.52,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,MDLWH,,48WSTN0000MDLWH,,48WSTN0000MDLWHR,Production Unit,MDLWH-1,****,EICUnit,ESO W Type Codes - BMUs,MKHLW-1,MKHLW,48W00000MKHLW-1,48W00000MKHLW-1D,Generation Unit,Mark Hill Wind Farm,*****,DUKES,SSE,Foyers,Hydro / pumped storage,Hydro / pumped storage,300.0,1974,Scotland,*****,48WSTN00000FOYEQ,FOYE,******,6,-10,1,-5,-8,1,2021,11,14,48,0
BMRS,Production unit,48WSTN0000MILWW9,,,MILWW,Generation,27/11/2007 0:00,65.0,*,powerplant,None,11.12,15.28,9.14,9.92,9.26,9.48,14.38,14.8,10.98,9.72,9.14,8.44,6.28,10.02,11.9,11.58,17.56,16.38,11.84,8.78,10.78,16.78,12.06,13.92,24.58,28.02,13.76,18.1,26.2,20.3,49.44,35.0,35.92,50.2,49.9,41.12,36.32,34.76,20.48,10.96,21.56,23.58,26.0,25.54,23.52,20.22,40.88,28.52,**,Millennium,999.0,***,EICStation,ESO W Type Codes - Stations,RDSCR ,,48WSTN000RDSCR ,,48WSTN000RDSCRD,Production Unit,RDSCR-1,****,EICUnit,ESO W Type Codes - BMUs,WBURB-41,WBURB,48W0000WBURB-41,48W0000WBURB-41Z,Generation Unit,West Burton  B PS WBURB-41,*****,DUKES,SSE,Foyers Falls,Hydro,Hydro,5.2,1968,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000CRYRW-1N,,,CRYRW-1,Generation,13/03/2007 0:00,63.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,HWDN,,48WSTN00000HWDN,,48WSTN00000HWDNT,Production Unit,HWDN-1,****,EICUnit,ESO W Type Codes - BMUs,WBURB-43,WBURB,48W0000WBURB-43,48W0000WBURB-43V,Generation Unit,West Burton  B PS WBURB-43,*****,DUKES,Lightsource BP,Francis Court,Solar,Solar,4.224,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000CRYRWO,,,CRYRW,Generation,13/03/2007 0:00,63.0,*,powerplant,None,0.0,0.0,0.0,0.0,0.0,0.02,0.016,0.34,1.74,0.9,0.878,0.156,0.346,1.23,6.234,13.63,16.426,19.682,26.088,20.074,28.788,29.438,30.538,28.942,23.48,22.014,28.726,25.364,24.814,28.83,27.748,22.114,26.994,24.402,20.928,17.008,24.608,33.724,44.16,43.882,37.484,37.424,39.97,38.866,29.556,11.752,15.02,35.19,**,Crystal Rig,999.0,***,EICStation,ESO W Type Codes - Stations,LANGAGE,,48WSTN00LANGAGE,,48WSTN00LANGAGEE,Production Unit,LANGAGE-1,****,EICUnit,ESO W Type Codes - BMUs,ASLVW-1,ASLVW,48W00000ASLVW-1,48W00000ASLVW-1G,Generation Unit,Assel Valley Wind Farm,*****,DUKES,RES Group,Freasdail,Wind (onshore),Wind (onshore),22.5,2017,Scotland,*****,48WSTN0000FSDLWT,FSDLW,******,2,-4,0,-5,-7,1,2021,11,14,48,0
BMRS,Production unit,48W00000AKGLW-22,T_AKGLW-2,AKGLW-2,AKGLW-2,Wind Onshore,22/01/2019 0:00,63.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,MELK,,48WSTN00000MELK,,48WSTN00000MELK,Production Unit,MELK-1,****,EICUnit,ESO W Type Codes - BMUs,ACHRW-1,ACHRW,48W00000ACHRW-1,48W00000ACHRW-1O,Generation Unit,A'Chruach Wind Farm,*****,DUKES,REG WindPower,French Farm,Wind (onshore),Wind (onshore),4.02524,2016,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000AKGLBI,,AKGLB,AKGLB,Wind Onshore,22/01/2019 0:00,63.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,PLYMPTN,,48WSTN00PLYMPTN,,48WSTN00PLYMPTNP,Production Unit,PLYMPTN-1,****,EICUnit,ESO W Type Codes - BMUs,DUNGW-1,DUNGW,48W00000DUNGW-1,48W00000DUNGW-14,Generation Unit,Dunmaglass Wind Farm,*****,DUKES,Peel Energy,Frodsham,Wind (onshore),Wind (onshore),50.35,2017,North West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000CAS-KIL01E,M_CAS-KIL01,CAS-KIL01,CAS-KIL01,Hydro Run-of-river and poundage,28/01/2019 0:00,60.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,COWLEY,,48WSTN000COWLEY,,48WSTN000COWLEY4,Production Unit,COWB-1,****,EICUnit,ESO W Type Codes - BMUs,HBHDW-1,HBHDW,48W00000HBHDW-1,48W00000HBHDW-18,Generation Unit,Harburnhead Wind Farm,*****,DUKES,Octopus Investments,Fullerton,Solar,Solar,4.3566,2017,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000WBURB5,,WBURB,WBURB,Other,10/08/2021 0:00,60.0,*,powerplant,None,350.44,341.7,212.31,0.0,0.786,0.0,0.0,0.0,2.19,2.716,63.232,211.442,433.98,343.26200000000006,546.2819999999999,862.28,958.526,1042.8799999999999,1181.12,1204.04,1206.214,1211.54,1201.91,1090.92,1194.002,1241.244,1269.476,1280.004,1136.64,1250.9999999999998,1276.3220000000001,1286.58,1277.87,1239.612,1211.198,1264.66,1284.404,1132.022,815.9279999999999,401.02,483.602,527.428,822.74,854.12,851.122,844.556,834.862,614.312,**,West Burton GT,999.0,***,EICStation,ESO W Type Codes - Stations,KEMSLEY,,48WSTN00KEMSLEY,,48WSTN00KEMSLEYA,Production Unit,KEMB-1,****,EICUnit,ESO W Type Codes - BMUs,CRYRW-3,CRYRW,48W00000CRYRW-3,48W00000CRYRW-3J,Generation Unit,Crystal Rig Wind Farm CRYRW-1,*****,DUKES,Venitent Energy Services,Galawhistle,Wind (onshore),Wind (onshore),55.2,2017,Scotland,*****,48WSTN0000GLWSWZ,GLWSW,******,1,-4,0,-5,-8,1,2021,11,14,48,0
BMRS,Production unit,48W00000NHOYW-1U,,,NHOYW-1,Wind Offshore,1/01/2013 0:00,60.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,KTHRS,,48WSTN0000KTHRS,,48WSTN0000KTHRS5,Production Unit,KTHRS-1,****,EICUnit,ESO W Type Codes - BMUs,ASHWW-1,ASHWW,48W00000ASHWW-1,48W00000ASHWW-1Z,Generation Unit,Andershaw Wind Farm,*****,DUKES,RWE Npower,Galloper,Wind (offshore),Wind (offshore),352.8,2017,East England,*****,48WSTN0000GAOFOT,GAOFO,******,0,-4,1,-5,-8,1,2021,11,14,48,0
BMRS,Production unit,48WSTN0000NHOYWR,,,NHOYW,Wind Offshore,1/01/2013 0:00,60.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,North Hoyle,999.0,***,EICStation,ESO W Type Codes - Stations,KTHRS2,,48WSTN000KTHRS2,,48WSTN000KTHRS2S,Production Unit,KTHRS-2,****,EICUnit,ESO W Type Codes - BMUs,COUWW-1,COUWW,48W00000COUWW-1,48W00000COUWW-16,Generation Unit,Cour Wind Farm Limited,*****,DUKES,Ecotricity,Galsworthy,Wind (onshore),Wind (onshore),9.24,2014,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
