BMRS,Business Type,Registered Resource EIC code,BM Unit ID,NGC BM Unit ID,Registered Resource Name,PSR Type,Effective From (Date),Capacity MW,*,Type (powerplant(station) or generator(unit)),Connected (if generator(unit)),Output1,Output2,Output3,Output4,Output5,Output6,Output7,Output8,Output9,Output10,Output11,Output12,Output13,Output14,Output15,Output16,Output17,Output18,Output19,Output20,Output21,Output22,Output23,Output24,Output25,Output26,Output27,Output28,Output29,Output30,Output31,Output32,Output33,Output34,Output35,Output36,Output37,Output38,Output39,Output40,Output41,Output42,Output43,Output44,Output45,Output46,Output47,Output48,**,outputBMRSUnitToDUKESStation,tMatchType,***,EICStation,ESO W Type Codes - Stations,Display Name - Stations,Used by X BMUs - Stations,Automatic ID - Stations,15 characters,Energy Identification Code - Stations,Function - Stations,EIC Name - Asset Name - Stations,****,EICUnit,ESO W Type Codes - BMUs,Display Name - Units,STATION,Automatic ID - Units,Energy Identification Code - Units,Function - Units,EIC Name - Asset Name - Units,*****,DUKES,Company Name,Station Name,Fuel,Type,Installed Capacity (MW),Year of commission or year generation began,"Location:
Scotland, Wales, Northern Ireland or English region",*****.1,outputDUKESToBMRSEIC,outputDUKESToBMRSID,******,CapacityDiff,MatchType,MatchYear,MatchGenType,ConfidenceScore,ConfidenceResult,Year,Month,Day,Period,Output
BMRS,Production unit,48WSTN00000CDCLQ,,CDCL,CDCL,Fossil Gas,1/10/2015 0:00,440.0,*,powerplant,None,256.68,261.54,246.6,303.66,247.14,251.64,337.5,254.7,407.88,370.98,258.84,358.92,285.66,213.48,196.02,195.84,350.82,411.12,412.74,412.38,398.52,344.7,382.5,412.02,412.02,411.48,408.6,336.06,256.68,210.42,277.2,409.68,411.84,386.28,352.44,397.8,410.76,413.1,415.26,322.2,359.46,204.3,196.38,195.84,196.02,198.9,216.18,195.84,**,Cottam Development Centre,-3.0,***,EICStation,ESO W Type Codes - Stations,SHRSW,2.0,48WSTN0000SHRSW,15,48WSTN0000SHRSW3,Production Unit,Sheringham Shoal Wind Farm,****,EICUnit,ESO W Type Codes - BMUs,GRIFW-2,GRIFW,48W00000GRIFW-2,48W00000GRIFW-2Y,Generation Unit,Griffin Windfarm GRIFW-2,*****,DUKES,EDF Energy,Burnhead Moss,Wind (onshore),Wind (onshore),26.0,2016,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000CDCL-1P,T_CDCL-1,CDCL-1,CDCL-1,Fossil Gas,1/10/2015 0:00,440.0,*,generator,48WSTN00000CDCLQ,256.68,261.54,246.6,303.66,247.14,251.64,337.5,254.7,407.88,370.98,258.84,358.92,285.66,213.48,196.02,195.84,350.82,411.12,412.74,412.38,398.52,344.7,382.5,412.02,412.02,411.48,408.6,336.06,256.68,210.42,277.2,409.68,411.84,386.28,352.44,397.8,410.76,413.1,415.26,322.2,359.46,204.3,196.38,195.84,196.02,198.9,216.18,195.84,**,None,-10.0,***,EICStation,ESO W Type Codes - Stations,SIZB,2.0,48WSTN00000SIZB,15,48WSTN00000SIZBP,Production Unit,Sizewell B,****,EICUnit,ESO W Type Codes - BMUs,GRMO-1,GRMO,48W000000GRMO-1,48W100000GRMO-1N,Generation Unit,Grangemouth GRMO-1,*****,DUKES,Lightsource BP,Burnthouse,Solar,Solar,4.762,2014,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN00000CRUAC,,CRUA,CRUA,Hydro Run-of-river and poundage,1/01/2000 0:00,440.0,*,powerplant,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,125.88,71.0,100.16,100.12,5.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,Cruachan,999.0,***,EICStation,ESO W Type Codes - Stations,SLOY,4.0,48WSTN00000SLOY,15,48WSTN00000SLOY0,Production Unit,SLOY,****,EICUnit,ESO W Type Codes - BMUs,GRUB-1,GRUB,48W000000GRUB-1,48W000000GRUB-1B,Generation Unit,Grudie Bridge GRUB-1,*****,DUKES,REG WindPower,Burnthouse Farm,Wind (onshore),Wind (onshore),6.0,2013,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000WBURB-19,T_WBURB-1,WBURB-1,WBURB-1,Fossil Gas,1/01/2013 0:00,435.0,*,generator,48WSTN0000WBURB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.38,91.414,360.78,421.35,421.236,421.044,419.17,419.184,320.164,369.15,400.664,418.144,417.878,418.192,418.926,419.12,419.276,419.272,419.18,419.298,421.238,421.256,421.194,320.118,170.016,245.502,294.726,421.75,418.98,417.722,414.456,417.722,369.592,**,None,-4.0,***,EICStation,ESO W Type Codes - Stations,SPLN,1.0,48WSTN00000SPLN,15,48WSTN00000SPLNF,Production Unit,Spalding Power Station,****,EICUnit,ESO W Type Codes - BMUs,GRUB-2,GRUB,48W000000GRUB-2,48W000000GRUB-29,Generation Unit,Grudie Bridge GRUB-2,*****,DUKES,Octopus Investments,Burntstalk Farm,Solar,Solar,11.5248,2013,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000WBURB-35,T_WBURB-3,WBURB-3,WBURB-3,Fossil Gas,1/01/2013 0:00,435.0,*,generator,48WSTN0000WBURB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.232,211.442,432.48,262.934,423.542,424.908,431.852,241.468,389.828,430.304,431.89,430.246,429.546,343.914,393.912,411.94,424.592,429.366,357.392,418.878,430.622,431.03,430.918,431.012,430.98,432.102,432.928,280.3,179.23,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,-10.0,***,EICStation,ESO W Type Codes - Stations,SROM,1.0,48WSTN00000SROM,15,48WSTN00000SROM0,Production Unit,Sron Mor,****,EICUnit,ESO W Type Codes - BMUs,GYAR-1,GYAR,48W000000GYAR-1,48W000000GYAR-15,Generation Unit,Great Yarmouth GYAR-1,*****,DUKES,Lightsource BP,Burthy,Solar,Solar,13.08042,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000SVRP-207,T_SVRP-20,SVRP-20,SVRP-20,Generation,13/11/2009 0:00,425.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,-3.0,***,EICStation,ESO W Type Codes - Stations,STAY,4.0,48WSTN00000STAY,15,48WSTN00000STAYA,Production Unit,Staythorpe,****,EICUnit,ESO W Type Codes - BMUs,GYMRW-1,GYMRW,48W00000GYMRW-1,48W00000GYMRW-1E,Generation Unit,Gwynt Y Mor GYMRW-1,*****,DUKES,John Laing Environmental Asset Group,Burton Wold Extention,Wind (onshore),Wind (onshore),14.0,2014,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000SVRP-10A,T_SVRP-10,SVRP-10,SVRP-10,Generation,13/11/2009 0:00,425.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,-8.0,***,EICStation,ESO W Type Codes - Stations,STCR,1.0,48WSTN00000STCR,15,48WSTN00000STCRI,Production Unit,Stevens Croft,****,EICUnit,ESO W Type Codes - BMUs,GYMRW-2,GYMRW,48W00000GYMRW-2,48W00000GYMRW-2C,Generation Unit,Gwynt Y Mor GYMRW-2,*****,DUKES,Lightsource BP,Bury Lane,Solar,Solar,22.21587,2014,East England,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000SEAB-2T,T_SEAB-2,SEAB-2,SEAB-2,Fossil Gas,1/01/2013 0:00,422.0,*,generator,48WSTN00000SEAB5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.514,182.0,249.14,243.24,238.5,236.82,262.78,368.2,370.7,362.74,373.26,372.92,370.22,367.46,370.24,367.14,367.86,365.74,372.26,366.96,376.1,188.878,0.0,0.0,0.0,0.0,0.0,**,None,-10.0,***,EICStation,ESO W Type Codes - Stations,STVE,2.0,48WSTN00000STVE,15,48WSTN00000STVEO,Production Unit,Striven,****,EICUnit,ESO W Type Codes - BMUs,HADHW-1,HADHW,48W00000HADHW-1,48W00000HADHW-1J,Generation Unit,Hadyard Hill Windfarm HADHW-1,*****,DUKES,British Solar Renewables,Butleigh,Solar,Solar,4.9864,2011,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN00000GYARR,,,GYAR,Fossil Gas,1/01/2013 0:00,420.0,*,powerplant,None,357.752,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.354,357.752,358.834,358.436,358.636,358.636,358.834,358.636,358.636,358.636,385.87,388.058,387.858,388.058,388.058,387.858,388.256,388.058,388.058,387.858,388.058,387.858,388.256,387.858,387.858,388.256,387.858,388.058,388.058,388.058,387.858,388.058,387.858,387.858,387.858,388.256,**,Great Yarmouth,-10.0,***,EICStation,ESO W Type Codes - Stations,SUTB,1.0,48WSTN00000SUTB,15,48WSTN00000SUTBW,Production Unit,Sutton Bridge,****,EICUnit,ESO W Type Codes - BMUs,HEYM11,HEYM1,48W000000HEYM11,48W000000HEYM11C,Generation Unit,Heysham 1 HEYM11,*****,DUKES,E.ON UK,Butterwick Moor Circuit 1,Wind (onshore),Wind (onshore),10.25,2011,North East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN00000SHOSS,,SHOS,SHOS,Fossil Gas,1/03/2016 0:00,420.0,*,powerplant,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.484,135.804,290.668,382.744,380.536,380.536,380.536,380.536,389.964,390.466,390.466,390.466,390.566,390.566,390.668,390.668,390.768,390.768,390.768,360.176,225.072,220.156,254.258,303.206,258.372,378.33,333.094,239.114,201.702,**,Shoreham,-10.0,***,EICStation,ESO W Type Codes - Stations,SVRP,2.0,48WSTN00000SVRP,15,48WSTN00000SVRP6,Production Unit,Severn Power,****,EICUnit,ESO W Type Codes - BMUs,HEYM12,HEYM1,48W000000HEYM12,48W000000HEYM12A,Generation Unit,Heysham 1 HEYM12,*****,DUKES,E.ON UK,Butterwick Moor Circuit 2,Wind (onshore),Wind (onshore),10.25,2011,North East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000SHOS-1N,E_SHOS-1,SHOS-1,SHOS-1,Fossil Gas,31/01/2021 0:00,420.0,*,generator,48WSTN00000SHOSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.484,135.804,290.668,382.744,380.536,380.536,380.536,380.536,389.964,390.466,390.466,390.466,390.566,390.566,390.668,390.668,390.768,390.768,390.768,360.176,225.072,220.156,254.258,303.206,258.372,378.33,333.094,239.114,201.702,**,None,-3.0,***,EICStation,ESO W Type Codes - Stations,TANGW,1.0,48WSTN0000TANGW,15,48WSTN0000TANGWA,Production Unit,"Tangy Wind, Argyll",****,EICUnit,ESO W Type Codes - BMUs,HEYM27,HEYM2,48W000000HEYM27,48W000000HEYM27Y,Generation Unit,Heysham 2 HEYM27,*****,DUKES,Octopus Investments,Bystock Farm,Solar,Solar,4.05,2015,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN00000SHOSS,,SHOS,SHOS,Fossil Gas,31/01/2021 0:00,420.0,*,powerplant,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.484,135.804,290.668,382.744,380.536,380.536,380.536,380.536,389.964,390.466,390.466,390.466,390.566,390.566,390.668,390.668,390.768,390.768,390.768,360.176,225.072,220.156,254.258,303.206,258.372,378.33,333.094,239.114,201.702,**,Shoreham,-1.0,***,EICStation,ESO W Type Codes - Stations,TAYL-G,2.0,48WSTN000TAYL-G,15,48WSTN000TAYL-G3,Production Unit,Taylors Lane,****,EICUnit,ESO W Type Codes - BMUs,HEYM28,HEYM2,48W000000HEYM28,48W000000HEYM28W,Generation Unit,Heysham 2 HEYM28,*****,DUKES,Engie Power,Cairnborrow,Wind (onshore),Wind (onshore),10.0,2017,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000SHOS-1N,E_SHOS-1,SHOS-1,SHOS-1,Fossil Gas,1/03/2016 0:00,420.0,*,generator,48WSTN00000SHOSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.484,135.804,290.668,382.744,380.536,380.536,380.536,380.536,389.964,390.466,390.466,390.466,390.566,390.566,390.668,390.668,390.768,390.768,390.768,360.176,225.072,220.156,254.258,303.206,258.372,378.33,333.094,239.114,201.702,**,None,-4.0,***,EICStation,ESO W Type Codes - Stations,TDBNW,1.0,48WSTN0000TDBNW,15,48WSTN0000TDBNWM,Production Unit,Toddleburn Wind Farm,****,EICUnit,ESO W Type Codes - BMUs,HEYM2D-1,HEYM2,48W0000HEYM2D-1,48W0000HEYM2D-14,Load,Heysham 2 HEYM2D-1,*****,DUKES,Scottish Power,Callagheen,Wind (onshore),Wind (onshore),16.9,2006,Northern Ireland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000GYAR-15,E_GYAR-1,GYAR-1,GYAR-1,Fossil Gas,1/01/2013 0:00,420.0,*,generator,48WSTN00000GYARR,357.752,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.552,357.354,357.752,358.834,358.436,358.636,358.636,358.834,358.636,358.636,358.636,385.87,388.058,387.858,388.058,388.058,387.858,388.256,388.058,388.058,387.858,388.058,387.858,388.256,387.858,387.858,388.256,387.858,388.058,388.058,388.058,387.858,388.058,387.858,387.858,387.858,388.256,**,None,-3.0,***,EICStation,ESO W Type Codes - Stations,THNTW,2.0,48WSTN0000THNTW,15,48WSTN0000THNTWA,Production Unit,Thanet Offshore Wind,****,EICUnit,ESO W Type Codes - BMUs,HINB-7,HINB,48W000000HINB-7,48W000000HINB-77,Generation Unit,Hinkley Point B HINB-7,*****,DUKES,Falck Renewables,Cambrian,Wind (onshore),Wind (onshore),58.5,2005,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000HOWAO-1M,T_HOWAO-1,HOWAO-1,HOWAO-1,Wind Offshore,21/01/2019 0:00,406.0,*,generator,48WSTN0000HOWAOA,106.532,131.394,135.812,140.298,170.032,190.436,185.534,146.144,140.504,149.268,131.51,140.274,154.206,156.79,151.108,164.494,165.732,191.606,211.742,197.914,182.794,141.602,128.434,135.598,114.336,101.77,79.788,73.924,63.61,53.75,42.542,27.644,17.548,23.6,26.576,19.742,23.93,30.264,35.608,30.124,18.922,17.948,27.706,27.582,24.548,21.988,19.26,21.042,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,THNTO,2.0,48WSTN0000THNTO,15,48WSTN0000THNTOQ,Production Unit,Thanet Offshore Wind,****,EICUnit,ESO W Type Codes - BMUs,HINB-8,HINB,48W000000HINB-8,48W000000HINB-85,Generation Unit,Hinkley Point B HINB-8,*****,DUKES,E.ON UK,Camster,Wind (onshore),Wind (onshore),50.0,2013,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000HOWAO-2K,T_HOWAO-2,HOWAO-2,HOWAO-2,Wind Offshore,21/01/2019 0:00,406.0,*,generator,48WSTN0000HOWAOA,118.614,141.01,153.918,160.612,178.87,196.446,169.65,158.694,166.988,151.336,146.108,164.766,181.736,168.318,179.7,181.93,195.964,209.094,198.95,184.69,164.704,141.32,145.066,136.024,118.618,104.372,93.084,70.224,44.188,27.19,29.982,39.128,47.192,40.804,28.72,19.186,17.346,27.276,31.322,33.568,34.522,32.322,34.538,33.292,29.522,25.788,21.492,30.036,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,TINSD,1.0,48WSTN0000TINSD,15,48WSTN0000TINSD9,Production Unit,Tinsley Park,****,EICUnit,ESO W Type Codes - BMUs,HINBD-1,HINB,48W00000HINBD-1,48W00000HINBD-19,Load,Hinkley Point B HINBD-1,*****,DUKES,Toucan Energy Services,Canopus,Solar,Solar,5.0,2015,East Midlands,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W00000HOWAO-3I,T_HOWAO-3,HOWAO-3,HOWAO-3,Wind Offshore,21/01/2019 0:00,406.0,*,generator,48WSTN0000HOWAOA,169.6,167.62,190.832,197.722,206.878,220.064,216.854,196.978,172.726,194.028,216.35,217.29,205.94,234.088,238.768,238.412,224.496,226.728,214.154,187.692,164.482,173.962,170.288,129.562,127.69,119.04,87.546,58.778,51.044,44.828,47.646,61.394,68.822,60.338,51.82,49.278,41.66,35.584,28.632,25.224,31.916,28.726,33.354,32.548,24.672,24.102,34.296,34.49,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,TODSD,1.0,48WSTN0000TODSD,15,48WSTN0000TODSDJ,Production Unit,Tod Point,****,EICUnit,ESO W Type Codes - BMUs,HMGTO-1,HMGTO,48W00000HMGTO-1,48W00000HMGTO-10,Generation Unit,Humber Gateway Offshore Wind Farm HMGTO-1,*****,DUKES,Engie Power,Capel Grange,Solar,Solar,4.9944,2016,South East,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN0000DDGNO3,,DDGNO,DDGNO,Wind Offshore,1/08/2018 0:00,402.0,*,powerplant,None,120.04599999999999,102.548,105.96199999999999,91.584,116.98400000000001,130.534,116.96800000000002,109.86,128.816,141.404,161.10399999999998,170.72400000000002,161.154,146.32999999999998,120.318,111.744,91.304,114.61000000000001,148.628,139.72400000000002,147.35,146.204,135.43200000000002,111.70200000000001,132.12,140.74200000000002,134.596,88.44200000000001,51.286,36.206,36.428000000000004,34.18599999999999,19.043999999999997,19.048000000000002,25.042,15.881999999999998,12.362,10.950000000000001,14.844,14.584000000000001,11.568,5.744,4.154,2.9619999999999997,2.094,2.202,4.64,5.5840000000000005,**,Dudgeon 1,-10.0,***,EICStation,ESO W Type Codes - Stations,TORN,3.0,48WSTN00000TORN,15,48WSTN00000TORNX,Production Unit,Torness,****,EICUnit,ESO W Type Codes - BMUs,HMGTO-2,HMGTO,48W00000HMGTO-2,48W00000HMGTO-2Z,Generation Unit,Humber Gateway Offshore Wind Farm HMGTO-2,*****,DUKES,Greencoat Capital,Carcant,Wind (onshore),Wind (onshore),6.0,2010,Scotland,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000CORB-1Z,E_CORB-1,CORB-1,CORB-1,Generation,1/01/2000 0:00,401.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,TRMFD,1.0,48WSTN0000TRMFD,15,48WSTN0000TRMFD7,Production Unit,Little Barford-3,****,EICUnit,ESO W Type Codes - BMUs,HRSTW-1,HRSTW,48W00000HRSTW-1,48W00000HRSTW-19,Generation Unit,Harestanes Wind Farm HRSTW-1,*****,DUKES,Ecotricity,Cardiff,Wind (onshore),Wind (onshore),2.3,2011,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48WSTN00000CORBV,,,CORB,Generation,1/01/2000 0:00,401.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,Corby,-4.0,***,EICStation,ESO W Type Codes - Stations,TULWB,1.0,48WSTN0000TULWB,15,48WSTN0000TULWBN,Production Unit,Tullo II,****,EICUnit,ESO W Type Codes - BMUs,HRTL-1,HRTL,48W000000HRTL-1,48W000000HRTL-16,Generation Unit,Hartlepool HRTL-1,*****,DUKES,Viridor Waste Management,Cardiff EfW,Waste (municipal solid waste),Conventional Steam,30.0,2014,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000BARK-1G,T_BARK-1,BARK-1,BARK-1,Generation,1/01/2000 0:00,400.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,-4.0,***,EICStation,ESO W Type Codes - Stations,TUMB,2.0,48WSTN00000TUMB,15,48WSTN00000TUMBB,Production Unit,Tummel Bridge,****,EICUnit,ESO W Type Codes - BMUs,HRTL-2,HRTL,48W000000HRTL-2,48W000000HRTL-24,Generation Unit,Hartlepool HRTL-2,*****,DUKES,Scottish Power,Carland Cross RP,Wind (onshore),Wind (onshore),20.0,2013,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000SCCL-1U,T_SCCL-1,SCCL-1,SCCL-1,Generation,1/01/2000 0:00,400.0,*,generator,48WSTN00000SCCLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,64.9,88.1,160.0,371.3,345.6,290.1,131.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,999.0,***,EICStation,ESO W Type Codes - Stations,USKM,3.0,48WSTN00000USKM,15,48WSTN00000USKMZ,Production Unit,Uskmouth Power Station,****,EICUnit,ESO W Type Codes - BMUs,HUMR-1,HUMR,48W000000HUMR-1,48W100000HUMR-1N,Generation Unit,Immingham CHP LLP HUMR-1,*****,DUKES,Octopus Investments,Carlisle Estate,Solar,Solar,4.998,2016,North West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000SCCL-2S,T_SCCL-2,SCCL-2,SCCL-2,Generation,1/01/2000 0:00,400.0,*,generator,48WSTN00000SCCLO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.1,152.5,152.2,249.3,324.5,384.2,382.7,310.4,382.5,339.3,194.8,152.1,152.1,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,-7.0,***,EICStation,ESO W Type Codes - Stations,WBUGT,2.0,48WSTN0000WBUGT,15,48WSTN0000WBUGT2,Production Unit,West Burton-2,****,EICUnit,ESO W Type Codes - BMUs,HUNB-7,HUNB,48W000000HUNB-7,48W000000HUNB-79,Generation Unit,Hunterston HUNB-7,*****,DUKES,Greencoat Capital,Carmarthen,Solar,Solar,4.7,2017,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W000000SCCL-3Q,T_SCCL-3,SCCL-3,SCCL-3,Generation,1/01/2000 0:00,400.0,*,generator,48WSTN00000SCCLO,330.7,341.5,340.3,298.2,299.8,300.1,321.2,300.7,300.6,300.6,300.5,300.6,300.6,300.6,300.6,300.6,300.6,300.7,362.5,363.1,301.7,301.7,301.7,361.4,370.2,369.5,349.6,338.0,340.3,355.9,353.1,352.2,366.8,352.0,340.0,369.7,370.2,370.2,370.3,328.4,333.2,364.8,370.3,370.2,370.2,370.1,311.6,300.6,**,None,-3.0,***,EICStation,ESO W Type Codes - Stations,WBUPS,4.0,48WSTN0000WBUPS,15,48WSTN0000WBUPSE,Production Unit,West Burton-1,****,EICUnit,ESO W Type Codes - BMUs,HUNB-8,HUNB,48W000000HUNB-8,48W000000HUNB-87,Generation Unit,Hunterston HUNB-8,*****,DUKES,Greencoat Capital,Carnemough,Solar,Solar,10.14035,2016,South West,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
BMRS,Production unit,48W0000KLYN-A-1G,E_KLYN-A-1,KLYN-A-1,KLYN-A-1,Fossil Gas,23/02/2021 0:00,400.0,*,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**,None,-3.0,***,EICStation,ESO W Type Codes - Stations,WBURB,5.0,48WSTN0000WBURB,15,48WSTN0000WBURB5,Production Unit,West Burton B PS,****,EICUnit,ESO W Type Codes - BMUs,HUNBD-1,HUNB,48W00000HUNBD-1,48W10000HUNBD-1N,Load,Hunterston HUNBD-1,*****,DUKES,Venitent Energy Services,Carno,Wind (onshore),Wind (onshore),33.6,1996,Wales,*****,None,None,******,999,999,999,999,3996,0,2021,11,14,48,0
