2017,16-Aug,12:00,769
2017,16-Aug,12:15,745
2017,16-Aug,14:35,0
2017,16-Aug,15:10,692.7
2017,16-Aug,15:50,614.8
2017,16-Aug,16:40,208.7
2017,16-Aug,16:45,201.7
2017,16-Aug,16:50,174.4
2017,16-Aug,16:55,147.7
2017,16-Aug,17:10,116.4
2017,16-Aug,17:20,115.1
2017,16-Aug,17:25,92.8
2017,16-Aug,17:30,81.4
2017,16-Aug,17:35,75.4
2017,16-Aug,17:40,62.93
2017,16-Aug,17:45,55.2
2017,16-Aug,17:55,58.43
2017,16-Aug,18:00,56.86
2017,16-Aug,18:05,49.81
2017,16-Aug,18:10,42.27
2017,17-Aug,10:00,179.8
2017,17-Aug,10:05,191.4
2017,17-Aug,10:10,211.3
2017,17-Aug,10:15,230.1
2017,17-Aug,10:20,264.9
2017,17-Aug,10:25,283
2017,17-Aug,10:30,321.2
2017,17-Aug,10:35,279.9
2017,17-Aug,10:40,313.7
2017,17-Aug,10:50,328
2017,17-Aug,11:10,316.4
2017,17-Aug,11:15,300.3
2017,17-Aug,11:20,281.9
2017,17-Aug,11:35,475.4
2017,17-Aug,11:40,438.2
2017,17-Aug,11:45,424.8
2017,17-Aug,11:50,385.5
2017,17-Aug,11:55,346.6
2017,17-Aug,12:15,294.4
2017,17-Aug,14:20,534.2
2017,17-Aug,14:45,123.3
2017,17-Aug,14:50,113.1
2017,17-Aug,14:55,73.5
2017,17-Aug,15:00,61.8
2017,17-Aug,15:05,46.76
2017,17-Aug,17:25,2.45
2017,18-Aug,11:10,383.7
2017,18-Aug,11:15,415.7
