Source,Type,Target,Relation,Domain,Range,Quantifier,Comment,Defined By,Label
DirectCosts,Class,http://www.theworldavatar.com/ontology/ontocape/chemical_process_system/CPS_performance/economic_performance.owl#Costs,IS-A,,,,Direct costs incurred by a chemical plant ,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,Direct costs
stores,Object Property,,,,,,A relationship between a storage tank and its contents,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,stores
hasStorageCapacity,Object Property,,,ChemicalStorageTank,StorageCapacity,,A relationship between a storage tank and its capacity,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,has storage capacity
hasStorageCapacity,Object Property,,,ChemicalStorageTank,StorageCapacity,exactly 1,,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,has storage capacity
http://www.theworldavatar.com/ontology/meta_model/mereology/mereology.owl#isComposedOf,Object Property,,,,,,,http://www.theworldavatar.com/ontology/meta_model/mereology/mereology.owl,is composed of
hasIndividualCO2Emission,Object Property,,,http://www.purl.org/oema/infrastructure/Building UNION http://www.theworldavatar.com/ontology/ontocape/chemical_process_system/CPS_realization/plant.owl#PlantItem,IndividualCO2Emission,,A relationship between a building/plant item and its annual CO2 emission,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,has individual CO2 emission
hasPlantCO2Emission,Object Property,,,ChemicalPlant,PlantCO2Emission,,A relationship between a chemical plant and its overall annual CO2 emission,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,has plant CO2 emission
hasGeneratedHeat,Object Property,,,http://www.purl.org/oema/infrastructure/Building UNION http://www.theworldavatar.com/ontology/ontocape/chemical_process_system/CPS_realization/plant.owl#PlantItem,GeneratedHeat,,A relationship between an entity and its annual heat emission,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,has heat emission
http://www.theworldavatar.com/ontology/ontocape/chemical_process_system/CPS_performance/economic_performance.owl#hasCost,Object Property,,,,http://www.theworldavatar.com/ontology/ontocape/chemical_process_system/CPS_performance/economic_performance.owl#Costs,,A relationship between a plant item and various costs associated with it,http://www.theworldavatar.com/ontology/ontocape/chemical_process_system/CPS_performance/economic_performance.owl,has cost
http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl#InputActivePower,Class,,,,,,Actual power which is transferred to the load.,http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl,Input active power
http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl#InputReactivePower,Class,,,,,,Power that is either generated or absorbed to maintain a constant voltage level,http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl,Input reactive power
http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl#hasActivePowerInput,Object Property,,,PlantEquipment,http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl#InputActivePower,,A relationship between plant equipment and its active power input,http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl,has active power input
http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl#hasReactivePowerInput,Object Property,,,PlantEquipment,http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl#InputReactivePower,,A relationship between plant equipment and its reactive power input,http://www.theworldavatar.com/ontology/ontopowsys/PowSysBehavior.owl,has reactive power input
HeatingLoad,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,IS-A,,,,Amount of heat energy that an entity needs to maintain its temperature in a given range,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,Heating load
FlowRate,Class,http://www.ontology-of-units-of-measure.org/resource/om-2/Quantity,IS-A,,,,Flow rate is the measure of a volume of fluid that moves in a certain amount of time,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,Flow rate
MolarFlowRate,Class,FlowRate,IS-A,,,,The number of moles of a material that passes a reference plane within a unit time interval,http://theworldavatar.com/ontology/ontochemplant/OntoChemPlant.owl,Molar flow rate
http://www.theworldavatar.com/ontology/ontocape/material/material.owl#Material,Class,,,,,,,http://www.theworldavatar.com/ontology/ontocape/material/material.owl,Material
https://github.com/cambridge-cares/TheWorldAvatar/blob/develop/JPS_Ontology/ontology/ontorxn/OntoRxn.owl#InputChemical,Class,http://www.theworldavatar.com/ontology/ontocape/material/material.owl#Material,IS-A,,,,An input chemical is a type of OntoCAPE:Material used as the feed to a reaction experiment. ,https://github.com/cambridge-cares/TheWorldAvatar/blob/develop/JPS_Ontology/ontology/ontorxn/OntoRxn.owl,Input chemical
