primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,carbon_price_ton,capacity_factor,biomass_cofiring,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
anthracite,subcritical,67,1300,833,41.79,5476975,10,0.75,15,31.63,8.543589744,40.17358974,708.05,4655428.75,31.3137,7.262051282,38.57575128
anthracite,subcritical,67,1400,897,41.37,5897775,10,0.75,15,31.31,8.542857143,39.85285714,762.45,5013108.75,30.9969,7.261428571,38.25832857
anthracite,subcritical,67,1500,961.1,41.07,6319232.5,10,0.75,15,31.08,8.543111111,39.62311111,816.935,5371347.625,30.7692,7.261644444,38.03084444
anthracite,subcritical,67,1600,1025,40.81,6739375,10,0.75,15,30.89,8.541666667,39.43166667,871.25,5728468.75,30.5811,7.260416667,37.84151667
anthracite,subcritical,67,1700,1089,40.57,7160175,10,0.75,15,30.71,8.541176471,39.25117647,925.65,6086148.75,30.4029,7.26,37.6629
anthracite,subcritical,67,1800,1153,40.36,7580975,10,0.75,15,30.55,8.540740741,39.09074074,980.05,6443828.75,30.2445,7.25962963,37.50412963
anthracite,subcritical,67,1900,1217,40.17,8001775,10,0.75,15,30.4,8.540350877,38.94035088,1034.45,6801508.75,30.096,7.259298246,37.35529825
anthracite,subcritical,67,2000,1281,39.99,8422575,10,0.75,15,30.27,8.54,38.81,1088.85,7159188.75,29.9673,7.259,37.2263
anthracite,subcritical,67,2100,1346,39.83,8849950,10,0.75,15,30.14,8.546031746,38.68603175,1144.1,7522457.5,29.8386,7.264126984,37.10272698
anthracite,subcritical,67,2200,1410,39.67,9270750,10,0.75,15,30.02,8.545454545,38.56545455,1198.5,7880137.5,29.7198,7.263636364,36.98343636
anthracite,subcritical,67,2300,1474,39.53,9691550,10,0.75,15,29.92,8.544927536,38.46492754,1252.9,8237817.5,29.6208,7.263188406,36.88398841
anthracite,subcritical,67,2400,1538,39.39,10112350,10,0.75,15,29.81,8.544444444,38.35444444,1307.3,8595497.5,29.5119,7.262777778,36.77467778
anthracite,subcritical,67,2500,1602,39.25,10533150,10,0.75,15,29.71,8.544,38.254,1361.7,8953177.5,29.4129,7.2624,36.6753
anthracite,subcritical,70,100,64.12,80.19,421589,10,0.75,15,60.69,8.549333333,69.23933333,54.502,358350.65,60.0831,7.266933333,67.35003333
anthracite,subcritical,70,200,128.2,61.88,842915,10,0.75,15,46.83,8.546666667,55.37666667,108.97,716477.75,46.3617,7.264666667,53.62636667
anthracite,subcritical,70,300,192.3,54.99,1264372.5,10,0.75,15,41.62,8.546666667,50.16666667,163.455,1074716.625,41.2038,7.264666667,48.46846667
anthracite,subcritical,70,400,256.3,51.22,1685172.5,10,0.75,15,38.77,8.543333333,47.31333333,217.855,1432396.625,38.3823,7.261833333,45.64413333
anthracite,subcritical,70,500,320.4,48.78,2106630,10,0.75,15,36.92,8.544,45.464,272.34,1790635.5,36.5508,7.2624,43.8132
anthracite,subcritical,70,600,384.5,47.03,2528087.5,10,0.75,15,35.59,8.544444444,44.13444444,326.825,2148874.375,35.2341,7.262777778,42.49687778
anthracite,subcritical,70,700,448.6,45.69,2949545,10,0.75,15,34.58,8.544761905,43.1247619,381.31,2507113.25,34.2342,7.263047619,41.49724762
anthracite,subcritical,70,800,512.6,44.63,3370345,10,0.75,15,33.78,8.543333333,42.32333333,435.71,2864793.25,33.4422,7.261833333,40.70403333
anthracite,subcritical,70,900,576.7,43.74,3791802.5,10,0.75,15,33.1,8.543703704,41.6437037,490.195,3223032.125,32.769,7.262148148,40.03114815
anthracite,subcritical,70,1000,640.8,42.99,4213260,10,0.75,15,32.54,8.544,41.084,544.68,3581271,32.2146,7.2624,39.477
anthracite,subcritical,70,1100,704.8,42.34,4634060,10,0.75,15,32.04,8.543030303,40.5830303,599.08,3938951,31.7196,7.261575758,38.98117576
anthracite,subcritical,70,1200,768.9,41.76,5055517.5,10,0.75,15,31.61,8.543333333,40.15333333,653.565,4297189.875,31.2939,7.261833333,38.55573333
anthracite,subcritical,70,1300,833,41.23,5476975,10,0.75,15,31.2,8.543589744,39.74358974,708.05,4655428.75,30.888,7.262051282,38.15005128
anthracite,subcritical,70,1400,897,40.82,5897775,10,0.75,15,30.89,8.542857143,39.43285714,762.45,5013108.75,30.5811,7.261428571,37.84252857
anthracite,subcritical,70,1500,961.1,40.53,6319232.5,10,0.75,15,30.67,8.543111111,39.21311111,816.935,5371347.625,30.3633,7.261644444,37.62494444
anthracite,subcritical,70,1600,1025,40.27,6739375,10,0.75,15,30.48,8.541666667,39.02166667,871.25,5728468.75,30.1752,7.260416667,37.43561667
anthracite,subcritical,70,1700,1089,40.04,7160175,10,0.75,15,30.3,8.541176471,38.84117647,925.65,6086148.75,29.997,7.26,37.257
anthracite,subcritical,70,1800,1153,39.83,7580975,10,0.75,15,30.14,8.540740741,38.68074074,980.05,6443828.75,29.8386,7.25962963,37.09822963
anthracite,subcritical,70,1900,1217,39.64,8001775,10,0.75,15,30,8.540350877,38.54035088,1034.45,6801508.75,29.7,7.259298246,36.95929825
anthracite,subcritical,70,2000,1281,39.47,8422575,10,0.75,15,29.87,8.54,38.41,1088.85,7159188.75,29.5713,7.259,36.8303
anthracite,subcritical,70,2100,1346,39.3,8849950,10,0.75,15,29.74,8.546031746,38.28603175,1144.1,7522457.5,29.4426,7.264126984,36.70672698
anthracite,subcritical,70,2200,1410,39.15,9270750,10,0.75,15,29.63,8.545454545,38.17545455,1198.5,7880137.5,29.3337,7.263636364,36.59733636
anthracite,subcritical,70,2300,1474,39.01,9691550,10,0.75,15,29.52,8.544927536,38.06492754,1252.9,8237817.5,29.2248,7.263188406,36.48798841
anthracite,subcritical,70,2400,1538,38.87,10112350,10,0.75,15,29.42,8.544444444,37.96444444,1307.3,8595497.5,29.1258,7.262777778,36.38857778
anthracite,subcritical,70,2500,1602,38.73,10533150,10,0.75,15,29.31,8.544,37.854,1361.7,8953177.5,29.0169,7.2624,36.2793
anthracite,subcritical,73,100,64.12,79.21,421589,10,0.75,15,59.95,8.549333333,68.49933333,54.502,358350.65,59.3505,7.266933333,66.61743333
anthracite,subcritical,73,200,128.2,61.04,842915,10,0.75,15,46.2,8.546666667,54.74666667,108.97,716477.75,45.738,7.264666667,53.00266667
anthracite,subcritical,73,300,192.3,54.23,1264372.5,10,0.75,15,41.04,8.546666667,49.58666667,163.455,1074716.625,40.6296,7.264666667,47.89426667
anthracite,subcritical,73,400,256.3,50.51,1685172.5,10,0.75,15,38.23,8.543333333,46.77333333,217.855,1432396.625,37.8477,7.261833333,45.10953333
anthracite,subcritical,73,500,320.4,48.1,2106630,10,0.75,15,36.4,8.544,44.944,272.34,1790635.5,36.036,7.2624,43.2984
anthracite,subcritical,73,600,384.5,46.37,2528087.5,10,0.75,15,35.09,8.544444444,43.63444444,326.825,2148874.375,34.7391,7.262777778,42.00187778
anthracite,subcritical,73,700,448.6,45.06,2949545,10,0.75,15,34.1,8.544761905,42.6447619,381.31,2507113.25,33.759,7.263047619,41.02204762
anthracite,subcritical,73,800,512.6,44.01,3370345,10,0.75,15,33.31,8.543333333,41.85333333,435.71,2864793.25,32.9769,7.261833333,40.23873333
anthracite,subcritical,73,900,576.7,43.14,3791802.5,10,0.75,15,32.65,8.543703704,41.1937037,490.195,3223032.125,32.3235,7.262148148,39.58564815
anthracite,subcritical,73,1000,640.8,42.41,4213260,10,0.75,15,32.1,8.544,40.644,544.68,3581271,31.779,7.2624,39.0414
anthracite,subcritical,73,1100,704.8,41.76,4634060,10,0.75,15,31.61,8.543030303,40.1530303,599.08,3938951,31.2939,7.261575758,38.55547576
anthracite,subcritical,73,1200,768.9,41.19,5055517.5,10,0.75,15,31.17,8.543333333,39.71333333,653.565,4297189.875,30.8583,7.261833333,38.12013333
anthracite,subcritical,73,1300,833,40.67,5476975,10,0.75,15,30.78,8.543589744,39.32358974,708.05,4655428.75,30.4722,7.262051282,37.73425128
anthracite,subcritical,73,1400,897,40.27,5897775,10,0.75,15,30.48,8.542857143,39.02285714,762.45,5013108.75,30.1752,7.261428571,37.43662857
anthracite,subcritical,73,1500,961.1,39.98,6319232.5,10,0.75,15,30.26,8.543111111,38.80311111,816.935,5371347.625,29.9574,7.261644444,37.21904444
anthracite,subcritical,73,1600,1025,39.73,6739375,10,0.75,15,30.07,8.541666667,38.61166667,871.25,5728468.75,29.7693,7.260416667,37.02971667
anthracite,subcritical,73,1700,1089,39.5,7160175,10,0.75,15,29.9,8.541176471,38.44117647,925.65,6086148.75,29.601,7.26,36.861
anthracite,subcritical,73,1800,1153,39.3,7580975,10,0.75,15,29.74,8.540740741,38.28074074,980.05,6443828.75,29.4426,7.25962963,36.70222963
anthracite,subcritical,73,1900,1217,39.11,8001775,10,0.75,15,29.6,8.540350877,38.14035088,1034.45,6801508.75,29.304,7.259298246,36.56329825
anthracite,subcritical,73,2000,1281,38.94,8422575,10,0.75,15,29.47,8.54,38.01,1088.85,7159188.75,29.1753,7.259,36.4343
anthracite,subcritical,73,2100,1346,38.78,8849950,10,0.75,15,29.35,8.546031746,37.89603175,1144.1,7522457.5,29.0565,7.264126984,36.32062698
anthracite,subcritical,73,2200,1410,38.63,9270750,10,0.75,15,29.24,8.545454545,37.78545455,1198.5,7880137.5,28.9476,7.263636364,36.21123636
anthracite,subcritical,73,2300,1474,38.48,9691550,10,0.75,15,29.12,8.544927536,37.66492754,1252.9,8237817.5,28.8288,7.263188406,36.09198841
anthracite,subcritical,73,2400,1538,38.35,10112350,10,0.75,15,29.02,8.544444444,37.56444444,1307.3,8595497.5,28.7298,7.262777778,35.99257778
anthracite,subcritical,73,2500,1602,38.21,10533150,10,0.75,15,28.92,8.544,37.464,1361.7,8953177.5,28.6308,7.2624,35.8932
anthracite,subcritical,77,100,64.12,77.9,421589,10,0.75,15,58.96,8.549333333,67.50933333,54.502,358350.65,58.3704,7.266933333,65.63733333
anthracite,subcritical,77,200,128.2,59.93,842915,10,0.75,15,45.36,8.546666667,53.90666667,108.97,716477.75,44.9064,7.264666667,52.17106667
anthracite,subcritical,77,300,192.3,53.22,1264372.5,10,0.75,15,40.28,8.546666667,48.82666667,163.455,1074716.625,39.8772,7.264666667,47.14186667
anthracite,subcritical,77,400,256.3,49.56,1685172.5,10,0.75,15,37.51,8.543333333,46.05333333,217.855,1432396.625,37.1349,7.261833333,44.39673333
anthracite,subcritical,77,500,320.4,47.19,2106630,10,0.75,15,35.72,8.544,44.264,272.34,1790635.5,35.3628,7.2624,42.6252
anthracite,subcritical,77,600,384.5,45.5,2528087.5,10,0.75,15,34.44,8.544444444,42.98444444,326.825,2148874.375,34.0956,7.262777778,41.35837778
anthracite,subcritical,77,700,448.6,44.22,2949545,10,0.75,15,33.47,8.544761905,42.0147619,381.31,2507113.25,33.1353,7.263047619,40.39834762
anthracite,subcritical,77,800,512.6,43.19,3370345,10,0.75,15,32.69,8.543333333,41.23333333,435.71,2864793.25,32.3631,7.261833333,39.62493333
anthracite,subcritical,77,900,576.7,42.35,3791802.5,10,0.75,15,32.05,8.543703704,40.5937037,490.195,3223032.125,31.7295,7.262148148,38.99164815
anthracite,subcritical,77,1000,640.8,41.62,4213260,10,0.75,15,31.5,8.544,40.044,544.68,3581271,31.185,7.2624,38.4474
anthracite,subcritical,77,1100,704.8,41,4634060,10,0.75,15,31.03,8.543030303,39.5730303,599.08,3938951,30.7197,7.261575758,37.98127576
