primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,,carbon_price_ton,capacity_factor,biomass_cofiring,,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
subbituminous,supercritical,37,1800,1508,43.7,9915100,,10,0.75,15,,31.64,11.17037037,42.81037037,,1281.8,8427835,31.3236,9.494814815,40.81841481
subbituminous,supercritical,37,1900,1591,43.41,10460825,,10,0.75,15,,31.43,11.16491228,42.59491228,,1352.35,8891701.25,31.1157,9.490175439,40.60587544
subbituminous,supercritical,37,2000,1675,43.14,11013125,,10,0.75,15,,31.23,11.16666667,42.39666667,,1423.75,9361156.25,30.9177,9.491666667,40.40936667
subbituminous,supercritical,37,2100,1759,42.89,11565425,,10,0.75,15,,31.05,11.16825397,42.21825397,,1495.15,9830611.25,30.7395,9.493015873,40.23251587
subbituminous,supercritical,37,2200,1843,42.67,12117725,,10,0.75,15,,30.89,11.16969697,42.05969697,,1566.55,10300066.25,30.5811,9.494242424,40.07534242
subbituminous,supercritical,37,2300,1926,42.46,12663450,,10,0.75,15,,30.74,11.16521739,41.90521739,,1637.1,10763932.5,30.4326,9.490434783,39.92303478
subbituminous,supercritical,37,2400,2010,42.27,13215750,,10,0.75,15,,30.6,11.16666667,41.76666667,,1708.5,11233387.5,30.294,9.491666667,39.78566667
subbituminous,supercritical,37,2500,2094,42.09,13768050,,10,0.75,15,,30.47,11.168,41.638,,1779.9,11702842.5,30.1653,9.4928,39.6581
subbituminous,supercritical,40,100,83.83,93.85,551182.25,,10,0.75,15,,67.94,11.17733333,79.11733333,,71.2555,468504.9125,67.2606,9.500733333,76.76133333
subbituminous,supercritical,40,200,167.6,72,1101970,,10,0.75,15,,52.12,11.17333333,63.29333333,,142.46,936674.5,51.5988,9.497333333,61.09613333
subbituminous,supercritical,40,300,251.3,63.43,1652297.5,,10,0.75,15,,45.92,11.16888889,57.08888889,,213.605,1404452.875,45.4608,9.493555556,54.95435556
subbituminous,supercritical,40,400,335.1,58.6,2203282.5,,10,0.75,15,,42.42,11.17,53.59,,284.835,1872790.125,41.9958,9.4945,51.4903
subbituminous,supercritical,40,500,418.8,55.4,2753610,,10,0.75,15,,40.1,11.168,51.268,,355.98,2340568.5,39.699,9.4928,49.1918
subbituminous,supercritical,40,600,502.6,53.08,3304595,,10,0.75,15,,38.43,11.16888889,49.59888889,,427.21,2808905.75,38.0457,9.493555556,47.53925556
subbituminous,supercritical,40,700,586.3,51.29,3854922.5,,10,0.75,15,,37.13,11.16761905,48.29761905,,498.355,3276684.125,36.7587,9.49247619,46.25117619
subbituminous,supercritical,40,800,670.1,49.86,4405907.5,,10,0.75,15,,36.09,11.16833333,47.25833333,,569.585,3745021.375,35.7291,9.493083333,45.22218333
subbituminous,supercritical,40,900,753.8,48.66,4956235,,10,0.75,15,,35.23,11.16740741,46.39740741,,640.73,4212799.75,34.8777,9.492296296,44.3699963
subbituminous,supercritical,40,1000,837.6,47.65,5507220,,10,0.75,15,,34.49,11.168,45.658,,711.96,4681137,34.1451,9.4928,43.6379
subbituminous,supercritical,40,1100,921.4,46.78,6058205,,10,0.75,15,,33.86,11.16848485,45.02848485,,783.19,5149474.25,33.5214,9.493212121,43.01461212
subbituminous,supercritical,40,1200,1005,46,6607875,,10,0.75,15,,33.3,11.16666667,44.46666667,,854.25,5616693.75,32.967,9.491666667,42.45866667
subbituminous,supercritical,40,1300,1089,45.31,7160175,,10,0.75,15,,32.8,11.16923077,43.96923077,,925.65,6086148.75,32.472,9.493846154,41.96584615
subbituminous,supercritical,40,1400,1173,44.69,7712475,,10,0.75,15,,32.35,11.17142857,43.52142857,,997.05,6555603.75,32.0265,9.495714286,41.52221429
subbituminous,supercritical,40,1500,1256,44.12,8258200,,10,0.75,15,,31.94,11.16444444,43.10444444,,1067.6,7019470,31.6206,9.489777778,41.11037778
subbituminous,supercritical,40,1600,1340,43.72,8810500,,10,0.75,15,,31.65,11.16666667,42.81666667,,1139,7488925,31.3335,9.491666667,40.82516667
subbituminous,supercritical,40,1700,1424,43.36,9362800,,10,0.75,15,,31.39,11.16862745,42.55862745,,1210.4,7958380,31.0761,9.493333333,40.56943333
subbituminous,supercritical,40,1800,1508,43.04,9915100,,10,0.75,15,,31.16,11.17037037,42.33037037,,1281.8,8427835,30.8484,9.494814815,40.34321481
subbituminous,supercritical,40,1900,1591,42.75,10460825,,10,0.75,15,,30.95,11.16491228,42.11491228,,1352.35,8891701.25,30.6405,9.490175439,40.13067544
subbituminous,supercritical,40,2000,1675,42.49,11013125,,10,0.75,15,,30.76,11.16666667,41.92666667,,1423.75,9361156.25,30.4524,9.491666667,39.94406667
subbituminous,supercritical,40,2100,1759,42.24,11565425,,10,0.75,15,,30.58,11.16825397,41.74825397,,1495.15,9830611.25,30.2742,9.493015873,39.76721587
subbituminous,supercritical,40,2200,1843,42.02,12117725,,10,0.75,15,,30.42,11.16969697,41.58969697,,1566.55,10300066.25,30.1158,9.494242424,39.61004242
subbituminous,supercritical,40,2300,1926,41.82,12663450,,10,0.75,15,,30.27,11.16521739,41.43521739,,1637.1,10763932.5,29.9673,9.490434783,39.45773478
subbituminous,supercritical,40,2400,2010,41.63,13215750,,10,0.75,15,,30.14,11.16666667,41.30666667,,1708.5,11233387.5,29.8386,9.491666667,39.33026667
subbituminous,supercritical,40,2500,2094,41.45,13768050,,10,0.75,15,,30.01,11.168,41.178,,1779.9,11702842.5,29.7099,9.4928,39.2027
subbituminous,supercritical,43,100,83.83,92.59,551182.25,,10,0.75,15,,67.03,11.17733333,78.20733333,,71.2555,468504.9125,66.3597,9.500733333,75.86043333
subbituminous,supercritical,43,200,167.6,70.93,1101970,,10,0.75,15,,51.35,11.17333333,62.52333333,,142.46,936674.5,50.8365,9.497333333,60.33383333
subbituminous,supercritical,43,300,251.3,62.46,1652297.5,,10,0.75,15,,45.22,11.16888889,56.38888889,,213.605,1404452.875,44.7678,9.493555556,54.26135556
subbituminous,supercritical,43,400,335.1,57.7,2203282.5,,10,0.75,15,,41.77,11.17,52.94,,284.835,1872790.125,41.3523,9.4945,50.8468
subbituminous,supercritical,43,500,418.8,54.54,2753610,,10,0.75,15,,39.48,11.168,50.648,,355.98,2340568.5,39.0852,9.4928,48.578
subbituminous,supercritical,43,600,502.6,52.25,3304595,,10,0.75,15,,37.82,11.16888889,48.98888889,,427.21,2808905.75,37.4418,9.493555556,46.93535556
subbituminous,supercritical,43,700,586.3,50.49,3854922.5,,10,0.75,15,,36.55,11.16761905,47.71761905,,498.355,3276684.125,36.1845,9.49247619,45.67697619
subbituminous,supercritical,43,800,670.1,49.08,4405907.5,,10,0.75,15,,35.53,11.16833333,46.69833333,,569.585,3745021.375,35.1747,9.493083333,44.66778333
subbituminous,supercritical,43,900,753.8,47.91,4956235,,10,0.75,15,,34.68,11.16740741,45.84740741,,640.73,4212799.75,34.3332,9.492296296,43.8254963
subbituminous,supercritical,43,1000,837.6,46.91,5507220,,10,0.75,15,,33.96,11.168,45.128,,711.96,4681137,33.6204,9.4928,43.1132
subbituminous,supercritical,43,1100,921.4,46.05,6058205,,10,0.75,15,,33.34,11.16848485,44.50848485,,783.19,5149474.25,33.0066,9.493212121,42.49981212
subbituminous,supercritical,43,1200,1005,45.29,6607875,,10,0.75,15,,32.79,11.16666667,43.95666667,,854.25,5616693.75,32.4621,9.491666667,41.95376667
subbituminous,supercritical,43,1300,1089,44.61,7160175,,10,0.75,15,,32.29,11.16923077,43.45923077,,925.65,6086148.75,31.9671,9.493846154,41.46094615
subbituminous,supercritical,43,1400,1173,44,7712475,,10,0.75,15,,31.85,11.17142857,43.02142857,,997.05,6555603.75,31.5315,9.495714286,41.02721429
subbituminous,supercritical,43,1500,1256,43.44,8258200,,10,0.75,15,,31.45,11.16444444,42.61444444,,1067.6,7019470,31.1355,9.489777778,40.62527778
subbituminous,supercritical,43,1600,1340,43.04,8810500,,10,0.75,15,,31.16,11.16666667,42.32666667,,1139,7488925,30.8484,9.491666667,40.34006667
subbituminous,supercritical,43,1700,1424,42.69,9362800,,10,0.75,15,,30.9,11.16862745,42.06862745,,1210.4,7958380,30.591,9.493333333,40.08433333
subbituminous,supercritical,43,1800,1508,42.38,9915100,,10,0.75,15,,30.68,11.17037037,41.85037037,,1281.8,8427835,30.3732,9.494814815,39.86801481
subbituminous,supercritical,43,1900,1591,42.09,10460825,,10,0.75,15,,30.47,11.16491228,41.63491228,,1352.35,8891701.25,30.1653,9.490175439,39.65547544
subbituminous,supercritical,43,2000,1675,41.83,11013125,,10,0.75,15,,30.28,11.16666667,41.44666667,,1423.75,9361156.25,29.9772,9.491666667,39.46886667
subbituminous,supercritical,43,2100,1759,41.6,11565425,,10,0.75,15,,30.11,11.16825397,41.27825397,,1495.15,9830611.25,29.8089,9.493015873,39.30191587
subbituminous,supercritical,43,2200,1843,41.38,12117725,,10,0.75,15,,29.96,11.16969697,41.12969697,,1566.55,10300066.25,29.6604,9.494242424,39.15464242
subbituminous,supercritical,43,2300,1926,41.18,12663450,,10,0.75,15,,29.81,11.16521739,40.97521739,,1637.1,10763932.5,29.5119,9.490434783,39.00233478
subbituminous,supercritical,43,2400,2010,40.99,13215750,,10,0.75,15,,29.67,11.16666667,40.83666667,,1708.5,11233387.5,29.3733,9.491666667,38.86496667
subbituminous,supercritical,43,2500,2094,40.82,13768050,,10,0.75,15,,29.55,11.168,40.718,,1779.9,11702842.5,29.2545,9.4928,38.7473
subbituminous,supercritical,47,100,83.83,91.45,551182.25,,10,0.75,15,,66.2,11.17733333,77.37733333,,71.2555,468504.9125,65.538,9.500733333,75.03873333
subbituminous,supercritical,47,200,167.6,183.8,1101970,,10,0.75,15,,133.06,11.17333333,144.2333333,,142.46,936674.5,131.7294,9.497333333,141.2267333
subbituminous,supercritical,47,300,251.3,276.2,1652297.5,,10,0.75,15,,199.94,11.16888889,211.1088889,,213.605,1404452.875,197.9406,9.493555556,207.4341556
subbituminous,supercritical,47,400,335.1,368.6,2203282.5,,10,0.75,15,,266.83,11.17,278,,284.835,1872790.125,264.1617,9.4945,273.6562
subbituminous,supercritical,47,500,418.8,461,2753610,,10,0.75,15,,333.72,11.168,344.888,,355.98,2340568.5,330.3828,9.4928,339.8756
subbituminous,supercritical,47,600,502.6,553.4,3304595,,10,0.75,15,,400.61,11.16888889,411.7788889,,427.21,2808905.75,396.6039,9.493555556,406.0974556
subbituminous,supercritical,47,700,586.3,645.8,3854922.5,,10,0.75,15,,467.5,11.16761905,478.667619,,498.355,3276684.125,462.825,9.49247619,472.3174762
subbituminous,supercritical,47,800,670.1,738.2,4405907.5,,10,0.75,15,,534.39,11.16833333,545.5583333,,569.585,3745021.375,529.0461,9.493083333,538.5391833
subbituminous,supercritical,47,900,753.8,830.6,4956235,,10,0.75,15,,601.28,11.16740741,612.4474074,,640.73,4212799.75,595.2672,9.492296296,604.7594963
subbituminous,supercritical,47,1000,837.6,923,5507220,,10,0.75,15,,668.17,11.168,679.338,,711.96,4681137,661.4883,9.4928,670.9811
subbituminous,supercritical,47,1100,921.4,1015,6058205,,10,0.75,15,,734.77,11.16848485,745.9384848,,783.19,5149474.25,727.4223,9.493212121,736.9155121
subbituminous,supercritical,47,1200,1005,1108,6607875,,10,0.75,15,,802.1,11.16666667,813.2666667,,854.25,5616693.75,794.079,9.491666667,803.5706667
subbituminous,supercritical,47,1300,1089,1200,7160175,,10,0.75,15,,868.7,11.16923077,879.8692308,,925.65,6086148.75,860.013,9.493846154,869.5068462
subbituminous,supercritical,47,1400,1173,1293,7712475,,10,0.75,15,,936.02,11.17142857,947.1914286,,997.05,6555603.75,926.6598,9.495714286,936.1555143
subbituminous,supercritical,47,1500,1256,1385,8258200,,10,0.75,15,,1002.62,11.16444444,1013.784444,,1067.6,7019470,992.5938,9.489777778,1002.083578
subbituminous,supercritical,47,1600,1340,1477,8810500,,10,0.75,15,,1069.22,11.16666667,1080.386667,,1139,7488925,1058.5278,9.491666667,1068.019467
subbituminous,supercritical,47,1700,1424,1570,9362800,,10,0.75,15,,1136.54,11.16862745,1147.708627,,1210.4,7958380,1125.1746,9.493333333,1134.667933
subbituminous,supercritical,47,1800,1508,1662,9915100,,10,0.75,15,,1203.14,11.17037037,1214.31037,,1281.8,8427835,1191.1086,9.494814815,1200.603415
subbituminous,supercritical,47,1900,1591,1755,10460825,,10,0.75,15,,1270.47,11.16491228,1281.634912,,1352.35,8891701.25,1257.7653,9.490175439,1267.255475
subbituminous,supercritical,47,2000,1675,1847,11013125,,10,0.75,15,,1337.07,11.16666667,1348.236667,,1423.75,9361156.25,1323.6993,9.491666667,1333.190967
subbituminous,supercritical,47,2100,1759,1939,11565425,,10,0.75,15,,1403.67,11.16825397,1414.838254,,1495.15,9830611.25,1389.6333,9.493015873,1399.126316
subbituminous,supercritical,47,2200,1843,2032,12117725,,10,0.75,15,,1470.99,11.16969697,1482.159697,,1566.55,10300066.25,1456.2801,9.494242424,1465.774342
subbituminous,supercritical,47,2300,1926,2124,12663450,,10,0.75,15,,1537.59,11.16521739,1548.755217,,1637.1,10763932.5,1522.2141,9.490434783,1531.704535
subbituminous,supercritical,47,2400,2010,2216,13215750,,10,0.75,15,,1604.19,11.16666667,1615.356667,,1708.5,11233387.5,1588.1481,9.491666667,1597.639767
subbituminous,supercritical,47,2500,2094,2309,13768050,,10,0.75,15,,1671.52,11.168,1682.688,,1779.9,11702842.5,1654.8048,9.4928,1664.2976
subbituminous,supercritical,50,100,83.83,89.66,551182.25,,10,0.75,15,,64.91,11.17733333,76.08733333,,71.2555,468504.9125,64.2609,9.500733333,73.76163333
subbituminous,supercritical,50,200,167.6,68.45,1101970,,10,0.75,15,,49.55,11.17333333,60.72333333,,142.46,936674.5,49.0545,9.497333333,58.55183333
subbituminous,supercritical,50,300,251.3,60.2,1652297.5,,10,0.75,15,,43.58,11.16888889,54.74888889,,213.605,1404452.875,43.1442,9.493555556,52.63775556
subbituminous,supercritical,50,400,335.1,55.58,2203282.5,,10,0.75,15,,40.24,11.17,51.41,,284.835,1872790.125,39.8376,9.4945,49.3321
subbituminous,supercritical,50,500,418.8,52.53,2753610,,10,0.75,15,,38.03,11.168,49.198,,355.98,2340568.5,37.6497,9.4928,47.1425
subbituminous,supercritical,50,600,502.6,50.33,3304595,,10,0.75,15,,36.43,11.16888889,47.59888889,,427.21,2808905.75,36.0657,9.493555556,45.55925556
subbituminous,supercritical,50,700,586.3,48.63,3854922.5,,10,0.75,15,,35.2,11.16761905,46.36761905,,498.355,3276684.125,34.848,9.49247619,44.34047619
subbituminous,supercritical,50,800,670.1,47.27,4405907.5,,10,0.75,15,,34.22,11.16833333,45.38833333,,569.585,3745021.375,33.8778,9.493083333,43.37088333
subbituminous,supercritical,50,900,753.8,46.14,4956235,,10,0.75,15,,33.4,11.16740741,44.56740741,,640.73,4212799.75,33.066,9.492296296,42.5582963
subbituminous,supercritical,50,1000,837.6,45.19,5507220,,10,0.75,15,,32.71,11.168,43.878,,711.96,4681137,32.3829,9.4928,41.8757
subbituminous,supercritical,50,1100,921.4,44.36,6058205,,10,0.75,15,,32.11,11.16848485,43.27848485,,783.19,5149474.25,31.7889,9.493212121,41.28211212
subbituminous,supercritical,50,1200,1005,43.63,6607875,,10,0.75,15,,31.58,11.16666667,42.74666667,,854.25,5616693.75,31.2642,9.491666667,40.75586667
subbituminous,supercritical,50,1300,1089,42.98,7160175,,10,0.75,15,,31.11,11.16923077,42.27923077,,925.65,6086148.75,30.7989,9.493846154,40.29274615
subbituminous,supercritical,50,1400,1173,42.39,7712475,,10,0.75,15,,30.69,11.17142857,41.86142857,,997.05,6555603.75,30.3831,9.495714286,39.87881429
subbituminous,supercritical,50,1500,1256,41.85,8258200,,10,0.75,15,,30.3,11.16444444,41.46444444,,1067.6,7019470,29.997,9.489777778,39.48677778
subbituminous,supercritical,50,1600,1340,41.47,8810500,,10,0.75,15,,30.02,11.16666667,41.18666667,,1139,7488925,29.7198,9.491666667,39.21146667
subbituminous,supercritical,50,1700,1424,41.13,9362800,,10,0.75,15,,29.77,11.16862745,40.93862745,,1210.4,7958380,29.4723,9.493333333,38.96563333
subbituminous,supercritical,50,1800,1508,40.83,9915100,,10,0.75,15,,29.56,11.17037037,40.73037037,,1281.8,8427835,29.2644,9.494814815,38.75921481
subbituminous,supercritical,50,1900,1591,40.56,10460825,,10,0.75,15,,29.36,11.16491228,40.52491228,,1352.35,8891701.25,29.0664,9.490175439,38.55657544
subbituminous,supercritical,50,2000,1675,40.31,11013125,,10,0.75,15,,29.18,11.16666667,40.34666667,,1423.75,9361156.25,28.8882,9.491666667,38.37986667
subbituminous,supercritical,50,2100,1759,40.09,11565425,,10,0.75,15,,29.02,11.16825397,40.18825397,,1495.15,9830611.25,28.7298,9.493015873,38.22281587
subbituminous,supercritical,50,2200,1843,39.88,12117725,,10,0.75,15,,28.87,11.16969697,40.03969697,,1566.55,10300066.25,28.5813,9.494242424,38.07554242
subbituminous,supercritical,50,2300,1926,39.68,12663450,,10,0.75,15,,28.72,11.16521739,39.88521739,,1637.1,10763932.5,28.4328,9.490434783,37.92323478
subbituminous,supercritical,50,2400,2010,39.5,13215750,,10,0.75,15,,28.59,11.16666667,39.75666667,,1708.5,11233387.5,28.3041,9.491666667,37.79576667
subbituminous,supercritical,50,2500,2094,39.33,13768050,,10,0.75,15,,28.47,11.168,39.638,,1779.9,11702842.5,28.1853,9.4928,37.6781
subbituminous,supercritical,53,100,83.83,88.4,551182.25,,10,0.75,15,,63.99,11.17733333,75.16733333,,71.2555,468504.9125,63.3501,9.500733333,72.85083333
subbituminous,supercritical,53,200,167.6,67.38,1101970,,10,0.75,15,,48.78,11.17333333,59.95333333,,142.46,936674.5,48.2922,9.497333333,57.78953333
subbituminous,supercritical,53,300,251.3,59.24,1652297.5,,10,0.75,15,,42.88,11.16888889,54.04888889,,213.605,1404452.875,42.4512,9.493555556,51.94475556
subbituminous,supercritical,53,400,335.1,54.67,2203282.5,,10,0.75,15,,39.58,11.17,50.75,,284.835,1872790.125,39.1842,9.4945,48.6787
subbituminous,supercritical,53,500,418.8,51.67,2753610,,10,0.75,15,,37.4,11.168,48.568,,355.98,2340568.5,37.026,9.4928,46.5188
subbituminous,supercritical,53,600,502.6,49.5,3304595,,10,0.75,15,,35.83,11.16888889,46.99888889,,427.21,2808905.75,35.4717,9.493555556,44.96525556
subbituminous,supercritical,53,700,586.3,47.83,3854922.5,,10,0.75,15,,34.62,11.16761905,45.78761905,,498.355,3276684.125,34.2738,9.49247619,43.76627619
subbituminous,supercritical,53,800,670.1,46.49,4405907.5,,10,0.75,15,,33.65,11.16833333,44.81833333,,569.585,3745021.375,33.3135,9.493083333,42.80658333
subbituminous,supercritical,53,900,753.8,45.39,4956235,,10,0.75,15,,32.86,11.16740741,44.02740741,,640.73,4212799.75,32.5314,9.492296296,42.0236963
subbituminous,supercritical,53,1000,837.6,44.45,5507220,,10,0.75,15,,32.18,11.168,43.348,,711.96,4681137,31.8582,9.4928,41.351
subbituminous,supercritical,53,1100,921.4,43.63,6058205,,10,0.75,15,,31.58,11.16848485,42.74848485,,783.19,5149474.25,31.2642,9.493212121,40.75741212
subbituminous,supercritical,53,1200,1005,42.92,6607875,,10,0.75,15,,31.07,11.16666667,42.23666667,,854.25,5616693.75,30.7593,9.491666667,40.25096667
subbituminous,supercritical,53,1300,1089,42.27,7160175,,10,0.75,15,,30.6,11.16923077,41.76923077,,925.65,6086148.75,30.294,9.493846154,39.78784615
subbituminous,supercritical,53,1400,1173,41.69,7712475,,10,0.75,15,,30.18,11.17142857,41.35142857,,997.05,6555603.75,29.8782,9.495714286,39.37391429
subbituminous,supercritical,53,1500,1256,41.16,8258200,,10,0.75,15,,29.8,11.16444444,40.96444444,,1067.6,7019470,29.502,9.489777778,38.99177778
subbituminous,supercritical,53,1600,1340,40.79,8810500,,10,0.75,15,,29.53,11.16666667,40.69666667,,1139,7488925,29.2347,9.491666667,38.72636667
subbituminous,supercritical,53,1700,1424,40.47,9362800,,10,0.75,15,,29.3,11.16862745,40.46862745,,1210.4,7958380,29.007,9.493333333,38.50033333
subbituminous,supercritical,53,1800,1508,40.17,9915100,,10,0.75,15,,29.08,11.17037037,40.25037037,,1281.8,8427835,28.7892,9.494814815,38.28401481
subbituminous,supercritical,53,1900,1591,39.9,10460825,,10,0.75,15,,28.88,11.16491228,40.04491228,,1352.35,8891701.25,28.5912,9.490175439,38.08137544
subbituminous,supercritical,53,2000,1675,39.66,11013125,,10,0.75,15,,28.71,11.16666667,39.87666667,,1423.75,9361156.25,28.4229,9.491666667,37.91456667
subbituminous,supercritical,53,2100,1759,39.44,11565425,,10,0.75,15,,28.55,11.16825397,39.71825397,,1495.15,9830611.25,28.2645,9.493015873,37.75751587
subbituminous,supercritical,53,2200,1843,39.23,12117725,,10,0.75,15,,28.4,11.16969697,39.56969697,,1566.55,10300066.25,28.116,9.494242424,37.61024242
subbituminous,supercritical,53,2300,1926,39.04,12663450,,10,0.75,15,,28.26,11.16521739,39.42521739,,1637.1,10763932.5,27.9774,9.490434783,37.46783478
subbituminous,supercritical,53,2400,2010,38.86,13215750,,10,0.75,15,,28.13,11.16666667,39.29666667,,1708.5,11233387.5,27.8487,9.491666667,37.34036667
subbituminous,supercritical,53,2500,2094,38.7,13768050,,10,0.75,15,,28.02,11.168,39.188,,1779.9,11702842.5,27.7398,9.4928,37.2326
subbituminous,supercritical,57,100,83.83,86.72,551182.25,,10,0.75,15,,62.78,11.17733333,73.95733333,,71.2555,468504.9125,62.1522,9.500733333,71.65293333
subbituminous,supercritical,57,200,167.6,65.96,1101970,,10,0.75,15,,47.75,11.17333333,58.92333333,,142.46,936674.5,47.2725,9.497333333,56.76983333
subbituminous,supercritical,57,300,251.3,57.94,1652297.5,,10,0.75,15,,41.94,11.16888889,53.10888889,,213.605,1404452.875,41.5206,9.493555556,51.01415556
subbituminous,supercritical,57,400,335.1,53.47,2203282.5,,10,0.75,15,,38.71,11.17,49.88,,284.835,1872790.125,38.3229,9.4945,47.8174
subbituminous,supercritical,57,500,418.8,50.52,2753610,,10,0.75,15,,36.57,11.168,47.738,,355.98,2340568.5,36.2043,9.4928,45.6971
subbituminous,supercritical,57,600,502.6,48.4,3304595,,10,0.75,15,,35.04,11.16888889,46.20888889,,427.21,2808905.75,34.6896,9.493555556,44.18315556
subbituminous,supercritical,57,700,586.3,46.77,3854922.5,,10,0.75,15,,33.86,11.16761905,45.02761905,,498.355,3276684.125,33.5214,9.49247619,43.01387619
subbituminous,supercritical,57,800,670.1,45.46,4405907.5,,10,0.75,15,,32.91,11.16833333,44.07833333,,569.585,3745021.375,32.5809,9.493083333,42.07398333
subbituminous,supercritical,57,900,753.8,44.38,4956235,,10,0.75,15,,32.13,11.16740741,43.29740741,,640.73,4212799.75,31.8087,9.492296296,41.3009963
subbituminous,supercritical,57,1000,837.6,43.46,5507220,,10,0.75,15,,31.46,11.168,42.628,,711.96,4681137,31.1454,9.4928,40.6382
subbituminous,supercritical,57,1100,921.4,42.67,6058205,,10,0.75,15,,30.89,11.16848485,42.05848485,,783.19,5149474.25,30.5811,9.493212121,40.07431212
subbituminous,supercritical,57,1200,1005,41.97,6607875,,10,0.75,15,,30.38,11.16666667,41.54666667,,854.25,5616693.75,30.0762,9.491666667,39.56786667
subbituminous,supercritical,57,1300,1089,41.34,7160175,,10,0.75,15,,29.93,11.16923077,41.09923077,,925.65,6086148.75,29.6307,9.493846154,39.12454615
subbituminous,supercritical,57,1400,1173,40.77,7712475,,10,0.75,15,,29.51,11.17142857,40.68142857,,997.05,6555603.75,29.2149,9.495714286,38.71061429
subbituminous,supercritical,57,1500,1256,40.25,8258200,,10,0.75,15,,29.14,11.16444444,40.30444444,,1067.6,7019470,28.8486,9.489777778,38.33837778
subbituminous,supercritical,57,1600,1340,39.89,8810500,,10,0.75,15,,28.88,11.16666667,40.04666667,,1139,7488925,28.5912,9.491666667,38.08286667
subbituminous,supercritical,57,1700,1424,39.57,9362800,,10,0.75,15,,28.65,11.16862745,39.81862745,,1210.4,7958380,28.3635,9.493333333,37.85683333
subbituminous,supercritical,57,1800,1508,39.29,9915100,,10,0.75,15,,28.44,11.17037037,39.61037037,,1281.8,8427835,28.1556,9.494814815,37.65041481
subbituminous,supercritical,57,1900,1591,39.03,10460825,,10,0.75,15,,28.25,11.16491228,39.41491228,,1352.35,8891701.25,27.9675,9.490175439,37.45767544
subbituminous,supercritical,57,2000,1675,38.79,11013125,,10,0.75,15,,28.08,11.16666667,39.24666667,,1423.75,9361156.25,27.7992,9.491666667,37.29086667
subbituminous,supercritical,57,2100,1759,38.57,11565425,,10,0.75,15,,27.92,11.16825397,39.08825397,,1495.15,9830611.25,27.6408,9.493015873,37.13381587
subbituminous,supercritical,57,2200,1843,38.37,12117725,,10,0.75,15,,27.78,11.16969697,38.94969697,,1566.55,10300066.25,27.5022,9.494242424,36.99644242
subbituminous,supercritical,57,2300,1926,38.19,12663450,,10,0.75,15,,27.65,11.16521739,38.81521739,,1637.1,10763932.5,27.3735,9.490434783,36.86393478
subbituminous,supercritical,57,2400,2010,38.01,13215750,,10,0.75,15,,27.52,11.16666667,38.68666667,,1708.5,11233387.5,27.2448,9.491666667,36.73646667
subbituminous,supercritical,57,2500,2094,37.85,13768050,,10,0.75,15,,27.4,11.168,38.568,,1779.9,11702842.5,27.126,9.4928,36.6188
subbituminous,supercritical,60,100,83.83,85.47,551182.25,,10,0.75,15,,61.87,11.17733333,73.04733333,,71.2555,468504.9125,61.2513,9.500733333,70.75203333
subbituminous,supercritical,60,200,167.6,64.9,1101970,,10,0.75,15,,46.98,11.17333333,58.15333333,,142.46,936674.5,46.5102,9.497333333,56.00753333
subbituminous,supercritical,60,300,251.3,56.98,1652297.5,,10,0.75,15,,41.25,11.16888889,52.41888889,,213.605,1404452.875,40.8375,9.493555556,50.33105556
subbituminous,supercritical,60,400,335.1,52.56,2203282.5,,10,0.75,15,,38.05,11.17,49.22,,284.835,1872790.125,37.6695,9.4945,47.164
subbituminous,supercritical,60,500,418.8,49.66,2753610,,10,0.75,15,,35.95,11.168,47.118,,355.98,2340568.5,35.5905,9.4928,45.0833
subbituminous,supercritical,60,600,502.6,47.57,3304595,,10,0.75,15,,34.44,11.16888889,45.60888889,,427.21,2808905.75,34.0956,9.493555556,43.58915556
subbituminous,supercritical,60,700,586.3,45.97,3854922.5,,10,0.75,15,,33.28,11.16761905,44.44761905,,498.355,3276684.125,32.9472,9.49247619,42.43967619
subbituminous,supercritical,60,800,670.1,44.68,4405907.5,,10,0.75,15,,32.34,11.16833333,43.50833333,,569.585,3745021.375,32.0166,9.493083333,41.50968333
subbituminous,supercritical,60,900,753.8,43.62,4956235,,10,0.75,15,,31.58,11.16740741,42.74740741,,640.73,4212799.75,31.2642,9.492296296,40.7564963
subbituminous,supercritical,60,1000,837.6,42.72,5507220,,10,0.75,15,,30.93,11.168,42.098,,711.96,4681137,30.6207,9.4928,40.1135
subbituminous,supercritical,60,1100,921.4,41.94,6058205,,10,0.75,15,,30.36,11.16848485,41.52848485,,783.19,5149474.25,30.0564,9.493212121,39.54961212
subbituminous,supercritical,60,1200,1005,41.25,6607875,,10,0.75,15,,29.86,11.16666667,41.02666667,,854.25,5616693.75,29.5614,9.491666667,39.05306667
subbituminous,supercritical,60,1300,1089,40.64,7160175,,10,0.75,15,,29.42,11.16923077,40.58923077,,925.65,6086148.75,29.1258,9.493846154,38.61964615
