primary_fuel,generation_technology,amortization_rate,capacity_MW,emission_rate_ton_h,marginal_cost_MWh,annual_emission_ton,,carbon_price_ton,capacity_factor,biomass_cofiring,,plant_LCOE_MWh,carbon_LCOE_MWh,LCOE_MWh,,biomass_emission_rate_ton_h,biomass_annual_emission_ton,biomass_plant_LCOE_MWh,biomass_carbon_LCOE_MWh,biomass_LCOE_MWh
subbituminous,supercritical,13,2100,1759,48.07,11565425,,10,0.75,15,,34.8,11.16825397,45.96825397,,1495.15,9830611.25,34.452,9.493015873,43.94501587
subbituminous,supercritical,13,2200,1843,47.82,12117725,,10,0.75,15,,34.62,11.16969697,45.78969697,,1566.55,10300066.25,34.2738,9.494242424,43.76804242
subbituminous,supercritical,13,2300,1926,47.59,12663450,,10,0.75,15,,34.45,11.16521739,45.61521739,,1637.1,10763932.5,34.1055,9.490434783,43.59593478
subbituminous,supercritical,13,2400,2010,47.38,13215750,,10,0.75,15,,34.3,11.16666667,45.46666667,,1708.5,11233387.5,33.957,9.491666667,43.44866667
subbituminous,supercritical,13,2500,2094,47.18,13768050,,10,0.75,15,,34.15,11.168,45.318,,1779.9,11702842.5,33.8085,9.4928,43.3013
subbituminous,supercritical,17,100,83.83,103.5,551182.25,,10,0.75,15,,74.93,11.17733333,86.10733333,,71.2555,468504.9125,74.1807,9.500733333,83.68143333
subbituminous,supercritical,17,200,167.6,80.16,1101970,,10,0.75,15,,58.03,11.17333333,69.20333333,,142.46,936674.5,57.4497,9.497333333,66.94703333
subbituminous,supercritical,17,300,251.3,70.86,1652297.5,,10,0.75,15,,51.3,11.16888889,62.46888889,,213.605,1404452.875,50.787,9.493555556,60.28055556
subbituminous,supercritical,17,400,335.1,65.55,2203282.5,,10,0.75,15,,47.45,11.17,58.62,,284.835,1872790.125,46.9755,9.4945,56.47
subbituminous,supercritical,17,500,418.8,62.01,2753610,,10,0.75,15,,44.89,11.168,56.058,,355.98,2340568.5,44.4411,9.4928,53.9339
subbituminous,supercritical,17,600,502.6,59.42,3304595,,10,0.75,15,,43.01,11.16888889,54.17888889,,427.21,2808905.75,42.5799,9.493555556,52.07345556
subbituminous,supercritical,17,700,586.3,57.42,3854922.5,,10,0.75,15,,41.57,11.16761905,52.73761905,,498.355,3276684.125,41.1543,9.49247619,50.64677619
subbituminous,supercritical,17,800,670.1,55.8,4405907.5,,10,0.75,15,,40.39,11.16833333,51.55833333,,569.585,3745021.375,39.9861,9.493083333,49.47918333
subbituminous,supercritical,17,900,753.8,54.46,4956235,,10,0.75,15,,39.42,11.16740741,50.58740741,,640.73,4212799.75,39.0258,9.492296296,48.5180963
subbituminous,supercritical,17,1000,837.6,53.32,5507220,,10,0.75,15,,38.6,11.168,49.768,,711.96,4681137,38.214,9.4928,47.7068
subbituminous,supercritical,17,1100,921.4,52.33,6058205,,10,0.75,15,,37.88,11.16848485,49.04848485,,783.19,5149474.25,37.5012,9.493212121,46.99441212
subbituminous,supercritical,17,1200,1005,51.46,6607875,,10,0.75,15,,37.25,11.16666667,48.41666667,,854.25,5616693.75,36.8775,9.491666667,46.36916667
subbituminous,supercritical,17,1300,1089,50.69,7160175,,10,0.75,15,,36.7,11.16923077,47.86923077,,925.65,6086148.75,36.333,9.493846154,45.82684615
subbituminous,supercritical,17,1400,1173,49.99,7712475,,10,0.75,15,,36.19,11.17142857,47.36142857,,997.05,6555603.75,35.8281,9.495714286,45.32381429
subbituminous,supercritical,17,1500,1256,49.36,8258200,,10,0.75,15,,35.73,11.16444444,46.89444444,,1067.6,7019470,35.3727,9.489777778,44.86247778
subbituminous,supercritical,17,1600,1340,48.89,8810500,,10,0.75,15,,35.39,11.16666667,46.55666667,,1139,7488925,35.0361,9.491666667,44.52776667
subbituminous,supercritical,17,1700,1424,48.48,9362800,,10,0.75,15,,35.1,11.16862745,46.26862745,,1210.4,7958380,34.749,9.493333333,44.24233333
subbituminous,supercritical,17,1800,1508,48.11,9915100,,10,0.75,15,,34.83,11.17037037,46.00037037,,1281.8,8427835,34.4817,9.494814815,43.97651481
subbituminous,supercritical,17,1900,1591,47.78,10460825,,10,0.75,15,,34.59,11.16491228,45.75491228,,1352.35,8891701.25,34.2441,9.490175439,43.73427544
subbituminous,supercritical,17,2000,1675,47.48,11013125,,10,0.75,15,,34.37,11.16666667,45.53666667,,1423.75,9361156.25,34.0263,9.491666667,43.51796667
subbituminous,supercritical,17,2100,1759,47.21,11565425,,10,0.75,15,,34.18,11.16825397,45.34825397,,1495.15,9830611.25,33.8382,9.493015873,43.33121587
subbituminous,supercritical,17,2200,1843,46.96,12117725,,10,0.75,15,,33.99,11.16969697,45.15969697,,1566.55,10300066.25,33.6501,9.494242424,43.14434242
subbituminous,supercritical,17,2300,1926,46.73,12663450,,10,0.75,15,,33.83,11.16521739,44.99521739,,1637.1,10763932.5,33.4917,9.490434783,42.98213478
subbituminous,supercritical,17,2400,2010,46.52,13215750,,10,0.75,15,,33.68,11.16666667,44.84666667,,1708.5,11233387.5,33.3432,9.491666667,42.83486667
subbituminous,supercritical,17,2500,2094,46.33,13768050,,10,0.75,15,,33.54,11.168,44.708,,1779.9,11702842.5,33.2046,9.4928,42.6974
subbituminous,supercritical,20,100,83.83,102.2,551182.25,,10,0.75,15,,73.98,11.17733333,85.15733333,,71.2555,468504.9125,73.2402,9.500733333,82.74093333
subbituminous,supercritical,20,200,167.6,79.09,1101970,,10,0.75,15,,57.25,11.17333333,68.42333333,,142.46,936674.5,56.6775,9.497333333,66.17483333
subbituminous,supercritical,20,300,251.3,69.89,1652297.5,,10,0.75,15,,50.59,11.16888889,61.75888889,,213.605,1404452.875,50.0841,9.493555556,59.57765556
subbituminous,supercritical,20,400,335.1,64.64,2203282.5,,10,0.75,15,,46.79,11.17,57.96,,284.835,1872790.125,46.3221,9.4945,55.8166
subbituminous,supercritical,20,500,418.8,61.15,2753610,,10,0.75,15,,44.27,11.168,55.438,,355.98,2340568.5,43.8273,9.4928,53.3201
subbituminous,supercritical,20,600,502.6,58.59,3304595,,10,0.75,15,,42.41,11.16888889,53.57888889,,427.21,2808905.75,41.9859,9.493555556,51.47945556
subbituminous,supercritical,20,700,586.3,56.62,3854922.5,,10,0.75,15,,40.99,11.16761905,52.15761905,,498.355,3276684.125,40.5801,9.49247619,50.07257619
subbituminous,supercritical,20,800,670.1,55.03,4405907.5,,10,0.75,15,,39.84,11.16833333,51.00833333,,569.585,3745021.375,39.4416,9.493083333,48.93468333
subbituminous,supercritical,20,900,753.8,53.71,4956235,,10,0.75,15,,38.88,11.16740741,50.04740741,,640.73,4212799.75,38.4912,9.492296296,47.9834963
subbituminous,supercritical,20,1000,837.6,52.58,5507220,,10,0.75,15,,38.06,11.168,49.228,,711.96,4681137,37.6794,9.4928,47.1722
subbituminous,supercritical,20,1100,921.4,51.61,6058205,,10,0.75,15,,37.36,11.16848485,48.52848485,,783.19,5149474.25,36.9864,9.493212121,46.47961212
subbituminous,supercritical,20,1200,1005,50.75,6607875,,10,0.75,15,,36.74,11.16666667,47.90666667,,854.25,5616693.75,36.3726,9.491666667,45.86426667
subbituminous,supercritical,20,1300,1089,49.99,7160175,,10,0.75,15,,36.19,11.16923077,47.35923077,,925.65,6086148.75,35.8281,9.493846154,45.32194615
subbituminous,supercritical,20,1400,1173,49.3,7712475,,10,0.75,15,,35.69,11.17142857,46.86142857,,997.05,6555603.75,35.3331,9.495714286,44.82881429
subbituminous,supercritical,20,1500,1256,48.67,8258200,,10,0.75,15,,35.23,11.16444444,46.39444444,,1067.6,7019470,34.8777,9.489777778,44.36747778
subbituminous,supercritical,20,1600,1340,48.22,8810500,,10,0.75,15,,34.91,11.16666667,46.07666667,,1139,7488925,34.5609,9.491666667,44.05256667
subbituminous,supercritical,20,1700,1424,47.81,9362800,,10,0.75,15,,34.61,11.16862745,45.77862745,,1210.4,7958380,34.2639,9.493333333,43.75723333
subbituminous,supercritical,20,1800,1508,47.45,9915100,,10,0.75,15,,34.35,11.17037037,45.52037037,,1281.8,8427835,34.0065,9.494814815,43.50131481
subbituminous,supercritical,20,1900,1591,47.13,10460825,,10,0.75,15,,34.12,11.16491228,45.28491228,,1352.35,8891701.25,33.7788,9.490175439,43.26897544
subbituminous,supercritical,20,2000,1675,46.83,11013125,,10,0.75,15,,33.9,11.16666667,45.06666667,,1423.75,9361156.25,33.561,9.491666667,43.05266667
subbituminous,supercritical,20,2100,1759,46.56,11565425,,10,0.75,15,,33.71,11.16825397,44.87825397,,1495.15,9830611.25,33.3729,9.493015873,42.86591587
subbituminous,supercritical,20,2200,1843,46.32,12117725,,10,0.75,15,,33.53,11.16969697,44.69969697,,1566.55,10300066.25,33.1947,9.494242424,42.68894242
subbituminous,supercritical,20,2300,1926,46.09,12663450,,10,0.75,15,,33.37,11.16521739,44.53521739,,1637.1,10763932.5,33.0363,9.490434783,42.52673478
subbituminous,supercritical,20,2400,2010,45.89,13215750,,10,0.75,15,,33.22,11.16666667,44.38666667,,1708.5,11233387.5,32.8878,9.491666667,42.37946667
subbituminous,supercritical,20,2500,2094,45.7,13768050,,10,0.75,15,,33.08,11.168,44.248,,1779.9,11702842.5,32.7492,9.4928,42.242
subbituminous,supercritical,23,100,83.83,101,551182.25,,10,0.75,15,,73.12,11.17733333,84.29733333,,71.2555,468504.9125,72.3888,9.500733333,81.88953333
subbituminous,supercritical,23,200,167.6,78.03,1101970,,10,0.75,15,,56.49,11.17333333,67.66333333,,142.46,936674.5,55.9251,9.497333333,65.42243333
subbituminous,supercritical,23,300,251.3,68.92,1652297.5,,10,0.75,15,,49.89,11.16888889,61.05888889,,213.605,1404452.875,49.3911,9.493555556,58.88465556
subbituminous,supercritical,23,400,335.1,63.74,2203282.5,,10,0.75,15,,46.14,11.17,57.31,,284.835,1872790.125,45.6786,9.4945,55.1731
subbituminous,supercritical,23,500,418.8,60.28,2753610,,10,0.75,15,,43.64,11.168,54.808,,355.98,2340568.5,43.2036,9.4928,52.6964
subbituminous,supercritical,23,600,502.6,57.77,3304595,,10,0.75,15,,41.82,11.16888889,52.98888889,,427.21,2808905.75,41.4018,9.493555556,50.89535556
subbituminous,supercritical,23,700,586.3,55.82,3854922.5,,10,0.75,15,,40.41,11.16761905,51.57761905,,498.355,3276684.125,40.0059,9.49247619,49.49837619
subbituminous,supercritical,23,800,670.1,54.25,4405907.5,,10,0.75,15,,39.27,11.16833333,50.43833333,,569.585,3745021.375,38.8773,9.493083333,48.37038333
subbituminous,supercritical,23,900,753.8,52.95,4956235,,10,0.75,15,,38.33,11.16740741,49.49740741,,640.73,4212799.75,37.9467,9.492296296,47.4389963
subbituminous,supercritical,23,1000,837.6,51.84,5507220,,10,0.75,15,,37.53,11.168,48.698,,711.96,4681137,37.1547,9.4928,46.6475
subbituminous,supercritical,23,1100,921.4,50.88,6058205,,10,0.75,15,,36.83,11.16848485,47.99848485,,783.19,5149474.25,36.4617,9.493212121,45.95491212
subbituminous,supercritical,23,1200,1005,50.04,6607875,,10,0.75,15,,36.22,11.16666667,47.38666667,,854.25,5616693.75,35.8578,9.491666667,45.34946667
subbituminous,supercritical,23,1300,1089,49.29,7160175,,10,0.75,15,,35.68,11.16923077,46.84923077,,925.65,6086148.75,35.3232,9.493846154,44.81704615
subbituminous,supercritical,23,1400,1173,48.61,7712475,,10,0.75,15,,35.19,11.17142857,46.36142857,,997.05,6555603.75,34.8381,9.495714286,44.33381429
subbituminous,supercritical,23,1500,1256,47.99,8258200,,10,0.75,15,,34.74,11.16444444,45.90444444,,1067.6,7019470,34.3926,9.489777778,43.88237778
subbituminous,supercritical,23,1600,1340,47.54,8810500,,10,0.75,15,,34.41,11.16666667,45.57666667,,1139,7488925,34.0659,9.491666667,43.55756667
subbituminous,supercritical,23,1700,1424,47.15,9362800,,10,0.75,15,,34.13,11.16862745,45.29862745,,1210.4,7958380,33.7887,9.493333333,43.28203333
subbituminous,supercritical,23,1800,1508,46.79,9915100,,10,0.75,15,,33.87,11.17037037,45.04037037,,1281.8,8427835,33.5313,9.494814815,43.02611481
subbituminous,supercritical,23,1900,1591,46.47,10460825,,10,0.75,15,,33.64,11.16491228,44.80491228,,1352.35,8891701.25,33.3036,9.490175439,42.79377544
subbituminous,supercritical,23,2000,1675,46.18,11013125,,10,0.75,15,,33.43,11.16666667,44.59666667,,1423.75,9361156.25,33.0957,9.491666667,42.58736667
subbituminous,supercritical,23,2100,1759,45.92,11565425,,10,0.75,15,,33.24,11.16825397,44.40825397,,1495.15,9830611.25,32.9076,9.493015873,42.40061587
subbituminous,supercritical,23,2200,1843,45.67,12117725,,10,0.75,15,,33.06,11.16969697,44.22969697,,1566.55,10300066.25,32.7294,9.494242424,42.22364242
subbituminous,supercritical,23,2300,1926,45.45,12663450,,10,0.75,15,,32.9,11.16521739,44.06521739,,1637.1,10763932.5,32.571,9.490434783,42.06143478
subbituminous,supercritical,23,2400,2010,45.25,13215750,,10,0.75,15,,32.76,11.16666667,43.92666667,,1708.5,11233387.5,32.4324,9.491666667,41.92406667
subbituminous,supercritical,23,2500,2094,45.06,13768050,,10,0.75,15,,32.62,11.168,43.788,,1779.9,11702842.5,32.2938,9.4928,41.7866
subbituminous,supercritical,27,100,83.83,99.3,551182.25,,10,0.75,15,,71.88,11.17733333,83.05733333,,71.2555,468504.9125,71.1612,9.500733333,80.66193333
subbituminous,supercritical,27,200,167.6,76.61,1101970,,10,0.75,15,,55.46,11.17333333,66.63333333,,142.46,936674.5,54.9054,9.497333333,64.40273333
subbituminous,supercritical,27,300,251.3,67.63,1652297.5,,10,0.75,15,,48.96,11.16888889,60.12888889,,213.605,1404452.875,48.4704,9.493555556,57.96395556
subbituminous,supercritical,27,400,335.1,62.53,2203282.5,,10,0.75,15,,45.27,11.17,56.44,,284.835,1872790.125,44.8173,9.4945,54.3118
subbituminous,supercritical,27,500,418.8,59.14,2753610,,10,0.75,15,,42.81,11.168,53.978,,355.98,2340568.5,42.3819,9.4928,51.8747
subbituminous,supercritical,27,600,502.6,56.66,3304595,,10,0.75,15,,41.02,11.16888889,52.18888889,,427.21,2808905.75,40.6098,9.493555556,50.10335556
subbituminous,supercritical,27,700,586.3,54.75,3854922.5,,10,0.75,15,,39.63,11.16761905,50.79761905,,498.355,3276684.125,39.2337,9.49247619,48.72617619
subbituminous,supercritical,27,800,670.1,53.22,4405907.5,,10,0.75,15,,38.53,11.16833333,49.69833333,,569.585,3745021.375,38.1447,9.493083333,47.63778333
subbituminous,supercritical,27,900,753.8,51.94,4956235,,10,0.75,15,,37.6,11.16740741,48.76740741,,640.73,4212799.75,37.224,9.492296296,46.7162963
subbituminous,supercritical,27,1000,837.6,50.86,5507220,,10,0.75,15,,36.82,11.168,47.988,,711.96,4681137,36.4518,9.4928,45.9446
subbituminous,supercritical,27,1100,921.4,49.92,6058205,,10,0.75,15,,36.14,11.16848485,47.30848485,,783.19,5149474.25,35.7786,9.493212121,45.27181212
subbituminous,supercritical,27,1200,1005,49.09,6607875,,10,0.75,15,,35.54,11.16666667,46.70666667,,854.25,5616693.75,35.1846,9.491666667,44.67626667
subbituminous,supercritical,27,1300,1089,48.35,7160175,,10,0.75,15,,35,11.16923077,46.16923077,,925.65,6086148.75,34.65,9.493846154,44.14384615
subbituminous,supercritical,27,1400,1173,47.69,7712475,,10,0.75,15,,34.52,11.17142857,45.69142857,,997.05,6555603.75,34.1748,9.495714286,43.67051429
subbituminous,supercritical,27,1500,1256,47.08,8258200,,10,0.75,15,,34.08,11.16444444,45.24444444,,1067.6,7019470,33.7392,9.489777778,43.22897778
subbituminous,supercritical,27,1600,1340,46.64,8810500,,10,0.75,15,,33.76,11.16666667,44.92666667,,1139,7488925,33.4224,9.491666667,42.91406667
subbituminous,supercritical,27,1700,1424,46.26,9362800,,10,0.75,15,,33.49,11.16862745,44.65862745,,1210.4,7958380,33.1551,9.493333333,42.64843333
subbituminous,supercritical,27,1800,1508,45.91,9915100,,10,0.75,15,,33.23,11.17037037,44.40037037,,1281.8,8427835,32.8977,9.494814815,42.39251481
subbituminous,supercritical,27,1900,1591,45.59,10460825,,10,0.75,15,,33,11.16491228,44.16491228,,1352.35,8891701.25,32.67,9.490175439,42.16017544
subbituminous,supercritical,27,2000,1675,45.31,11013125,,10,0.75,15,,32.8,11.16666667,43.96666667,,1423.75,9361156.25,32.472,9.491666667,41.96366667
subbituminous,supercritical,27,2100,1759,45.05,11565425,,10,0.75,15,,32.61,11.16825397,43.77825397,,1495.15,9830611.25,32.2839,9.493015873,41.77691587
subbituminous,supercritical,27,2200,1843,44.81,12117725,,10,0.75,15,,32.44,11.16969697,43.60969697,,1566.55,10300066.25,32.1156,9.494242424,41.60984242
subbituminous,supercritical,27,2300,1926,44.6,12663450,,10,0.75,15,,32.29,11.16521739,43.45521739,,1637.1,10763932.5,31.9671,9.490434783,41.45753478
subbituminous,supercritical,27,2400,2010,44.4,13215750,,10,0.75,15,,32.14,11.16666667,43.30666667,,1708.5,11233387.5,31.8186,9.491666667,41.31026667
subbituminous,supercritical,27,2500,2094,44.21,13768050,,10,0.75,15,,32,11.168,43.168,,1779.9,11702842.5,31.68,9.4928,41.1728
subbituminous,supercritical,30,100,83.83,98.04,551182.25,,10,0.75,15,,70.97,11.17733333,82.14733333,,71.2555,468504.9125,70.2603,9.500733333,79.76103333
subbituminous,supercritical,30,200,167.6,75.55,1101970,,10,0.75,15,,54.69,11.17333333,65.86333333,,142.46,936674.5,54.1431,9.497333333,63.64043333
subbituminous,supercritical,30,300,251.3,66.66,1652297.5,,10,0.75,15,,48.26,11.16888889,59.42888889,,213.605,1404452.875,47.7774,9.493555556,57.27095556
subbituminous,supercritical,30,400,335.1,61.62,2203282.5,,10,0.75,15,,44.61,11.17,55.78,,284.835,1872790.125,44.1639,9.4945,53.6584
subbituminous,supercritical,30,500,418.8,58.27,2753610,,10,0.75,15,,42.18,11.168,53.348,,355.98,2340568.5,41.7582,9.4928,51.251
subbituminous,supercritical,30,600,502.6,55.84,3304595,,10,0.75,15,,40.42,11.16888889,51.58888889,,427.21,2808905.75,40.0158,9.493555556,49.50935556
subbituminous,supercritical,30,700,586.3,53.96,3854922.5,,10,0.75,15,,39.06,11.16761905,50.22761905,,498.355,3276684.125,38.6694,9.49247619,48.16187619
subbituminous,supercritical,30,800,670.1,52.44,4405907.5,,10,0.75,15,,37.96,11.16833333,49.12833333,,569.585,3745021.375,37.5804,9.493083333,47.07348333
subbituminous,supercritical,30,900,753.8,51.19,4956235,,10,0.75,15,,37.06,11.16740741,48.22740741,,640.73,4212799.75,36.6894,9.492296296,46.1816963
subbituminous,supercritical,30,1000,837.6,50.12,5507220,,10,0.75,15,,36.28,11.168,47.448,,711.96,4681137,35.9172,9.4928,45.41
subbituminous,supercritical,30,1100,921.4,49.19,6058205,,10,0.75,15,,35.61,11.16848485,46.77848485,,783.19,5149474.25,35.2539,9.493212121,44.74711212
subbituminous,supercritical,30,1200,1005,48.38,6607875,,10,0.75,15,,35.02,11.16666667,46.18666667,,854.25,5616693.75,34.6698,9.491666667,44.16146667
subbituminous,supercritical,30,1300,1089,47.65,7160175,,10,0.75,15,,34.49,11.16923077,45.65923077,,925.65,6086148.75,34.1451,9.493846154,43.63894615
subbituminous,supercritical,30,1400,1173,47,7712475,,10,0.75,15,,34.02,11.17142857,45.19142857,,997.05,6555603.75,33.6798,9.495714286,43.17551429
subbituminous,supercritical,30,1500,1256,46.4,8258200,,10,0.75,15,,33.59,11.16444444,44.75444444,,1067.6,7019470,33.2541,9.489777778,42.74387778
subbituminous,supercritical,30,1600,1340,45.97,8810500,,10,0.75,15,,33.28,11.16666667,44.44666667,,1139,7488925,32.9472,9.491666667,42.43886667
subbituminous,supercritical,30,1700,1424,45.59,9362800,,10,0.75,15,,33,11.16862745,44.16862745,,1210.4,7958380,32.67,9.493333333,42.16333333
subbituminous,supercritical,30,1800,1508,45.25,9915100,,10,0.75,15,,32.76,11.17037037,43.93037037,,1281.8,8427835,32.4324,9.494814815,41.92721481
subbituminous,supercritical,30,1900,1591,44.94,10460825,,10,0.75,15,,32.53,11.16491228,43.69491228,,1352.35,8891701.25,32.2047,9.490175439,41.69487544
subbituminous,supercritical,30,2000,1675,44.66,11013125,,10,0.75,15,,32.33,11.16666667,43.49666667,,1423.75,9361156.25,32.0067,9.491666667,41.49836667
subbituminous,supercritical,30,2100,1759,44.4,11565425,,10,0.75,15,,32.14,11.16825397,43.30825397,,1495.15,9830611.25,31.8186,9.493015873,41.31161587
subbituminous,supercritical,30,2200,1843,44.17,12117725,,10,0.75,15,,31.98,11.16969697,43.14969697,,1566.55,10300066.25,31.6602,9.494242424,41.15444242
subbituminous,supercritical,30,2300,1926,43.96,12663450,,10,0.75,15,,31.82,11.16521739,42.98521739,,1637.1,10763932.5,31.5018,9.490434783,40.99223478
subbituminous,supercritical,30,2400,2010,43.76,13215750,,10,0.75,15,,31.68,11.16666667,42.84666667,,1708.5,11233387.5,31.3632,9.491666667,40.85486667
subbituminous,supercritical,30,2500,2094,43.57,13768050,,10,0.75,15,,31.54,11.168,42.708,,1779.9,11702842.5,31.2246,9.4928,40.7174
subbituminous,supercritical,33,100,83.83,96.79,551182.25,,10,0.75,15,,70.07,11.17733333,81.24733333,,71.2555,468504.9125,69.3693,9.500733333,78.87003333
subbituminous,supercritical,33,200,167.6,74.48,1101970,,10,0.75,15,,53.92,11.17333333,65.09333333,,142.46,936674.5,53.3808,9.497333333,62.87813333
subbituminous,supercritical,33,300,251.3,65.69,1652297.5,,10,0.75,15,,47.55,11.16888889,58.71888889,,213.605,1404452.875,47.0745,9.493555556,56.56805556
subbituminous,supercritical,33,400,335.1,60.72,2203282.5,,10,0.75,15,,43.96,11.17,55.13,,284.835,1872790.125,43.5204,9.4945,53.0149
subbituminous,supercritical,33,500,418.8,57.41,2753610,,10,0.75,15,,41.56,11.168,52.728,,355.98,2340568.5,41.1444,9.4928,50.6372
subbituminous,supercritical,33,600,502.6,55.01,3304595,,10,0.75,15,,39.82,11.16888889,50.98888889,,427.21,2808905.75,39.4218,9.493555556,48.91535556
subbituminous,supercritical,33,700,586.3,53.16,3854922.5,,10,0.75,15,,38.48,11.16761905,49.64761905,,498.355,3276684.125,38.0952,9.49247619,47.58767619
subbituminous,supercritical,33,800,670.1,51.67,4405907.5,,10,0.75,15,,37.4,11.16833333,48.56833333,,569.585,3745021.375,37.026,9.493083333,46.51908333
subbituminous,supercritical,33,900,753.8,50.43,4956235,,10,0.75,15,,36.51,11.16740741,47.67740741,,640.73,4212799.75,36.1449,9.492296296,45.6371963
subbituminous,supercritical,33,1000,837.6,49.38,5507220,,10,0.75,15,,35.75,11.168,46.918,,711.96,4681137,35.3925,9.4928,44.8853
subbituminous,supercritical,33,1100,921.4,48.47,6058205,,10,0.75,15,,35.09,11.16848485,46.25848485,,783.19,5149474.25,34.7391,9.493212121,44.23231212
subbituminous,supercritical,33,1200,1005,47.67,6607875,,10,0.75,15,,34.51,11.16666667,45.67666667,,854.25,5616693.75,34.1649,9.491666667,43.65656667
subbituminous,supercritical,33,1300,1089,46.95,7160175,,10,0.75,15,,33.99,11.16923077,45.15923077,,925.65,6086148.75,33.6501,9.493846154,43.14394615
subbituminous,supercritical,33,1400,1173,46.3,7712475,,10,0.75,15,,33.52,11.17142857,44.69142857,,997.05,6555603.75,33.1848,9.495714286,42.68051429
subbituminous,supercritical,33,1500,1256,45.72,8258200,,10,0.75,15,,33.1,11.16444444,44.26444444,,1067.6,7019470,32.769,9.489777778,42.25877778
subbituminous,supercritical,33,1600,1340,45.29,8810500,,10,0.75,15,,32.79,11.16666667,43.95666667,,1139,7488925,32.4621,9.491666667,41.95376667
subbituminous,supercritical,33,1700,1424,44.92,9362800,,10,0.75,15,,32.52,11.16862745,43.68862745,,1210.4,7958380,32.1948,9.493333333,41.68813333
subbituminous,supercritical,33,1800,1508,44.58,9915100,,10,0.75,15,,32.27,11.17037037,43.44037037,,1281.8,8427835,31.9473,9.494814815,41.44211481
subbituminous,supercritical,33,1900,1591,44.28,10460825,,10,0.75,15,,32.05,11.16491228,43.21491228,,1352.35,8891701.25,31.7295,9.490175439,41.21967544
subbituminous,supercritical,33,2000,1675,44.01,11013125,,10,0.75,15,,31.86,11.16666667,43.02666667,,1423.75,9361156.25,31.5414,9.491666667,41.03306667
subbituminous,supercritical,33,2100,1759,43.76,11565425,,10,0.75,15,,31.68,11.16825397,42.84825397,,1495.15,9830611.25,31.3632,9.493015873,40.85621587
subbituminous,supercritical,33,2200,1843,43.53,12117725,,10,0.75,15,,31.51,11.16969697,42.67969697,,1566.55,10300066.25,31.1949,9.494242424,40.68914242
subbituminous,supercritical,33,2300,1926,43.32,12663450,,10,0.75,15,,31.36,11.16521739,42.52521739,,1637.1,10763932.5,31.0464,9.490434783,40.53683478
subbituminous,supercritical,33,2400,2010,43.12,13215750,,10,0.75,15,,31.22,11.16666667,42.38666667,,1708.5,11233387.5,30.9078,9.491666667,40.39946667
subbituminous,supercritical,33,2500,2094,42.94,13768050,,10,0.75,15,,31.08,11.168,42.248,,1779.9,11702842.5,30.7692,9.4928,40.262
subbituminous,supercritical,37,100,83.83,95.11,551182.25,,10,0.75,15,,68.85,11.17733333,80.02733333,,71.2555,468504.9125,68.1615,9.500733333,77.66223333
subbituminous,supercritical,37,200,167.6,73.06,1101970,,10,0.75,15,,52.89,11.17333333,64.06333333,,142.46,936674.5,52.3611,9.497333333,61.85843333
subbituminous,supercritical,37,300,251.3,64.4,1652297.5,,10,0.75,15,,46.62,11.16888889,57.78888889,,213.605,1404452.875,46.1538,9.493555556,55.64735556
subbituminous,supercritical,37,400,335.1,59.51,2203282.5,,10,0.75,15,,43.08,11.17,54.25,,284.835,1872790.125,42.6492,9.4945,52.1437
subbituminous,supercritical,37,500,418.8,56.26,2753610,,10,0.75,15,,40.73,11.168,51.898,,355.98,2340568.5,40.3227,9.4928,49.8155
subbituminous,supercritical,37,600,502.6,53.91,3304595,,10,0.75,15,,39.03,11.16888889,50.19888889,,427.21,2808905.75,38.6397,9.493555556,48.13325556
subbituminous,supercritical,37,700,586.3,52.09,3854922.5,,10,0.75,15,,37.71,11.16761905,48.87761905,,498.355,3276684.125,37.3329,9.49247619,46.82537619
subbituminous,supercritical,37,800,670.1,50.63,4405907.5,,10,0.75,15,,36.65,11.16833333,47.81833333,,569.585,3745021.375,36.2835,9.493083333,45.77658333
subbituminous,supercritical,37,900,753.8,49.42,4956235,,10,0.75,15,,35.78,11.16740741,46.94740741,,640.73,4212799.75,35.4222,9.492296296,44.9144963
subbituminous,supercritical,37,1000,837.6,48.39,5507220,,10,0.75,15,,35.03,11.168,46.198,,711.96,4681137,34.6797,9.4928,44.1725
subbituminous,supercritical,37,1100,921.4,47.5,6058205,,10,0.75,15,,34.39,11.16848485,45.55848485,,783.19,5149474.25,34.0461,9.493212121,43.53931212
subbituminous,supercritical,37,1200,1005,46.72,6607875,,10,0.75,15,,33.82,11.16666667,44.98666667,,854.25,5616693.75,33.4818,9.491666667,42.97346667
subbituminous,supercritical,37,1300,1089,46.01,7160175,,10,0.75,15,,33.31,11.16923077,44.47923077,,925.65,6086148.75,32.9769,9.493846154,42.47074615
subbituminous,supercritical,37,1400,1173,45.38,7712475,,10,0.75,15,,32.85,11.17142857,44.02142857,,997.05,6555603.75,32.5215,9.495714286,42.01721429
subbituminous,supercritical,37,1500,1256,44.8,8258200,,10,0.75,15,,32.43,11.16444444,43.59444444,,1067.6,7019470,32.1057,9.489777778,41.59547778
subbituminous,supercritical,37,1600,1340,44.39,8810500,,10,0.75,15,,32.13,11.16666667,43.29666667,,1139,7488925,31.8087,9.491666667,41.30036667
subbituminous,supercritical,37,1700,1424,44.03,9362800,,10,0.75,15,,31.87,11.16862745,43.03862745,,1210.4,7958380,31.5513,9.493333333,41.04463333
