subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_1
mOrder,mOrder2,Iter,RSquared
0,4,9,0.0185210023980414
1,0,9,0.0185210023980448
2,0,9,0.0185210023980407
3,0,9,0.0185210023980417
0,2,9,0.0185210023980379
0,3,9,0.0185210023980419
0,4,10,0.0185210023980424
1,0,10,0.0185210023980433
2,0,10,0.0185210023980369
3,0,10,0.0185210023980436
0,2,10,0.0185210023980404
0,3,10,0.0185210023980398
4,0,0,0.019204361051967
0,4,0,0.031428404311977
0,5,1,0.0314284519796456
1,0,1,0.0314319546324546
2,0,1,0.0314331450372731
3,0,1,0.0314366469561526
4,0,1,0.0314415130090073
0,2,1,0.0314647176846957
0,3,1,0.0315726630809322
0,4,1,0.0316735828099389
0,5,2,0.0316735828986078
1,0,2,0.0316736148985104
2,0,2,0.0316736939391017
3,0,2,0.0316737684477867
4,0,2,0.0316739424879758
0,2,2,0.0316742608427142
0,3,2,0.0316757612825916
0,4,2,0.0316773748226566
0,5,3,0.0316773748379203
1,0,3,0.0316773760963325
2,0,3,0.0316773782246569
3,0,3,0.0316773785520892
4,0,3,0.0316773804123339
0,2,3,0.0316773840262595
0,3,3,0.0316774289434948
0,4,3,0.0316774612459184
0,5,4,0.0316774612463192
1,0,4,0.0316774612525778
2,0,4,0.0316774612773552
3,0,4,0.0316774612914094
4,0,4,0.0316774613354899
0,2,4,0.03167746144524
0,3,4,0.0316774622988596
0,4,4,0.0316774630402785
0,5,5,0.0316774630402813
1,0,5,0.0316774630407991
2,0,5,0.0316774630418725
3,0,5,0.0316774630419961
4,0,5,0.0316774630427652
0,2,5,0.0316774630447086
0,3,5,0.0316774630753307
0,4,5,0.0316774630935379
0,5,6,0.0316774630935395
1,0,6,0.0316774630935477
2,0,6,0.0316774630935556
3,0,6,0.0316774630935697
4,0,6,0.03167746309358
0,2,6,0.0316774630936619
0,3,6,0.0316774630944711
0,4,6,0.031677463094946
0,5,7,0.0316774630949481
1,0,7,0.031677463094945
2,0,7,0.0316774630949512
3,0,7,0.0316774630949503
4,0,7,0.0316774630949493
0,2,7,0.0316774630949487
0,3,7,0.0316774630949883
0,4,7,0.0316774630949932
0,5,8,0.0316774630949924
1,0,8,0.0316774630949986
2,0,8,0.0316774630949929
3,0,8,0.0316774630949922
4,0,8,0.0316774630949984
0,2,8,0.0316774630949945
0,3,8,0.0316774630949932
0,4,8,0.0316774630949953
0,5,9,0.0316774630949949
1,0,9,0.031677463094997
2,0,9,0.031677463095002
3,0,9,0.0316774630949955
4,0,9,0.0316774630949946
0,2,9,0.0316774630949977
0,3,9,0.0316774630949968
0,4,9,0.0316774630950005
0,5,10,0.0316774630949945
1,0,10,0.0316774630949953
2,0,10,0.0316774630949934
3,0,10,0.0316774630949977
4,0,10,0.0316774630949936
0,2,10,0.0316774630949936
0,3,10,0.0316774630949953
0,4,10,0.0316774630949955
5,0,0,0.0340228830999486
0,5,0,0.0432643408736429
0,6,1,0.0432644324856885
1,0,1,0.0432650214320632
2,0,1,0.0432684792780967
3,0,1,0.0432729748694348
4,0,1,0.0432778613965471
5,0,1,0.0432926185152956
0,2,1,0.0433370738178845
0,3,1,0.0434124607067587
0,4,1,0.0435655528595675
0,5,1,0.0437853720602657
0,6,2,0.0437853945906931
1,0,2,0.0437854217090707
2,0,2,0.0437854717491751
3,0,2,0.0437856161156012
4,0,2,0.043785807644524
5,0,2,0.0437879158838135
0,2,2,0.0437884292616707
0,3,2,0.0437926384219001
0,4,2,0.0437956917004048
0,5,2,0.0438074593021326
0,6,3,0.0438074596084833
1,0,3,0.0438074627437894
2,0,3,0.0438074680202585
3,0,3,0.043807474708371
4,0,3,0.043807480603402
5,0,3,0.0438075103077072
0,2,3,0.0438076313173488
0,3,3,0.0438078282298497
0,4,3,0.0438080861777541
0,5,3,0.0438089238247268
0,6,4,0.0438089238511242
1,0,4,0.0438089239658339
2,0,4,0.0438089243096934
3,0,4,0.0438089255219646
4,0,4,0.0438089262588046
5,0,4,0.043808927482392
0,2,4,0.0438089286599159
0,3,4,0.043808945517201
0,4,4,0.0438089565507646
0,5,4,0.0438090239430855
0,6,5,0.04380902394327
1,0,5,0.0438090239641774
2,0,5,0.0438090239908929
3,0,5,0.0438090240056127
4,0,5,0.0438090240284323
5,0,5,0.0438090240908898
0,2,5,0.0438090247832162
0,3,5,0.0438090258296759
0,4,5,0.0438090269185764
0,5,5,0.0438090327683998
0,6,6,0.0438090327684399
1,0,6,0.0438090327696365
2,0,6,0.0438090327721969
3,0,6,0.0438090327839598
4,0,6,0.0438090327873162
5,0,6,0.0438090327938744
0,2,6,0.0438090328065069
0,3,6,0.0438090328993535
0,4,6,0.0438090329636271
0,5,6,0.0438090334850241
0,6,7,0.0438090334850241
1,0,7,0.0438090334851317
2,0,7,0.0438090334853077
3,0,7,0.0438090334854613
4,0,7,0.0438090334855823
5,0,7,0.0438090334859939
0,2,7,0.0438090334909612
0,3,7,0.0438090334978641
0,4,7,0.0438090335047127
0,5,7,0.0438090335530623
0,6,8,0.043809033553064
1,0,8,0.0438090335530731
2,0,8,0.0438090335530958
3,0,8,0.0438090335531939
4,0,8,0.0438090335532144
5,0,8,0.0438090335532577
0,2,8,0.0438090335534084
0,3,8,0.0438090335540225
0,4,8,0.0438090335544863
0,5,8,0.0438090335589789
0,6,9,0.0438090335589787
1,0,9,0.0438090335589822
2,0,9,0.0438090335589773
3,0,9,0.0438090335589878
4,0,9,0.0438090335589872
5,0,9,0.0438090335589851
0,2,9,0.0438090335590291
0,3,9,0.0438090335590792
0,4,9,0.0438090335591265
0,5,9,0.0438090335595598
0,6,10,0.0438090335595608
1,0,10,0.0438090335595593
2,0,10,0.0438090335595577
3,0,10,0.0438090335595575
4,0,10,0.0438090335595598
5,0,10,0.0438090335595593
0,2,10,0.0438090335595618
0,3,10,0.0438090335595674
0,4,10,0.043809033559573
0,5,10,0.0438090335596161
0,6,11,0.0438090335596091
1,0,11,0.0438090335596097
2,0,11,0.0438090335596089
3,0,11,0.0438090335596093
4,0,11,0.0438090335596095
5,0,11,0.0438090335596124
0,2,11,0.0438090335596139
0,3,11,0.0438090335596124
0,4,11,0.0438090335596095
0,5,11,0.0438090335596192
0,6,12,0.0438090335596167
1,0,12,0.0438090335596203
2,0,12,0.043809033559613
3,0,12,0.0438090335596182
4,0,12,0.0438090335596129
5,0,12,0.0438090335596177
0,2,12,0.0438090335596153
0,3,12,0.043809033559617
0,4,12,0.0438090335596177
0,5,12,0.0438090335596201
0,6,13,0.0438090335596215
1,0,13,0.0438090335596182
2,0,13,0.0438090335596205
3,0,13,0.043809033559618
4,0,13,0.0438090335596167
5,0,13,0.0438090335596165
0,2,13,0.0438090335596192
0,3,13,0.0438090335596149
0,4,13,0.043809033559617
0,5,13,0.0438090335596184
0,6,14,0.043809033559622
1,0,14,0.0438090335596161
2,0,14,0.0438090335596196
3,0,14,0.0438090335596192
4,0,14,0.0438090335596177
5,0,14,0.0438090335596157
0,2,14,0.043809033559616
0,3,14,0.0438090335596201
0,4,14,0.043809033559613
0,5,14,0.0438090335596177
0,6,15,0.0438090335596175
1,0,15,0.043809033559612
2,0,15,0.0438090335596149
3,0,15,0.0438090335596095
4,0,15,0.0438090335596175
5,0,15,0.0438090335596155
0,2,15,0.0438090335596144
0,3,15,0.0438090335596186
0,4,15,0.0438090335596157
0,5,15,0.0438090335596144
6,0,0,0.0456977409228905
0,6,0,0.062180263072983
0,7,1,0.0621806492242545
1,0,1,0.0622068117872651
2,0,1,0.0622363816884777
3,0,1,0.062251581374215
4,0,1,0.0622633237824962
5,0,1,0.0622770435527135
6,0,1,0.0623038475248778
0,2,1,0.0623560763234369
0,3,1,0.0624933944476889
0,4,1,0.0626776763516319
0,5,1,0.0631051223435571
0,6,1,0.0635110614828073
0,7,2,0.0635110830162803
1,0,2,0.0635112006868048
2,0,2,0.0635116833557137
3,0,2,0.0635123428071174
4,0,2,0.0635133050696907
5,0,2,0.0635136109819577
6,0,2,0.063514525846831
0,2,2,0.0635191962035061
0,3,2,0.0635279257936974
0,4,2,0.0635476999437563
0,5,2,0.0635687580832486
0,6,2,0.0635960956929631
0,7,3,0.0635960959561631
1,0,3,0.063596128378248
2,0,3,0.0635961777264126
3,0,3,0.0635962624025547
4,0,3,0.0635964410278685
5,0,3,0.0635965304078771
6,0,3,0.0635966171332439
0,2,3,0.0635969810324669
0,3,3,0.0635975971745496
0,4,3,0.063599397872611
0,5,3,0.0636014643443393
0,6,3,0.063604150168024
0,7,4,0.0636041501755535
1,0,4,0.0636041509916744
2,0,4,0.0636041551546347
3,0,4,0.0636041569056246
4,0,4,0.063604165774733
5,0,4,0.0636041705224069
6,0,4,0.0636041741949758
0,2,4,0.0636042009875407
0,3,4,0.0636042693709765
0,4,4,0.0636044564562823
0,5,4,0.0636046563168039
0,6,4,0.0636049696452309
0,7,5,0.0636049696453306
1,0,5,0.0636049697553026
2,0,5,0.0636049703478624
3,0,5,0.0636049709089009
4,0,5,0.063604972473458
5,0,5,0.0636049731796637
6,0,5,0.0636049736143598
0,2,5,0.0636049780487609
0,3,5,0.063604984075758
0,4,5,0.0636050063480128
0,5,5,0.0636050305138455
0,6,5,0.0636050706443756
0,7,6,0.0636050706449001
1,0,6,0.0636050706569377
2,0,6,0.0636050707522731
3,0,6,0.0636050707843286
4,0,6,0.0636050709439654
5,0,6,0.0636050710250518
6,0,6,0.0636050710813643
0,2,6,0.0636050715457914
0,3,6,0.063605072448024
0,4,6,0.0636050752468948
0,5,6,0.0636050779701673
0,6,6,0.0636050834873704
0,7,7,0.0636050834873807
1,0,7,0.0636050834888168
2,0,7,0.0636050834993339
3,0,7,0.0636050835056936
4,0,7,0.0636050835267501
5,0,7,0.0636050835350779
6,0,7,0.0636050835413001
0,2,7,0.0636050836191322
0,3,7,0.063605083709649
0,4,7,0.0636050841070271
0,5,7,0.0636050844702107
0,6,7,0.0636050852555946
0,7,8,0.063605085255614
1,0,8,0.063605085255796
2,0,8,0.0636050852576691
3,0,8,0.0636050852582103
4,0,8,0.0636050852612213
5,0,8,0.063605085262746
6,0,8,0.0636050852638886
0,2,8,0.0636050852734427
0,3,8,0.0636050852889892
0,4,8,0.0636050853413302
0,5,8,0.0636050853874298
0,6,8,0.0636050855036621
0,7,9,0.06360508550366
1,0,9,0.0636050855036855
2,0,9,0.0636050855039026
3,0,9,0.0636050855040082
4,0,9,0.0636050855044049
5,0,9,0.0636050855045532
6,0,9,0.063605085504695
0,2,9,0.0636050855062547
0,3,9,0.0636050855079751
0,4,9,0.0636050855160504
0,5,9,0.0636050855226473
0,6,9,0.0636050855401666
0,7,10,0.063605085540165
1,0,10,0.0636050855401707
2,0,10,0.0636050855402088
3,0,10,0.0636050855402174
4,0,10,0.0636050855402798
5,0,10,0.0636050855403092
6,0,10,0.0636050855403357
0,2,10,0.0636050855405453
0,3,10,0.0636050855408448
0,4,10,0.0636050855419621
0,5,10,0.0636050855428685
0,6,10,0.0636050855455547
0,7,11,0.0636050855455502
1,0,11,0.0636050855455536
2,0,11,0.0636050855455588
3,0,11,0.0636050855455621
4,0,11,0.0636050855455705
5,0,11,0.0636050855455724
6,0,11,0.0636050855455782
0,2,11,0.0636050855456104
0,3,11,0.0636050855456473
0,4,11,0.0636050855458231
0,5,11,0.0636050855459611
0,6,11,0.0636050855463784
0,7,12,0.0636050855463791
1,0,12,0.0636050855463715
2,0,12,0.0636050855463806
3,0,12,0.0636050855463803
4,0,12,0.0636050855463796
5,0,12,0.0636050855463822
6,0,12,0.0636050855463801
0,2,12,0.063605085546388
0,3,12,0.063605085546392
0,4,12,0.0636050855464169
0,5,12,0.063605085546442
0,6,12,0.0636050855465006
0,7,13,0.0636050855465056
1,0,13,0.063605085546502
2,0,13,0.0636050855465049
3,0,13,0.0636050855465016
4,0,13,0.0636050855465041
5,0,13,0.0636050855465039
6,0,13,0.0636050855465051
0,2,13,0.0636050855465063
0,3,13,0.0636050855465042
0,4,13,0.063605085546508
0,5,13,0.0636050855465128
0,6,13,0.0636050855465274
0,7,14,0.063605085546524
1,0,14,0.0636050855465238
2,0,14,0.0636050855465243
3,0,14,0.0636050855465221
4,0,14,0.0636050855465233
5,0,14,0.0636050855465219
6,0,14,0.0636050855465219
0,2,14,0.0636050855465198
0,3,14,0.0636050855465238
0,4,14,0.0636050855465229
0,5,14,0.0636050855465252
0,6,14,0.0636050855465273
7,0,0,0.0667027604046311
0,7,0,0.089138161318032
0,8,1,0.0891381634921159
1,0,1,0.0891575119941631
2,0,1,0.0891755110977061
3,0,1,0.0892652791363583
4,0,1,0.0892774963576223
5,0,1,0.0893249333390197
6,0,1,0.0893596767562753
7,0,1,0.0894914382601539
0,2,1,0.0895958113633698
0,3,1,0.0897481011021941
0,4,1,0.0901083791483137
0,5,1,0.0906129204241092
0,6,1,0.0915519212430296
0,7,1,0.0923554013837
0,8,2,0.092355408368661
1,0,2,0.0923565421137552
2,0,2,0.092358031999892
3,0,2,0.0923589639893596
4,0,2,0.0923595795839233
5,0,2,0.0923676021737223
6,0,2,0.0923727275333049
7,0,2,0.0923759141992373
0,2,2,0.0923915878940642
0,3,2,0.0924129976701016
0,4,2,0.0924602326692695
0,5,2,0.0925230402030416
0,6,2,0.0925932766073477
0,7,2,0.0926624130308986
0,8,3,0.0926624185874708
1,0,3,0.0926625154392196
2,0,3,0.0926627200964905
3,0,3,0.0926629718590102
4,0,3,0.09266311848178
5,0,3,0.0926637731898193
6,0,3,0.0926643318744703
7,0,3,0.0926657052580473
0,2,3,0.0926664830756591
0,3,3,0.09266936929908
0,4,3,0.0926740936297391
0,5,3,0.0926819073905474
0,6,3,0.0926931425416003
0,7,3,0.0927020551370196
0,8,4,0.0927020552073523
1,0,4,0.0927020644775538
2,0,4,0.0927020723826618
3,0,4,0.0927020998020281
4,0,4,0.0927021071836062
5,0,4,0.0927021463094435
6,0,4,0.0927021899936767
7,0,4,0.0927022270117189
0,2,4,0.0927024851329834
0,3,4,0.092702753386819
0,4,4,0.092703653249348
0,5,4,0.0927047215830403
0,6,4,0.092706415140284
0,7,4,0.0927079352266976
0,8,5,0.0927079353239494
1,0,5,0.0927079367937383
2,0,5,0.0927079407175021
3,0,5,0.0927079456080062
4,0,5,0.0927079503381615
5,0,5,0.092707955250188
6,0,5,0.0927079613346299
7,0,5,0.0927079724608234
0,2,5,0.0927080083761593
0,3,5,0.0927080752062109
0,4,5,0.0927082115939939
0,5,5,0.0927083998394476
0,6,5,0.0927087299998293
0,7,5,0.0927090164283575
0,8,6,0.0927090164285789
1,0,6,0.0927090167055458
2,0,6,0.0927090170575462
3,0,6,0.0927090179596999
4,0,6,0.0927090184254736
5,0,6,0.0927090194484109
6,0,6,0.092709020450377
7,0,6,0.0927090219134684
0,2,6,0.0927090300158024
0,3,6,0.0927090411772902
0,4,6,0.0927090690410143
0,5,6,0.092709110407823
0,6,6,0.0927091744745158
0,7,6,0.0927092316216243
0,8,7,0.0927092316225898
1,0,7,0.0927092316842898
2,0,7,0.0927092317922185
3,0,7,0.0927092319911578
4,0,7,0.0927092321209583
5,0,7,0.0927092323539584
6,0,7,0.0927092325307171
7,0,7,0.0927092328200235
0,2,7,0.0927092343928342
0,3,7,0.0927092367828553
0,4,7,0.0927092420859184
0,5,7,0.0927092502609127
0,6,7,0.0927092636491201
0,7,7,0.0927092755478367
0,8,8,0.0927092755478898
1,0,8,0.0927092755582701
2,0,8,0.0927092755732927
3,0,8,0.09270927561315
4,0,8,0.0927092756371032
5,0,8,0.0927092756883573
6,0,8,0.0927092757284496
7,0,8,0.0927092757821768
0,2,8,0.0927092761032714
0,3,8,0.0927092765664804
0,4,8,0.0927092776679662
0,5,8,0.0927092794966793
0,6,8,0.0927092823200701
0,7,8,0.0927092848382196
0,8,9,0.0927092848382387
1,0,9,0.0927092848404777
2,0,9,0.0927092848443078
3,0,9,0.0927092848531501
4,0,9,0.0927092848588582
5,0,9,0.0927092848714297
6,0,9,0.0927092848790737
7,0,9,0.0927092848905695
0,2,9,0.0927092849591035
0,3,9,0.0927092850552622
0,4,9,0.0927092852812699
0,5,9,0.0927092856667179
0,6,9,0.0927092862745628
0,7,9,0.0927092868171329
0,8,10,0.0927092868171381
1,0,10,0.0927092868175459
2,0,10,0.0927092868182334
3,0,10,0.0927092868201798
4,0,10,0.0927092868213831
5,0,10,0.0927092868242245
6,0,10,0.0927092868258701
7,0,10,0.0927092868283038
0,2,10,0.0927092868425339
0,3,10,0.0927092868622424
0,4,10,0.0927092869101436
0,5,10,0.0927092869955048
0,6,10,0.0927092871269808
0,7,10,0.0927092872449137
0,8,11,0.0927092872449158
1,0,11,0.0927092872449945
2,0,11,0.0927092872451518
3,0,11,0.0927092872455829
4,0,11,0.0927092872458629
5,0,11,0.0927092872465327
6,0,11,0.0927092872468681
7,0,11,0.0927092872473974
0,2,11,0.0927092872504739
0,3,11,0.0927092872546023
0,4,11,0.0927092872647993
0,5,11,0.0927092872833875
0,6,11,0.092709287312113
0,7,11,0.0927092873379706
0,8,12,0.0927092873379679
1,0,12,0.0927092873379849
2,0,12,0.0927092873380188
3,0,12,0.0927092873381157
4,0,12,0.0927092873381775
5,0,12,0.0927092873383323
6,0,12,0.0927092873384051
7,0,12,0.0927092873385205
0,2,12,0.0927092873391757
0,3,12,0.0927092873400528
0,4,12,0.0927092873422463
0,5,12,0.0927092873463687
0,6,12,0.0927092873526605
0,7,12,0.0927092873583619
0,8,13,0.0927092873583625
1,0,13,0.0927092873583665
2,0,13,0.0927092873583735
3,0,13,0.0927092873583953
4,0,13,0.0927092873584121
5,0,13,0.0927092873584454
6,0,13,0.0927092873584549
7,0,13,0.0927092873584842
0,2,13,0.0927092873586275
0,3,13,0.0927092873588137
0,4,13,0.092709287359289
0,5,13,0.0927092873602011
0,6,13,0.0927092873615855
0,7,13,0.0927092873628516
0,8,14,0.0927092873628504
1,0,14,0.0927092873628497
2,0,14,0.0927092873628526
3,0,14,0.0927092873628574
4,0,14,0.0927092873628635
5,0,14,0.0927092873628689
6,0,14,0.0927092873628733
7,0,14,0.0927092873628764
0,2,14,0.0927092873629108
0,3,14,0.0927092873629491
0,4,14,0.0927092873630524
0,5,14,0.0927092873632552
0,6,14,0.0927092873635648
0,7,14,0.092709287363845
0,8,15,0.0927092873638475
1,0,15,0.0927092873638445
2,0,15,0.0927092873638481
3,0,15,0.0927092873638465
4,0,15,0.0927092873638491
5,0,15,0.0927092873638505
6,0,15,0.0927092873638501
7,0,15,0.0927092873638518
0,2,15,0.0927092873638565
0,3,15,0.0927092873638686
0,4,15,0.0927092873638886
0,5,15,0.0927092873639346
0,6,15,0.092709287364003
0,7,15,0.0927092873640653
0,8,16,0.0927092873640664
1,0,16,0.092709287364069
2,0,16,0.0927092873640681
3,0,16,0.0927092873640655
4,0,16,0.0927092873640681
5,0,16,0.0927092873640664
6,0,16,0.0927092873640687
7,0,16,0.0927092873640665
0,2,16,0.092709287364068
0,3,16,0.0927092873640712
0,4,16,0.0927092873640767
0,5,16,0.0927092873640878
0,6,16,0.0927092873641012
0,7,16,0.0927092873641142
0,8,17,0.0927092873641157
1,0,17,0.092709287364116
2,0,17,0.092709287364116
3,0,17,0.0927092873641129
4,0,17,0.0927092873641137
5,0,17,0.092709287364115
6,0,17,0.0927092873641163
7,0,17,0.0927092873641155
0,2,17,0.0927092873641143
0,3,17,0.0927092873641164
0,4,17,0.0927092873641158
0,5,17,0.0927092873641207
0,6,17,0.0927092873641229
0,7,17,0.0927092873641263
0,8,18,0.0927092873641256
1,0,18,0.0927092873641272
2,0,18,0.0927092873641281
3,0,18,0.0927092873641268
4,0,18,0.0927092873641258
5,0,18,0.0927092873641276
6,0,18,0.0927092873641259
7,0,18,0.0927092873641266
0,2,18,0.0927092873641242
0,3,18,0.0927092873641263
0,4,18,0.092709287364124
0,5,18,0.0927092873641281
0,6,18,0.0927092873641272
0,7,18,0.092709287364131
0,8,19,0.0927092873641289
1,0,19,0.0927092873641262
2,0,19,0.0927092873641289
3,0,19,0.092709287364129
4,0,19,0.0927092873641298
5,0,19,0.0927092873641309
6,0,19,0.0927092873641281
7,0,19,0.0927092873641291
0,2,19,0.092709287364127
0,3,19,0.0927092873641285
0,4,19,0.0927092873641271
0,5,19,0.0927092873641303
0,6,19,0.0927092873641273
0,7,19,0.0927092873641282
8,0,0,0.0937756976063346
0,8,0,0.124137333250701
0,9,1,0.124137886557568
1,0,1,0.124158466375052
2,0,1,0.124181137070597
3,0,1,0.12424063877874
4,0,1,0.124308564895814
5,0,1,0.124425279255156
6,0,1,0.124446323895503
7,0,1,0.124460793255036
8,0,1,0.124575963661674
0,2,1,0.124628232893319
0,3,1,0.125021264845788
0,4,1,0.125551402697679
0,5,1,0.126506110094755
0,6,1,0.127615289040518
0,7,1,0.129204696052851
0,8,1,0.131083147188035
0,9,2,0.13108342686455
1,0,2,0.131087158217702
2,0,2,0.131090548136528
3,0,2,0.131098856842768
4,0,2,0.131108293487379
5,0,2,0.131125146503228
6,0,2,0.131153880527207
7,0,2,0.131156840067925
8,0,2,0.131174369549491
0,2,2,0.131198472784398
0,3,2,0.131255759662414
0,4,2,0.13135082262725
0,5,2,0.131464701282613
0,6,2,0.131680370461169
0,7,2,0.131883607253784
0,8,2,0.132116341222787
0,9,3,0.132116383392025
1,0,3,0.13211716508294
2,0,3,0.132117652566523
3,0,3,0.132118973235239
4,0,3,0.132119985691319
5,0,3,0.132123552335413
6,0,3,0.132125435145494
7,0,3,0.132127477147532
8,0,3,0.132129392418817
0,2,3,0.132134367961608
0,3,3,0.132142909273516
0,4,3,0.13215342777932
0,5,3,0.132173808697106
0,6,3,0.13221030609711
0,7,3,0.132251044150893
0,8,3,0.132299224819669
0,9,4,0.132299229182446
1,0,4,0.132299315598438
2,0,4,0.132299439555937
3,0,4,0.132299913615841
4,0,4,0.132300347486942
5,0,4,0.132300780724905
6,0,4,0.13230116343388
7,0,4,0.132301330075989
8,0,4,0.132301594951446
0,2,4,0.13230224177266
0,3,4,0.132303942026051
0,4,4,0.132306369328699
0,5,4,0.132311216612015
0,6,4,0.132319956770563
0,7,4,0.132329917967184
0,8,4,0.132340781634297
0,9,5,0.132340782680385
1,0,5,0.132340800425767
2,0,5,0.13234083763628
3,0,5,0.132340953744525
4,0,5,0.13234105858576
5,0,5,0.132341134059178
6,0,5,0.132341262694099
7,0,5,0.132341294110481
8,0,5,0.132341347698518
0,2,5,0.132341508561042
0,3,5,0.132341947660341
0,4,5,0.132342619010737
0,5,5,0.13234382841245
0,6,5,0.132346156387829
0,7,5,0.132348730571414
0,8,5,0.132351360629077
0,9,6,0.132351360751285
1,0,6,0.132351365306664
2,0,6,0.132351378148871
3,0,6,0.132351412791028
4,0,6,0.132351438110499
5,0,6,0.132351461423675
6,0,6,0.132351484388761
7,0,6,0.13235149263079
8,0,6,0.132351508950989
0,2,6,0.132351541422015
0,3,6,0.132351648098092
0,4,6,0.132351821603443
0,5,6,0.132352159965571
0,6,6,0.132352784139818
0,7,6,0.132353475523297
0,8,6,0.132354163885682
0,9,7,0.132354163909697
1,0,7,0.132354164917961
2,0,7,0.13235416901703
3,0,7,0.132354178836845
4,0,7,0.1323541852707
5,0,7,0.132354191285951
6,0,7,0.132354197219935
7,0,7,0.132354199208679
8,0,7,0.132354203104203
0,2,7,0.132354209929163
0,3,7,0.132354237015607
0,4,7,0.132354287663882
0,5,7,0.1323543886033
0,6,7,0.132354567355179
0,7,7,0.132354763984253
0,8,7,0.132354951997252
0,9,8,0.132354952000571
1,0,8,0.13235495224773
2,0,8,0.132354953680235
3,0,8,0.132354956530249
4,0,8,0.132354958183701
5,0,8,0.132354959879267
6,0,8,0.132354961422831
7,0,8,0.132354962017467
8,0,8,0.132354963097967
0,2,8,0.132354964845055
0,3,8,0.132354972467869
0,4,8,0.132354987605852
0,5,8,0.132355018400489
0,6,8,0.132355071214438
0,7,8,0.132355128751068
0,8,8,0.13235518199859
0,9,9,0.132355181998853
1,0,9,0.132355182063176
2,0,9,0.132355182547336
3,0,9,0.132355183390663
4,0,9,0.132355183823583
5,0,9,0.132355184335222
6,0,9,0.132355184713849
7,0,9,0.132355184907947
8,0,9,0.132355185221557
0,2,9,0.132355185684241
0,3,9,0.132355187836404
0,4,9,0.132355192587543
0,5,9,0.13235520232274
0,6,9,0.132355218420969
0,7,9,0.13235523563896
0,8,9,0.132355251344193
0,9,10,0.132355251344204
1,0,10,0.132355251363085
2,0,10,0.132355251530207
3,0,10,0.132355251783947
4,0,10,0.132355251899549
5,0,10,0.132355252051588
6,0,10,0.132355252150519
7,0,10,0.132355252216817
8,0,10,0.132355252310606
0,2,10,0.132355252443457
0,3,10,0.13235525307895
0,4,10,0.132355254610211
0,5,10,0.132355257743211
0,6,10,0.132355262789573
0,7,10,0.132355268058262
0,8,10,0.132355272841709
0,9,11,0.132355272841713
1,0,11,0.132355272847589
2,0,11,0.132355272905512
3,0,11,0.132355272982433
4,0,11,0.132355273014165
5,0,11,0.132355273060332
6,0,11,0.132355273086666
7,0,11,0.132355273109695
8,0,11,0.132355273138391
0,2,11,0.132355273180118
0,3,11,0.132355273375828
0,4,11,0.132355273881227
0,5,11,0.132355274902746
0,6,11,0.132355276521419
0,7,11,0.132355278161194
0,8,11,0.132355279659203
0,9,12,0.132355279659215
1,0,12,0.132355279661182
2,0,12,0.132355279681424
3,0,12,0.132355279705144
