subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_1
mOrder,mOrder2,Iter,RSquared
0,3,12,0.131379318046971
0,4,12,0.131379318203711
0,5,12,0.131379318527739
0,6,12,0.131379319022413
0,7,12,0.131379319523284
0,8,12,0.131379319967218
0,9,13,0.131379319967222
1,0,13,0.131379319967846
2,0,13,0.131379319974463
3,0,13,0.131379319981351
4,0,13,0.131379319983998
5,0,13,0.131379319988248
6,0,13,0.131379319990141
7,0,13,0.131379319992784
8,0,13,0.131379319995457
0,2,13,0.131379319999763
0,3,13,0.131379320018809
0,4,13,0.131379320071891
0,5,13,0.131379320179057
0,6,13,0.131379320342632
0,7,13,0.131379320502264
0,8,13,0.131379320647072
0,9,14,0.131379320647077
1,0,14,0.131379320647306
2,0,14,0.131379320649628
3,0,14,0.131379320651785
4,0,14,0.131379320652568
5,0,14,0.131379320653896
6,0,14,0.131379320654424
7,0,14,0.13137932065537
8,0,14,0.131379320656249
0,2,14,0.13137932065773
0,3,14,0.131379320664004
0,4,14,0.131379320682163
0,5,14,0.131379320717816
0,6,14,0.131379320772646
0,7,14,0.131379320824046
0,8,14,0.131379320872141
0,9,15,0.131379320872141
1,0,15,0.131379320872227
2,0,15,0.131379320873047
3,0,15,0.131379320873731
4,0,15,0.13137932087397
5,0,15,0.131379320874387
6,0,15,0.131379320874538
7,0,15,0.131379320874877
8,0,15,0.131379320875168
0,2,15,0.131379320875684
0,3,15,0.131379320877778
0,4,15,0.131379320884051
0,5,15,0.131379320895971
0,6,15,0.131379320914562
0,7,15,0.131379320931259
0,8,15,0.131379320947474
0,9,16,0.131379320947476
1,0,16,0.131379320947507
2,0,16,0.131379320947798
3,0,16,0.13137932094802
4,0,16,0.131379320948092
5,0,16,0.131379320948224
6,0,16,0.131379320948268
7,0,16,0.131379320948389
8,0,16,0.131379320948485
0,2,16,0.131379320948667
0,3,16,0.131379320949375
0,4,16,0.131379320951557
0,5,16,0.131379320955562
0,6,16,0.131379320961929
0,7,16,0.131379320967395
0,8,16,0.131379320972932
0,9,17,0.131379320972934
1,0,17,0.131379320972946
2,0,17,0.131379320973048
3,0,17,0.131379320973116
4,0,17,0.131379320973141
5,0,17,0.131379320973184
6,0,17,0.131379320973196
7,0,17,0.131379320973242
8,0,17,0.131379320973275
0,2,17,0.131379320973335
0,3,17,0.131379320973578
0,4,17,0.131379320974343
0,5,17,0.131379320975693
0,6,17,0.131379320977893
0,7,17,0.131379320979694
0,8,17,0.131379320981606
0,9,18,0.131379320981602
1,0,18,0.131379320981606
2,0,18,0.131379320981643
3,0,18,0.131379320981671
4,0,18,0.131379320981677
5,0,18,0.131379320981689
6,0,18,0.131379320981698
7,0,18,0.131379320981709
8,0,18,0.131379320981723
0,2,18,0.131379320981744
0,3,18,0.131379320981825
0,4,18,0.131379320982097
0,5,18,0.131379320982552
0,6,18,0.131379320983317
0,7,18,0.131379320983914
0,8,18,0.13137932098458
0,9,19,0.131379320984581
1,0,19,0.131379320984581
2,0,19,0.131379320984596
3,0,19,0.131379320984603
4,0,19,0.131379320984607
5,0,19,0.13137932098461
6,0,19,0.13137932098461
7,0,19,0.131379320984618
8,0,19,0.13137932098462
0,2,19,0.131379320984631
0,3,19,0.131379320984656
0,4,19,0.131379320984755
0,5,19,0.13137932098491
0,6,19,0.131379320985175
0,7,19,0.131379320985377
0,8,19,0.131379320985608
0,9,20,0.13137932098561
1,0,20,0.131379320985605
2,0,20,0.131379320985615
3,0,20,0.131379320985617
4,0,20,0.131379320985617
5,0,20,0.13137932098562
6,0,20,0.131379320985617
7,0,20,0.13137932098562
8,0,20,0.131379320985619
0,2,20,0.131379320985625
0,3,20,0.131379320985636
0,4,20,0.13137932098567
0,5,20,0.131379320985721
0,6,20,0.131379320985817
0,7,20,0.131379320985886
0,8,20,0.131379320985967
0,9,21,0.131379320985966
1,0,21,0.131379320985965
2,0,21,0.131379320985968
3,0,21,0.131379320985968
4,0,21,0.13137932098597
5,0,21,0.131379320985971
6,0,21,0.13137932098597
7,0,21,0.131379320985972
8,0,21,0.131379320985974
0,2,21,0.131379320985973
0,3,21,0.131379320985975
0,4,21,0.131379320985986
0,5,21,0.131379320986009
0,6,21,0.131379320986044
0,7,21,0.131379320986065
0,8,21,0.131379320986092
0,9,22,0.131379320986094
1,0,22,0.131379320986094
2,0,22,0.131379320986092
3,0,22,0.131379320986093
4,0,22,0.131379320986096
5,0,22,0.131379320986095
6,0,22,0.131379320986094
7,0,22,0.131379320986095
8,0,22,0.131379320986094
0,2,22,0.131379320986095
0,3,22,0.131379320986098
0,4,22,0.131379320986101
0,5,22,0.131379320986104
0,6,22,0.131379320986116
0,7,22,0.131379320986125
0,8,22,0.13137932098614
0,9,23,0.131379320986138
1,0,23,0.131379320986139
2,0,23,0.131379320986135
3,0,23,0.131379320986139
4,0,23,0.131379320986138
5,0,23,0.131379320986138
6,0,23,0.131379320986137
7,0,23,0.13137932098614
8,0,23,0.131379320986137
0,2,23,0.131379320986137
0,3,23,0.131379320986138
0,4,23,0.131379320986143
0,5,23,0.131379320986141
0,6,23,0.131379320986144
0,7,23,0.131379320986146
0,8,23,0.13137932098615
0,9,24,0.131379320986152
1,0,24,0.13137932098615
2,0,24,0.131379320986151
3,0,24,0.131379320986152
4,0,24,0.13137932098615
5,0,24,0.13137932098615
6,0,24,0.131379320986149
7,0,24,0.131379320986151
8,0,24,0.131379320986152
0,2,24,0.131379320986152
0,3,24,0.131379320986153
0,4,24,0.131379320986152
0,5,24,0.131379320986153
0,6,24,0.131379320986154
0,7,24,0.131379320986156
0,8,24,0.131379320986157
0,9,25,0.131379320986158
1,0,25,0.131379320986158
2,0,25,0.131379320986157
3,0,25,0.131379320986158
4,0,25,0.131379320986158
5,0,25,0.131379320986157
6,0,25,0.13137932098616
7,0,25,0.13137932098616
8,0,25,0.131379320986159
0,2,25,0.131379320986158
0,3,25,0.131379320986159
0,4,25,0.13137932098616
0,5,25,0.131379320986159
0,6,25,0.131379320986158
0,7,25,0.131379320986158
0,8,25,0.13137932098616
0,9,26,0.131379320986161
1,0,26,0.131379320986159
2,0,26,0.131379320986161
3,0,26,0.131379320986158
4,0,26,0.13137932098616
5,0,26,0.131379320986161
6,0,26,0.131379320986162
7,0,26,0.131379320986159
8,0,26,0.131379320986159
0,2,26,0.131379320986159
0,3,26,0.131379320986159
0,4,26,0.13137932098616
0,5,26,0.131379320986159
0,6,26,0.131379320986161
0,7,26,0.131379320986162
0,8,26,0.13137932098616
0,9,27,0.131379320986161
1,0,27,0.131379320986163
2,0,27,0.131379320986161
3,0,27,0.131379320986161
4,0,27,0.13137932098616
5,0,27,0.13137932098616
6,0,27,0.131379320986164
7,0,27,0.131379320986161
8,0,27,0.131379320986159
0,2,27,0.131379320986162
0,3,27,0.13137932098616
0,4,27,0.131379320986164
0,5,27,0.131379320986164
0,6,27,0.131379320986161
0,7,27,0.131379320986162
0,8,27,0.131379320986165
0,9,28,0.13137932098616
1,0,28,0.131379320986165
2,0,28,0.131379320986166
3,0,28,0.131379320986162
4,0,28,0.131379320986164
5,0,28,0.131379320986163
6,0,28,0.131379320986161
7,0,28,0.131379320986162
8,0,28,0.131379320986164
0,2,28,0.131379320986164
0,3,28,0.131379320986163
0,4,28,0.131379320986167
0,5,28,0.131379320986164
0,6,28,0.131379320986164
0,7,28,0.131379320986164
0,8,28,0.131379320986163
0,9,29,0.131379320986164
1,0,29,0.131379320986165
2,0,29,0.131379320986165
3,0,29,0.131379320986165
4,0,29,0.131379320986163
5,0,29,0.131379320986164
6,0,29,0.13137932098616
7,0,29,0.131379320986161
8,0,29,0.131379320986164
0,2,29,0.131379320986163
0,3,29,0.131379320986162
0,4,29,0.131379320986163
0,5,29,0.131379320986163
0,6,29,0.131379320986163
0,7,29,0.131379320986163
0,8,29,0.131379320986164
9,0,0,0.132665096737989
0,9,0,0.159188321567344
0,10,1,0.159189035809383
1,0,1,0.159212654711839
2,0,1,0.159233833395308
3,0,1,0.159255360863087
4,0,1,0.159270320751357
5,0,1,0.159298129425078
6,0,1,0.159324089222075
7,0,1,0.159371868651052
8,0,1,0.159397758970071
9,0,1,0.159432157511239
0,2,1,0.159504707950935
0,3,1,0.159900724313059
0,4,1,0.160600301873198
0,5,1,0.161553301489381
0,6,1,0.162604445957341
0,7,1,0.163839491771318
0,8,1,0.165243724679475
0,9,1,0.167798504408662
0,10,2,0.167799196058449
1,0,2,0.167804401722319
2,0,2,0.167807374159641
3,0,2,0.167828989820768
4,0,2,0.167847991262396
5,0,2,0.167873493656813
6,0,2,0.167887327525751
7,0,2,0.16792856618813
8,0,2,0.167951072977011
9,0,2,0.167958029726678
0,2,2,0.167998885044657
0,3,2,0.168059244527734
0,4,2,0.168229159367792
0,5,2,0.168425912254201
0,6,2,0.168602045976368
0,7,2,0.168898423257765
0,8,2,0.169118225965384
0,9,2,0.169637334497926
0,10,3,0.169637569273073
1,0,3,0.169638420023867
2,0,3,0.169639885763484
3,0,3,0.169650383035987
4,0,3,0.169652456227512
5,0,3,0.169656221440632
6,0,3,0.169659067477259
7,0,3,0.169662801970278
8,0,3,0.169663804946389
9,0,3,0.169667487040926
0,2,3,0.169672429521367
0,3,3,0.169685180868146
0,4,3,0.169715706390989
0,5,3,0.169770849595176
0,6,3,0.169822333514189
0,7,3,0.169917254748154
0,8,3,0.169989414851831
0,9,3,0.17013695104499
0,10,4,0.170137007643388
1,0,4,0.170137336991146
2,0,4,0.170137676915308
3,0,4,0.170140657886071
4,0,4,0.170141504887879
5,0,4,0.170142263553888
6,0,4,0.170142831796516
7,0,4,0.170143375767686
8,0,4,0.170143993653032
9,0,4,0.170144965249918
0,2,4,0.170146719748914
0,3,4,0.170151718673642
0,4,4,0.170160024893264
0,5,4,0.170180820625439
0,6,4,0.170199505988956
0,7,4,0.170236927516053
0,8,4,0.170261944913267
0,9,4,0.170312011548895
0,10,5,0.170312025813818
1,0,5,0.170312130539147
2,0,5,0.170312267278456
3,0,5,0.170313273555849
4,0,5,0.170313607469513
5,0,5,0.170313810936222
6,0,5,0.170314015651191
7,0,5,0.170314121791958
8,0,5,0.170314310538955
9,0,5,0.170314751486931
0,2,5,0.170315407034826
0,3,5,0.170317559873519
0,4,5,0.17032055920684
0,5,5,0.17032914868133
0,6,5,0.170336600659916
0,7,5,0.170351930192638
0,8,5,0.170361094107439
0,9,5,0.170380218064813
0,10,6,0.170380221006738
1,0,6,0.170380279862632
2,0,6,0.170380342244175
3,0,6,0.170380717972799
4,0,6,0.170380847722083
5,0,6,0.170380928065721
6,0,6,0.170381018011314
7,0,6,0.170381053161996
8,0,6,0.170381112389868
9,0,6,0.170381276555053
0,2,6,0.17038151713119
0,3,6,0.170382512557956
0,4,6,0.170383713138494
0,5,6,0.170387363841982
0,6,6,0.170390695795185
0,7,6,0.170397184560502
0,8,6,0.170400954838243
0,9,6,0.170408858537022
0,10,7,0.170408859267879
1,0,7,0.170408887435257
2,0,7,0.170408918472188
3,0,7,0.170409061303445
4,0,7,0.170409112663108
5,0,7,0.170409145504538
6,0,7,0.170409186260632
7,0,7,0.170409198462704
8,0,7,0.170409219284864
9,0,7,0.170409286208477
0,2,7,0.170409378679698
0,3,7,0.17040982279118
0,4,7,0.170410336414761
0,5,7,0.170412000155401
0,6,7,0.17041353455493
0,7,7,0.170416349445164
0,8,7,0.170418011160016
0,9,7,0.170421410512003
0,10,8,0.170421410682091
1,0,8,0.170421424851189
2,0,8,0.170421439821197
3,0,8,0.170421494913374
4,0,8,0.170421516011069
5,0,8,0.170421529831345
6,0,8,0.170421548205593
7,0,8,0.170421553272195
8,0,8,0.170421563119296
9,0,8,0.170421590385542
0,2,8,0.170421627775864
0,3,8,0.170421835125135
0,4,8,0.17042206798558
0,5,8,0.170422839910419
0,6,8,0.170423553982036
0,7,8,0.170424812339006
0,8,8,0.170425564449815
0,9,8,0.17042707157672
0,10,9,0.170427071611881
1,0,9,0.170427078504306
2,0,9,0.170427085830685
3,0,9,0.170427107835535
4,0,9,0.17042711696922
5,0,9,0.170427123565048
6,0,9,0.17042713239851
7,0,9,0.170427134913831
8,0,9,0.170427139540053
9,0,9,0.170427151053216
0,2,9,0.170427167207036
0,3,9,0.170427264334755
0,4,9,0.170427373659937
0,5,9,0.170427736283128
0,6,9,0.170428075826648
0,7,9,0.170428648212706
0,8,9,0.170428997562749
0,9,9,0.170429682569028
0,10,10,0.170429682575547
1,0,10,0.17042968603004
2,0,10,0.170429689666293
3,0,10,0.170429698689838
4,0,10,0.17042970277531
5,0,10,0.170429706146684
6,0,10,0.170429710488521
7,0,10,0.170429711743241
8,0,10,0.170429713903094
9,0,10,0.170429718908553
0,2,10,0.17042972618967
0,3,10,0.170429771995336
0,4,10,0.170429824599827
0,5,10,0.170429996611045
0,6,10,0.170430160436478
0,7,10,0.170430423967961
0,8,10,0.170430590398618
0,9,10,0.170430907136735
0,10,11,0.170430907137769
1,0,11,0.170430908862546
2,0,11,0.170430910668466
3,0,11,0.17043091446805
4,0,11,0.170430916333844
5,0,11,0.170430918097078
6,0,11,0.170430920234065
7,0,11,0.17043092087674
8,0,11,0.170430921917224
9,0,11,0.170430924129854
0,2,11,0.170430927495533
0,3,11,0.170430949250478
0,4,11,0.170430974838068
0,5,11,0.170431057303295
0,6,11,0.170431136880165
0,7,11,0.170431259584814
0,8,11,0.170431340127806
0,9,11,0.170431488409721
0,10,12,0.170431488409814
1,0,12,0.170431489269449
2,0,12,0.170431490165574
3,0,12,0.170431491804906
4,0,12,0.170431492677187
5,0,12,0.170431493602848
6,0,12,0.170431494653528
7,0,12,0.170431494988817
8,0,12,0.170431495502849
9,0,12,0.170431496495585
0,2,12,0.170431498085551
0,3,12,0.170431508485368
0,4,12,0.170431521036346
0,5,12,0.170431560815424
0,6,12,0.170431599634585
0,7,12,0.170431657339013
0,8,12,0.170431696685557
0,9,12,0.170431766773957
0,10,13,0.170431766773956
1,0,13,0.17043176720208
2,0,13,0.170431767647319
3,0,13,0.170431768369475
4,0,13,0.170431768786347
5,0,13,0.170431769274622
6,0,13,0.17043176979306
7,0,13,0.170431769968904
8,0,13,0.170431770222418
9,0,13,0.170431770674183
0,2,13,0.170431771440992
0,3,13,0.17043177643658
0,4,13,0.170431782625155
0,5,13,0.170431801878373
0,6,13,0.170431820890826
0,7,13,0.170431848224313
0,8,13,0.170431867564306
0,9,13,0.170431900948144
0,10,14,0.170431900948152
1,0,14,0.170431901161743
2,0,14,0.170431901383255
3,0,14,0.170431901707343
4,0,14,0.170431901909603
5,0,14,0.170431902167013
6,0,14,0.170431902423445
7,0,14,0.170431902515649
8,0,14,0.170431902640134
9,0,14,0.170431902847873
0,2,14,0.170431903222395
0,3,14,0.170431905632522
0,4,14,0.170431908693686
0,5,14,0.170431918036112
0,6,14,0.170431927372625
0,7,14,0.170431940393103
0,8,14,0.170431949940508
0,9,14,0.170431965937211
0,10,15,0.170431965937229
1,0,15,0.170431966043825
2,0,15,0.170431966153997
3,0,15,0.170431966301929
4,0,15,0.170431966400983
5,0,15,0.170431966535971
6,0,15,0.17043196666283
7,0,15,0.170431966711199
8,0,15,0.170431966772297
9,0,15,0.170431966868734
0,2,15,0.17043196705314
0,3,15,0.170431968219758
0,4,15,0.17043196973645
0,5,15,0.170431974280217
0,6,15,0.170431978872275
0,7,15,0.170431985104774
0,8,15,0.170431989830772
0,9,15,0.170431997531908
0,10,16,0.170431997531925
1,0,16,0.17043199758512
2,0,16,0.170431997639873
3,0,16,0.170431997708395
4,0,16,0.17043199775724
5,0,16,0.170431997827615
6,0,16,0.170431997890359
7,0,16,0.170431997915696
8,0,16,0.170431997945686
9,0,16,0.170431997990834
0,2,16,0.170431998082156
0,3,16,0.170431998648472
0,4,16,0.170431999400631
0,5,16,0.170432001614199
0,6,16,0.170432003874984
0,7,16,0.170432006870715
0,8,16,0.170432009213601
0,9,16,0.170432012934888
0,10,17,0.170432012934896
1,0,17,0.170432012961447
2,0,17,0.17043201298864
3,0,17,0.170432013020763
4,0,17,0.170432013044976
5,0,17,0.170432013081472
6,0,17,0.170432013112511
7,0,17,0.170432013125753
8,0,17,0.170432013140451
9,0,17,0.17043201316173
0,2,17,0.170432013207151
0,3,17,0.17043201348273
0,4,17,0.170432013855917
0,5,17,0.170432014935514
0,6,17,0.170432016049365
0,7,17,0.170432017494261
0,8,17,0.17043201865664
0,9,17,0.170432020460227
0,10,18,0.170432020460237
1,0,18,0.170432020473487
2,0,18,0.17043202048698
3,0,18,0.170432020502199
4,0,18,0.17043202051424
5,0,18,0.170432020533069
6,0,18,0.170432020548428
7,0,18,0.170432020555328
8,0,18,0.170432020562521
9,0,18,0.170432020572609
0,2,18,0.170432020595261
0,3,18,0.170432020729627
0,4,18,0.170432020914809
0,5,18,0.170432021441833
0,6,18,0.17043202199088
0,7,18,0.170432022689798
0,8,18,0.170432023266704
0,9,18,0.170432024142996
0,10,19,0.170432024143
1,0,19,0.170432024149616
2,0,19,0.170432024156302
3,0,19,0.170432024163577
4,0,19,0.170432024169575
5,0,19,0.170432024179244
6,0,19,0.170432024186843
7,0,19,0.170432024190429
8,0,19,0.170432024193943
9,0,19,0.170432024198752
0,2,19,0.170432024210068
0,3,19,0.170432024275691
0,4,19,0.170432024367572
0,5,19,0.170432024625055
0,6,19,0.170432024895778
0,7,19,0.17043202523471
0,8,19,0.170432025521057
0,9,19,0.170432025947672
0,10,20,0.170432025947672
1,0,20,0.170432025950977
2,0,20,0.170432025954285
3,0,20,0.170432025957788
4,0,20,0.170432025960777
5,0,20,0.170432025965722
6,0,20,0.170432025969481
7,0,20,0.170432025971341
8,0,20,0.170432025973058
9,0,20,0.170432025975362
0,2,20,0.170432025981021
0,3,20,0.170432026013107
0,4,20,0.170432026058691
0,5,20,0.17043202618458
0,6,20,0.170432026318088
0,7,20,0.17043202648281
0,8,20,0.17043202662492
0,9,20,0.170432026832969
0,10,21,0.170432026832968
1,0,21,0.170432026834616
2,0,21,0.170432026836252
3,0,21,0.170432026837946
4,0,21,0.170432026839441
5,0,21,0.170432026841959
6,0,21,0.170432026843819
7,0,21,0.170432026844781
8,0,21,0.170432026845623
9,0,21,0.170432026846726
0,2,21,0.170432026849558
0,3,21,0.170432026865266
0,4,21,0.170432026887875
0,5,21,0.170432026949459
0,6,21,0.170432027015306
0,7,21,0.17043202709552
0,8,21,0.170432027166035
0,9,21,0.17043202726763
0,10,22,0.170432027267631
1,0,22,0.170432027268454
2,0,22,0.170432027269262
3,0,22,0.170432027270088
4,0,22,0.170432027270833
5,0,22,0.170432027272106
6,0,22,0.17043202727303
7,0,22,0.170432027273526
8,0,22,0.170432027273936
9,0,22,0.170432027274468
0,2,22,0.170432027275887
0,3,22,0.170432027283588
0,4,22,0.170432027294793
0,5,22,0.17043202732494
0,6,22,0.170432027357419
0,7,22,0.170432027396544
0,8,22,0.170432027431527
0,9,22,0.170432027481201
0,10,23,0.170432027481202
1,0,23,0.170432027481615
2,0,23,0.17043202748201
3,0,23,0.170432027482417
4,0,23,0.170432027482786
5,0,23,0.170432027483431
6,0,23,0.17043202748389
7,0,23,0.170432027484143
8,0,23,0.170432027484344
9,0,23,0.170432027484603
0,2,23,0.17043202748531
0,3,23,0.170432027489085
0,4,23,0.17043202749464
0,5,23,0.170432027509405
0,6,23,0.170432027525425
0,7,23,0.170432027544539
0,8,23,0.170432027561886
0,9,23,0.170432027586199
0,10,24,0.170432027586199
1,0,24,0.170432027586403
2,0,24,0.170432027586597
3,0,24,0.170432027586796
4,0,24,0.170432027586983
5,0,24,0.170432027587311
6,0,24,0.170432027587535
7,0,24,0.170432027587667
8,0,24,0.170432027587766
9,0,24,0.17043202758789
0,2,24,0.170432027588245
0,3,24,0.170432027590097
0,4,24,0.170432027592848
0,5,24,0.170432027600083
0,6,24,0.170432027607985
0,7,24,0.170432027617333
0,8,24,0.170432027625935
0,9,24,0.170432027637846
0,10,25,0.170432027637845
1,0,25,0.170432027637948
2,0,25,0.170432027638043
3,0,25,0.170432027638143
4,0,25,0.170432027638233
5,0,25,0.170432027638399
6,0,25,0.170432027638509
7,0,25,0.170432027638581
8,0,25,0.170432027638627
9,0,25,0.170432027638686
0,2,25,0.170432027638863
0,3,25,0.170432027639774
0,4,25,0.170432027641137
0,5,25,0.170432027644682
0,6,25,0.170432027648582
0,7,25,0.170432027653163
0,8,25,0.170432027657425
0,9,25,0.170432027663265
0,10,26,0.170432027663262
1,0,26,0.170432027663316
2,0,26,0.170432027663361
3,0,26,0.170432027663412
4,0,26,0.170432027663458
5,0,26,0.170432027663537
6,0,26,0.170432027663594
7,0,26,0.170432027663629
8,0,26,0.170432027663652
9,0,26,0.170432027663683
0,2,26,0.170432027663773
0,3,26,0.17043202766422
0,4,26,0.170432027664894
0,5,26,0.170432027666637
0,6,26,0.170432027668558
0,7,26,0.170432027670803
0,8,26,0.170432027672916
0,9,26,0.170432027675782
0,10,27,0.170432027675779
1,0,27,0.170432027675804
2,0,27,0.170432027675829
3,0,27,0.170432027675853
4,0,27,0.170432027675877
5,0,27,0.170432027675916
6,0,27,0.170432027675945
7,0,27,0.170432027675961
8,0,27,0.170432027675976
9,0,27,0.170432027675986
0,2,27,0.170432027676034
0,3,27,0.170432027676252
0,4,27,0.170432027676585
0,5,27,0.170432027677442
0,6,27,0.170432027678389
0,7,27,0.170432027679492
0,8,27,0.170432027680534
0,9,27,0.170432027681945
0,10,28,0.170432027681944
1,0,28,0.170432027681958
2,0,28,0.170432027681968
3,0,28,0.170432027681978
4,0,28,0.170432027681993
5,0,28,0.170432027682012
6,0,28,0.170432027682027
7,0,28,0.170432027682037
8,0,28,0.17043202768204
9,0,28,0.170432027682047
0,2,28,0.170432027682071
0,3,28,0.170432027682176
0,4,28,0.170432027682343
0,5,28,0.170432027682762
0,6,28,0.17043202768323
0,7,28,0.170432027683771
0,8,28,0.17043202768429
0,9,28,0.170432027684982
0,10,29,0.170432027684982
1,0,29,0.170432027684987
2,0,29,0.170432027684991
3,0,29,0.170432027685
4,0,29,0.170432027685003
5,0,29,0.170432027685016
6,0,29,0.170432027685022
7,0,29,0.170432027685025
8,0,29,0.170432027685028
9,0,29,0.170432027685031
0,2,29,0.170432027685044
0,3,29,0.170432027685095
0,4,29,0.170432027685175
0,5,29,0.170432027685381
0,6,29,0.170432027685614
0,7,29,0.170432027685882
0,8,29,0.170432027686139
0,9,29,0.170432027686479
0,10,30,0.170432027686482
1,0,30,0.170432027686481
2,0,30,0.170432027686483
3,0,30,0.170432027686487
4,0,30,0.17043202768649
5,0,30,0.170432027686494
6,0,30,0.170432027686497
7,0,30,0.170432027686501
8,0,30,0.170432027686504
9,0,30,0.170432027686504
0,2,30,0.170432027686505
0,3,30,0.170432027686537
0,4,30,0.170432027686575
0,5,30,0.170432027686677
0,6,30,0.170432027686792
0,7,30,0.170432027686921
0,8,30,0.170432027687048
0,9,30,0.170432027687218
0,10,31,0.170432027687216
1,0,31,0.170432027687217
2,0,31,0.170432027687219
3,0,31,0.170432027687219
4,0,31,0.17043202768722
5,0,31,0.170432027687224
6,0,31,0.170432027687227
7,0,31,0.170432027687228
8,0,31,0.170432027687228
9,0,31,0.170432027687227
0,2,31,0.170432027687233
0,3,31,0.170432027687245
0,4,31,0.170432027687263
0,5,31,0.170432027687318
0,6,31,0.170432027687373
0,7,31,0.170432027687433
0,8,31,0.170432027687495
0,9,31,0.170432027687578
0,10,32,0.170432027687577
1,0,32,0.17043202768758
2,0,32,0.170432027687581
3,0,32,0.17043202768758
4,0,32,0.170432027687582
5,0,32,0.170432027687586
6,0,32,0.170432027687586
7,0,32,0.170432027687585
8,0,32,0.170432027687587
9,0,32,0.170432027687587
0,2,32,0.170432027687587
0,3,32,0.170432027687594
0,4,32,0.170432027687604
0,5,32,0.170432027687628
0,6,32,0.170432027687654
0,7,32,0.170432027687685
0,8,32,0.170432027687718
0,9,32,0.170432027687755
0,10,33,0.170432027687756
1,0,33,0.170432027687757
2,0,33,0.170432027687757
3,0,33,0.170432027687759
4,0,33,0.170432027687758
5,0,33,0.170432027687757
6,0,33,0.170432027687759
7,0,33,0.170432027687758
8,0,33,0.170432027687761
9,0,33,0.170432027687758
0,2,33,0.17043202768776
0,3,33,0.170432027687765
0,4,33,0.170432027687768
0,5,33,0.170432027687783
0,6,33,0.170432027687792
0,7,33,0.170432027687811
0,8,33,0.170432027687825
0,9,33,0.170432027687847
0,10,34,0.170432027687845
1,0,34,0.170432027687846
2,0,34,0.170432027687847
3,0,34,0.170432027687846
4,0,34,0.170432027687847
5,0,34,0.170432027687847
6,0,34,0.170432027687848
7,0,34,0.170432027687847
8,0,34,0.170432027687849
9,0,34,0.170432027687846
0,2,34,0.170432027687846
0,3,34,0.17043202768785
0,4,34,0.17043202768785
0,5,34,0.170432027687857
0,6,34,0.170432027687862
0,7,34,0.170432027687872
0,8,34,0.170432027687877
0,9,34,0.170432027687887
0,10,35,0.170432027687887
1,0,35,0.170432027687889
2,0,35,0.170432027687888
3,0,35,0.170432027687887
4,0,35,0.170432027687888
5,0,35,0.170432027687888
6,0,35,0.170432027687888
7,0,35,0.170432027687887
8,0,35,0.170432027687889
9,0,35,0.170432027687889
0,2,35,0.170432027687891
0,3,35,0.170432027687891
0,4,35,0.170432027687891
0,5,35,0.170432027687893
0,6,35,0.170432027687896
0,7,35,0.170432027687895
0,8,35,0.170432027687905
0,9,35,0.170432027687909
0,10,36,0.170432027687906
1,0,36,0.170432027687908
2,0,36,0.170432027687908
3,0,36,0.170432027687909
4,0,36,0.170432027687912
5,0,36,0.170432027687911
6,0,36,0.170432027687907
7,0,36,0.170432027687908
8,0,36,0.170432027687909
9,0,36,0.170432027687909
0,2,36,0.17043202768791
0,3,36,0.170432027687909
0,4,36,0.170432027687909
0,5,36,0.170432027687909
0,6,36,0.170432027687911
0,7,36,0.170432027687916
0,8,36,0.170432027687914
0,9,36,0.170432027687919
0,10,37,0.170432027687916
1,0,37,0.170432027687915
2,0,37,0.170432027687917
3,0,37,0.170432027687914
4,0,37,0.170432027687916
5,0,37,0.170432027687914
6,0,37,0.170432027687916
7,0,37,0.170432027687914
8,0,37,0.170432027687917
9,0,37,0.170432027687915
0,2,37,0.170432027687915
0,3,37,0.170432027687916
0,4,37,0.170432027687917
0,5,37,0.170432027687917
0,6,37,0.170432027687917
0,7,37,0.170432027687919
0,8,37,0.17043202768792
0,9,37,0.170432027687923
0,10,38,0.170432027687923
1,0,38,0.170432027687922
2,0,38,0.170432027687923
3,0,38,0.170432027687922
4,0,38,0.170432027687922
5,0,38,0.170432027687923
6,0,38,0.17043202768792
7,0,38,0.170432027687921
8,0,38,0.170432027687922
9,0,38,0.170432027687923
0,2,38,0.17043202768792
0,3,38,0.170432027687923
0,4,38,0.170432027687923
0,5,38,0.170432027687924
0,6,38,0.170432027687925
0,7,38,0.170432027687924
0,8,38,0.170432027687927
0,9,38,0.170432027687927
0,10,39,0.170432027687928
1,0,39,0.170432027687925
2,0,39,0.170432027687929
3,0,39,0.170432027687926
4,0,39,0.170432027687927
5,0,39,0.170432027687926
6,0,39,0.170432027687927
7,0,39,0.170432027687928
8,0,39,0.170432027687925
9,0,39,0.170432027687925
0,2,39,0.170432027687927
0,3,39,0.170432027687925
0,4,39,0.170432027687927
0,5,39,0.170432027687927
0,6,39,0.170432027687927
0,7,39,0.170432027687925
0,8,39,0.170432027687929
0,9,39,0.170432027687927
0,10,40,0.170432027687925
1,0,40,0.170432027687925
2,0,40,0.170432027687926
3,0,40,0.170432027687927
4,0,40,0.170432027687929
5,0,40,0.17043202768793
6,0,40,0.170432027687927
7,0,40,0.170432027687928
8,0,40,0.170432027687929
9,0,40,0.170432027687927
0,2,40,0.170432027687927
0,3,40,0.170432027687926
0,4,40,0.170432027687929
