Case_name,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSANGLE_1,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_PWBUSKVVOLT_1,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMW_1,subtype_CaseGroup1_Bus93_ExxonMobil_Chemical_LineMVR_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSANGLE_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_PWBUSKVVOLT_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMW_1,subtype_CaseGroup1_Bus94_ExxonMobil_Refinery_LineMVR_1,subtype_CaseGroup1_Bus95_Petrofac_PWBUSANGLE_1,subtype_CaseGroup1_Bus95_Petrofac_PWBUSKVVOLT_1,subtype_CaseGroup1_Bus95_Petrofac_LineMW_1,subtype_CaseGroup1_Bus95_Petrofac_LineMVR_1
CaseGroup1_Case1,0.06314289226948866,0.032545473370292455,0.029924403515232512,0.029923710921590185,0.04270359493975151,0.10548838802649763,0.14902626262097363,0.219959861558092,0.063155066600748766,0.062434478541403604,0.016687243898204862,0.042466471062418298
